RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,12510,Chad Campbell,2' 7",259.750,101,67
1,0,20766,Padraig Harrington,2' 7",228.750,88,11
1,0,20127,Chris Riley,2' 7",211.000,81,9
4,0,20498,Briny Baird,2' 8",237.750,90,126
4,0,24357,K.J. Choi,2' 8",171.167,64,141
6,0,20098,Stuart Appleby,2' 9",270.583,97,160
6,0,26881,Jarrod Lyle,2' 9",188.417,69,65
6,0,01948,Tim Petrovic,2' 9",315.833,116,5
9,0,01320,Bob Estes,2' 10",334.833,119,28
9,0,10860,Justin Leonard,2' 10",310.583,110,63
9,0,01797,Rocco Mediate,2' 10",276.917,97,145
12,0,23048,Eric Axley,2' 11",259.250,89,182
12,0,01132,Mark Brooks,2' 11",232.583,80,10
12,0,01313,Steve Elkington,2' 11",274.583,93,99
12,0,24924,Bill Haas,2' 11",373.667,127,72
12,0,10117,Bob Heintz,2' 11",232.583,79,26
12,0,23353,J.J. Henry,2' 11",340.000,115,89
12,0,24449,Parker McLachlin,2' 11",317.083,109,98
12,0,22046,Geoff Ogilvy,2' 11",269.750,92,62
12,0,26679,Kevin Stadler,2' 11",284.000,97,33
12,0,06595,Kevin Sutherland,2' 11",287.250,98,81
12,0,02214,Kirk Triplett,2' 11",307.333,106,24
23,0,08075,Jerry Kelly,3' 0",428.333,143,45
23,0,23800,Bryce Molder,3' 0",216.333,72,37
23,0,25190,Jeff Quinney,3' 0",382.417,126,58
23,0,23497,Tag Ridings,3' 0",193.333,65,140
23,0,26497,Casey Wittenberg,3' 0",252.167,84,61
28,0,23778,Brad Adamonis,3' 1",309.000,101,36
28,0,23983,Luke Donald,3' 1",347.250,114,20
28,0,06522,Ernie Els,3' 1",282.250,92,59
28,0,10809,Jim Furyk,3' 1",356.750,115,8
28,0,22892,Jason Gore,3' 1",330.667,106,127
28,0,23718,Nathan Green,3' 1",446.333,143,40
28,0,21731,Freddie Jacobson,3' 1",384.917,124,51
28,0,06012,Greg Kraft,3' 1",194.000,63,177
28,0,27120,Troy Matteson,3' 1",438.083,142,103
28,0,01810,Phil Mickelson,3' 1",216.083,70,109
28,0,20572,Rod Pampling,3' 1",329.417,107,74
28,0,22548,Patrick Sheehan,3' 1",213.750,70,23
28,0,06527,Steve Stricker,3' 1",358.000,117,2
28,0,28118,Peter Tomasulo,3' 1",200.583,65,172
28,0,12602,Dean Wilson,3' 1",316.750,104,119
43,0,06004,Stephen Ames,3' 2",263.167,84,142
43,0,01035,Tommy Armour III,3' 2",253.500,80,137
43,0,07223,Brian Bateman,3' 2",239.750,75,158
43,0,23614,Rich Beem,3' 2",285.500,91,132
43,0,21350,Ryuji Imada,3' 2",278.833,87,54
43,0,24503,Jeff Klauk,3' 2",409.333,129,34
43,0,23108,Matt Kuchar,3' 2",396.583,125,3
43,0,22348,Nick O'Hern,3' 2",395.667,124,70
43,0,24138,Ian Poulter,3' 2",244.583,78,4
43,0,26498,Matt Weibring,3' 2",295.917,94,42
53,0,06197,Michael Allen,3' 3",312.083,95,123
53,0,10885,Robert Allenby,3' 3",308.167,95,56
53,0,24925,Jonathan Byrd,3' 3",328.250,100,148
53,0,23135,Tim Clark,3' 3",309.667,95,19
53,0,23638,Brendon de Jonge,3' 3",416.583,128,155
53,0,06251,Chris DiMarco,3' 3",523.250,159,15
53,0,21805,Harrison Frazar,3' 3",478.833,147,134
53,0,19846,Brian Gay,3' 3",509.750,156,7
53,0,20574,Mathew Goggin,3' 3",351.667,107,134
53,0,26695,Michael Letzig,3' 3",500.500,155,29
53,0,24781,Hunter Mahan,3' 3",403.333,123,100
53,0,01766,Billy Mayfair,3' 3",393.667,121,169
53,0,24140,Sean O'Hair,3' 3",325.500,99,113
53,0,25818,Scott Piercy,3' 3",427.500,132,107
53,0,08793,Tiger Woods,3' 3",271.500,83,1
68,0,20070,Matt Bettencourt,3' 4",508.083,151,125
68,0,24507,Jason Bohn,3' 4",480.000,143,163
68,0,20850,Daniel Chopra,3' 4",446.583,134,152
68,0,22621,Ben Curtis,3' 4",205.667,61,85
68,0,06621,Joe Durant,3' 4",197.083,59,176
68,0,01677,Tom Lehman,3' 4",135.750,41,150
68,0,27060,John Mallinger,3' 4",372.667,112,104
68,0,24490,George McNeill,3' 4",458.917,137,29
68,0,23621,Rory Sabbatini,3' 4",384.333,116,129
68,0,08845,Scott Sterling,3' 4",206.750,62,44
68,0,27770,Camilo Villegas,3' 4",292.750,88,129
79,0,07867,Woody Austin,3' 5",436.333,128,39
79,0,22371,Aaron Baddeley,3' 5",300.833,88,92
79,0,24846,Ricky Barnes,3' 5",225.750,66,178
79,0,08931,Glen Day,3' 5",378.667,110,43
79,0,25686,Jason Dufner,3' 5",484.250,141,52
79,0,01577,Lee Janzen,3' 5",329.917,96,66
79,0,29718,Anthony Kim,3' 5",417.917,123,124
79,0,28158,Steve Marino,3' 5",443.333,129,60
79,0,22961,David Mathis,3' 5",333.167,98,47
79,0,28475,Jeff Overton,3' 5",438.667,129,95
79,0,01941,Tom Pernice Jr.,3' 5",421.667,123,12
79,0,01945,Kenny Perry,3' 5",436.833,127,13
79,0,25345,Carl Pettersson,3' 5",377.417,111,164
79,0,27214,Kevin Streelman,3' 5",394.667,115,167
79,0,23788,D.J. Trahan,3' 5",423.000,125,149
79,0,02239,Scott Verplank,3' 5",422.333,124,75
79,0,26289,Boo Weekley,3' 5",310.500,90,154
79,0,10423,Mike Weir,3' 5",394.500,116,14
97,0,06643,Paul Goydos,3' 6",397.750,115,145
97,0,12782,Tim Herron,3' 6",455.583,130,69
97,0,30925,Dustin Johnson,3' 6",384.833,110,143
97,0,24024,Zach Johnson,3' 6",451.000,129,31
97,0,10733,Kent Jones,3' 6",406.500,115,139
97,0,26851,Marc Leishman,3' 6",485.000,140,116
97,0,10585,Scott McCarron,3' 6",470.083,134,18
97,0,01928,Corey Pavin,3' 6",259.667,75,80
97,0,24361,Pat Perez,3' 6",370.500,106,78
97,0,07749,Brett Quigley,3' 6",388.083,110,76
97,0,20645,John Senden,3' 6",471.500,136,128
97,0,06567,Vijay Singh,3' 6",340.417,97,147
97,0,23623,Bo Van Pelt,3' 6",485.000,139,57
97,0,25632,Jimmy Walker,3' 6",356.000,101,27
111,0,20848,Ángel Cabrera,3' 7",315.250,87,117
111,0,20472,Alex Cejka,3' 7",413.917,116,108
