RANK,MOVEMENT,PLAYER_ID,PLAYER,CAREER BEST STREAK,BEST YTD STREAK
1,0,02104,Jeff Sluman,23,23
2,0,01226,Fred Couples,22,8
3,0,01098,Jay Don Blake,20,9
3,0,02101,Joey Sindelar,20,6
5,0,01958,Dan Pohl,19,6
6,0,01346,Ed Fiori,17,6
6,0,01475,Donnie Hammond,17,9
6,0,01736,Roger Maltbie,17,1
6,0,01887,Mark O'Meara,17,8
6,0,02214,Kirk Triplett,17,5
11,0,01444,Ken Green,16,4
11,0,01771,Blaine McCallister,16,6
11,0,01926,Steve Pate,16,3
11,0,01928,Corey Pavin,16,7
15,0,01093,Ronnie Black,15,15
15,0,01527,Scott Hoch,15,8
15,0,01633,Tom Kite,15,7
15,0,01723,Andrew Magee,15,5
15,0,02099,Scott Simpson,15,7
15,0,02133,Craig Stadler,15,5
21,0,06034,Marco Dawson,14,14
21,0,01724,Jeff Maggert,14,8
21,0,02010,Loren Roberts,14,9
21,0,02146,Payne Stewart,14,9
21,0,02245,Grant Waite,14,4
26,0,01024,Billy Andrade,13,13
26,0,01042,Paul Azinger,13,10
26,0,01142,Bart Bryant,13,4
26,0,01143,Brad Bryant,13,11
26,0,01162,Rex Caldwell,13,3
26,0,01203,Russ Cochran,13,7
26,0,01219,John Cook,13,8
26,0,01313,Steve Elkington,13,4
26,0,01390,Buddy Gardner,13,1
26,0,01553,John Huston,13,7
26,0,01569,Peter Jacobsen,13,6
26,0,01666,Bernhard Langer,13,1
26,0,10860,Justin Leonard,13,7
26,0,01748,Doug Martin,13,13
26,0,01783,Mark McCumber,13,9
26,0,01935,Calvin Peete,13,0
26,0,01938,David Peoples,13,4
26,0,01971,Dillard Pruitt,13,5
26,0,01996,Mike Reid,13,4
26,0,02033,Dave Rummells,13,3
26,0,02090,Tom Sieckmann,13,0
26,0,02094,Tony Sills,13,3
26,0,02159,Curtis Strange,13,5
26,0,02167,Mike Sullivan,13,4
50,0,01060,Dave Barr,12,3
50,0,01132,Mark Brooks,12,6
50,0,06124,Patrick Burke,12,9
50,0,01305,Danny Edwards,12,0
50,0,01306,David Edwards,12,10
50,0,01329,Brad Faxon,12,5
50,0,01331,Rick Fehr,12,6
50,0,01457,Jay Haas,12,9
50,0,01641,Gary Koch,12,0
50,0,06012,Greg Kraft,12,8
50,0,01797,Rocco Mediate,12,4
50,0,01810,Phil Mickelson,12,12
50,0,01837,Gil Morgan,12,5
50,0,02049,Gene Sauers,12,4
50,0,02170,Hal Sutton,12,5
50,0,02186,Brian Tennyson,12,8
50,0,02223,Bob Tway,12,5
50,0,02246,Duffy Waldorf,12,5
50,0,02294,Willie Wood,12,9
50,0,02321,Fuzzy Zoeller,12,4
70,0,01072,Chip Beck,11,5
70,0,01150,George Burns,11,1
70,0,01175,Jim Carter,11,5
70,0,01334,Keith Fergus,11,11
70,0,01355,Raymond Floyd,11,5
70,0,01378,David Frost,11,7
70,0,01381,Fred Funk,11,11
70,0,10809,Jim Furyk,11,11
70,0,01677,Tom Lehman,11,7
70,0,01690,Bruce Lietzke,11,10
70,0,01725,John Mahaffey,11,3
70,0,01858,Tommy Nakajima,11,3
70,0,01891,David Ogrin,11,8
70,0,01960,Don Pooley,11,4
70,0,01968,Nick Price,11,8
70,0,01975,Tom Purtzer,11,7
70,0,02008,Lee Rinker,11,6
70,0,02023,Clarence Rose,11,4
70,0,02098,Jim Simons,11,0
70,0,02100,Tim Simpson,11,5
70,0,02201,Jim Thorpe,11,2
70,0,02322,Richard Zokol,11,7
92,0,06197,Michael Allen,10,1
92,0,01096,Phil Blackmar,10,5
92,0,07569,Mark Carnevale,10,3
92,0,01201,Lennie Clements,10,7
92,0,08931,Glen Day,10,10
92,0,01282,Trevor Dodds,10,1
92,0,01320,Bob Estes,10,4
92,0,01323,Brad Fabel,10,10
92,0,01414,Bob Gilder,10,4
92,0,01418,Bill Glasson,10,4
92,0,01443,Hubert Green,10,2
92,0,06284,Jim Hallet,10,0
92,0,06575,Dudley Hart,10,9
92,0,01510,Nolan Henke,10,7
92,0,01549,Mike Hulbert,10,6
92,0,01577,Lee Janzen,10,5
92,0,01599,Steve Jones,10,6
92,0,01639,Kenny Knox,10,1
92,0,01706,Davis Love III,10,9
