RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
1,0,21528,Henrik Stenson,12.20,123,1008
2,0,29221,Webb Simpson,12.44,206,1656
3,0,30925,Dustin Johnson,12.61,168,1332
4,0,32102,Rickie Fowler,12.69,169,1332
5,0,26951,Johnson Wagner,12.80,159,1242
6,0,27214,Kevin Streelman,12.92,214,1656
7,0,22405,Justin Rose,13.05,155,1188
8,0,26596,Ryan Moore,13.39,188,1404
9,0,30926,Chris Kirk,13.78,263,1908
10,0,29420,Billy Horschel,13.89,205,1476
10,0,34046,Jordan Spieth,13.89,190,1368
12,0,33448,Justin Thomas,13.96,206,1476
13,0,21961,Charles Howell III,14.00,252,1800
14,0,24024,Zach Johnson,14.05,220,1566
15,0,08793,Tiger Woods,14.13,173,1224
16,0,23108,Matt Kuchar,14.17,204,1440
16,0,31202,William McGirt,14.17,199,1404
16,0,34256,Andrew Putnam,14.17,227,1602
19,0,34076,Joel Dahmen,14.18,217,1530
20,0,36689,Brooks Koepka,14.25,159,1116
21,0,26476,Chez Reavie,14.34,222,1548
22,0,31646,Emiliano Grillo,14.43,239,1656
22,0,32839,Hideki Matsuyama,14.43,187,1296
24,0,29725,Tony Finau,14.51,256,1764
25,0,40058,Zac Blair,14.56,152,1044
26,0,28237,Rory McIlroy,14.57,160,1098
27,0,37275,Sam Ryder,14.65,211,1440
28,0,35461,Beau Hossler,14.69,275,1872
29,0,24781,Hunter Mahan,14.73,167,1134
29,0,47993,Denny McCarthy,14.73,167,1134
31,0,29908,C.T. Pan,14.74,260,1764
32,0,45526,Abraham Ancer,14.76,255,1728
33,0,28775,Nate Lashley,14.78,125,846
34,0,34363,Tyrrell Hatton,14.81,144,972
35,0,25198,Francesco Molinari,14.84,187,1260
36,0,28089,Jason Day,14.87,182,1224
37,0,22056,Cameron Percy,14.89,134,900
38,0,33948,Byeong Hun An,14.95,226,1512
39,0,19846,Brian Gay,14.96,272,1818
40,0,47959,Bryson DeChambeau,14.99,251,1674
40,0,25396,Kevin Na,14.99,232,1548
42,0,28252,Seamus Power,15.03,211,1404
43,0,20472,Alex Cejka,15.06,187,1242
44,0,23541,Ben Crane,15.07,160,1062
45,0,27349,Alex Noren,15.09,163,1080
46,0,25364,Paul Casey,15.10,193,1278
47,0,35450,Patrick Cantlay,15.14,218,1440
48,0,31560,Brian Stuard,15.18,265,1746
49,0,25892,Steve Wheatcroft,15.23,159,1044
50,0,29478,Kevin Kisner,15.24,214,1404
51,0,33122,Russell Knox,15.25,247,1620
52,0,46435,Austin Cook,15.26,294,1926
53,0,25493,Nick Taylor,15.31,248,1620
54,0,32150,Michael Thompson,15.33,160,1044
55,0,28679,Fabián Gómez,15.34,232,1512
56,0,19803,Ryan Armour,15.42,297,1926
56,0,23621,Rory Sabbatini,15.42,247,1602
58,0,34360,Patrick Reed,15.44,239,1548
59,0,26499,Rafa Cabrera Bello,15.48,195,1260
60,0,30944,Jason Kokrak,15.49,276,1782
60,0,49771,J.T. Poston,15.49,198,1278
62,0,32448,James Hahn,15.51,229,1476
62,0,27649,Brandt Snedeker,15.51,229,1476
64,0,30692,Scott Stallings,15.56,252,1620
65,0,33399,Adam Hadwin,15.61,250,1602
66,0,33141,Keegan Bradley,15.65,262,1674
67,0,35545,Blayne Barber,15.67,189,1206
68,0,30110,Kyle Stanley,15.72,249,1584
69,0,26329,Louis Oosthuizen,15.74,153,972
69,0,27095,Nick Watney,15.74,255,1620
71,0,29485,Brett Stegmaier,15.76,173,1098
72,0,24925,Jonathan Byrd,15.77,176,1116
73,0,46970,Jon Rahm,15.82,188,1188
74,0,24924,Bill Haas,15.84,211,1332
75,0,34466,Peter Malnati,15.86,237,1494
76,0,25804,Bubba Watson,15.89,226,1422
77,0,32757,Patton Kizzire,15.92,255,1602
78,0,35891,Cameron Smith,15.95,224,1404
79,0,27129,Luke List,15.96,273,1710
79,0,39324,J.J. Spaun,15.96,227,1422
81,0,29461,Jamie Lovemark,15.97,253,1584
81,0,39328,Conrad Shindler,15.97,161,1008
83,0,30911,Tommy Fleetwood,15.99,190,1188
83,0,34563,Chesson Hadley,15.99,285,1782
85,0,23353,J.J. Henry,16.00,216,1350
86,0,40026,Daniel Berger,16.01,219,1368
87,0,29926,Danny Lee,16.02,248,1548
88,0,39997,Corey Conners,16.07,269,1674
89,0,10809,Jim Furyk,16.09,139,864
90,0,26851,Marc Leishman,16.11,261,1620
91,0,33418,Shawn Stefani,16.14,215,1332
92,0,29268,Bronson Burgoon,16.18,201,1242
93,0,29535,Brice Garnett,16.20,277,1710
94,0,26300,Matt Jones,16.22,181,1116
95,0,24138,Ian Poulter,16.23,187,1152
96,0,22371,Aaron Baddeley,16.24,228,1404
97,0,20229,Stewart Cink,16.28,255,1566
98,0,32333,Kevin Tway,16.29,305,1872
99,0,34174,John Huh,16.36,265,1620
100,0,25900,Lucas Glover,16.39,180,1098
100,0,23325,Vaughn Taylor,16.39,233,1422
102,0,29974,Branden Grace,16.41,189,1152
103,0,31323,Gary Woodland,16.42,269,1638
104,0,34098,Russell Henley,16.44,219,1332
104,0,39546,Keith Mitchell,16.44,287,1746
106,0,25818,Scott Piercy,16.46,237,1440
107,0,37189,Harold Varner III,16.48,264,1602
107,0,49964,Aaron Wise,16.48,261,1584
109,0,36799,Stephan Jaeger,16.52,223,1350
109,0,24361,Pat Perez,16.52,223,1350
111,0,33410,Andrew Landry,16.53,238,1440
112,0,01810,Phil Mickelson,16.54,259,1566
113,0,26758,David Hearn,16.57,179,1080
114,0,27936,Martin Laird,16.58,194,1170
115,0,29484,Peter Uihlein,16.60,233,1404
116,0,28132,Tyrone Van Aswegen,16.61,278,1674
116,0,47128,Richy Werenski,16.61,275,1656
118,0,24502,Adam Scott,16.67,234,1404
119,0,33413,Ben Martin,16.75,193,1152
120,0,25572,Graeme McDowell,16.76,178,1062
121,0,36699,Patrick Rodgers,16.79,281,1674
121,0,48081,Xander Schauffele,16.79,281,1674
123,0,12716,Charley Hoffman,16.81,242,1440
124,0,27644,Brian Harman,16.85,273,1620
125,0,39327,Ben Silverman,16.87,255,1512
126,0,47347,Adam Schenk,16.88,243,1440
127,0,31420,Anirban Lahiri,16.94,250,1476
128,0,33204,Shane Lowry,16.96,171,1008
129,0,37278,Nicholas Lindheim,16.99,211,1242
129,0,32640,Troy Merritt,16.99,260,1530
131,0,46402,Talor Gooch,17.05,221,1296
132,0,27942,Rob Oppenheim,17.08,209,1224
133,0,34021,Bud Cauley,17.09,163,954
134,0,27141,J.B. Holmes,17.11,231,1350
135,0,34409,David Lingmerth,17.17,241,1404
136,0,35532,Tom Hoge,17.20,288,1674
136,0,24140,Sean O'Hair,17.20,195,1134
136,0,27963,Chris Stroud,17.20,226,1314
139,0,35879,Kelly Kraft,17.21,285,1656
140,0,29479,Scott Brown,17.23,304,1764
140,0,37454,Whee Kim,17.23,276,1602
142,0,25632,Jimmy Walker,17.24,239,1386
143,0,48084,Wesley Bryan,17.25,208,1206
144,0,32254,Xinjun Zhang,17.41,235,1350
145,0,35310,Lanto Griffin,17.42,232,1332
