RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY
1,0,08793,Tiger Woods,10000000
2,0,01810,Phil Mickelson,3000000
3,0,06527,Steve Stricker,2000000
4,0,10809,Jim Furyk,1500000
5,0,24140,Sean O'Hair,1000000
6,0,24024,Zach Johnson,800000
7,0,20766,Padraig Harrington,700000
8,0,22293,Heath Slocum,600000
9,0,01945,Kenny Perry,550000
10,0,02239,Scott Verplank,500000
11,0,25686,Jason Dufner,300000
12,0,27095,Nick Watney,290000
13,0,22046,Geoff Ogilvy,280000
14,0,30925,Dustin Johnson,270000
15,0,28158,Steve Marino,250000
16,0,06522,Ernie Els,245000
17,0,25900,Lucas Glover,240000
18,0,20157,Retief Goosen,235000
19,0,02206,David Toms,230000
20,0,26851,Marc Leishman,225000
21,0,19846,Brian Gay,220000
22,0,08075,Jerry Kelly,215000
23,0,24663,Y.E. Yang,210000
24,0,20645,John Senden,205000
25,0,20848,Ángel Cabrera,200000
26,0,25396,Kevin Na,195000
27,0,24781,Hunter Mahan,190000
28,0,20229,Stewart Cink,185000
29,0,10423,Mike Weir,180000
30,0,23983,Luke Donald,175000
31,0,24138,Ian Poulter,165000
32,0,21878,Mark Wilson,155000
33,0,27649,Brandt Snedeker,150000
34,0,23621,Rory Sabbatini,145000
35,0,29718,Anthony Kim,142000
36,0,23135,Tim Clark,140000
37,0,12716,Charley Hoffman,138000
38,0,21209,Sergio Garcia,137000
39,0,10860,Justin Leonard,136000
40,0,23108,Matt Kuchar,135000
41,0,24924,Bill Haas,134000
42,0,27770,Camilo Villegas,133000
43,0,10885,Robert Allenby,132000
44,0,06595,Kevin Sutherland,131000
45,0,22913,John Rollins,130000
46,0,24361,Pat Perez,129000
47,0,26596,Ryan Moore,128000
48,0,28089,Jason Day,127000
49,0,21961,Charles Howell III,126000
50,0,23623,Bo Van Pelt,125000
51,0,01706,Davis Love III,120000
52,0,25364,Paul Casey,115000
53,0,25804,Bubba Watson,114000
54,0,06643,Paul Goydos,113000
55,0,06004,Stephen Ames,110000
56,0,20160,Charlie Wi,110000
57,0,21731,Freddie Jacobson,110000
58,0,21753,Brian Davis,110000
59,0,12510,Chad Campbell,110000
60,0,27060,John Mallinger,110000
61,0,23541,Ben Crane,110000
62,0,29221,Webb Simpson,110000
63,0,23718,Nathan Green,110000
64,0,23800,Bryce Molder,110000
65,0,07867,Woody Austin,110000
66,0,24925,Jonathan Byrd,110000
67,0,28475,Jeff Overton,110000
68,0,24507,Jason Bohn,110000
69,0,27141,J.B. Holmes,110000
70,0,01320,Bob Estes,110000
71,0,07749,Brett Quigley,80000
72,0,25240,D.A. Points,80000
73,0,26289,Boo Weekley,80000
74,0,20574,Mathew Goggin,80000
75,0,27933,John Merrick,80000
76,0,27214,Kevin Streelman,80000
77,0,20691,Greg Owen,80000
78,0,27120,Troy Matteson,80000
79,0,01577,Lee Janzen,80000
80,0,20498,Briny Baird,80000
81,0,06567,Vijay Singh,75000
82,0,10585,Scott McCarron,75000
83,0,23353,J.J. Henry,75000
84,0,01226,Fred Couples,75000
85,0,22405,Justin Rose,75000
86,0,26695,Michael Letzig,75000
87,0,20593,Greg Chalmers,75000
88,0,25818,Scott Piercy,75000
89,0,01948,Tim Petrovic,75000
90,0,24503,Jeff Klauk,75000
91,0,26420,Richard Johnson,75000
92,0,20572,Rod Pampling,75000
93,0,21959,Ted Purdy,75000
94,0,26301,James Nitties,75000
95,0,26679,Kevin Stadler,75000
96,0,23788,D.J. Trahan,75000
97,0,20850,Daniel Chopra,75000
98,0,12652,Cameron Beckman,75000
99,0,22348,Nick O'Hern,75000
100,0,21350,Ryuji Imada,75000
101,0,24357,K.J. Choi,70000
102,0,22621,Ben Curtis,70000
103,0,20127,Chris Riley,70000
104,0,21805,Harrison Frazar,70000
105,0,24490,George McNeill,70000
106,0,20070,Matt Bettencourt,70000
107,0,23548,Bill Lunde,70000
108,0,06197,Michael Allen,70000
109,0,24358,Robert Garrigus,70000
110,0,24502,Adam Scott,70000
111,0,22371,Aaron Baddeley,70000
112,0,23409,James Driscoll,70000
113,0,25190,Jeff Quinney,70000
114,0,12782,Tim Herron,70000
115,0,23325,Vaughn Taylor,70000
116,0,20472,Alex Cejka,70000
117,0,01161,Mark Calcavecchia,70000
118,0,06251,Chris DiMarco,70000
119,0,07457,Steve Flesch,70000
120,0,27963,Chris Stroud,70000
121,0,21949,Joe Ogilvie,70000
122,0,22961,David Mathis,70000
123,0,01473,Todd Hamilton,70000
124,0,26287,Roland Thatcher,70000
125,0,01724,Jeff Maggert,70000
126,0,26300,Matt Jones,32000
127,0,20104,Ken Duke,32000
128,0,23614,Rich Beem,32000
129,0,01928,Corey Pavin,32000
130,0,02256,Tom Watson,32000
131,0,23349,Charles Warren,32000
132,0,25562,Andres Romero,32000
133,0,01797,Rocco Mediate,32000
134,0,23320,Ryan Palmer,32000
135,0,12705,Cliff Kresge,32000
136,0,28620,Aron Price,32000
137,0,23638,Brendon de Jonge,32000
138,0,28780,Nicholas Thompson,32000
139,0,01116,Michael Bradley,32000
140,0,01035,Tommy Armour III,32000
141,0,20098,Stuart Appleby,32000
142,0,24846,Ricky Barnes,32000
143,0,27466,Spencer Levin,32000
144,0,24912,Will MacKenzie,32000
145,0,12602,Dean Wilson,32000
146,0,27936,Martin Laird,32000
147,0,01677,Tom Lehman,32000
148,0,25632,Jimmy Walker,32000
149,0,09011,David Duval,32000
150,0,08931,Glen Day,32000
