RANK,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,1ST,2ND,3RD
1,0,08793,Tiger Woods,17,9,4,1
2,0,07457,Steve Flesch,13,1
3,0,01810,Phil Mickelson,12,4,3
4,0,02170,Hal Sutton,11,2,1
5,0,06522,Ernie Els,10,1,5,2
5,0,02214,Kirk Triplett,10,1,1,1
7,0,01161,Mark Calcavecchia,9,2,2
7,0,20229,Stewart Cink,9,1,1,1
7,0,09011,David Duval,9,1,1,3
7,0,01706,Davis Love III,9,3,1
7,0,01707,Steve Lowery,9,1,1
7,0,12660,Jesper Parnevik,9,2,1,1
7,0,02010,Loren Roberts,9,1,2
14,0,10809,Jim Furyk,8,1,1
14,0,01553,John Huston,8,1,1
14,0,06567,Vijay Singh,8,1,1,3
14,0,10423,Mike Weir,8,1,1
18,0,01042,Paul Azinger,7,1
18,0,01527,Scott Hoch,7,1
18,0,08993,Franklin Langham,7,3
18,0,01677,Tom Lehman,7,1,1
18,0,12680,Shigeki Maruyama,7,1,1
18,0,01943,Chris Perry,7,2
24,0,12823,Carlos Franco,6,1
24,0,11032,Frank Lickliter II,6,2
24,0,01724,Jeff Maggert,6,1,1
24,0,01968,Nick Price,6,2,3
24,0,02206,David Toms,6,1,1
24,0,02239,Scott Verplank,6,1
24,0,02246,Duffy Waldorf,6,1,1
31,0,20098,Stuart Appleby,5,1,1
31,0,20593,Greg Chalmers,5,1
31,0,01226,Fred Couples,5
31,0,06251,Chris DiMarco,5,1,2
31,0,06036,Scott Dunlap,5,1
31,0,01329,Brad Faxon,5,1
31,0,20043,Edward Fryatt,5,1
31,0,21209,Sergio Garcia,5,2
31,0,08537,J.P. Hayes,5,1,1
31,0,01761,Len Mattiace,5,1
41,0,06004,Stephen Ames,4
41,0,20029,Notah Begay III,4,2
41,0,10944,Thomas Bjørn,4,1,1
41,0,01203,Russ Cochran,4
41,0,06621,Joe Durant,4
41,0,01381,Fred Funk,4
41,0,12645,Brent Geiberger,4
41,0,12782,Tim Herron,4
41,0,20094,Jonathan Kaye,4,1,1
41,0,10860,Justin Leonard,4,1,3
41,0,01723,Andrew Magee,4,1
41,0,20095,Carl Paulson,4,1
41,0,01945,Kenny Perry,4,3
41,0,20127,Chris Riley,4
41,0,10649,Tom Scherrer,4,1,1
41,0,06595,Kevin Sutherland,4
41,0,02245,Grant Waite,4,2
58,0,10885,Robert Allenby,3,2,1
58,0,07867,Woody Austin,3
58,0,20099,Doug Barron,3
58,0,01098,Jay Don Blake,3
58,0,01132,Mark Brooks,3
58,0,01157,Tom Byrum,3
58,0,01185,Brandel Chamblee,3
58,0,19825,Darren Clarke,3,1
58,0,01219,John Cook,3
58,0,19881,Robert Damron,3,1
58,0,01320,Bob Estes,3
58,0,06643,Paul Goydos,3
58,0,06575,Dudley Hart,3,1,1
58,0,10962,Bradley Hughes,3
58,0,08075,Jerry Kelly,3
58,0,01619,Skip Kendall,3,1,1
58,0,06350,Bob May,3,2,1
58,0,01771,Blaine McCallister,3,1,1
58,0,01797,Rocco Mediate,3,1,1
58,0,06515,Shaun Micheel,3
58,0,21949,Joe Ogilvie,3
58,0,23621,Rory Sabbatini,3,1,1
58,0,08375,Paul Stankowski,3
81,0,01024,Billy Andrade,2,1
81,0,01035,Tommy Armour III,2
81,0,06809,Bob Burns,2
81,0,12388,Michael Clark II,2,1
81,0,08931,Glen Day,2
81,0,07763,Doug Dunakey,2
81,0,01307,Joel Edwards,2,1
81,0,23125,Brad Elder,2,1
81,0,01331,Rick Fehr,2
81,0,01361,Dan Forsman,2,1
81,0,21805,Harrison Frazar,2,2
81,0,01418,Bill Glasson,2,1
81,0,10201,Matt Gogel,2,1
81,0,20574,Mathew Goggin,2,1
81,0,20766,Padraig Harrington,2
81,0,06617,Brian Henninger,2
81,0,08545,Glen Hnatiuk,2,1
81,0,01577,Lee Janzen,2
81,0,19958,Miguel Angel Jiménez,2,1
81,0,06573,Brandt Jobe,2
81,0,01599,Steve Jones,2
81,0,06315,Pete Jordan,2
81,0,06012,Greg Kraft,2,1
81,0,06332,Neal Lancaster,2
81,0,19904,Paul Lawrie,2
81,0,01685,J.L. Lewis,2,1
81,0,01717,Sandy Lyle,2
81,0,01766,Billy Mayfair,2
81,0,10585,Scott McCarron,2
81,0,06090,Jim McGovern,2
81,0,08635,Colin Montgomerie,2,1
81,0,06140,Sean Murphy,2
81,0,01876,Greg Norman,2
81,0,06373,José María Olazábal,2
81,0,01941,Tom Pernice Jr.,2
81,0,02101,Joey Sindelar,2
81,0,02133,Craig Stadler,2,1
81,0,07101,Dave Stockton Jr.,2
81,0,06581,David Sutherland,2
81,0,06078,Esteban Toledo,2,1
