RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,ATTEMPTS,2 PUTT OR BETTER %
1,0,20850,Daniel Chopra,4.60,12,261,95.4
2,0,22371,Aaron Baddeley,5.22,12,230,94.7
3,0,08075,Jerry Kelly,5.71,18,315,94.2
4,0,24138,Ian Poulter,5.76,8,139,94.2
5,0,10809,Jim Furyk,6.19,21,339,93.8
6,0,12826,Paul Claxton,6.28,14,223,93.7
7,0,10423,Mike Weir,6.56,16,244,93.4
8,0,22621,Ben Curtis,6.57,18,274,93.4
9,0,08931,Glen Day,6.58,16,243,93.4
10,0,19846,Brian Gay,6.61,22,333,93.3
11,0,07547,Craig Kanada,6.86,14,204,93.1
12,0,23409,James Driscoll,6.88,24,349,93.1
12,0,25562,Andres Romero,6.88,13,189,93.1
14,0,27770,Camilo Villegas,6.99,19,272,93.0
15,0,20127,Chris Riley,7.01,11,157,92.9
16,0,21350,Ryuji Imada,7.12,20,281,92.8
17,0,23541,Ben Crane,7.23,23,318,92.7
17,0,07749,Brett Quigley,7.23,24,332,92.7
19,0,25345,Carl Pettersson,7.29,31,425,92.7
20,0,24357,K.J. Choi,7.30,20,274,92.7
21,0,10860,Justin Leonard,7.38,22,298,92.6
22,0,22348,Nick O'Hern,7.41,22,297,92.5
23,0,10505,Shane Bertsch,7.44,25,336,92.5
24,0,01928,Corey Pavin,7.49,17,227,92.5
25,0,25349,Tim Wilkinson,7.53,25,332,92.4
26,0,01313,Steve Elkington,7.54,23,305,92.4
27,0,24140,Sean O'Hair,7.57,23,304,92.4
28,0,20574,Mathew Goggin,7.61,30,394,92.3
29,0,20229,Stewart Cink,7.64,22,288,92.3
29,0,08537,J.P. Hayes,7.64,21,275,92.3
29,0,22548,Patrick Sheehan,7.64,33,432,92.3
32,0,22046,Geoff Ogilvy,7.65,14,183,92.3
33,0,06527,Steve Stricker,7.66,19,248,92.3
34,0,01473,Todd Hamilton,7.74,25,323,92.2
35,0,23125,Brad Elder,7.76,19,245,92.2
36,0,27060,John Mallinger,7.82,24,307,92.1
37,0,02223,Bob Tway,7.91,17,215,92.0
38,0,06004,Stephen Ames,7.97,22,276,92.0
38,0,25190,Jeff Quinney,7.97,24,301,92.0
40,0,25720,Chad Collins,8.02,21,262,91.9
40,0,20663,Brenden Pappas,8.02,19,237,91.9
42,0,26668,Marc Turnesa,8.16,27,331,91.8
43,0,24924,Bill Haas,8.18,36,440,91.8
44,0,29718,Anthony Kim,8.27,23,278,91.7
45,0,06034,Marco Dawson,8.29,17,205,91.7
46,0,01810,Phil Mickelson,8.33,19,228,91.6
47,0,21949,Joe Ogilvie,8.38,30,358,91.6
48,0,30925,Dustin Johnson,8.39,27,322,91.6
49,0,24781,Hunter Mahan,8.40,30,357,91.6
50,0,28089,Jason Day,8.45,30,355,91.5
51,0,12602,Dean Wilson,8.48,34,401,91.5
52,0,20623,Gavin Coles,8.60,16,186,91.4
53,0,06595,Kevin Sutherland,8.61,36,418,91.3
54,0,23048,Eric Axley,8.73,37,424,91.2
55,0,20098,Stuart Appleby,8.78,26,296,91.2
56,0,12823,Carlos Franco,8.82,27,306,91.1
57,0,20104,Ken Duke,8.84,38,430,91.1
57,0,23108,Matt Kuchar,8.84,26,294,91.1
59,0,21878,Mark Wilson,8.88,43,484,91.1
60,0,21961,Charles Howell III,8.91,35,393,91.0
61,0,26500,Alejandro Cañizares,8.93,15,168,91.0
62,0,23353,J.J. Henry,9.07,46,507,90.9
63,0,01941,Tom Pernice Jr.,9.09,38,418,90.9
64,0,24361,Pat Perez,9.21,34,369,90.7
65,0,01320,Bob Estes,9.23,35,379,90.7
66,0,02206,David Toms,9.27,19,205,90.7
67,0,10885,Robert Allenby,9.33,39,418,90.6
68,0,01553,John Huston,9.36,19,203,90.6
69,0,24912,Will MacKenzie,9.44,22,233,90.5
70,0,01797,Rocco Mediate,9.45,26,275,90.5
71,0,26695,Michael Letzig,9.48,29,306,90.5
72,0,06575,Dudley Hart,9.49,30,316,90.5
73,0,06197,Michael Allen,9.50,32,337,90.5
74,0,20645,John Senden,9.56,39,408,90.4
75,0,20105,Jeff Gove,9.64,19,197,90.3
76,0,21731,Freddie Jacobson,9.67,26,269,90.3
77,0,01142,Bart Bryant,9.69,31,320,90.3
77,0,26631,Cody Freeman,9.69,22,227,90.3
79,0,11032,Frank Lickliter II,9.72,41,422,90.2
80,0,20157,Retief Goosen,9.76,16,164,90.2
81,0,01139,Olin Browne,9.78,31,317,90.2
82,0,12782,Tim Herron,9.82,38,387,90.1
83,0,08845,Scott Sterling,9.83,35,356,90.1
84,0,26420,Richard Johnson,9.84,24,244,90.1
85,0,24449,Parker McLachlin,9.86,35,355,90.1
86,0,23623,Bo Van Pelt,9.87,44,446,90.1
87,0,12660,Jesper Parnevik,9.89,35,354,90.1
88,0,20382,Stephen Leaney,9.91,21,212,90.0
89,0,25900,Lucas Glover,9.92,36,363,90.0
90,0,23135,Tim Clark,9.93,27,272,90.0
91,0,24925,Jonathan Byrd,9.94,33,332,90.0
91,0,25396,Kevin Na,9.94,36,362,90.0
93,0,22293,Heath Slocum,9.97,32,321,90.0
94,0,23718,Nathan Green,10.00,38,380,90.0
95,0,23614,Rich Beem,10.06,31,308,89.9
95,0,12680,Shigeki Maruyama,10.06,17,169,89.9
97,0,22892,Jason Gore,10.08,36,357,89.9
97,0,22582,Kyle Thompson,10.08,24,238,89.9
99,0,21959,Ted Purdy,10.11,28,277,89.8
100,0,23320,Ryan Palmer,10.17,24,236,89.8
101,0,24024,Zach Johnson,10.23,31,303,89.7
102,0,27095,Nick Watney,10.24,39,381,89.7
103,0,01024,Billy Andrade,10.25,29,283,89.7
104,0,28158,Steve Marino,10.26,51,497,89.7
105,0,12705,Cliff Kresge,10.27,34,331,89.7
105,0,22806,Doug LaBelle II,10.27,23,224,89.7
107,0,28475,Jeff Overton,10.29,42,408,89.7
107,0,20572,Rod Pampling,10.29,28,272,89.7
109,0,22378,Trevor Immelman,10.30,24,233,89.7
110,0,10875,Todd Demsey,10.32,35,339,89.6
111,0,27214,Kevin Streelman,10.33,47,455,89.6
112,0,20433,Mark Hensby,10.36,29,280,89.6
113,0,06251,Chris DiMarco,10.40,31,298,89.6
114,0,07867,Woody Austin,10.45,37,354,89.5
115,0,26596,Ryan Moore,10.51,27,257,89.4
115,0,20443,Jin Park,10.51,31,295,89.4
117,0,23157,Richard Johnson,10.53,28,266,89.4
118,0,02239,Scott Verplank,10.55,25,237,89.4
119,0,20848,Ángel Cabrera,10.56,19,180,89.4
120,0,06567,Vijay Singh,10.57,26,246,89.4
121,0,06012,Greg Kraft,10.58,22,208,89.4
122,0,12510,Chad Campbell,10.60,39,368,89.4
122,0,01226,Fred Couples,10.60,23,217,89.4
124,0,26300,Matt Jones,10.61,40,377,89.3
124,0,20160,Charlie Wi,10.61,42,396,89.3
126,0,12309,Bob Sowards,10.78,25,232,89.2
127,0,10733,Kent Jones,10.80,27,250,89.2
128,0,19803,Ryan Armour,10.88,37,340,89.1
128,0,12716,Charley Hoffman,10.88,41,377,89.1
130,0,01577,Lee Janzen,10.90,35,321,89.1
131,0,23778,Brad Adamonis,10.92,39,357,89.0
132,0,27933,John Merrick,10.99,40,364,89.0
133,0,21209,Sergio Garcia,11.07,27,244,88.9
133,0,27963,Chris Stroud,11.07,34,307,88.9
135,0,21753,Brian Davis,11.11,46,414,88.8
135,0,20634,Peter Lonard,11.11,39,351,88.8
135,0,26679,Kevin Stadler,11.11,34,306,88.8
138,0,24358,Robert Garrigus,11.14,43,386,88.8
138,0,24663,Y.E. Yang,11.14,37,332,88.8
140,0,27936,Martin Laird,11.16,47,421,88.8
141,0,23325,Vaughn Taylor,11.20,43,384,88.8
142,0,27649,Brandt Snedeker,11.32,30,265,88.6
143,0,01766,Billy Mayfair,11.34,49,432,88.6
144,0,06573,Brandt Jobe,11.36,25,220,88.6
145,0,23797,Brett Rumford,11.39,27,237,88.6
146,0,10649,Tom Scherrer,11.48,21,183,88.5
146,0,25632,Jimmy Walker,11.48,31,270,88.5
148,0,21633,Steve Allan,11.54,27,234,88.4
149,0,20498,Briny Baird,11.63,52,447,88.3
149,0,12652,Cameron Beckman,11.63,35,301,88.3
151,0,06643,Paul Goydos,11.65,29,249,88.3
152,0,20472,Alex Cejka,11.66,26,223,88.3
153,0,23621,Rory Sabbatini,11.81,32,271,88.1
154,0,01707,Steve Lowery,11.82,35,296,88.1
155,0,01724,Jeff Maggert,12.01,40,333,87.9
156,0,01945,Kenny Perry,12.07,49,406,87.9
157,0,24490,George McNeill,12.10,49,405,87.9
158,0,06090,Jim McGovern,12.16,31,255,87.8
159,0,26951,Johnson Wagner,12.20,36,295,87.8
160,0,07457,Steve Flesch,12.23,39,319,87.7
161,0,24502,Adam Scott,12.33,18,146,87.6
162,0,10585,Scott McCarron,12.40,30,242,87.6
163,0,25804,Bubba Watson,12.46,42,337,87.5
164,0,25842,Jon Mills,12.57,44,350,87.4
165,0,23349,Charles Warren,12.58,38,302,87.4
166,0,21461,Kenneth Ferrie,12.64,35,277,87.3
167,0,27141,J.B. Holmes,12.71,37,291,87.2
168,0,01706,Davis Love III,12.82,35,273,87.1
169,0,10425,Jay Williamson,12.86,45,350,87.1
170,0,01035,Tommy Armour III,12.87,39,303,87.1
170,0,25594,Travis Perkins,12.87,22,171,87.1
172,0,27120,Troy Matteson,12.96,56,432,87.0
173,0,23788,D.J. Trahan,13.00,39,300,87.0
174,0,19913,Ron Whittaker,13.02,22,169,86.9
175,0,26476,Chez Reavie,13.07,52,398,86.9
176,0,27561,Nick Flanagan,13.12,45,343,86.8
177,0,20766,Padraig Harrington,13.21,14,106,86.7
178,0,22913,John Rollins,13.23,43,325,86.7
179,0,01948,Tim Petrovic,13.33,46,345,86.6
180,0,24227,Justin Bolli,13.55,45,332,86.4
181,0,02002,John Riegger,13.83,39,282,86.1
182,0,01677,Tom Lehman,13.86,23,166,86.1
183,0,23497,Tag Ridings,13.87,53,382,86.1
184,0,08385,Omar Uresti,14.29,36,252,85.7
185,0,01161,Mark Calcavecchia,14.36,28,195,85.6
186,0,26289,Boo Weekley,14.38,45,313,85.6
187,0,20378,Mathias Grönberg,14.49,50,345,85.5
188,0,21805,Harrison Frazar,14.60,40,274,85.4
189,0,09011,David Duval,14.65,23,157,85.3
190,0,01388,Robert Gamez,14.69,42,286,85.3
191,0,27613,David Lutterus,15.09,32,212,84.9
192,0,23540,Jason Allred,15.15,35,231,84.8
193,0,06621,Joe Durant,15.98,62,388,84.0
194,0,30750,Tommy Gainey,16.32,31,190,83.6
195,0,06522,Ernie Els,16.42,22,134,83.5
196,0,28780,Nicholas Thompson,16.83,67,398,83.1
197,0,25364,Paul Casey,18.24,29,159,81.7
