RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS > 25',TOTAL 3 PUTTS
161,0,10649,Tom Scherrer,21,24
166,0,24357,K.J. Choi,20,24
166,0,21350,Ryuji Imada,20,24
168,0,20848,Ángel Cabrera,19,23
168,0,23125,Brad Elder,19,24
168,0,20105,Jeff Gove,19,30
168,0,01553,John Huston,19,23
168,0,01810,Phil Mickelson,19,26
168,0,20663,Brenden Pappas,19,32
168,0,06527,Steve Stricker,19,26
168,0,02206,David Toms,19,27
168,0,27770,Camilo Villegas,19,27
177,0,22621,Ben Curtis,18,22
177,0,08075,Jerry Kelly,18,30
177,0,24502,Adam Scott,18,25
180,0,06034,Marco Dawson,17,21
180,0,12680,Shigeki Maruyama,17,22
180,0,01928,Corey Pavin,17,22
180,0,02223,Bob Tway,17,18
184,0,20623,Gavin Coles,16,22
184,0,08931,Glen Day,16,20
184,0,20157,Retief Goosen,16,22
184,0,10423,Mike Weir,16,24
188,0,26500,Alejandro Cañizares,15,19
189,0,12826,Paul Claxton,14,20
189,0,20766,Padraig Harrington,14,16
189,0,07547,Craig Kanada,14,19
189,0,22046,Geoff Ogilvy,14,20
193,0,25562,Andres Romero,13,29
194,0,22371,Aaron Baddeley,12,15
194,0,20850,Daniel Chopra,12,19
196,0,20127,Chris Riley,11,16
197,0,24138,Ian Poulter,8,12
