RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS > 25',TOTAL 3 PUTTS
1,0,28780,Nicholas Thompson,67,87
2,0,06621,Joe Durant,62,78
3,0,27120,Troy Matteson,56,66
4,0,23497,Tag Ridings,53,62
5,0,20498,Briny Baird,52,58
5,0,26476,Chez Reavie,52,59
7,0,28158,Steve Marino,51,68
8,0,20378,Mathias Grönberg,50,66
9,0,01766,Billy Mayfair,49,59
9,0,24490,George McNeill,49,60
9,0,01945,Kenny Perry,49,55
12,0,27936,Martin Laird,47,57
12,0,27214,Kevin Streelman,47,61
14,0,21753,Brian Davis,46,67
14,0,23353,J.J. Henry,46,51
14,0,01948,Tim Petrovic,46,55
17,0,24227,Justin Bolli,45,52
17,0,27561,Nick Flanagan,45,62
17,0,26289,Boo Weekley,45,54
17,0,10425,Jay Williamson,45,56
21,0,25842,Jon Mills,44,54
21,0,23623,Bo Van Pelt,44,61
23,0,24358,Robert Garrigus,43,63
23,0,22913,John Rollins,43,57
23,0,23325,Vaughn Taylor,43,50
23,0,21878,Mark Wilson,43,53
27,0,01388,Robert Gamez,42,66
27,0,28475,Jeff Overton,42,53
27,0,25804,Bubba Watson,42,53
27,0,20160,Charlie Wi,42,51
31,0,12716,Charley Hoffman,41,56
31,0,11032,Frank Lickliter II,41,61
33,0,21805,Harrison Frazar,40,58
33,0,26300,Matt Jones,40,50
33,0,01724,Jeff Maggert,40,57
33,0,27933,John Merrick,40,49
37,0,23778,Brad Adamonis,39,46
37,0,10885,Robert Allenby,39,52
37,0,01035,Tommy Armour III,39,46
37,0,12510,Chad Campbell,39,50
37,0,07457,Steve Flesch,39,50
37,0,20634,Peter Lonard,39,49
37,0,02002,John Riegger,39,45
37,0,20645,John Senden,39,51
37,0,23788,D.J. Trahan,39,52
37,0,27095,Nick Watney,39,52
47,0,20104,Ken Duke,38,42
47,0,23718,Nathan Green,38,53
47,0,12782,Tim Herron,38,50
47,0,01941,Tom Pernice Jr.,38,56
47,0,23349,Charles Warren,38,60
52,0,19803,Ryan Armour,37,46
52,0,07867,Woody Austin,37,52
52,0,23048,Eric Axley,37,49
52,0,27141,J.B. Holmes,37,47
52,0,24663,Y.E. Yang,37,48
57,0,25900,Lucas Glover,36,43
57,0,22892,Jason Gore,36,54
57,0,24924,Bill Haas,36,45
57,0,25396,Kevin Na,36,51
57,0,06595,Kevin Sutherland,36,42
57,0,08385,Omar Uresti,36,43
57,0,26951,Johnson Wagner,36,45
64,0,23540,Jason Allred,35,45
64,0,12652,Cameron Beckman,35,51
64,0,10875,Todd Demsey,35,47
64,0,01320,Bob Estes,35,44
64,0,21461,Kenneth Ferrie,35,46
64,0,21961,Charles Howell III,35,42
64,0,01577,Lee Janzen,35,45
64,0,01706,Davis Love III,35,44
64,0,01707,Steve Lowery,35,45
64,0,24449,Parker McLachlin,35,37
64,0,12660,Jesper Parnevik,35,49
64,0,08845,Scott Sterling,35,41
76,0,12705,Cliff Kresge,34,43
76,0,24361,Pat Perez,34,48
76,0,26679,Kevin Stadler,34,47
76,0,27963,Chris Stroud,34,45
76,0,12602,Dean Wilson,34,45
81,0,24925,Jonathan Byrd,33,44
81,0,22548,Patrick Sheehan,33,42
83,0,06197,Michael Allen,32,37
83,0,27613,David Lutterus,32,48
83,0,23621,Rory Sabbatini,32,46
83,0,22293,Heath Slocum,32,45
87,0,23614,Rich Beem,31,42
87,0,01139,Olin Browne,31,44
87,0,01142,Bart Bryant,31,37
87,0,06251,Chris DiMarco,31,42
87,0,30750,Tommy Gainey,31,47
87,0,24024,Zach Johnson,31,35
87,0,06090,Jim McGovern,31,38
87,0,20443,Jin Park,31,39
87,0,25345,Carl Pettersson,31,47
87,0,25632,Jimmy Walker,31,36
97,0,28089,Jason Day,30,38
97,0,20574,Mathew Goggin,30,40
97,0,06575,Dudley Hart,30,39
97,0,24781,Hunter Mahan,30,38
97,0,10585,Scott McCarron,30,42
97,0,21949,Joe Ogilvie,30,46
97,0,27649,Brandt Snedeker,30,41
104,0,01024,Billy Andrade,29,42
104,0,25364,Paul Casey,29,30
104,0,06643,Paul Goydos,29,37
104,0,20433,Mark Hensby,29,42
104,0,26695,Michael Letzig,29,41
109,0,01161,Mark Calcavecchia,28,42
109,0,23157,Richard Johnson,28,34
109,0,20572,Rod Pampling,28,39
109,0,21959,Ted Purdy,28,40
113,0,21633,Steve Allan,27,37
113,0,23135,Tim Clark,27,38
113,0,12823,Carlos Franco,27,39
113,0,21209,Sergio Garcia,27,34
113,0,30925,Dustin Johnson,27,36
113,0,10733,Kent Jones,27,33
113,0,26596,Ryan Moore,27,39
113,0,23797,Brett Rumford,27,34
113,0,26668,Marc Turnesa,27,33
122,0,20098,Stuart Appleby,26,31
122,0,20472,Alex Cejka,26,36
122,0,21731,Freddie Jacobson,26,32
122,0,23108,Matt Kuchar,26,32
122,0,01797,Rocco Mediate,26,39
122,0,06567,Vijay Singh,26,30
128,0,10505,Shane Bertsch,25,35
128,0,01473,Todd Hamilton,25,30
128,0,06573,Brandt Jobe,25,29
128,0,12309,Bob Sowards,25,28
128,0,02239,Scott Verplank,25,33
128,0,25349,Tim Wilkinson,25,32
134,0,23409,James Driscoll,24,31
134,0,22378,Trevor Immelman,24,31
134,0,26420,Richard Johnson,24,26
134,0,27060,John Mallinger,24,34
134,0,23320,Ryan Palmer,24,30
134,0,07749,Brett Quigley,24,30
134,0,25190,Jeff Quinney,24,34
134,0,22582,Kyle Thompson,24,33
142,0,01226,Fred Couples,23,30
142,0,23541,Ben Crane,23,34
142,0,09011,David Duval,23,32
142,0,01313,Steve Elkington,23,33
142,0,29718,Anthony Kim,23,33
142,0,22806,Doug LaBelle II,23,24
142,0,01677,Tom Lehman,23,27
142,0,24140,Sean O'Hair,23,37
150,0,06004,Stephen Ames,22,27
150,0,20229,Stewart Cink,22,31
150,0,06522,Ernie Els,22,25
150,0,26631,Cody Freeman,22,34
150,0,19846,Brian Gay,22,31
150,0,06012,Greg Kraft,22,27
150,0,10860,Justin Leonard,22,28
150,0,24912,Will MacKenzie,22,36
150,0,22348,Nick O'Hern,22,31
150,0,25594,Travis Perkins,22,30
150,0,19913,Ron Whittaker,22,29
161,0,25720,Chad Collins,21,23
161,0,10809,Jim Furyk,21,27
161,0,08537,J.P. Hayes,21,31
161,0,20382,Stephen Leaney,21,24
