RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS 5'-10',TOTAL 3 PUTTS
1,0,23718,Nathan Green,5,53
1,0,01724,Jeff Maggert,5,57
1,0,21949,Joe Ogilvie,5,46
1,0,28475,Jeff Overton,5,53
1,0,12660,Jesper Parnevik,5,49
1,0,24361,Pat Perez,5,48
1,0,23621,Rory Sabbatini,5,46
1,0,28780,Nicholas Thompson,5,87
1,0,23788,D.J. Trahan,5,52
10,0,23778,Brad Adamonis,4,46
10,0,19803,Ryan Armour,4,46
10,0,07867,Woody Austin,4,52
10,0,26631,Cody Freeman,4,34
10,0,30750,Tommy Gainey,4,47
10,0,01388,Robert Gamez,4,66
10,0,26695,Michael Letzig,4,41
10,0,28158,Steve Marino,4,68
10,0,25396,Kevin Na,4,51
10,0,25345,Carl Pettersson,4,47
10,0,22913,John Rollins,4,57
10,0,23623,Bo Van Pelt,4,61
10,0,27095,Nick Watney,4,52
23,0,12652,Cameron Beckman,3,51
23,0,20850,Daniel Chopra,3,19
23,0,10875,Todd Demsey,3,47
23,0,23125,Brad Elder,3,24
23,0,12823,Carlos Franco,3,39
23,0,21805,Harrison Frazar,3,58
23,0,08537,J.P. Hayes,3,31
23,0,12782,Tim Herron,3,50
23,0,21350,Ryuji Imada,3,24
23,0,01707,Steve Lowery,3,45
23,0,27613,David Lutterus,3,48
23,0,24912,Will MacKenzie,3,36
23,0,27120,Troy Matteson,3,66
23,0,01941,Tom Pernice Jr.,3,56
23,0,25190,Jeff Quinney,3,34
23,0,22293,Heath Slocum,3,45
23,0,27649,Brandt Snedeker,3,41
23,0,27214,Kevin Streelman,3,61
23,0,08385,Omar Uresti,3,43
42,0,21633,Steve Allan,2,37
42,0,23048,Eric Axley,2,49
42,0,10505,Shane Bertsch,2,35
42,0,01142,Bart Bryant,2,37
42,0,24925,Jonathan Byrd,2,44
42,0,20472,Alex Cejka,2,36
42,0,23135,Tim Clark,2,38
42,0,06621,Joe Durant,2,78
42,0,09011,David Duval,2,32
42,0,01313,Steve Elkington,2,33
42,0,06522,Ernie Els,2,25
42,0,24358,Robert Garrigus,2,63
42,0,19846,Brian Gay,2,31
42,0,22892,Jason Gore,2,54
42,0,24924,Bill Haas,2,45
42,0,06575,Dudley Hart,2,39
42,0,23353,J.J. Henry,2,51
42,0,20433,Mark Hensby,2,42
42,0,01553,John Huston,2,23
42,0,24024,Zach Johnson,2,35
42,0,07547,Craig Kanada,2,19
42,0,20382,Stephen Leaney,2,24
42,0,11032,Frank Lickliter II,2,61
42,0,20634,Peter Lonard,2,49
42,0,27060,John Mallinger,2,34
42,0,10585,Scott McCarron,2,42
42,0,24490,George McNeill,2,60
42,0,24140,Sean O'Hair,2,37
42,0,22046,Geoff Ogilvy,2,20
42,0,20572,Rod Pampling,2,39
42,0,26476,Chez Reavie,2,59
42,0,20127,Chris Riley,2,16
42,0,25562,Andres Romero,2,29
42,0,06567,Vijay Singh,2,30
42,0,23325,Vaughn Taylor,2,50
42,0,26951,Johnson Wagner,2,45
42,0,23349,Charles Warren,2,60
42,0,25804,Bubba Watson,2,53
42,0,10423,Mike Weir,2,24
42,0,10425,Jay Williamson,2,56
82,0,06197,Michael Allen,1,37
82,0,23540,Jason Allred,1,45
82,0,20098,Stuart Appleby,1,31
82,0,01035,Tommy Armour III,1,46
82,0,22371,Aaron Baddeley,1,15
82,0,20498,Briny Baird,1,58
82,0,23614,Rich Beem,1,42
82,0,01139,Olin Browne,1,44
82,0,01161,Mark Calcavecchia,1,42
82,0,12826,Paul Claxton,1,20
82,0,20623,Gavin Coles,1,22
82,0,01226,Fred Couples,1,30
82,0,22621,Ben Curtis,1,22
82,0,21753,Brian Davis,1,67
82,0,08931,Glen Day,1,20
82,0,28089,Jason Day,1,38
82,0,06251,Chris DiMarco,1,42
82,0,20104,Ken Duke,1,42
82,0,21461,Kenneth Ferrie,1,46
82,0,27561,Nick Flanagan,1,62
82,0,07457,Steve Flesch,1,50
82,0,25900,Lucas Glover,1,43
82,0,20574,Mathew Goggin,1,40
82,0,20157,Retief Goosen,1,22
82,0,20105,Jeff Gove,1,30
82,0,01473,Todd Hamilton,1,30
82,0,12716,Charley Hoffman,1,56
82,0,27141,J.B. Holmes,1,47
82,0,22378,Trevor Immelman,1,31
82,0,06573,Brandt Jobe,1,29
82,0,30925,Dustin Johnson,1,36
82,0,23157,Richard Johnson,1,34
82,0,26420,Richard Johnson,1,26
82,0,08075,Jerry Kelly,1,30
82,0,29718,Anthony Kim,1,33
82,0,06012,Greg Kraft,1,27
82,0,01677,Tom Lehman,1,27
82,0,10860,Justin Leonard,1,28
82,0,24781,Hunter Mahan,1,38
82,0,06090,Jim McGovern,1,38
82,0,01797,Rocco Mediate,1,39
82,0,27933,John Merrick,1,49
82,0,01810,Phil Mickelson,1,26
82,0,26596,Ryan Moore,1,39
82,0,22348,Nick O'Hern,1,31
82,0,23320,Ryan Palmer,1,30
82,0,20663,Brenden Pappas,1,32
82,0,25594,Travis Perkins,1,30
82,0,21959,Ted Purdy,1,40
82,0,07749,Brett Quigley,1,30
82,0,02002,John Riegger,1,45
82,0,23797,Brett Rumford,1,34
82,0,10649,Tom Scherrer,1,24
82,0,24502,Adam Scott,1,25
82,0,20645,John Senden,1,51
82,0,22548,Patrick Sheehan,1,42
82,0,06527,Steve Stricker,1,26
82,0,06595,Kevin Sutherland,1,42
82,0,02206,David Toms,1,27
82,0,26668,Marc Turnesa,1,33
82,0,27770,Camilo Villegas,1,27
82,0,26289,Boo Weekley,1,54
82,0,19913,Ron Whittaker,1,29
82,0,25349,Tim Wilkinson,1,32
82,0,12602,Dean Wilson,1,45
82,0,21878,Mark Wilson,1,53
