RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,23778,Brad Adamonis,5.56,1,18
1,0,10885,Robert Allenby,5.56,1,18
1,0,10505,Shane Bertsch,5.56,1,18
1,0,24227,Justin Bolli,5.56,1,18
1,0,12510,Chad Campbell,5.56,1,18
1,0,20229,Stewart Cink,5.56,1,18
1,0,12826,Paul Claxton,5.56,1,18
1,0,01226,Fred Couples,5.56,1,18
1,0,20104,Ken Duke,5.56,1,18
1,0,06621,Joe Durant,5.56,1,18
1,0,07457,Steve Flesch,5.56,1,18
1,0,23353,J.J. Henry,5.56,1,18
1,0,21350,Ryuji Imada,5.56,1,18
1,0,26300,Matt Jones,5.56,1,18
1,0,27936,Martin Laird,5.56,1,18
1,0,10860,Justin Leonard,5.56,1,18
1,0,26695,Michael Letzig,5.56,1,18
1,0,01724,Jeff Maggert,5.56,1,18
1,0,10585,Scott McCarron,5.56,1,18
1,0,27933,John Merrick,5.56,1,18
1,0,25396,Kevin Na,5.56,1,18
1,0,01945,Kenny Perry,5.56,1,18
1,0,01948,Tim Petrovic,5.56,1,18
1,0,25190,Jeff Quinney,5.56,1,18
1,0,10649,Tom Scherrer,5.56,1,18
1,0,20645,John Senden,5.56,1,18
1,0,22293,Heath Slocum,5.56,1,18
1,0,26679,Kevin Stadler,5.56,1,18
1,0,22582,Kyle Thompson,5.56,1,18
1,0,28780,Nicholas Thompson,5.56,1,18
1,0,26289,Boo Weekley,5.56,1,18
1,0,10423,Mike Weir,5.56,1,18
1,0,24663,Y.E. Yang,5.56,1,18
34,0,01313,Steve Elkington,11.11,2,18
35,0,01388,Robert Gamez,16.67,3,18
