RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND,HOLE,COURSE
120,0,25034,James McLean,378,BellSouth Class,1,7,638
120,0,10107,Deane Pappas,378,Reno-Tahoe Open,4,8,660
120,0,23621,Rory Sabbatini,378,Tucson,2,10,101
127,0,24502,Adam Scott,377,WGC-NEC Invit'l,1,9,036
132,0,01553,John Huston,376,Texas Open,4,1,625
135,0,01161,Mark Calcavecchia,375,Texas Open,4,1,625
135,0,20473,Ignacio Garrido,375,WGC-Am Express,4,14,695
135,0,22548,Patrick Sheehan,375,Texas Open,4,1,625
139,0,21805,Harrison Frazar,374,Pennsylvania,2,16,696
139,0,12782,Tim Herron,374,Texas Open,4,1,625
147,0,06809,Bob Burns,373,Texas Open,4,1,625
147,0,06573,Brandt Jobe,373,Texas Open,4,16,625
147,0,19970,Robert Karlsson,373,WGC-NEC Invit'l,4,9,036
152,0,20098,Stuart Appleby,372,WGC-Am Express,4,14,695
152,0,02110,Jerry Smith,372,Phoenix Open,2,9,510
152,0,02135,Mike Standly,372,Reno-Tahoe Open,4,9,660
160,0,22371,Aaron Baddeley,371,Texas Open,4,1,625
160,0,20593,Greg Chalmers,371,Greensboro,3,13,013
160,0,01226,Fred Couples,371,The Open,2,1,547
160,0,01306,David Edwards,371,Pennsylvania,4,5,696
173,0,24155,Ryan Hogue,370,Phoenix Open,1,6,510
188,0,23656,Jason Caron,369,Shell Houston,2,10,699
188,0,01361,Dan Forsman,369,Mercedes Champ,2,18,656
188,0,06515,Shaun Micheel,369,WGC-NEC Invit'l,4,18,036
188,0,01927,Dennis Paulson,369,Hartford Open,4,18,503
188,0,01968,Nick Price,369,Mercedes Champ,2,18,656
200,0,01132,Mark Brooks,368,Texas Open,4,1,625
200,0,21806,Paul Gow,368,Texas Open,4,1,625
211,0,12823,Carlos Franco,367,Bell Canadian,3,4,694
211,0,01408,Kelly Gibson,367,HP Classic,2,11,511
211,0,01823,Larry Mize,367,Pennsylvania,1,16,696
211,0,27064,Jhonattan Vegas,367,Shell Houston,2,10,699
211,0,20436,Garrett Willis,367,Las Vegas Inv'l,2,9,670
224,0,01388,Robert Gamez,366,Ford Champ,3,7,008
224,0,01457,Jay Haas,366,WGC-Am Express,2,14,695
224,0,06575,Dudley Hart,366,Honda Classic,1,15,692
224,0,26950,John Morgan,366,John Deere Clas,1,2,669
224,0,12660,Jesper Parnevik,366,WGC-NEC Invit'l,1,9,036
224,0,20095,Carl Paulson,366,John Deere Clas,1,10,669
224,0,23034,Brent Schwarzrock,366,BellSouth Class,1,7,638
244,0,01035,Tommy Armour III,365,Texas Open,4,1,625
244,0,06621,Joe Durant,365,Shell Houston,2,16,699
244,0,07457,Steve Flesch,365,Texas Open,4,1,625
244,0,12705,Cliff Kresge,365,Reno-Tahoe Open,4,10,660
244,0,02020,Eduardo Romero,365,WGC-NEC Invit'l,4,9,036
260,0,01261,Jay Delsing,364,Reno-Tahoe Open,3,17,660
260,0,23125,Brad Elder,364,Texas Open,1,1,625
260,0,12645,Brent Geiberger,364,Tucson,2,5,101
260,0,20766,Padraig Harrington,364,WGC-Am Express,2,14,695
260,0,01599,Steve Jones,364,Buick Invitatio,4,15,004
260,0,01724,Jeff Maggert,364,Texas Open,4,14,625
282,0,21633,Steve Allan,363,Tucson,2,3,101
282,0,24846,Ricky Barnes,363,John Deere Clas,1,2,669
282,0,01374,Robin Freeman,363,Reno-Tahoe Open,4,9,660
282,0,23353,J.J. Henry,363,BellSouth Class,1,10,638
282,0,02170,Hal Sutton,363,WGC-NEC Invit'l,1,9,036
299,0,25459,Mike Capone,362,Deutsche Bank,2,2,700
299,0,23338,David Gossett,362,Bob Hope Chrysl,5,14,649
299,0,08337,Mike Heinen,362,Honda Classic,3,5,692
299,0,06016,Brad Lardon,362,AT&T Pebble,1,11,005
299,0,12461,Paul McGinley,362,WGC-NEC Invit'l,1,8,036
299,0,20572,Rod Pampling,362,Honda Classic,4,4,692
299,0,24491,Michael Pearson,362,Shell Houston,2,10,699
299,0,20474,Phillip Price,362,WGC-NEC Invit'l,1,9,036
329,0,01378,David Frost,361,Texas Open,4,1,625
329,0,08537,J.P. Hayes,361,Mercedes Champ,3,12,656
329,0,10821,Toshi Izawa,361,WGC-NEC Invit'l,4,16,036
329,0,01677,Tom Lehman,361,Texas Open,1,1,625
329,0,20634,Peter Lonard,361,100th Western,3,1,526
329,0,26815,Gibby Martens,361,Texas Open,1,1,625
329,0,10585,Scott McCarron,361,EDS B. Nelson,2,1,019
329,0,20568,Anthony Painter,361,John Deere Clas,1,10,669
329,0,20645,John Senden,361,Texas Open,4,16,625
329,0,02246,Duffy Waldorf,361,The Open,3,1,547
358,0,25083,Jeremy Anderson,360,Las Vegas Inv'l,3,9,670
358,0,08123,Jeff Brehaut,360,Las Vegas Inv'l,5,2,538
358,0,01569,Peter Jacobsen,360,WGC-NEC Invit'l,1,8,036
358,0,23108,Matt Kuchar,360,Mercedes Champ,2,17,656
358,0,20691,Greg Owen,360,The Open,2,1,547
358,0,22295,Darron Stiles,360,BellSouth Class,4,6,638
358,0,02206,David Toms,360,WGC-NEC Invit'l,4,9,036
358,0,02239,Scott Verplank,360,WGC-NEC Invit'l,1,16,036
389,0,19824,Craig Barlow,359,Reno-Tahoe Open,3,9,660
389,0,01116,Michael Bradley,359,Ford Champ,2,11,008
389,0,12662,Thomas Levet,359,The Open,3,2,547
389,0,10375,Sean McCarty,359,John Deere Clas,1,17,669
389,0,01945,Kenny Perry,359,WGC-NEC Invit'l,2,8,036
389,0,24138,Ian Poulter,359,WGC-NEC Invit'l,1,8,036
389,0,02267,D.A. Weibring,359,John Deere Clas,1,10,669
425,0,07867,Woody Austin,358,Reno-Tahoe Open,3,17,660
425,0,20498,Briny Baird,358,Phoenix Open,1,11,510
425,0,01185,Brandel Chamblee,358,Reno-Tahoe Open,2,10,660
425,0,21691,Robert-Jan Derksen,358,WGC-NEC Invit'l,1,9,036
425,0,01475,Donnie Hammond,358,Texas Open,4,1,625
425,0,22378,Trevor Immelman,358,WGC-NEC Invit'l,1,9,036
425,0,21731,Freddie Jacobson,358,The Open,3,1,547
425,0,06332,Neal Lancaster,358,Reno-Tahoe Open,3,17,660
425,0,01723,Andrew Magee,358,Texas Open,4,14,625
425,0,01941,Tom Pernice Jr.,358,Phoenix Open,4,14,510
425,0,08375,Paul Stankowski,358,John Deere Clas,1,17,669
471,0,12652,Cameron Beckman,357,Reno-Tahoe Open,3,17,660
471,0,12510,Chad Campbell,357,WGC-NEC Invit'l,1,16,036
471,0,01418,Bill Glasson,357,Hartford Open,4,18,503
471,0,24781,Hunter Mahan,357,Texas Open,4,1,625
471,0,07749,Brett Quigley,357,Greensboro,2,18,013
471,0,02257,Brian Watts,357,Shell Houston,2,16,699
506,0,06034,Marco Dawson,356,Texas Open,1,1,625
506,0,20585,Niclas Fasth,356,WGC-NEC Invit'l,1,8,036
506,0,01385,Jim Gallagher Jr.,356,Reno-Tahoe Open,2,9,660
506,0,20378,Mathias Grönberg,356,John Deere Clas,1,13,669
506,0,10733,Kent Jones,356,Reno-Tahoe Open,1,9,660
506,0,20573,Scott Laycock,356,Texas Open,4,1,625
506,0,24361,Pat Perez,356,Nissan Open,1,12,500
506,0,02002,John Riegger,356,Texas Open,4,1,625
506,0,02223,Bob Tway,356,Bell Canadian,4,4,694
506,0,25893,Stephen Woodard,356,BellSouth Class,2,5,638
556,0,01042,Paul Azinger,355,WGC-NEC Invit'l,4,8,036
556,0,12661,Todd Barranger,355,EDS B. Nelson,2,10,613
556,0,01142,Bart Bryant,355,Reno-Tahoe Open,3,10,660
556,0,23135,Tim Clark,355,Texas Open,4,1,625
556,0,19972,José Coceres,355,Texas Open,3,1,625
556,0,01685,J.L. Lewis,355,Texas Open,4,1,625
556,0,20650,Jarrod Moseley,355,WGC-NEC Invit'l,1,18,036
556,0,02101,Joey Sindelar,355,100th Western,1,1,526
556,0,06581,David Sutherland,355,Reno-Tahoe Open,3,17,660
607,0,23540,Jason Allred,354,BellSouth Class,1,10,638
607,0,20763,Pierre Fulke,354,The Open,3,1,547
607,0,08545,Glen Hnatiuk,354,Texas Open,4,1,625
607,0,01707,Steve Lowery,354,HP Classic,4,11,511
607,0,11011,Mike Sposa,354,BellSouth Class,1,7,638
607,0,10423,Mike Weir,354,WGC-NEC Invit'l,4,8,036
648,0,24356,Jason Buha,353,Milwaukee Open,1,2,612
648,0,01175,Jim Carter,353,FedEx St. Jude,2,3,513
648,0,20623,Gavin Coles,353,Shell Houston,1,14,699
648,0,06617,Brian Henninger,353,Texas Open,4,1,625
648,0,21592,Gary Murphy,353,The Open,4,1,547
648,0,01920,Craig Parry,353,Mercedes Champ,2,17,656
648,0,22405,Justin Rose,353,WGC-NEC Invit'l,2,9,036
648,0,12602,Dean Wilson,353,Deutsche Bank,1,13,700
706,0,20771,Steven Alker,352,Shell Houston,2,9,699
706,0,01024,Billy Andrade,352,Texas Open,1,1,625
706,0,01326,Nick Faldo,352,WGC-NEC Invit'l,1,9,036
706,0,26807,John Klauk,352,100th Western,1,11,526
706,0,01926,Steve Pate,352,Reno-Tahoe Open,4,10,660
706,0,01938,David Peoples,352,Bob Hope Chrysl,3,10,649
706,0,25450,Ty Tryon,352,Buick Open,2,10,035
706,0,20396,Lee Westwood,352,WGC-NEC Invit'l,1,16,036
763,0,20400,Michael Campbell,351,EDS B. Nelson,2,10,613
763,0,19906,Gary Evans,351,The Open,2,1,547
763,0,07941,Mike Grob,351,Reno-Tahoe Open,3,17,660
763,0,25514,James Healey,351,Phoenix Open,1,6,510
763,0,25396,Kevin Na,351,WGC-NEC Invit'l,1,8,036
763,0,22046,Geoff Ogilvy,351,Shell Houston,2,9,699
831,0,21739,Aaron Barber,350,Reno-Tahoe Open,3,17,660
831,0,20472,Alex Cejka,350,WGC-NEC Invit'l,1,9,036
831,0,09011,David Duval,350,THE PLAYERS,2,14,011
831,0,25732,S.K. Ho,350,The Open,2,1,547
831,0,27152,Ben Hoffhine,350,Buick Classic,1,12,027
831,0,01577,Lee Janzen,350,The Open,2,1,547
831,0,08635,Colin Montgomerie,350,WGC-NEC Invit'l,4,8,036
831,0,22400,Hennie Otto,350,WGC-NEC Invit'l,1,16,036
831,0,01948,Tim Petrovic,350,Texas Open,1,1,625
831,0,12755,Vance Veazey,350,Las Vegas Inv'l,3,9,670
902,0,23036,Chris Anderson,349,John Deere Clas,1,10,669
902,0,07223,Brian Bateman,349,Hartford Open,4,7,503
902,0,25648,Brandon Cobb,349,John Deere Clas,1,9,669
902,0,19846,Brian Gay,349,Honda Classic,4,7,692
902,0,08067,John Gibson,349,Shell Houston,1,14,699
902,0,24924,Bill Haas,349,Wachovia Champ,2,14,698
902,0,10027,Trip Kuehne,349,U.S. Open Champ,2,2,693
902,0,25345,Carl Pettersson,349,FUNAI-Disney,4,10,045
902,0,10649,Tom Scherrer,349,Reno-Tahoe Open,4,9,660
