RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 260-280,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,08547,John Maginnes,41.71,390,935,+0.031
2,0,01666,Bernhard Langer,40.78,261,640,-0.031
3,0,20099,Doug Barron,40.54,435,1073,+0.025
4,0,06078,Esteban Toledo,40.43,511,1264,-0.035
5,0,01381,Fred Funk,40.18,489,1217,-0.074
6,0,08931,Glen Day,40.05,493,1231,-0.097
7,0,22293,Heath Slocum,39.32,488,1241,+0.023
8,0,01157,Tom Byrum,39.29,409,1041,-0.027
9,0,01132,Mark Brooks,39.26,382,973,-0.013
10,0,01887,Mark O'Meara,39.18,230,587,+0.048
11,0,01928,Corey Pavin,39.14,375,958,-0.061
12,0,08545,Glen Hnatiuk,38.89,434,1116,+0.002
12,0,01968,Nick Price,38.89,252,648,-0.016
14,0,01619,Skip Kendall,38.50,479,1244,-0.084
15,0,08339,Spike McRoy,38.47,462,1201,+0.028
16,0,01724,Jeff Maggert,38.38,347,904,E
17,0,06643,Paul Goydos,38.35,382,996,-0.081
18,0,23983,Luke Donald,38.23,393,1028,-0.025
19,0,08537,J.P. Hayes,38.22,331,866,-0.051
20,0,19972,José Coceres,38.11,274,719,+0.047
21,0,20127,Chris Riley,37.92,364,960,-0.047
22,0,23135,Tim Clark,37.86,318,840,-0.050
23,0,06809,Bob Burns,37.36,343,918,-0.003
24,0,21739,Aaron Barber,37.33,408,1093,+0.002
25,0,01098,Jay Don Blake,37.24,292,784,+0.045
26,0,20940,Kenichi Kuboya,36.94,393,1064,-0.005
27,0,01329,Brad Faxon,36.80,361,981,-0.080
28,0,20771,Steven Alker,36.60,355,970,-0.034
29,0,20548,Hidemichi Tanaka,36.55,488,1335,-0.045
30,0,01139,Olin Browne,36.49,459,1258,-0.087
31,0,12602,Dean Wilson,36.38,346,951,-0.023
32,0,01320,Bob Estes,36.33,348,958,-0.037
32,0,12680,Shigeki Maruyama,36.33,331,911,-0.027
34,0,19846,Brian Gay,36.31,398,1096,+0.013
35,0,26420,Richard Johnson,36.22,372,1027,-0.051
36,0,23108,Matt Kuchar,36.20,269,743,+0.052
36,0,01797,Rocco Mediate,36.20,299,826,-0.054
38,0,11032,Frank Lickliter II,36.16,367,1015,+0.011
39,0,06251,Chris DiMarco,35.83,349,974,-0.060
40,0,01761,Len Mattiace,35.79,349,975,+0.046
41,0,20029,Notah Begay III,35.74,381,1066,-0.034
41,0,01378,David Frost,35.74,357,999,-0.036
43,0,02104,Jeff Sluman,35.68,395,1107,-0.076
44,0,02239,Scott Verplank,35.58,380,1068,-0.100
45,0,20566,Kaname Yokoo,35.57,223,627,+0.085
46,0,01475,Donnie Hammond,35.54,381,1072,+0.013
47,0,10809,Jim Furyk,35.46,362,1021,-0.072
48,0,07721,Pat Bates,35.45,458,1292,-0.009
49,0,02214,Kirk Triplett,35.36,349,987,-0.060
50,0,10860,Justin Leonard,35.25,288,817,-0.115
51,0,21878,Mark Wilson,34.95,332,950,+0.030
52,0,01938,David Peoples,34.79,391,1124,-0.020
53,0,06475,Jeff Klein,34.40,236,686,-0.013
54,0,01457,Jay Haas,34.37,320,931,-0.031
55,0,01766,Billy Mayfair,34.33,392,1142,-0.010
56,0,22621,Ben Curtis,34.29,274,799,+0.077
57,0,19881,Robert Damron,34.14,381,1116,-0.005
58,0,23036,Chris Anderson,34.00,356,1047,-0.067
59,0,25692,Akio Sadakata,33.77,308,912,+0.075
60,0,02049,Gene Sauers,33.70,335,994,+0.039
61,0,20229,Stewart Cink,33.65,385,1144,-0.070
62,0,01577,Lee Janzen,33.59,264,786,+0.042
63,0,10425,Jay Williamson,33.54,372,1109,+0.005
64,0,02010,Loren Roberts,33.53,291,868,-0.055
65,0,20472,Alex Cejka,33.47,321,959,+0.031
65,0,20623,Gavin Coles,33.47,253,756,+0.032
67,0,10213,Dicky Pride,33.42,270,808,-0.015
68,0,20628,Arron Oberholser,33.40,336,1006,-0.083
69,0,10201,Matt Gogel,33.25,278,836,E
70,0,20573,Scott Laycock,33.20,258,777,+0.027
71,0,01307,Joel Edwards,33.12,262,791,+0.084
72,0,01553,John Huston,33.07,289,874,-0.104
73,0,06617,Brian Henninger,33.03,221,669,E
73,0,26489,Cameron Yancey,33.03,215,651,+0.167
75,0,08075,Jerry Kelly,32.91,360,1094,-0.025
76,0,20121,Todd Fischer,32.88,362,1101,-0.008
77,0,01361,Dan Forsman,32.82,365,1112,-0.033
78,0,12388,Michael Clark II,32.70,225,688,+0.013
78,0,07457,Steve Flesch,32.70,414,1266,-0.022
80,0,01569,Peter Jacobsen,32.61,272,834,-0.029
81,0,06004,Stephen Ames,32.35,350,1082,-0.080
82,0,07101,Dave Stockton Jr.,32.05,274,855,+0.047
83,0,06575,Dudley Hart,31.89,228,715,-0.022
84,0,21806,Paul Gow,31.80,242,761,+0.033
85,0,01024,Billy Andrade,31.73,362,1141,-0.028
86,0,08725,Tom Gillis,31.54,258,818,+0.016
87,0,01388,Robert Gamez,31.35,406,1295,-0.037
88,0,10733,Kent Jones,31.24,264,845,+0.019
89,0,01685,J.L. Lewis,31.11,322,1035,+0.028
90,0,01941,Tom Pernice Jr.,31.00,359,1158,-0.022
91,0,06595,Kevin Sutherland,30.90,283,916,+0.032
92,0,25345,Carl Pettersson,30.89,291,942,+0.021
93,0,12705,Cliff Kresge,30.84,338,1096,-0.012
94,0,12660,Jesper Parnevik,30.80,332,1078,-0.042
95,0,10423,Mike Weir,30.76,223,725,-0.103
96,0,01175,Jim Carter,30.71,344,1120,+0.081
97,0,22913,John Rollins,30.57,240,785,-0.058
98,0,01677,Tom Lehman,30.28,245,809,+0.004
99,0,24361,Pat Perez,30.15,300,995,-0.003
100,0,06621,Joe Durant,30.07,322,1071,-0.040
101,0,20568,Anthony Painter,30.01,298,993,+0.141
101,0,02170,Hal Sutton,30.01,271,903,+0.018
103,0,20436,Garrett Willis,30.00,348,1160,+0.083
104,0,23125,Brad Elder,29.98,170,567,+0.035
105,0,08633,Per-Ulrik Johansson,29.85,334,1119,+0.012
106,0,02246,Duffy Waldorf,29.83,281,942,-0.060
107,0,24356,Jason Buha,29.81,206,691,+0.083
108,0,02002,John Riegger,29.74,185,622,-0.049
109,0,01948,Tim Petrovic,29.73,344,1157,-0.073
110,0,12662,Thomas Levet,29.50,285,966,+0.098
111,0,20095,Carl Paulson,29.45,367,1246,-0.035
112,0,22371,Aaron Baddeley,29.37,220,749,+0.014
113,0,01161,Mark Calcavecchia,29.27,269,919,-0.033
113,0,23338,David Gossett,29.27,329,1124,+0.015
115,0,02223,Bob Tway,28.81,291,1010,+0.027
116,0,01226,Fred Couples,28.70,163,568,+0.067
117,0,23541,Ben Crane,28.53,295,1034,-0.020
118,0,12652,Cameron Beckman,28.47,293,1029,-0.024
119,0,20593,Greg Chalmers,28.46,331,1163,+0.045
120,0,19824,Craig Barlow,28.27,318,1125,E
120,0,06581,David Sutherland,28.27,240,849,-0.025
122,0,20498,Briny Baird,28.24,366,1296,-0.060
123,0,08123,Jeff Brehaut,28.09,357,1271,+0.036
124,0,06527,Steve Stricker,28.06,197,702,+0.066
125,0,02101,Joey Sindelar,27.87,308,1105,-0.026
126,0,20572,Rod Pampling,27.67,249,900,-0.044
127,0,07941,Mike Grob,27.66,268,969,-0.011
128,0,24357,K.J. Choi,27.51,304,1105,+0.056
129,0,20645,John Senden,27.23,348,1278,+0.011
130,0,26950,John Morgan,27.19,255,938,+0.020
131,0,11011,Mike Sposa,27.16,236,869,+0.034
132,0,01042,Paul Azinger,27.14,225,829,-0.009
133,0,06034,Marco Dawson,26.53,238,897,+0.046
134,0,22295,Darron Stiles,26.25,257,979,+0.047
135,0,20098,Stuart Appleby,26.13,238,911,+0.050
136,0,12510,Chad Campbell,26.12,285,1091,+0.007
137,0,02206,David Toms,26.11,217,831,-0.018
138,0,12782,Tim Herron,26.08,302,1158,+0.023
139,0,06573,Brandt Jobe,26.04,231,887,-0.074
140,0,23353,J.J. Henry,25.98,313,1205,-0.019
141,0,21633,Steve Allan,25.56,161,630,+0.068
142,0,06332,Neal Lancaster,25.33,328,1295,+0.043
143,0,01707,Steve Lowery,25.20,220,873,+0.005
144,0,07867,Woody Austin,25.13,297,1182,+0.047
145,0,01035,Tommy Armour III,24.66,183,742,+0.060
146,0,20634,Peter Lonard,24.30,236,971,+0.059
147,0,06515,Shaun Micheel,24.29,274,1128,-0.044
148,0,20094,Jonathan Kaye,24.24,230,949,+0.070
149,0,12755,Vance Veazey,24.13,180,746,+0.056
150,0,10912,Craig Perks,23.90,207,866,+0.058
151,0,12645,Brent Geiberger,23.89,145,607,+0.041
152,0,23177,Kenneth Staton,23.83,168,705,+0.179
153,0,23034,Brent Schwarzrock,23.70,164,692,+0.055
154,0,10885,Robert Allenby,23.54,190,807,-0.037
154,0,22046,Geoff Ogilvy,23.54,214,909,-0.042
156,0,21961,Charles Howell III,23.41,279,1192,-0.061
157,0,21805,Harrison Frazar,23.29,238,1022,-0.013
158,0,07749,Brett Quigley,23.15,238,1028,+0.042
159,0,01945,Kenny Perry,23.07,221,958,-0.131
160,0,02106,Chris Smith,22.87,233,1019,+0.021
161,0,23656,Jason Caron,22.86,192,840,+0.167
162,0,07223,Brian Bateman,22.74,179,787,+0.039
162,0,10565,Ian Leggatt,22.74,181,796,+0.110
164,0,08375,Paul Stankowski,22.60,172,761,+0.023
