RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,23552,Hank Kuehne,56.72,76,134,-0.47
2,0,01249,John Daly,34.38,33,96,-0.48
3,0,21209,Sergio Garcia,27.91,24,86,-0.46
4,0,06567,Vijay Singh,25.60,43,168,-0.53
5,0,06522,Ernie Els,22.73,20,88,-0.40
6,0,19825,Darren Clarke,21.25,17,80,-0.35
7,0,08337,Mike Heinen,20.93,36,172,-0.47
8,0,20663,Brenden Pappas,20.79,42,202,-0.55
9,0,21805,Harrison Frazar,20.00,34,170,-0.47
10,0,12823,Carlos Franco,19.35,36,186,-0.67
11,0,01810,Phil Mickelson,18.85,23,122,-0.39
12,0,01706,Davis Love III,18.46,24,130,-0.33
13,0,20574,Mathew Goggin,18.13,29,160,-0.38
14,0,01226,Fred Couples,18.00,18,100,-0.33
15,0,24502,Adam Scott,17.65,12,68,-0.50
16,0,12661,Todd Barranger,16.44,24,146,-0.25
17,0,07223,Brian Bateman,16.15,21,130,-0.57
18,0,10107,Deane Pappas,15.97,23,144,-0.57
19,0,22892,Jason Gore,15.85,26,164,-0.42
20,0,21961,Charles Howell III,15.66,31,198,-0.61
21,0,24357,K.J. Choi,15.00,27,180,-0.52
21,0,20157,Retief Goosen,15.00,15,100,-0.73
23,0,20094,Jonathan Kaye,14.94,23,154,-0.22
24,0,25031,Andy Miller,14.86,22,148,-0.59
25,0,25450,Ty Tryon,14.58,14,96,-0.50
26,0,01723,Andrew Magee,14.53,25,172,-0.68
27,0,20098,Stuart Appleby,14.38,21,146,-0.52
28,0,23656,Jason Caron,14.29,20,140,-0.25
28,0,23034,Brent Schwarzrock,14.29,16,112,-0.56
30,0,01035,Tommy Armour III,14.17,17,120,-0.82
31,0,23621,Rory Sabbatini,14.02,23,164,-0.52
32,0,19824,Craig Barlow,13.98,26,186,-0.35
33,0,02106,Chris Smith,13.95,24,172,-0.63
34,0,08793,Tiger Woods,13.46,14,104,-0.36
35,0,20095,Carl Paulson,13.37,27,202,-0.59
36,0,10585,Scott McCarron,12.88,17,132,-0.47
37,0,23125,Brad Elder,12.77,12,94,-0.42
38,0,12645,Brent Geiberger,12.75,13,102,-0.38
39,0,20634,Peter Lonard,12.50,19,152,-0.37
40,0,06332,Neal Lancaster,12.14,25,206,-0.60
41,0,24925,Jonathan Byrd,11.67,21,180,-0.52
42,0,23541,Ben Crane,11.63,20,172,-0.30
43,0,06034,Marco Dawson,11.54,18,156,-0.61
43,0,26950,John Morgan,11.54,18,156,-0.39
43,0,12755,Vance Veazey,11.54,15,130,-0.60
46,0,08375,Paul Stankowski,11.36,15,132,-0.47
47,0,12782,Tim Herron,11.23,21,187,-0.71
48,0,22371,Aaron Baddeley,11.11,14,126,-0.71
49,0,22548,Patrick Sheehan,10.82,21,194,-0.76
50,0,12510,Chad Campbell,10.80,19,176,-0.53
51,0,23353,J.J. Henry,10.42,20,192,-0.55
52,0,06573,Brandt Jobe,10.27,15,146,-0.40
52,0,20572,Rod Pampling,10.27,15,146,-0.40
54,0,26489,Cameron Yancey,10.19,11,108,-0.73
55,0,20498,Briny Baird,10.00,21,210,-0.62
55,0,23614,Rich Beem,10.00,13,130,-0.23
55,0,10912,Craig Perks,10.00,15,150,-0.60
58,0,10885,Robert Allenby,9.85,13,132,-0.31
59,0,02206,David Toms,9.70,13,134,-0.15
60,0,07457,Steve Flesch,9.69,19,196,-0.53
61,0,07867,Woody Austin,9.57,18,188,-0.50
62,0,24356,Jason Buha,9.48,11,116,-0.45
63,0,21633,Steve Allan,9.38,9,96,-0.44
63,0,01945,Kenny Perry,9.38,15,160,-0.33
65,0,01707,Steve Lowery,9.15,13,142,-0.62
66,0,06515,Shaun Micheel,8.94,16,179,-0.44
67,0,06527,Steve Stricker,8.93,10,112,-0.20
68,0,25692,Akio Sadakata,8.86,14,158,-0.21
69,0,02223,Bob Tway,8.64,14,162,-0.71
70,0,06581,David Sutherland,8.45,12,142,-0.50
71,0,20568,Anthony Painter,8.43,14,166,-0.64
72,0,22295,Darron Stiles,8.33,14,168,-0.64
