RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3+ PUTTS,TOTAL ROUNDS
1,0,23788,D.J. Trahan,.07,6,91
2,0,09011,David Duval,.04,3,67
2,0,06643,Paul Goydos,.04,3,81
2,0,29420,Billy Horschel,.04,3,75
2,0,28158,Steve Marino,.04,3,76
2,0,01766,Billy Mayfair,.04,4,94
7,0,24846,Ricky Barnes,.03,2,78
7,0,06522,Ernie Els,.03,2,69
7,0,24980,Scott Gutschewski,.03,2,67
7,0,31557,Jim Herman,.03,2,69
7,0,32640,Troy Merritt,.03,2,63
7,0,22046,Geoff Ogilvy,.03,2,66
7,0,24361,Pat Perez,.03,2,76
7,0,28486,Michael Putnam,.03,2,67
7,0,25562,Andres Romero,.03,2,77
7,0,06567,Vijay Singh,.03,2,79
7,0,26679,Kevin Stadler,.03,3,88
18,0,21407,Arjun Atwal,.02,2,91
18,0,33141,Keegan Bradley,.02,2,91
18,0,12510,Chad Campbell,.02,2,99
18,0,21753,Brian Davis,.02,2,105
18,0,21805,Harrison Frazar,.02,1,58
18,0,30750,Tommy Gainey,.02,2,104
18,0,24358,Robert Garrigus,.02,2,83
18,0,08725,Tom Gillis,.02,1,55
18,0,28679,Fabián Gómez,.02,2,84
18,0,26758,David Hearn,.02,2,88
18,0,01577,Lee Janzen,.02,1,62
18,0,06573,Brandt Jobe,.02,2,100
18,0,27797,Derek Lamely,.02,1,65
18,0,26851,Marc Leishman,.02,2,87
18,0,31401,Zack Miller,.02,2,86
18,0,28475,Jeff Overton,.02,2,91
18,0,32876,Martin Piller,.02,1,63
18,0,26476,Chez Reavie,.02,2,92
18,0,23621,Rory Sabbatini,.02,2,85
18,0,24502,Adam Scott,.02,1,59
18,0,29518,Brendan Steele,.02,2,89
18,0,27214,Kevin Streelman,.02,2,90
18,0,34072,Will Strickler,.02,1,51
18,0,27064,Jhonattan Vegas,.02,2,84
18,0,26951,Johnson Wagner,.02,2,81
18,0,12602,Dean Wilson,.02,1,62
18,0,21878,Mark Wilson,.02,2,87
45,0,29910,Blake Adams,.01,1,116
45,0,06004,Stephen Ames,.01,1,69
45,0,22371,Aaron Baddeley,.01,1,77
45,0,20070,Matt Bettencourt,.01,1,84
45,0,34255,Joseph Bramlett,.01,1,73
45,0,24290,D.J. Brigman,.01,1,67
45,0,23673,Michael Connell,.01,1,76
45,0,28089,Jason Day,.01,1,73
45,0,06251,Chris DiMarco,.01,1,93
45,0,32102,Rickie Fowler,.01,1,81
45,0,24604,Hunter Haas,.01,1,96
45,0,12716,Charley Hoffman,.01,1,92
45,0,21350,Ryuji Imada,.01,1,83
45,0,21731,Freddie Jacobson,.01,1,92
45,0,26300,Matt Jones,.01,1,71
45,0,08075,Jerry Kelly,.01,1,85
45,0,35087,Bio Kim,.01,1,71
45,0,30926,Chris Kirk,.01,1,87
45,0,23108,Matt Kuchar,.01,1,88
45,0,27936,Martin Laird,.01,1,76
45,0,10860,Justin Leonard,.01,1,82
45,0,33413,Ben Martin,.01,1,74
45,0,01810,Phil Mickelson,.01,1,77
45,0,24140,Sean O'Hair,.01,1,70
45,0,22348,Nick O'Hern,.01,1,89
45,0,20572,Rod Pampling,.01,1,72
45,0,25240,D.A. Points,.01,1,89
45,0,30946,Alex Prugh,.01,1,82
45,0,22913,John Rollins,.01,1,85
45,0,20645,John Senden,.01,1,94
45,0,30692,Scott Stallings,.01,1,84
45,0,08375,Paul Stankowski,.01,1,78
45,0,30110,Kyle Stanley,.01,1,98
45,0,06527,Steve Stricker,.01,1,69
45,0,26287,Roland Thatcher,.01,1,67
45,0,02206,David Toms,.01,1,78
45,0,33419,Cameron Tringale,.01,1,110
45,0,23623,Bo Van Pelt,.01,1,90
45,0,20160,Charlie Wi,.01,1,83
45,0,20436,Garrett Willis,.01,1,71
