RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,10585,Scott McCarron,15,6,4,13,2004270
2,0,01761,Len Mattiace,14,0,3,15,2004270
2,0,20572,Rod Pampling,14,0,4,4,2004020
4,0,01024,Billy Andrade,13,6,1,10,2004170
4,0,10423,Mike Weir,13,1,4,2,2004190
6,0,23552,Hank Kuehne,12,0,2,3,2004280
7,0,20127,Chris Riley,11,0,3,2,2004060
7,0,24502,Adam Scott,11,0,1,2,2004300
9,0,25364,Paul Casey,10,0,1,15,2004360
9,0,01329,Brad Faxon,10,1,1,11,2004110
9,0,08339,Spike McRoy,10,10,2,12,2004470
9,0,01887,Mark O'Meara,10,10,3,13,2004360
9,0,22046,Geoff Ogilvy,10,1,2,3,2004270
9,0,01927,Dennis Paulson,10,2,1,11,2004210
9,0,12663,Phil Tataurangi,10,0,4,1,2004350
16,0,07363,Craig Bowden,9,0,2,7,2004120
16,0,06809,Bob Burns,9,1,1,14,2004020
16,0,20593,Greg Chalmers,9,0,2,7,2004310
16,0,19972,José Coceres,9,0,1,12,2004100
16,0,23541,Ben Crane,9,0,1,13,2004230
16,0,01361,Dan Forsman,9,1,2,8,2004380
16,0,23338,David Gossett,9,1,1,13,2004170
16,0,06617,Brian Henninger,9,0,2,12,2004350
16,0,01527,Scott Hoch,9,0,1,13,2004020
16,0,21893,Brian Kortan,9,1,2,18,2004180
16,0,24781,Hunter Mahan,9,1,1,10,2004210
16,0,25396,Kevin Na,9,0,1,13,2004320
16,0,20663,Brenden Pappas,9,3,3,3,2004320
16,0,02010,Loren Roberts,9,2,4,15,2004240
16,0,22913,John Rollins,9,0,1,12,2004270
31,0,22371,Aaron Baddeley,8,1,1,7,2004120
31,0,01132,Mark Brooks,8,1,2,8,2004210
31,0,24925,Jonathan Byrd,8,0,3,1,2004160
31,0,01157,Tom Byrum,8,0,3,4,2004310
31,0,20121,Todd Fischer,8,1,2,3,2004020
31,0,01378,David Frost,8,0,1,14,2004470
31,0,01388,Robert Gamez,8,0,1,12,2004210
31,0,25900,Lucas Glover,8,2,1,9,2004470
31,0,10201,Matt Gogel,8,0,4,17,2004340
31,0,12782,Tim Herron,8,0,2,10,2004340
31,0,06573,Brandt Jobe,8,1,1,12,2004060
31,0,21894,Bobby Kalinowski,8,8,1,7,2004020
31,0,01706,Davis Love III,8,0,2,5,2004210
31,0,23320,Ryan Palmer,8,0,1,2,2004270
31,0,01926,Steve Pate,8,0,2,8,2004080
31,0,01948,Tim Petrovic,8,0,2,10,2004190
31,0,22405,Justin Rose,8,8,2,5,2004390
31,0,02246,Duffy Waldorf,8,1,3,11,2004060
31,0,02257,Brian Watts,8,2,2,9,2004200
31,0,20436,Garrett Willis,8,0,1,13,2004350
31,0,02294,Willie Wood,8,8,3,4,2004350
52,0,06004,Stephen Ames,7,0,1,17,2004060
52,0,23614,Rich Beem,7,1,4,14,2004220
52,0,08123,Jeff Brehaut,7,4,2,13,2004080
52,0,01161,Mark Calcavecchia,7,0,2,13,2004450
52,0,01175,Jim Carter,7,2,2,9,2004080
52,0,20229,Stewart Cink,7,0,4,12,2004390
52,0,23135,Tim Clark,7,1,2,5,2004470
52,0,01226,Fred Couples,7,0,1,12,2004440
52,0,22621,Ben Curtis,7,0,2,4,2004150
52,0,01249,John Daly,7,2,1,13,2004460
52,0,20104,Ken Duke,7,1,4,11,2004020
52,0,12760,Danny Ellis,7,0,3,8,2004240
52,0,07457,Steve Flesch,7,0,3,14,2004210
52,0,12823,Carlos Franco,7,2,4,13,2004080
52,0,01381,Fred Funk,7,0,2,2,2004430
52,0,12645,Brent Geiberger,7,0,1,12,2004220
52,0,01457,Jay Haas,7,5,3,3,2004280
52,0,20433,Mark Hensby,7,3,2,11,2004380
52,0,21961,Charles Howell III,7,1,2,6,2004270
52,0,01553,John Huston,7,0,4,8,2004010
52,0,01577,Lee Janzen,7,3,2,1,2004060
52,0,24024,Zach Johnson,7,1,1,16,2004240
52,0,23108,Matt Kuchar,7,2,3,3,2004220
52,0,20382,Stephen Leaney,7,3,1,2,2004060
52,0,10860,Justin Leonard,7,1,1,15,2004170
52,0,12680,Shigeki Maruyama,7,0,1,7,2004360
52,0,06515,Shaun Micheel,7,2,1,9,2004140
52,0,01810,Phil Mickelson,7,4,2,7,2004190
52,0,12682,Hirofumi Miyase,7,2,1,5,2004320
52,0,01823,Larry Mize,7,4,1,18,2004310
52,0,25237,Kevin Muncrief,7,0,3,3,2004290
52,0,06373,José María Olazábal,7,0,1,2,2004120
52,0,01920,Craig Parry,7,0,1,18,2004100
52,0,01941,Tom Pernice Jr.,7,1,1,10,2004240
52,0,25345,Carl Pettersson,7,6,2,9,2004450
52,0,24138,Ian Poulter,7,1,2,1,2004120
52,0,01968,Nick Price,7,0,1,7,2004250
52,0,06567,Vijay Singh,7,1,1,1,2004320
52,0,08385,Omar Uresti,7,0,1,13,2004020
52,0,02239,Scott Verplank,7,0,4,14,2004120
52,0,10425,Jay Williamson,7,0,2,12,2004040
52,0,12602,Dean Wilson,7,1,3,17,2004400
52,0,08793,Tiger Woods,7,2,3,18,2004230
95,0,01035,Tommy Armour III,6,5,4,10,2004360
95,0,01042,Paul Azinger,6,0,3,7,2004230
95,0,23613,Rich Barcelo,6,4,3,11,2004310
95,0,01098,Jay Don Blake,6,0,1,4,2004350
95,0,21646,David Branshaw,6,0,4,12,2004270
95,0,24290,D.J. Brigman,6,2,1,11,2004170
95,0,12510,Chad Campbell,6,1,4,14,2004440
95,0,20472,Alex Cejka,6,0,1,18,2004440
95,0,24357,K.J. Choi,6,6,2,16,2004490
95,0,20850,Daniel Chopra,6,1,1,9,2004350
95,0,19825,Darren Clarke,6,3,3,11,2004300
95,0,24494,Erik Compton,6,2,1,4,2004100
95,0,01219,John Cook,6,0,2,14,2004350
95,0,08931,Glen Day,6,1,1,15,2004030
95,0,01261,Jay Delsing,6,5,4,4,2004220
95,0,06251,Chris DiMarco,6,0,3,6,2004440
95,0,23983,Luke Donald,6,1,1,7,2004060
95,0,25686,Jason Dufner,6,1,4,4,2004380
95,0,09011,David Duval,6,1,4,2,2004450
95,0,06522,Ernie Els,6,0,4,10,2004360
95,0,19846,Brian Gay,6,1,1,10,2004460
95,0,01408,Kelly Gibson,6,1,3,14,2004050
95,0,23063,Scott Hend,6,0,1,8,2004220
95,0,22378,Trevor Immelman,6,3,2,10,2004230
95,0,21731,Freddie Jacobson,6,0,2,17,2004250
95,0,26420,Richard Johnson,6,0,2,10,2004030
95,0,08075,Jerry Kelly,6,0,2,17,2004100
95,0,01685,J.L. Lewis,6,1,2,12,2004460
95,0,01724,Jeff Maggert,6,6,1,1,2004470
95,0,01797,Rocco Mediate,6,2,3,15,2004460
95,0,01928,Corey Pavin,6,4,4,17,2004250
95,0,24361,Pat Perez,6,0,3,8,2004390
95,0,23497,Tag Ridings,6,0,3,16,2004050
95,0,08375,Paul Stankowski,6,1,1,3,2004030
95,0,20580,Andre Stolz,6,0,1,13,2004180
95,0,06527,Steve Stricker,6,0,3,4,2004310
95,0,23307,Roger Tambellini,6,1,1,1,2004320
95,0,06613,Tommy Tolles,6,0,3,14,2004310
95,0,02206,David Toms,6,2,1,4,2004460
95,0,02214,Kirk Triplett,6,1,1,5,2004360
95,0,02223,Bob Tway,6,0,2,1,2004360
95,0,20812,Tjaart van der Walt,6,0,1,4,2004020
95,0,23623,Bo Van Pelt,6,0,2,4,2004020
95,0,21878,Mark Wilson,6,1,2,10,2004320
139,0,21633,Steve Allan,5,1,2,1,2004320
139,0,01014,Fulton Allem,5,0,1,4,2004110
139,0,20098,Stuart Appleby,5,2,4,13,2004270
139,0,07867,Woody Austin,5,1,3,11,2004280
139,0,19824,Craig Barlow,5,1,1,18,2004370
139,0,24846,Ricky Barnes,5,0,2,14,2004140
139,0,07223,Brian Bateman,5,0,1,16,2004320
139,0,07721,Pat Bates,5,0,2,1,2004100
139,0,12652,Cameron Beckman,5,1,1,4,2004020
139,0,20029,Notah Begay III,5,0,1,1,2004190
139,0,10944,Thomas Bjørn,5,0,2,8,2004300
139,0,24507,Jason Bohn,5,0,1,18,2004380
139,0,06214,Guy Boros,5,3,3,6,2004450
139,0,01127,Danny Briggs,5,0,4,8,2004380
139,0,01203,Russ Cochran,5,1,1,17,2004180
139,0,11123,Chris Couch,5,0,2,8,2004430
139,0,08835,Kris Cox,5,0,3,12,2004080
139,0,19881,Robert Damron,5,1,1,9,2004220
139,0,06621,Joe Durant,5,1,2,7,2004260
139,0,01306,David Edwards,5,1,4,8,2004280
139,0,01313,Steve Elkington,5,0,1,7,2004270
139,0,20585,Niclas Fasth,5,1,1,5,2004180
139,0,27561,Nick Flanagan,5,0,2,18,2004250
139,0,21805,Harrison Frazar,5,2,2,17,2004450
139,0,10809,Jim Furyk,5,0,1,1,2004010
139,0,25741,Nick Gilliam,5,0,2,18,2004310
139,0,20157,Retief Goosen,5,1,3,15,2004100
139,0,01444,Ken Green,5,0,2,13,2004050
139,0,07941,Mike Grob,5,0,2,1,2004370
139,0,20378,Mathias Grönberg,5,1,1,18,2004220
139,0,01473,Todd Hamilton,5,0,1,6,2004440
139,0,20766,Padraig Harrington,5,0,2,15,2004440
139,0,06575,Dudley Hart,5,0,1,2,2004200
139,0,08537,J.P. Hayes,5,0,2,8,2004130
139,0,23353,J.J. Henry,5,1,2,11,2004430
139,0,21007,Gabriel Hjertstedt,5,5,1,11,2004400
139,0,20608,David Howell,5,5,2,1,2004440
139,0,19958,Miguel Angel Jiménez,5,3,2,1,2004250
139,0,08633,Per-Ulrik Johansson,5,0,1,10,2004400
139,0,10733,Kent Jones,5,0,2,15,2004030
139,0,01619,Skip Kendall,5,0,2,10,2004270
139,0,12705,Cliff Kresge,5,1,4,3,2004160
139,0,06332,Neal Lancaster,5,2,4,6,2004320
139,0,12389,Barry Lane,5,3,1,11,2004440
139,0,20634,Peter Lonard,5,0,2,10,2004340
139,0,08547,John Maginnes,5,0,2,18,2004020
139,0,01766,Billy Mayfair,5,0,2,4,2004170
139,0,01771,Blaine McCallister,5,0,2,2,2004370
139,0,22122,Andrew McLardy,5,1,2,14,2004180
139,0,12753,David Morland IV,5,2,2,7,2004310
139,0,21949,Joe Ogilvie,5,0,1,5,2004390
139,0,07939,Dan Olsen,5,0,1,10,2004170
139,0,12660,Jesper Parnevik,5,1,1,13,2004480
139,0,01938,David Peoples,5,1,4,12,2004100
139,0,10912,Craig Perks,5,0,4,2,2004430
139,0,21959,Ted Purdy,5,0,4,16,2004100
139,0,07749,Brett Quigley,5,3,2,15,2004270
139,0,02049,Gene Sauers,5,0,1,3,2004380
139,0,20645,John Senden,5,0,3,3,2004210
139,0,02076,Peter Senior,5,3,2,14,2004360
139,0,22548,Patrick Sheehan,5,0,1,16,2004210
139,0,22293,Heath Slocum,5,0,2,8,2004380
139,0,02104,Jeff Sluman,5,0,4,17,2004310
139,0,02106,Chris Smith,5,0,2,7,2004460
139,0,06595,Kevin Sutherland,5,0,4,1,2004390
139,0,02170,Hal Sutton,5,5,1,9,2004370
139,0,02191,Tim Thelen,5,2,1,9,2004310
139,0,06078,Esteban Toledo,5,0,4,18,2004390
139,0,26497,Casey Wittenberg,5,1,1,18,2004320
208,0,06197,Michael Allen,4,0,2,9,2004240
208,0,10885,Robert Allenby,4,4,4,18,2004460
208,0,21407,Arjun Atwal,4,3,1,17,2004390
208,0,05014,Mike Austin,4,4,1,11,2004320
208,0,20498,Briny Baird,4,2,3,9,2004280
208,0,21739,Aaron Barber,4,1,4,18,2004370
208,0,01116,Michael Bradley,4,1,4,4,2004220
208,0,01129,Bill Britton,4,4,1,6,2004340
208,0,01139,Olin Browne,4,0,3,17,2004400
208,0,01142,Bart Bryant,4,0,3,17,2004200
208,0,12394,Tom Carter,4,0,1,7,2004470
208,0,12388,Michael Clark II,4,4,2,13,2004470
208,0,21753,Brian Davis,4,0,1,2,2004300
208,0,01320,Bob Estes,4,1,3,17,2004310
208,0,01326,Nick Faldo,4,1,2,11,2004250
208,0,23042,Kim Felton,4,1,1,2,2004300
208,0,01374,Robin Freeman,4,3,1,7,2004350
208,0,25052,Derek Gillespie,4,4,1,7,2004390
208,0,01418,Bill Glasson,4,0,3,2,2004390
208,0,06643,Paul Goydos,4,0,3,13,2004450
208,0,01475,Donnie Hammond,4,1,2,10,2004220
208,0,08337,Mike Heinen,4,0,1,14,2004380
208,0,25732,S.K. Ho,4,4,3,18,2004440
208,0,08881,Tripp Isenhour,4,2,1,17,2004180
208,0,01569,Peter Jacobsen,4,0,1,18,2004480
208,0,20218,Shingo Katayama,4,0,2,9,2004440
208,0,20094,Jonathan Kaye,4,0,2,13,2004150
208,0,22624,Joel Kribel,4,2,2,5,2004180
208,0,01666,Bernhard Langer,4,0,4,17,2004360
208,0,06016,Brad Lardon,4,3,2,3,2004320
208,0,19904,Paul Lawrie,4,0,1,11,2004130
208,0,01677,Tom Lehman,4,0,3,17,2004460
208,0,12662,Thomas Levet,4,0,1,15,2004360
208,0,11032,Frank Lickliter II,4,0,2,9,2004120
208,0,01707,Steve Lowery,4,2,3,13,2004270
208,0,01736,Roger Maltbie,4,0,2,10,2004050
208,0,25572,Graeme McDowell,4,4,3,2,2004440
208,0,08635,Colin Montgomerie,4,0,3,2,2004300
208,0,20676,Patrick Moore,4,1,1,15,2004280
208,0,26950,John Morgan,4,0,2,6,2004180
208,0,20628,Arron Oberholser,4,3,2,3,2004460
208,0,10107,Deane Pappas,4,2,2,5,2004470
208,0,01945,Kenny Perry,4,3,3,10,2004240
208,0,01958,Dan Pohl,4,1,2,3,2004210
208,0,10213,Dicky Pride,4,1,1,17,2004390
208,0,26476,Chez Reavie,4,0,1,17,2004250
208,0,02007,Larry Rinker,4,0,1,14,2004290
208,0,23621,Rory Sabbatini,4,1,2,11,2004340
208,0,02099,Scott Simpson,4,1,1,1,2004280
208,0,02101,Joey Sindelar,4,0,3,15,2004470
