RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND- COURSE,HOLE
55,0,20104,Ken Duke,146,Wachovia Champ,3,11 - Par 4
56,0,20645,John Senden,145,Bay Hill Invita,1,18 - Par 4
58,0,21350,Ryuji Imada,143,Chrysler-Tampa,1,6 - Par 4 -
59,0,10423,Mike Weir,141,Greensboro,1,16 - Par 4
60,0,01320,Bob Estes,141,Bob Hope Chrysl,5,1 - Par 4 -
61,0,06809,Bob Burns,138,FedEx St. Jude,2,13 - Par 4
62,0,01619,Skip Kendall,138,Shell Houston,3,1 - Par 4 -
63,0,23322,Brett Wetterich,137,FUNAI-Disney,3,11 - Par 4
64,0,24024,Zach Johnson,136,Ford Champ,3,17 - Par 4
65,0,28780,Nicholas Thompson,136,John Deere Clas,1,11 - Par 4
66,0,22946,Henrik Bjornstad,135,So. Farm Bureau,3,6 - Par 4 -
68,0,08835,Kris Cox,133,Bob Hope Chrysl,1,5 - Par 4 -
69,0,22951,Azuma Yano,132,FUNAI-Disney,4,2 - Par 4 -
70,0,24846,Ricky Barnes,131,Tucson,1,11 - Par 4
71,0,24980,Scott Gutschewski,131,Shell Houston,1,15 - Par 5
72,0,27943,Matt Hansen,130,Reno-Tahoe Open,2,5 - Par 4 -
74,0,22913,John Rollins,130,Colonial,1,14 - Par 4
76,0,11123,Chris Couch,128,So. Farm Bureau,2,6 - Par 4 -
78,0,01418,Bill Glasson,127,Reno-Tahoe Open,1,3 - Par 4 -
79,0,21646,David Branshaw,127,Buick Open,3,10 - Par 4
81,0,24507,Jason Bohn,127,Sony Open,3,10 - Par 4
85,0,10505,Shane Bertsch,124,Heritage,2,13 - Par 4
87,0,25345,Carl Pettersson,122,THE PLAYERS,2,4 - Par 4 -
89,0,08075,Jerry Kelly,121,So. Farm Bureau,1,10 - Par 4
90,0,20127,Chris Riley,121,Sony Open,2,8 - Par 4 -
91,0,23409,James Driscoll,120,Barclays Class,1,13 - Par 4
93,0,09011,David Duval,119,Tucson,2,1 - Par 4 -
94,0,25572,Graeme McDowell,118,Zurich Classic,1,9 - Par 4 -
95,0,23725,Brendan Jones,118,Tucson,1,16 - Par 4
97,0,20498,Briny Baird,115,Texas Open,3,12 - Par 4
98,0,27120,Troy Matteson,115,AT&T Pebble,4,10 - Par 4
99,0,01724,Jeff Maggert,115,Greensboro,2,7 - Par 4 -
101,0,26360,Bubba Dickerson,113,Buick Champ,2,9 - Par 4 -
104,0,25804,Bubba Watson,113,Zurich Classic,1,13 - Par 4
105,0,23497,Tag Ridings,113,So. Farm Bureau,1,3 - Par 4 -
106,0,01473,Todd Hamilton,112,Frys.com Open,4,7 - Par 4 -
108,0,08537,J.P. Hayes,112,Deutsche Bank,1,17 - Par 4
109,0,07457,Steve Flesch,111,Greensboro,4,5 - Par 4 -
111,0,01948,Tim Petrovic,111,THE PLAYERS,4,6 - Par 4 -
112,0,12782,Tim Herron,111,WGC-Bridgestone,1,3 - Par 4 -
114,0,02002,John Riegger,110,John Deere Clas,3,1 - Par 4 -
117,0,23320,Ryan Palmer,109,Nissan Open,2,7 - Par 4 -
120,0,21959,Ted Purdy,107,Greensboro,1,7 - Par 4 -
122,0,02223,Bob Tway,107,Colonial,3,6 - Par 4 -
124,0,02104,Jeff Sluman,105,Ford Champ,3,8 - Par 5 -
126,0,27770,Camilo Villegas,105,FBR Open,3,6 - Par 4 -
128,0,21470,Daisuke Maruyama,105,Chrysler-Tampa,1,14 - Par 5
129,0,01388,Robert Gamez,104,Buick Champ,2,2 - Par 4 -
131,0,08385,Omar Uresti,103,Milwaukee,2,15 - Par 5
133,0,01381,Fred Funk,101,Bob Hope Chrysl,5,15 - Par 4
134,0,20472,Alex Cejka,100,Reno-Tahoe Open,2,10 - Par 4
135,0,02106,Chris Smith,100,Shell Houston,3,13 - Par 5
136,0,23048,Eric Axley,99,BellSouth Class,2,3 - Par 4 -
137,0,06373,José María Olazábal,99,Bay Hill Invita,4,16 - Par 5
138,0,06575,Dudley Hart,99,Texas Open,3,8 - Par 4 -
139,0,20593,Greg Chalmers,99,Buick Open,1,13 - Par 5
141,0,21660,Jason Schultz,97,John Deere Clas,1,6 - Par 4 -
145,0,23673,Michael Connell,93,Buick Open,3,16 - Par 5
146,0,01475,Donnie Hammond,93,Tucson,1,3 - Par 4 -
147,0,12510,Chad Campbell,93,THE PLAYERS,1,6 - Par 4 -
148,0,25274,Steven Bowditch,93,Deutsche Bank,2,6 - Par 4 -
149,0,12755,Vance Veazey,92,Tucson,4,3 - Par 4 -
151,0,19881,Robert Damron,91,Western Open,1,7 - Par 4 -
152,0,06595,Kevin Sutherland,89,So. Farm Bureau,2,3 - Par 4 -
154,0,06350,Bob May,87,Booz Allen,2,6 - Par 5 -
157,0,20691,Greg Owen,86,Shell Houston,1,12 - Par 4
160,0,26758,David Hearn,84,Canadian Open,1,10 - Par 4
162,0,06573,Brandt Jobe,83,Bay Hill Invita,2,16 - Par 5
164,0,06643,Paul Goydos,80,Wachovia Champ,2,8 - Par 4 -
168,0,20628,Arron Oberholser,78,Buick Invitatio,4,13 - Par 5
170,0,07749,Brett Quigley,77,Buick Open,1,13 - Par 5
171,0,23718,Nathan Green,77,Buick Invitatio,4,13 - Par 5
174,0,23541,Ben Crane,77,Colonial,2,2 - Par 4 -
175,0,27141,J.B. Holmes,75,Bay Hill Invita,2,16 - Par 5
177,0,08931,Glen Day,75,So. Farm Bureau,4,18 - Par 5
181,0,26329,Louis Oosthuizen,73,WGC-Am Express,2,10 - Par 4
182,0,25364,Paul Casey,71,WGC-Bridgestone,2,2 - Par 5 -
184,0,01553,John Huston,67,John Deere Clas,2,2 - Par 5 -
185,0,12823,Carlos Franco,66,Booz Allen,1,13 - Par 5
186,0,20382,Stephen Leaney,66,Barclays Class,1,11 - Par 4
187,0,10565,Ian Leggatt,64,FUNAI-Disney,4,13 - Par 4
189,0,23621,Rory Sabbatini,60,WGC-Am Express,3,9 - Par 4 -
190,0,01024,Billy Andrade,58,Buick Champ,4,2 - Par 4 -
191,0,07707,Mike Small,56,Reno-Tahoe Open,2,8 - Par 4 -
192,0,01941,Tom Pernice Jr.,56,Memorial Tourna,1,17 - Par 4
193,0,25679,B.J. Staten,55,Shell Houston,3,13 - Par 5
195,0,06044,Scott Gump,54,Milwaukee,4,6 - Par 5 -
196,0,01706,Davis Love III,51,Colonial,4,2 - Par 4 -
197,0,02294,Willie Wood,51,AT&T Pebble,2,6 - Par 5 -
199,0,06034,Marco Dawson,51,Barclays Class,2,10 - Par 4
200,0,27095,Nick Watney,51,Heritage,2,9 - Par 4 -
201,0,23614,Rich Beem,49,Western Open,3,18 - Par 4
203,0,12760,Danny Ellis,47,Booz Allen,4,1 - Par 4 -
205,0,21407,Arjun Atwal,44,Greensboro,3,13 - Par 5
209,0,01142,Bart Bryant,42,Texas Open,3,17 - Par 3
212,0,19970,Robert Karlsson,41,WGC-Am Express,4,18 - Par 5
214,0,12680,Shigeki Maruyama,39,Colonial,1,5 - Par 4 -
216,0,22405,Justin Rose,38,Deutsche Bank,2,16 - Par 3
217,0,20812,Tjaart van der Walt,38,Frys.com Open,3,8 - Par 3 -
222,0,19913,Ron Whittaker,36,84 LUMBER,1,14 - Par 4
224,0,06251,Chris DiMarco,36,BellSouth Class,1,8 - Par 3 -
236,0,01707,Steve Lowery,33,Western Open,2,11 - Par 5
240,0,11032,Frank Lickliter II,32,Buick Champ,2,13 - Par 5
244,0,23983,Luke Donald,32,Western Open,2,4 - Par 4 -
245,0,20025,Ben Walter,31,Milwaukee,2,7 - Par 3 -
246,0,27413,Scott Miller,31,Bob Hope Chrysl,2,4 - Par 5 -
249,0,26420,Richard Johnson,30,Shell Houston,3,9 - Par 3 -
251,0,28254,Andrew Pratt,30,FedEx St. Jude,1,6 - Par 4 -
252,0,01810,Phil Mickelson,30,FBR Open,4,13 - Par 5
253,0,20433,Mark Hensby,30,Colonial,2,14 - Par 4
256,0,22110,Thaworn Wiratchant,30,WGC-Am Express,4,8 - Par 4 -
258,0,20572,Rod Pampling,30,Buick Invitatio,3,12 - Par 4
260,0,01577,Lee Janzen,30,Heritage,2,3 - Par 4 -
263,0,01945,Kenny Perry,29,Western Open,1,9 - Par 5 -
264,0,27929,Shiv Kapur,29,WGC-Bridgestone,1,9 - Par 4 -
273,0,01042,Paul Azinger,28,Honda Classic,2,4 - Par 4 -
279,0,20094,Jonathan Kaye,28,BellSouth Class,3,6 - Par 5 -
280,0,24361,Pat Perez,28,Honda Classic,1,3 - Par 3 -
281,0,22293,Heath Slocum,28,Bay Hill Invita,2,12 - Par 5
282,0,23353,J.J. Henry,28,Buick Open,4,7 - Par 5 -
286,0,23788,D.J. Trahan,28,FBR Open,4,17 - Par 4
289,0,21731,Freddie Jacobson,27,Western Open,3,13 - Par 4
291,0,01313,Steve Elkington,27,Deutsche Bank,2,14 - Par 4
293,0,26596,Ryan Moore,27,Colonial,2,5 - Par 4 -
294,0,20378,Mathias Grönberg,27,Honda Classic,3,15 - Par 3
295,0,01797,Rocco Mediate,26,Wachovia Champ,2,6 - Par 3 -
297,0,24511,Thongchai Jaidee,26,WGC-Am Express,4,18 - Par 5
301,0,06522,Ernie Els,26,Bay Hill Invita,4,9 - Par 4 -
305,0,23616,Ryan Hietala,26,Texas Open,1,12 - Par 4
306,0,01766,Billy Mayfair,26,FBR Open,1,8 - Par 4 -
308,0,24140,Sean O'Hair,26,Western Open,4,4 - Par 4 -
309,0,06197,Michael Allen,26,84 LUMBER,2,15 - Par 4
310,0,11011,Mike Sposa,26,Greensboro,3,8 - Par 3 -
311,0,20400,Michael Campbell,26,WGC-Am Express,2,18 - Par 5
313,0,22621,Ben Curtis,25,Canadian Open,4,13 - Par 3
315,0,22892,Jason Gore,25,EDS B. Nelson,2,7 - Par 5 -
319,0,02206,David Toms,25,Sony Open,3,16 - Par 4
321,0,01823,Larry Mize,25,So. Farm Bureau,4,7 - Par 5 -
322,0,23540,Jason Allred,25,Tucson,3,10 - Par 5
327,0,01132,Mark Brooks,25,John Deere Clas,3,2 - Par 5 -
328,0,01161,Mark Calcavecchia,25,WGC-Bridgestone,1,9 - Par 4 -
329,0,25240,D.A. Points,25,Texas Open,4,3 - Par 3 -
331,0,01723,Andrew Magee,25,84 LUMBER,2,3 - Par 3 -
334,0,12716,Charley Hoffman,24,Zurich Classic,4,14 - Par 4
335,0,08725,Tom Gillis,24,Buick Open,1,16 - Par 5
337,0,20848,Ángel Cabrera,24,Ford Champ,3,8 - Par 5 -
342,0,01920,Craig Parry,24,WGC-Am Express,2,13 - Par 3
343,0,24449,Parker McLachlin,24,Sony Open,3,11 - Par 3
344,0,01139,Olin Browne,24,Chrysler-Tampa,1,8 - Par 3 -
345,0,06527,Steve Stricker,24,Tucson,4,15 - Par 5
367,0,01685,J.L. Lewis,23,Nissan Open,2,2 - Par 4 -
368,0,20548,Hidemichi Tanaka,23,FUNAI-Disney,2,9 - Par 4 -
373,0,21805,Harrison Frazar,23,Sony Open,1,8 - Par 4 -
375,0,19824,Craig Barlow,22,Wachovia Champ,3,14 - Par 4
377,0,26287,Roland Thatcher,22,Shell Houston,2,9 - Par 3 -
382,0,20099,Doug Barron,22,BellSouth Class,3,1 - Par 4 -
384,0,12645,Brent Geiberger,22,Western Open,2,13 - Par 4
388,0,25842,Jon Mills,22,Honda Classic,1,17 - Par 5
389,0,06567,Vijay Singh,22,Buick Open,2,1 - Par 5 -
398,0,20850,Daniel Chopra,22,Wachovia Champ,4,16 - Par 4
402,0,23633,Phil Schmitt,22,So. Farm Bureau,1,8 - Par 3 -
404,0,10201,Matt Gogel,21,Milwaukee,3,11 - Par 3
406,0,07867,Woody Austin,21,Buick Invitatio,1,14 - Par 4
419,0,12602,Dean Wilson,21,WGC-Am Express,3,5 - Par 4 -
431,0,06621,Joe Durant,20,THE TOUR Champ,1,6 - Par 3 -
432,0,10585,Scott McCarron,20,Buick Invitatio,3,4 - Par 4 -
437,0,06515,Shaun Micheel,20,Ford Champ,2,4 - Par 3 -
440,0,24924,Bill Haas,20,Frys.com Open,2,17 - Par 3
443,0,08339,Spike McRoy,20,John Deere Clas,1,11 - Par 4
456,0,20634,Peter Lonard,20,Memorial Tourna,4,13 - Par 4
467,0,20121,Todd Fischer,19,Buick Invitatio,3,5 - Par 4 -
469,0,01457,Jay Haas,19,Heritage,1,2 - Par 5 -
473,0,12652,Cameron Beckman,19,Milwaukee,2,13 - Par 4
492,0,06004,Stephen Ames,19,WGC-Bridgestone,2,2 - Par 5 -
495,0,20631,David McKenzie,19,Texas Open,1,9 - Par 4 -
503,0,20369,John Bickerton,19,WGC-Am Express,3,1 - Par 4 -
514,0,20396,Lee Westwood,18,Bay Hill Invita,2,2 - Par 3 -
522,0,06214,Guy Boros,18,FedEx St. Jude,2,13 - Par 4
523,0,24912,Will MacKenzie,18,Buick Champ,1,10 - Par 4
537,0,28380,Ryan Helminen,18,Tucson,1,7 - Par 3 -
546,0,02110,Jerry Smith,18,Western Open,4,5 - Par 4 -
548,0,01249,John Daly,18,Western Open,4,13 - Par 4
550,0,01713,David Lundstrom,18,Shell Houston,1,1 - Par 4 -
551,0,28307,Matt Every,18,Booz Allen,2,4 - Par 4 -
555,0,29720,Andres Gonzales,17,Frys.com Open,4,8 - Par 3 -
560,0,21736,Lian-Wei Zhang,17,Buick Open,2,14 - Par 4
561,0,25935,John Engler Jr.,17,Colonial,2,10 - Par 4
572,0,20608,David Howell,17,BellSouth Class,4,7 - Par 4 -
586,0,02040,Mike San Filippo,17,Honda Classic,2,17 - Par 5
588,0,10425,Jay Williamson,17,Ford Champ,2,18 - Par 4
589,0,02246,Duffy Waldorf,17,Ford Champ,3,9 - Par 3 -
595,0,01677,Tom Lehman,17,WGC-Bridgestone,2,12 - Par 3
603,0,01943,Chris Perry,17,Ford Champ,2,3 - Par 4 -
604,0,07223,Brian Bateman,17,FedEx St. Jude,4,5 - Par 4 -
606,0,08123,Jeff Brehaut,17,Wachovia Champ,1,16 - Par 4
611,0,29459,Tim Ruddo,16,Booz Allen,1,11 - Par 3
621,0,20157,Retief Goosen,16,Barclays Class,3,9 - Par 5 -
622,0,19972,José Coceres,16,Shell Houston,2,8 - Par 5 -
632,0,24358,Robert Garrigus,16,Milwaukee,2,3 - Par 3 -
647,0,01666,Bernhard Langer,16,THE PLAYERS,2,9 - Par 5 -
653,0,12461,Paul McGinley,16,Nissan Open,4,2 - Par 4 -
658,0,10944,Thomas Bjørn,16,WGC-Bridgestone,2,2 - Par 5 -
661,0,20574,Mathew Goggin,15,Buick Champ,2,9 - Par 4 -
664,0,25396,Kevin Na,15,Heritage,4,10 - Par 4
669,0,01968,Nick Price,15,Wachovia Champ,1,16 - Par 4
670,0,01771,Blaine McCallister,15,So. Farm Bureau,3,14 - Par 4
683,0,12662,Thomas Levet,15,Heritage,1,2 - Par 5 -
694,0,01086,Roy Biancalana,15,Western Open,1,18 - Par 4
697,0,21209,Sergio Garcia,15,Ford Champ,3,3 - Par 4 -
701,0,08635,Colin Montgomerie,15,Bay Hill Invita,1,16 - Par 5
704,0,21188,Tatsuhiko Takahashi,15,WGC-Bridgestone,4,1 - Par 4 -
715,0,20766,Padraig Harrington,15,Ford Champ,1,9 - Par 3 -
724,0,01378,David Frost,15,Milwaukee,2,7 - Par 3 -
727,0,25936,Alex Aragon,15,Canadian Open,1,17 - Par 5
740,0,29718,Anthony Kim,14,Texas Open,4,17 - Par 3
752,0,22582,Kyle Thompson,14,AT&T Pebble,1,18 - Par 5
757,0,20105,Jeff Gove,14,Barclays Class,1,17 - Par 4
770,0,02101,Joey Sindelar,14,Ford Champ,4,14 - Par 4
804,0,27329,Kevin Hall,13,Zurich Classic,2,16 - Par 4
812,0,25818,Scott Piercy,13,Zurich Classic,1,3 - Par 3 -
821,0,21949,Joe Ogilvie,13,Western Open,3,16 - Par 4
831,0,02010,Loren Roberts,13,Heritage,1,15 - Par 5
839,0,08191,Paul Broadhurst,13,WGC-Am Express,3,16 - Par 3
866,0,12663,Phil Tataurangi,13,Frys.com Open,2,17 - Par 3
867,0,07393,Chris Toulson,13,Ford Champ,1,15 - Par 3
877,0,22540,Anthony Wall,13,WGC-Am Express,3,12 - Par 4
890,0,10213,Dicky Pride,13,Milwaukee,1,5 - Par 3 -
900,0,20939,Keiichiro Fukabori,12,Memorial Tourna,2,3 - Par 4 -
905,0,01887,Mark O'Meara,12,Colonial,2,18 - Par 4
912,0,29222,Billy Hurley III,12,Bay Hill Invita,4,4 - Par 5 -
913,0,06332,Neal Lancaster,12,FedEx St. Jude,1,4 - Par 3 -
921,0,20499,Bobby Elliott,12,Frys.com Open,2,16 - Par 5
922,0,22295,Darron Stiles,12,Milwaukee,1,7 - Par 3 -
939,0,22034,Yasuharu Imano,12,Nissan Open,1,10 - Par 4
947,0,19825,Darren Clarke,12,WGC-Am Express,1,1 - Par 4 -
959,0,08993,Franklin Langham,12,BellSouth Class,1,2 - Par 3 -
983,0,01938,David Peoples,12,FedEx St. Jude,3,15 - Par 4
998,0,01361,Dan Forsman,12,FedEx St. Jude,2,15 - Par 4
