RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,01487,Jeff Hart,75.97,645,849
2,0,01381,Fred Funk,75.90,1071,1411
3,0,08385,Omar Uresti,74.94,879,1173
4,0,01139,Olin Browne,73.46,969,1319
5,0,20623,Gavin Coles,73.44,719,979
6,0,01142,Bart Bryant,73.00,933,1278
7,0,19972,José Coceres,71.88,542,754
8,0,21753,Brian Davis,71.73,751,1047
9,0,02239,Scott Verplank,71.48,862,1206
10,0,19881,Robert Damron,71.43,885,1239
11,0,22293,Heath Slocum,71.25,984,1381
12,0,12826,Paul Claxton,71.14,784,1102
13,0,06621,Joe Durant,70.90,804,1134
14,0,10425,Jay Williamson,70.77,523,739
15,0,01619,Skip Kendall,70.63,767,1086
16,0,01724,Jeff Maggert,70.54,728,1032
17,0,02214,Kirk Triplett,70.43,512,727
18,0,01157,Tom Byrum,70.28,816,1161
19,0,01823,Larry Mize,70.16,489,697
20,0,08123,Jeff Brehaut,69.92,651,931
21,0,01219,John Cook,69.85,681,975
22,0,01766,Billy Mayfair,69.75,1070,1534
23,0,22295,Darron Stiles,69.27,735,1061
23,0,02246,Duffy Waldorf,69.27,798,1152
25,0,23108,Matt Kuchar,68.98,576,835
26,0,20099,Doug Barron,68.88,673,977
27,0,26758,David Hearn,68.53,649,947
28,0,26420,Richard Johnson,68.49,476,695
29,0,20548,Hidemichi Tanaka,68.45,972,1420
30,0,01175,Jim Carter,68.22,571,837
31,0,02101,Joey Sindelar,68.14,988,1450
32,0,10809,Jim Furyk,68.07,887,1303
33,0,08075,Jerry Kelly,68.02,938,1379
34,0,02010,Loren Roberts,67.97,503,740
35,0,20382,Stephen Leaney,67.92,811,1194
36,0,01132,Mark Brooks,67.90,679,1000
37,0,01127,Danny Briggs,67.86,644,949
38,0,10962,Bradley Hughes,67.50,488,723
39,0,20472,Alex Cejka,67.23,759,1129
40,0,19846,Brian Gay,67.22,927,1379
41,0,21878,Mark Wilson,67.21,654,973
42,0,02104,Jeff Sluman,67.18,878,1307
43,0,20498,Briny Baird,67.14,897,1336
44,0,20127,Chris Riley,67.11,602,897
45,0,01928,Corey Pavin,66.99,682,1018
46,0,01388,Robert Gamez,66.98,846,1263
47,0,24024,Zach Johnson,66.92,894,1336
48,0,20628,Arron Oberholser,66.70,585,877
49,0,01161,Mark Calcavecchia,66.51,838,1260
50,0,21951,Joey Snyder III,66.28,906,1367
50,0,20812,Tjaart van der Walt,66.28,517,780
52,0,21806,Paul Gow,66.21,684,1033
53,0,01035,Tommy Armour III,66.06,946,1432
54,0,20645,John Senden,65.99,910,1379
55,0,02206,David Toms,65.96,711,1078
56,0,01313,Steve Elkington,65.91,613,930
57,0,01599,Steve Jones,65.87,496,753
58,0,20474,Phillip Price,65.81,668,1015
59,0,23135,Tim Clark,65.77,803,1221
60,0,01797,Rocco Mediate,65.75,666,1013
61,0,10733,Kent Jones,65.60,885,1349
62,0,01457,Jay Haas,65.59,467,712
63,0,12652,Cameron Beckman,65.52,838,1279
64,0,12454,Mario Tiziani,65.41,592,905
65,0,20094,Jonathan Kaye,65.35,679,1039
66,0,12602,Dean Wilson,65.19,779,1195
67,0,24357,K.J. Choi,64.98,668,1028
68,0,06595,Kevin Sutherland,64.94,789,1215
69,0,28088,Matt Davidson,64.72,477,737
70,0,26287,Roland Thatcher,64.60,657,1017
71,0,19824,Craig Barlow,64.52,691,1071
72,0,08725,Tom Gillis,64.50,674,1045
73,0,20121,Todd Fischer,64.47,871,1351
74,0,10860,Justin Leonard,64.39,680,1056
75,0,23983,Luke Donald,64.34,545,847
76,0,01677,Tom Lehman,64.29,605,941
77,0,01320,Bob Estes,64.22,822,1280
78,0,23325,Vaughn Taylor,64.21,888,1383
79,0,23349,Charles Warren,64.16,777,1211
80,0,01685,J.L. Lewis,63.95,871,1362
81,0,23036,Chris Anderson,63.70,551,865
82,0,02223,Bob Tway,63.69,742,1165
82,0,10423,Mike Weir,63.69,591,928
84,0,22913,John Rollins,63.68,845,1327
85,0,22405,Justin Rose,63.67,843,1324
86,0,25240,D.A. Points,63.59,798,1255
87,0,21805,Harrison Frazar,63.49,894,1408
88,0,22621,Ben Curtis,63.41,577,910
89,0,01945,Kenny Perry,63.40,712,1123
90,0,01024,Billy Andrade,63.38,732,1155
91,0,21959,Ted Purdy,63.35,1084,1711
92,0,10201,Matt Gogel,63.30,671,1060
93,0,20378,Mathias Grönberg,63.20,510,807
94,0,24290,D.J. Brigman,63.08,634,1005
95,0,01418,Bill Glasson,63.03,457,725
96,0,12645,Brent Geiberger,63.02,518,822
97,0,07457,Steve Flesch,62.93,752,1195
98,0,23623,Bo Van Pelt,62.90,985,1566
99,0,01941,Tom Pernice Jr.,62.88,940,1495
100,0,06034,Marco Dawson,62.81,716,1140
101,0,11032,Frank Lickliter II,62.80,839,1336
102,0,20433,Mark Hensby,62.66,604,964
103,0,21949,Joe Ogilvie,62.44,866,1387
104,0,20502,Michael Long,62.36,608,975
105,0,01553,John Huston,62.34,745,1195
106,0,01707,Steve Lowery,62.29,834,1339
107,0,08931,Glen Day,62.28,677,1087
107,0,24138,Ian Poulter,62.28,492,790
109,0,10885,Robert Allenby,62.27,779,1251
110,0,08545,Glen Hnatiuk,62.22,476,765
111,0,07223,Brian Bateman,62.15,811,1305
112,0,24912,Will MacKenzie,62.14,632,1017
113,0,24507,Jason Bohn,62.13,786,1265
114,0,06515,Shaun Micheel,62.10,685,1103
115,0,20160,Charlie Wi,62.07,563,907
116,0,20691,Greg Owen,62.06,692,1115
117,0,01473,Todd Hamilton,61.92,792,1279
118,0,25396,Kevin Na,61.77,740,1198
118,0,23788,D.J. Trahan,61.77,664,1075
120,0,20634,Peter Lonard,61.71,727,1178
121,0,12680,Shigeki Maruyama,61.66,846,1372
122,0,12782,Tim Herron,61.61,852,1383
123,0,06575,Dudley Hart,61.58,723,1174
124,0,12510,Chad Campbell,61.57,793,1288
125,0,06251,Chris DiMarco,61.55,650,1056
126,0,20396,Lee Westwood,61.48,415,675
127,0,24140,Sean O'Hair,61.41,853,1389
128,0,24781,Hunter Mahan,61.35,862,1405
129,0,21498,Hideto Tanihara,61.32,409,667
130,0,21407,Arjun Atwal,61.10,553,905
131,0,23353,J.J. Henry,61.04,849,1391
132,0,06004,Stephen Ames,61.01,676,1108
133,0,01887,Mark O'Meara,60.93,563,924
134,0,22548,Patrick Sheehan,60.85,931,1530
135,0,25345,Carl Pettersson,60.82,888,1460
136,0,01042,Paul Azinger,60.80,560,921
137,0,24361,Pat Perez,60.75,760,1251
138,0,01329,Brad Faxon,60.74,605,996
139,0,25900,Lucas Glover,60.72,728,1199
139,0,22046,Geoff Ogilvy,60.72,793,1306
141,0,10585,Scott McCarron,60.70,627,1033
142,0,07867,Woody Austin,60.63,847,1397
143,0,20229,Stewart Cink,60.62,765,1262
144,0,08537,J.P. Hayes,60.55,531,877
145,0,26679,Kevin Stadler,60.42,774,1281
146,0,20572,Rod Pampling,60.29,715,1186
147,0,02106,Chris Smith,60.22,778,1292
148,0,06567,Vijay Singh,60.20,924,1535
149,0,23320,Ryan Palmer,59.94,814,1358
150,0,01761,Len Mattiace,59.88,700,1169
151,0,24925,Jonathan Byrd,59.78,828,1385
152,0,25847,Rob Rashell,59.60,540,906
153,0,21209,Sergio Garcia,59.44,573,964
154,0,27095,Nick Watney,59.37,738,1243
155,0,20098,Stuart Appleby,59.31,669,1128
156,0,24227,Justin Bolli,59.29,520,877
157,0,20157,Retief Goosen,59.16,510,862
158,0,06373,José María Olazábal,59.15,443,749
159,0,24604,Hunter Haas,59.02,651,1103
159,0,06332,Neal Lancaster,59.02,782,1325
