RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL RIGHT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
65,0,21753,Brian Davis,12.66,125,987,+0.14
66,0,24912,Will MacKenzie,12.68,129,1017,+0.12
66,0,10912,Craig Perks,12.68,115,907,+0.24
66,0,02223,Bob Tway,12.68,129,1017,+0.08
69,0,21951,Joey Snyder III,12.73,174,1367,+0.01
70,0,20634,Peter Lonard,12.77,128,1002,+0.05
70,0,12660,Jesper Parnevik,12.77,135,1057,+0.06
72,0,01388,Robert Gamez,12.79,158,1235,+0.22
73,0,07223,Brian Bateman,12.80,167,1305,+0.21
73,0,01553,John Huston,12.80,153,1195,+0.16
75,0,20628,Arron Oberholser,12.81,98,765,+0.14
76,0,20502,Michael Long,12.82,125,975,+0.14
76,0,01766,Billy Mayfair,12.82,193,1506,+0.14
78,0,25900,Lucas Glover,12.89,151,1171,+0.13
79,0,06621,Joe Durant,12.91,135,1046,+0.08
80,0,12602,Dean Wilson,12.97,155,1195,+0.09
81,0,01666,Bernhard Langer,12.99,92,708,+0.10
82,0,24024,Zach Johnson,13.00,155,1192,+0.12
82,0,02106,Chris Smith,13.00,168,1292,+0.10
84,0,21805,Harrison Frazar,13.07,184,1408,+0.12
84,0,02239,Scott Verplank,13.07,131,1002,+0.15
86,0,20121,Todd Fischer,13.10,177,1351,+0.11
87,0,10201,Matt Gogel,13.11,139,1060,+0.09
88,0,10860,Justin Leonard,13.15,112,852,+0.23
89,0,10117,Bob Heintz,13.16,123,935,+0.23
89,0,25396,Kevin Na,13.16,154,1170,+0.12
91,0,01313,Steve Elkington,13.20,108,818,+0.19
92,0,24227,Justin Bolli,13.23,116,877,+0.26
92,0,12782,Tim Herron,13.23,156,1179,+0.10
92,0,01577,Lee Janzen,13.23,123,930,+0.29
95,0,22405,Justin Rose,13.29,176,1324,+0.01
96,0,20157,Retief Goosen,13.33,84,630,+0.13
96,0,02206,David Toms,13.33,125,938,+0.11
98,0,21350,Ryuji Imada,13.35,138,1034,+0.04
98,0,22913,John Rollins,13.35,166,1243,+0.10
100,0,21806,Paul Gow,13.36,138,1033,+0.27
101,0,20474,Phillip Price,13.40,136,1015,+0.10
102,0,10962,Bradley Hughes,13.42,97,723,+0.20
103,0,24507,Jason Bohn,13.48,163,1209,+0.08
104,0,24604,Hunter Haas,13.51,149,1103,+0.08
105,0,06004,Stephen Ames,13.55,123,908,+0.18
106,0,20229,Stewart Cink,13.56,144,1062,+0.20
106,0,23325,Vaughn Taylor,13.56,180,1327,+0.13
108,0,28088,Matt Davidson,13.57,100,737,+0.26
109,0,02101,Joey Sindelar,13.59,197,1450,+0.11
110,0,10885,Robert Allenby,13.60,150,1103,+0.17
110,0,27095,Nick Watney,13.60,169,1243,+0.15
110,0,10423,Mike Weir,13.60,99,728,+0.22
113,0,22548,Patrick Sheehan,13.64,201,1474,+0.20
114,0,24781,Hunter Mahan,13.65,188,1377,+0.13
115,0,19972,José Coceres,13.66,103,754,+0.18
115,0,06332,Neal Lancaster,13.66,181,1325,+0.08
117,0,01457,Jay Haas,13.67,82,600,+0.11
117,0,23788,D.J. Trahan,13.67,147,1075,+0.05
119,0,01024,Billy Andrade,13.75,155,1127,+0.26
120,0,08545,Glen Hnatiuk,13.86,106,765,+0.17
121,0,01887,Mark O'Meara,13.88,116,836,+0.11
122,0,20160,Charlie Wi,13.89,126,907,+0.17
123,0,24140,Sean O'Hair,13.95,177,1269,+0.14
124,0,24290,D.J. Brigman,14.01,133,949,+0.12
125,0,23353,J.J. Henry,14.08,188,1335,+0.11
126,0,07867,Woody Austin,14.09,189,1341,+0.11
127,0,02214,Kirk Triplett,14.16,95,671,+0.14
128,0,01418,Bill Glasson,14.20,95,669,+0.19
129,0,07749,Brett Quigley,14.21,178,1253,+0.16
130,0,23036,Chris Anderson,14.22,123,865,+0.12
131,0,10585,Scott McCarron,14.23,135,949,+0.11
132,0,12510,Chad Campbell,14.25,155,1088,+0.12
133,0,01941,Tom Pernice Jr.,14.29,193,1351,+0.17
134,0,11032,Frank Lickliter II,14.30,183,1280,+0.16
135,0,24361,Pat Perez,14.32,162,1131,+0.25
135,0,25345,Carl Pettersson,14.32,205,1432,+0.08
137,0,23497,Tag Ridings,14.42,183,1269,+0.04
138,0,01928,Corey Pavin,14.45,139,962,+0.14
139,0,20766,Padraig Harrington,14.46,85,588,+0.08
140,0,21407,Arjun Atwal,14.48,127,877,+0.13
141,0,21949,Joe Ogilvie,14.54,172,1183,+0.08
142,0,23725,Brendan Jones,14.57,161,1105,+0.09
143,0,24980,Scott Gutschewski,14.60,159,1089,+0.13
144,0,01706,Davis Love III,14.63,128,875,+0.06
144,0,01797,Rocco Mediate,14.63,140,957,+0.11
146,0,06575,Dudley Hart,14.67,164,1118,+0.05
147,0,20396,Lee Westwood,14.71,74,503,+0.16
148,0,08537,J.P. Hayes,14.74,121,821,+0.12
149,0,20378,Mathias Grönberg,14.75,119,807,+0.12
150,0,23320,Ryan Palmer,14.77,184,1246,+0.14
151,0,23409,James Driscoll,14.81,142,959,+0.16
151,0,23623,Bo Van Pelt,14.81,210,1418,+0.09
153,0,24357,K.J. Choi,14.82,118,796,+0.21
153,0,12680,Shigeki Maruyama,14.82,182,1228,+0.09
155,0,20850,Daniel Chopra,14.95,212,1418,E
156,0,01723,Andrew Magee,15.00,163,1087,+0.10
157,0,01761,Len Mattiace,15.07,172,1141,+0.15
158,0,22046,Geoff Ogilvy,15.13,171,1130,-0.04
159,0,06527,Steve Stricker,15.14,131,865,+0.05
159,0,12454,Mario Tiziani,15.14,137,905,+0.05
161,0,01320,Bob Estes,15.15,177,1168,+0.12
162,0,23621,Rory Sabbatini,15.20,140,921,+0.16
163,0,12662,Thomas Levet,15.23,83,545,+0.24
164,0,12823,Carlos Franco,15.26,145,950,+0.07
165,0,01329,Brad Faxon,15.27,138,904,+0.11
166,0,20663,Brenden Pappas,15.29,109,713,+0.17
166,0,21498,Hideto Tanihara,15.29,102,667,+0.24
168,0,24925,Jonathan Byrd,15.31,212,1385,+0.12
169,0,21209,Sergio Garcia,15.39,117,760,+0.02
170,0,20691,Greg Owen,15.49,164,1059,+0.14
171,0,06567,Vijay Singh,15.50,202,1303,-0.04
172,0,01473,Todd Hamilton,15.54,172,1107,+0.23
173,0,01042,Paul Azinger,15.57,139,893,+0.08
174,0,23552,Hank Kuehne,15.67,175,1117,+0.12
175,0,23349,Charles Warren,15.69,190,1211,+0.18
176,0,06251,Chris DiMarco,15.80,139,880,+0.12
177,0,23322,Brett Wetterich,15.81,163,1031,+0.06
178,0,01249,John Daly,15.90,138,868,+0.23
179,0,02010,Loren Roberts,16.01,114,712,+0.23
180,0,01948,Tim Petrovic,16.04,199,1241,+0.15
181,0,01677,Tom Lehman,16.08,123,765,+0.26
182,0,25847,Rob Rashell,16.12,137,850,+0.15
183,0,20812,Tjaart van der Walt,16.28,127,780,+0.17
184,0,21633,Steve Allan,16.53,216,1307,+0.11
185,0,20572,Rod Pampling,16.63,168,1010,+0.11
186,0,21731,Freddie Jacobson,16.78,143,852,+0.13
187,0,24138,Ian Poulter,16.85,94,558,+0.15
188,0,20098,Stuart Appleby,16.88,156,924,+0.10
189,0,06197,Michael Allen,17.22,202,1173,+0.06
190,0,23614,Rich Beem,17.26,130,753,+0.23
191,0,23541,Ben Crane,17.63,171,970,+0.07
192,0,01927,Dennis Paulson,17.92,157,876,+0.11
193,0,23063,Scott Hend,18.06,179,991,+0.13
194,0,06373,José María Olazábal,18.14,109,601,-0.02
195,0,21961,Charles Howell III,18.31,199,1087,+0.03
196,0,23540,Jason Allred,18.48,182,985,+0.21
197,0,01226,Fred Couples,18.62,135,725,+0.06
198,0,24502,Adam Scott,18.96,138,728,-0.03
199,0,22371,Aaron Baddeley,18.97,217,1144,+0.18
200,0,06573,Brandt Jobe,19.64,241,1227,+0.17
201,0,06599,John Elliott,19.77,154,779,+0.19
202,0,08793,Tiger Woods,20.34,166,816,-0.07
