RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
1,0,32839,Hideki Matsuyama,2869,3,7,0
2,0,33448,Justin Thomas,2689,4,9,180
3,0,34046,Jordan Spieth,2671,3,8,198
4,0,30925,Dustin Johnson,2466,3,7,403
5,0,32102,Rickie Fowler,1832,1,9,1037
6,0,46970,Jon Rahm,1754,1,7,1115
7,0,36689,Brooks Koepka,1736,1,6,1133
8,0,40026,Daniel Berger,1623,1,6,1246
9,0,29478,Kevin Kisner,1612,1,7,1257
10,0,27644,Brian Harman,1557,1,7,1312
11,0,12716,Charley Hoffman,1498,0,7,1371
12,0,24361,Pat Perez,1461,1,5,1408
13,0,33399,Adam Hadwin,1347,1,5,1522
14,0,26851,Marc Leishman,1324,1,5,1545
15,0,23108,Matt Kuchar,1260,0,6,1609
16,0,29518,Brendan Steele,1226,1,4,1643
17,0,30110,Kyle Stanley,1204,1,5,1665
18,0,25364,Paul Casey,1135,0,6,1734
19,0,34098,Russell Henley,1129,1,4,1740
20,0,25686,Jason Dufner,1126,1,2,1743
21,0,21961,Charles Howell III,1102,0,5,1767
22,0,21209,Sergio Garcia,1085,1,2,1784
23,0,21528,Henrik Stenson,1079,1,3,1790
24,0,29420,Billy Horschel,1068,1,4,1801
25,0,29221,Webb Simpson,1058,0,4,1811
26,0,31323,Gary Woodland,1052,0,5,1817
27,0,48084,Wesley Bryan,1046,1,5,1823
28,0,29725,Tony Finau,1024,0,6,1845
29,0,27064,Jhonattan Vegas,1023,1,3,1846
30,0,32366,Kevin Chappell,1015,1,4,1854
31,0,25198,Francesco Molinari,1010,0,5,1859
32,0,22405,Justin Rose,996,0,4,1873
33,0,48081,Xander Schauffele,988,1,3,1881
34,0,35506,Mackenzie Hughes,974,1,2,1895
35,0,26329,Louis Oosthuizen,956,0,3,1913
36,0,24924,Bill Haas,946,0,3,1923
37,0,34264,Hudson Swafford,921,1,4,1948
38,0,34360,Patrick Reed,896,0,3,1973
39,0,46501,Ollie Schniederjans,882,0,5,1987
40,0,35891,Cameron Smith,847,1,4,2022
41,0,37455,Si Woo Kim,839,1,2,2030
42,0,24024,Zach Johnson,839,0,4,2030
43,0,47959,Bryson DeChambeau,836,1,2,2033
44,0,28237,Rory McIlroy,803,0,6,2066
45,0,27974,Sung Kang,798,0,3,2071
46,0,33141,Keegan Bradley,794,0,5,2075
47,0,29461,Jamie Lovemark,787,0,4,2082
48,0,24138,Ian Poulter,760,0,2,2109
49,0,28089,Jason Day,756,0,3,2113
50,0,27129,Luke List,741,0,3,2128
51,0,01810,Phil Mickelson,734,0,4,2135
52,0,26331,Charl Schwartzel,727,0,3,2142
53,0,32448,James Hahn,711,0,4,2158
54,0,24140,Sean O'Hair,707,0,5,2162
55,0,25900,Lucas Glover,706,0,4,2163
56,0,29926,Danny Lee,697,0,4,2172
57,0,27936,Martin Laird,676,0,5,2193
58,0,35879,Kelly Kraft,672,0,3,2197
59,0,26596,Ryan Moore,671,0,2,2198
60,0,33122,Russell Knox,669,0,4,2200
61,0,31420,Anirban Lahiri,667,0,2,2202
62,0,34021,Bud Cauley,666,0,5,2203
63,0,26476,Chez Reavie,666,0,3,2203
64,0,27649,Brandt Snedeker,663,0,4,2206
65,0,29479,Scott Brown,646,0,2,2223
66,0,24502,Adam Scott,642,0,4,2227
67,0,27436,Graham DeLaet,640,0,6,2229
68,0,36699,Patrick Rodgers,639,0,3,2230
69,0,34213,Grayson Murray,638,1,2,2231
70,0,20572,Rod Pampling,630,1,1,2239
71,0,27963,Chris Stroud,627,1,3,2242
72,0,32333,Kevin Tway,619,0,3,2250
73,0,12510,Chad Campbell,616,0,3,2253
74,0,26499,Rafa Cabrera Bello,615,0,4,2254
75,0,25396,Kevin Na,584,0,4,2285
76,0,20229,Stewart Cink,583,0,3,2286
77,0,27895,Jonas Blixt,578,1,1,2291
78,0,35450,Patrick Cantlay,578,0,2,2291
