RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
79,0,34431,Robert Streb,577,0,2,2292
80,0,33461,Morgan Hoffmann,565,0,1,2304
81,0,31557,Jim Herman,553,0,2,2316
82,0,27141,J.B. Holmes,543,0,2,2326
83,0,27214,Kevin Streelman,541,0,2,2328
84,0,25493,Nick Taylor,532,0,4,2337
85,0,25818,Scott Piercy,532,0,4,2337
86,0,29908,C.T. Pan,527,0,3,2342
87,0,32757,Patton Kizzire,519,0,3,2350
88,0,31646,Emiliano Grillo,518,0,2,2351
89,0,39954,Cody Gribble,514,1,2,2355
90,0,29974,Branden Grace,510,0,2,2359
91,0,39324,J.J. Spaun,510,0,3,2359
92,0,37454,Whee Kim,505,0,2,2364
93,0,31202,William McGirt,499,0,3,2370
94,0,30944,Jason Kokrak,490,0,1,2379
95,0,39975,Michael Kim,483,0,1,2386
96,0,33948,Byeong Hun An,468,0,3,2401
97,0,30926,Chris Kirk,467,0,3,2402
98,0,27770,Camilo Villegas,464,0,2,2405
99,0,24358,Robert Garrigus,448,0,3,2421
100,0,29289,S.Y. Noh,446,0,3,2423
101,0,25632,Jimmy Walker,439,0,1,2430
102,0,30692,Scott Stallings,438,0,3,2431
103,0,34409,David Lingmerth,437,0,1,2432
104,0,25240,D.A. Points,435,1,1,2434
105,0,27958,Ryan Blaum,434,0,2,2435
106,0,19846,Brian Gay,426,0,3,2443
107,0,23983,Luke Donald,424,0,1,2445
108,0,47128,Richy Werenski,423,0,3,2446
109,0,46550,Brandon Hagy,419,0,1,2450
110,0,06527,Steve Stricker,410,0,2,2459
111,0,31416,Derek Fathauer,408,0,2,2461
112,0,28132,Tyrone Van Aswegen,407,0,1,2462
113,0,25804,Bubba Watson,397,0,3,2472
114,0,34099,Harris English,397,0,2,2472
115,0,40009,Dominic Bozzelli,394,0,3,2475
116,0,22046,Geoff Ogilvy,390,0,1,2479
117,0,27095,Nick Watney,386,0,1,2483
118,0,28500,Martin Flores,383,0,2,2486
119,0,34174,John Huh,382,0,2,2487
120,0,35545,Blayne Barber,381,0,1,2488
121,0,33413,Ben Martin,378,0,2,2491
122,0,23621,Rory Sabbatini,375,0,1,2494
123,0,37189,Harold Varner III,375,0,1,2494
124,0,23325,Vaughn Taylor,369,0,2500
125,0,23353,J.J. Henry,365,0,2,2504
126,0,40058,Zac Blair,364,0,1,2505
127,0,33204,Shane Lowry,361,0,1,2508
128,0,26758,David Hearn,359,0,2,2510
129,0,29223,Sam Saunders,354,0,2,2515
130,0,28252,Seamus Power,350,0,1,2519
131,0,25834,Daniel Summerhays,348,0,1,2521
132,0,49771,J.T. Poston,340,0,1,2529
133,0,33419,Cameron Tringale,337,0,3,2532
134,0,23320,Ryan Palmer,336,0,3,2533
135,0,29222,Billy Hurley III,333,0,1,2536
136,0,25572,Graeme McDowell,331,0,2538
137,0,46601,Trey Mullinax,330,0,1,2539
138,0,22371,Aaron Baddeley,325,0,2,2544
139,0,24846,Ricky Barnes,324,0,2545
140,0,26951,Johnson Wagner,321,0,2,2548
141,0,46440,Smylie Kaufman,316,0,1,2553
142,0,20691,Greg Owen,314,0,2,2555
143,0,25720,Chad Collins,305,0,2,2564
144,0,22056,Cameron Percy,291,0,1,2578
145,0,31560,Brian Stuard,285,0,2584
146,0,22986,Søren Kjeldsen,283,0,1,2586
147,0,23541,Ben Crane,281,0,1,2588
148,0,32150,Michael Thompson,278,0,1,2591
149,0,20472,Alex Cejka,276,0,1,2593
150,0,46732,Rick Lamb,269,0,1,2600
151,0,32640,Troy Merritt,265,0,1,2604
152,0,26300,Matt Jones,248,0,2621
153,0,48822,Sebastián Muñoz,241,0,1,2628
154,0,29476,Kyle Reifers,241,0,2628
155,0,23497,Tag Ridings,237,0,1,2632
156,0,25349,Tim Wilkinson,233,0,2636
157,0,10809,Jim Furyk,232,0,1,2637
158,0,29720,Andres Gonzales,226,0,1,2643
159,0,19803,Ryan Armour,222,0,1,2647
160,0,34358,Jonathan Randolph,221,0,1,2648
161,0,30191,Julián Etulain,220,0,1,2649
162,0,20157,Retief Goosen,205,0,1,2664
163,0,27466,Spencer Levin,201,0,1,2668
164,0,28420,Ryan Brehm,188,0,2681
165,0,33418,Shawn Stefani,188,0,1,2681
166,0,35532,Tom Hoge,187,0,2,2682
167,0,34466,Peter Malnati,182,0,2687
168,0,28307,Matt Every,175,0,2694
169,0,26289,Boo Weekley,173,0,1,2696
170,0,24925,Jonathan Byrd,172,0,1,2697
171,0,28679,Fabián Gómez,168,0,2701
172,0,32200,Roberto Castro,164,0,2705
173,0,20593,Greg Chalmers,156,0,2713
174,0,35541,John Peterson,153,0,2716
175,0,30852,Ryo Ishikawa,148,0,1,2721
176,0,34076,Joel Dahmen,143,0,1,2726
177,0,24357,K.J. Choi,143,0,2726
178,0,06567,Vijay Singh,140,0,2729
179,0,25892,Steve Wheatcroft,138,0,1,2731
180,0,46443,Brian Campbell,132,0,2737
181,0,29485,Brett Stegmaier,131,0,2738
182,0,24781,Hunter Mahan,130,0,2739
183,0,24912,Will MacKenzie,127,0,2742
184,0,36801,Mark Hubbard,124,0,2745
185,0,01706,Davis Love III,124,0,1,2745
186,0,20771,Steven Alker,121,0,2748
187,0,23548,Bill Lunde,121,0,1,2748
188,0,25191,Gonzalo Fernandez-Castaño,118,0,2751
189,0,34242,Andrew Johnston,112,0,1,2757
190,0,23800,Bryce Molder,109,0,2760
191,0,35300,Andrew Loupe,105,0,1,2764
192,0,20098,Stuart Appleby,104,0,1,2765
193,0,20104,Ken Duke,98,0,2771
194,0,33120,Mark Anderson,98,0,1,2771
195,0,20848,Ángel Cabrera,96,0,1,2773
196,0,35110,Brett Drewitt,95,0,2774
197,0,37278,Nicholas Lindheim,93,0,2776
198,0,25562,Andres Romero,91,0,2778
199,0,10213,Dicky Pride,85,0,2784
200,0,20766,Padraig Harrington,82,0,2787
201,0,28093,Miguel Angel Carballo,81,0,2788
202,0,34265,Will Wilcox,81,0,2788
203,0,27747,Hiroshi Iwata,76,0,1,2793
204,0,29740,Brad Fritsch,74,0,2795
205,0,25345,Carl Pettersson,74,0,2795
206,0,24507,Jason Bohn,73,0,2796
207,0,34262,Jon Curran,60,0,2809
208,0,22892,Jason Gore,56,0,2813
209,0,20645,John Senden,55,0,2814
210,0,21878,Mark Wilson,54,0,2815
211,0,34563,Chesson Hadley,53,0,2816
212,0,01226,Fred Couples,52,0,2817
213,0,06522,Ernie Els,50,0,2819
214,0,28158,Steve Marino,45,0,2824
215,0,01320,Bob Estes,41,0,2828
216,0,27933,John Merrick,40,0,2829
217,0,24663,Y.E. Yang,39,0,2830
218,0,20160,Charlie Wi,39,0,2830
219,0,08075,Jerry Kelly,34,0,2835
220,0,21731,Freddie Jacobson,32,0,2837
221,0,23638,Brendon de Jonge,31,0,2838
222,0,29745,Tyler Aldridge,30,0,2839
223,0,19824,Craig Barlow,29,0,2840
224,0,32139,Danny Willett,26,0,2843
225,0,21407,Arjun Atwal,20,0,2849
226,0,10885,Robert Allenby,19,0,2850
227,0,33449,Zack Sucher,18,0,2851
228,0,27556,Ted Potter Jr.,16,0,2853
229,0,12782,Tim Herron,11,0,2858
230,0,46507,Bobby Wyatt,10,0,2859
231,0,25274,Steven Bowditch,9,0,2860
231,0,01823,Larry Mize,9,0,2860
233,0,10505,Shane Bertsch,7,0,2862
234,0,01116,Michael Bradley,7,0,2862
235,0,23788,D.J. Trahan,6,0,2863
236,0,30750,Tommy Gainey,6,0,2863
237,0,10860,Justin Leonard,5,0,2864
238,0,27120,Troy Matteson,5,0,2864
239,0,24490,George McNeill,4,0,2865
239,0,01948,Tim Petrovic,4,0,2865
239,0,02206,David Toms,4,0,2865
242,0,32334,Charlie Beljan,4,0,2865
243,0,20634,Peter Lonard,4,0,2865
244,0,39977,Max Homa,3,0,2866
245,0,23048,Eric Axley,3,0,2866
246,0,08385,Omar Uresti,3,0,2866
247,0,30927,Brendon Todd,3,0,2866
248,0,30711,Colt Knost,3,0,2866
249,0,01381,Fred Funk,2,0,2867
250,0,22913,John Rollins,2,0,2867
251,0,02106,Chris Smith,2,0,2867
252,0,06515,Shaun Micheel,1,0,2868
