RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,0,25720,Chad Collins,66.18,319,482
2,0,28089,Jason Day,65.34,247,378
3,0,25274,Steven Bowditch,65.19,442,678
4,0,34046,Jordan Spieth,65.03,331,509
5,0,24925,Jonathan Byrd,64.92,248,382
6,0,40058,Zac Blair,64.81,418,645
7,0,08075,Jerry Kelly,64.46,312,484
8,0,34130,Sung Joon Park,64.42,315,489
9,0,29221,Webb Simpson,64.38,291,452
10,0,29222,Billy Hurley III,64.17,317,494
11,0,31202,William McGirt,64.09,382,596
12,0,02206,David Toms,63.96,236,369
13,0,23108,Matt Kuchar,63.78,361,566
14,0,35541,John Peterson,63.47,304,479
15,0,27649,Brandt Snedeker,63.27,379,599
16,0,24357,K.J. Choi,63.12,255,404
17,0,23621,Rory Sabbatini,63.11,296,469
18,0,10809,Jim Furyk,62.93,219,348
19,0,25396,Kevin Na,62.87,381,606
20,0,23800,Bryce Molder,62.85,340,541
21,0,29478,Kevin Kisner,62.66,396,632
22,0,30927,Brendon Todd,62.63,362,578
23,0,34174,John Huh,62.60,400,639
24,0,34265,Will Wilcox,62.55,167,267
25,0,21528,Henrik Stenson,62.24,178,286
26,0,25345,Carl Pettersson,62.18,439,706
27,0,33419,Cameron Tringale,62.09,380,612
28,0,34360,Patrick Reed,61.99,393,634
29,0,23541,Ben Crane,61.98,238,384
30,0,32839,Hideki Matsuyama,61.92,309,499
31,0,24924,Bill Haas,61.90,299,483
32,0,25804,Bubba Watson,61.89,229,370
33,0,32640,Troy Merritt,61.83,371,600
34,0,10860,Justin Leonard,61.80,254,411
35,0,34262,Jon Curran,61.72,295,478
36,0,34099,Harris English,61.65,373,605
37,0,33448,Justin Thomas,61.55,365,593
38,0,36801,Mark Hubbard,61.52,283,460
39,0,20771,Steven Alker,61.50,222,361
40,0,29476,Kyle Reifers,61.36,335,546
41,0,26329,Louis Oosthuizen,61.30,217,354
42,0,26300,Matt Jones,61.27,337,550
42,0,34409,David Lingmerth,61.27,348,568
44,0,24490,George McNeill,61.21,344,562
45,0,28259,Sangmoon Bae,61.16,400,654
46,0,23983,Luke Donald,61.14,269,440
47,0,32102,Rickie Fowler,61.10,267,437
48,0,22371,Aaron Baddeley,61.00,305,500
49,0,24024,Zach Johnson,60.98,300,492
50,0,06567,Vijay Singh,60.97,289,474
51,0,24507,Jason Bohn,60.90,324,532
52,0,29926,Danny Lee,60.86,451,741
53,0,34358,Jonathan Randolph,60.80,273,449
54,0,24138,Ian Poulter,60.76,240,395
55,0,29479,Scott Brown,60.69,369,608
56,0,23048,Eric Axley,60.68,233,384
56,0,21753,Brian Davis,60.68,338,557
56,0,25892,Steve Wheatcroft,60.68,321,529
59,0,40026,Daniel Berger,60.66,330,544
60,0,23320,Ryan Palmer,60.57,275,454
61,0,24494,Erik Compton,60.53,345,570
62,0,20472,Alex Cejka,60.39,343,568
63,0,21878,Mark Wilson,60.37,297,492
64,0,30926,Chris Kirk,60.30,281,466
65,0,26596,Ryan Moore,60.25,294,488
66,0,31560,Brian Stuard,60.23,371,616
67,0,27936,Martin Laird,60.17,281,467
68,0,29518,Brendan Steele,60.08,286,476
69,0,24846,Ricky Barnes,60.00,333,555
69,0,24361,Pat Perez,60.00,333,555
71,0,33122,Russell Knox,59.92,302,504
71,0,27963,Chris Stroud,59.92,311,519
73,0,26289,Boo Weekley,59.91,275,459
74,0,20691,Greg Owen,59.81,192,321
75,0,25240,D.A. Points,59.78,269,450
76,0,27466,Spencer Levin,59.75,331,554
77,0,27644,Brian Harman,59.63,322,540
78,0,24781,Hunter Mahan,59.60,301,505
79,0,34431,Robert Streb,59.57,364,611
80,0,35545,Blayne Barber,59.51,266,447
81,0,25369,Jamie Donaldson,59.48,182,306
82,0,26951,Johnson Wagner,59.47,226,380
83,0,24140,Sean O'Hair,59.42,328,552
84,0,01810,Phil Mickelson,59.38,288,485
85,0,20157,Retief Goosen,59.35,311,524
85,0,27141,J.B. Holmes,59.35,330,556
87,0,32366,Kevin Chappell,59.32,312,526
88,0,12510,Chad Campbell,59.31,325,548
89,0,27064,Jhonattan Vegas,59.25,317,535
90,0,39977,Max Homa,59.23,292,493
91,0,23638,Brendon de Jonge,59.19,367,620
92,0,33461,Morgan Hoffmann,59.16,352,595
93,0,34261,Scott Langley,59.15,346,585
94,0,22405,Justin Rose,59.14,207,350
95,0,28486,Michael Putnam,59.08,270,457
96,0,27770,Camilo Villegas,59.06,326,552
97,0,30711,Colt Knost,58.93,297,504
98,0,28475,Jeff Overton,58.80,334,568
99,0,28500,Martin Flores,58.77,305,519
100,0,12716,Charley Hoffman,58.74,336,572
101,0,28679,Fabián Gómez,58.72,320,545
102,0,20104,Ken Duke,58.71,337,574
103,0,27095,Nick Watney,58.69,314,535
104,0,27214,Kevin Streelman,58.66,298,508
105,0,25818,Scott Piercy,58.63,316,539
106,0,35532,Tom Hoge,58.59,283,483
107,0,27895,Jonas Blixt,58.57,287,490
108,0,32448,James Hahn,58.46,335,573
109,0,21209,Sergio Garcia,58.41,191,327
110,0,33399,Adam Hadwin,58.39,327,560
111,0,25198,Francesco Molinari,58.33,161,276
111,0,25349,Tim Wilkinson,58.33,280,480
113,0,25493,Nick Taylor,58.32,340,583
114,0,30944,Jason Kokrak,58.30,302,518
115,0,33141,Keegan Bradley,58.25,286,491
116,0,28132,Tyrone Van Aswegen,58.20,188,323
117,0,20229,Stewart Cink,58.13,218,375
118,0,31557,Jim Herman,58.02,246,424
119,0,30925,Dustin Johnson,57.85,247,427
120,0,25191,Gonzalo Fernandez-Castaño,57.80,289,500
121,0,29223,Sam Saunders,57.79,293,507
122,0,25834,Daniel Summerhays,57.76,361,625
123,0,37454,Whee Kim,57.72,228,395
124,0,25632,Jimmy Walker,57.71,303,525
125,0,34563,Chesson Hadley,57.70,382,662
126,0,29420,Billy Horschel,57.61,299,519
127,0,35539,Luke Guthrie,57.57,308,535
128,0,23548,Bill Lunde,57.53,149,259
129,0,31416,Derek Fathauer,57.46,308,536
130,0,34098,Russell Henley,57.43,286,498
131,0,26758,David Hearn,57.42,321,559
132,0,20593,Greg Chalmers,57.39,202,352
133,0,27436,Graham DeLaet,57.34,207,361
134,0,27933,John Merrick,57.31,247,431
135,0,37273,Derek Ernst,57.24,245,428
136,0,01706,Davis Love III,57.19,171,299
137,0,20766,Padraig Harrington,57.01,240,421
138,0,22293,Heath Slocum,56.90,202,355
139,0,34256,Andrew Putnam,56.71,262,462
140,0,25562,Andres Romero,56.70,258,455
141,0,26851,Marc Leishman,56.67,242,427
142,0,31323,Gary Woodland,56.66,251,443
143,0,36689,Brooks Koepka,56.63,252,445
144,0,06522,Ernie Els,56.59,206,364
145,0,36699,Patrick Rodgers,56.47,179,317
146,0,33418,Shawn Stefani,56.44,298,528
147,0,30736,Oscar Fraustro,56.42,202,358
148,0,22056,Cameron Percy,56.16,228,406
149,0,29725,Tony Finau,56.15,347,618
150,0,25364,Paul Casey,56.13,229,408
151,0,21961,Charles Howell III,56.06,333,594
152,0,26476,Chez Reavie,55.88,171,306
153,0,28307,Matt Every,55.87,295,528
154,0,23623,Bo Van Pelt,55.84,263,471
155,0,35451,Scott Pinckney,55.75,286,513
156,0,29535,Brice Garnett,55.65,251,451
157,0,29720,Andres Gonzales,55.62,287,516
158,0,33667,Carlos Ortiz,55.50,318,573
159,0,30852,Ryo Ishikawa,55.45,295,532
160,0,34264,Hudson Swafford,55.39,298,538
161,0,32150,Michael Thompson,55.36,279,504
162,0,25686,Jason Dufner,55.28,225,407
163,0,20645,John Senden,55.20,244,442
164,0,25900,Lucas Glover,55.00,231,420
165,0,31193,Jim Renner,54.96,227,413
166,0,29289,S.Y. Noh,54.89,219,399
167,0,22892,Jason Gore,54.87,231,421
168,0,26331,Charl Schwartzel,54.66,217,397
169,0,32200,Roberto Castro,54.43,166,305
170,0,23353,J.J. Henry,54.30,265,488
171,0,30692,Scott Stallings,54.23,205,378
172,0,28023,Byron Smith,54.22,167,308
173,0,24502,Adam Scott,54.09,139,257
174,0,33413,Ben Martin,54.04,274,507
175,0,33486,Roger Sloan,53.62,185,345
176,0,24358,Robert Garrigus,53.04,227,428
177,0,30946,Alex Prugh,53.02,228,430
178,0,20396,Lee Westwood,52.23,164,314
179,0,28780,Nicholas Thompson,52.06,253,486
180,0,10885,Robert Allenby,51.69,183,354
181,0,22046,Geoff Ogilvy,51.56,149,289
182,0,29425,Andrew Svoboda,51.08,261,511
183,0,20848,Ángel Cabrera,50.45,169,335
184,0,32334,Charlie Beljan,48.77,218,447
