RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,06012,Greg Kraft,41.63,607,1458
2,0,02186,Brian Tennyson,40.81,551,1350
3,0,06577,John Wilson,40.47,590,1458
4,0,06657,Steve Rintoul,40.00,540,1350
5,0,08931,Glen Day,39.89,639,1602
6,0,06066,Gary Rusnak,39.46,554,1404
7,0,08993,Franklin Langham,39.07,647,1656
8,0,01701,Bob Lohr,38.83,629,1620
9,0,06064,Jeff Gallagher,38.76,586,1512
10,0,02049,Gene Sauers,38.75,544,1404
11,0,01040,Emlyn Aubrey,38.70,404,1044
12,0,01604,Steve Jurgensen,38.63,605,1566
13,0,01329,Brad Faxon,38.62,570,1476
14,0,10203,Bryan Gorman,38.57,479,1242
15,0,01960,Don Pooley,38.45,436,1134
16,0,02115,Taylor Smith,38.38,525,1368
17,0,01346,Ed Fiori,38.34,421,1098
18,0,07267,Allen Doyle,38.32,607,1584
19,0,12626,Joey Gullion,38.25,599,1566
20,0,19913,Ron Whittaker,38.22,399,1044
21,0,01072,Chip Beck,38.16,632,1656
21,0,01864,Larry Nelson,38.16,522,1368
23,0,10505,Shane Bertsch,38.13,501,1314
24,0,20259,Hisayuki Sasaki,38.11,439,1152
25,0,01414,Bob Gilder,38.10,583,1530
26,0,01891,David Ogrin,38.07,699,1836
27,0,01093,Ronnie Black,38.04,582,1530
28,0,01200,Keith Clearwater,38.03,534,1404
29,0,10425,Jay Williamson,37.95,526,1386
30,0,01510,Nolan Henke,37.78,544,1440
31,0,01549,Mike Hulbert,37.77,639,1692
32,0,01748,Doug Martin,37.68,624,1656
33,0,01761,Len Mattiace,37.65,576,1530
34,0,01557,John Inman,37.48,533,1422
34,0,01607,Brian Kamm,37.48,587,1566
36,0,01603,Jeff Julian,37.44,465,1242
37,0,01723,Andrew Magee,37.43,512,1368
38,0,07087,Hugh Royer III,37.42,613,1638
39,0,08375,Paul Stankowski,37.40,478,1278
40,0,01331,Rick Fehr,37.39,498,1332
41,0,08547,John Maginnes,37.38,545,1458
42,0,01096,Phil Blackmar,37.23,630,1692
43,0,01823,Larry Mize,37.21,489,1314
44,0,06332,Neal Lancaster,37.20,683,1836
44,0,06527,Steve Stricker,37.20,549,1476
46,0,01577,Lee Janzen,37.14,615,1656
47,0,11032,Frank Lickliter II,37.10,561,1512
47,0,10215,Charlie Rymer,37.10,601,1620
49,0,02303,Robert Wrenn,37.04,480,1296
50,0,02242,Lanny Wadkins,37.01,413,1116
51,0,02246,Duffy Waldorf,36.98,446,1206
52,0,19883,Joe Daley,36.94,512,1386
53,0,06599,John Elliott,36.93,339,918
54,0,01157,Tom Byrum,36.92,505,1368
55,0,01938,David Peoples,36.90,372,1008
56,0,10860,Justin Leonard,36.85,670,1818
57,0,10585,Scott McCarron,36.82,570,1548
58,0,01098,Jay Don Blake,36.75,602,1638
59,0,06034,Marco Dawson,36.72,575,1566
60,0,12782,Tim Herron,36.67,660,1800
60,0,02131,Mike Springer,36.67,561,1530
62,0,02214,Kirk Triplett,36.61,481,1314
63,0,06214,Guy Boros,36.56,612,1674
64,0,07101,Dave Stockton Jr.,36.53,605,1656
65,0,01837,Gil Morgan,36.52,401,1098
66,0,01323,Brad Fabel,36.50,565,1548
67,0,10569,Mike Brisky,36.48,545,1494
67,0,01203,Russ Cochran,36.48,545,1494
69,0,01374,Robin Freeman,36.44,669,1836
70,0,01196,Brian Claar,36.43,682,1872
71,0,01139,Olin Browne,36.41,616,1692
72,0,10809,Jim Furyk,36.39,655,1800
73,0,01378,David Frost,36.38,465,1278
73,0,01553,John Huston,36.38,550,1512
75,0,01201,Lennie Clements,36.35,543,1494
76,0,01475,Donnie Hammond,36.34,399,1098
77,0,01527,Scott Hoch,36.28,627,1728
78,0,01307,Joel Edwards,36.23,613,1692
79,0,06090,Jim McGovern,36.14,566,1566
80,0,20095,Carl Paulson,36.02,564,1566
81,0,02279,Mark Wiebe,35.96,479,1332
82,0,01175,Jim Carter,35.93,692,1926
82,0,01388,Robert Gamez,35.93,485,1350
84,0,20098,Stuart Appleby,35.91,614,1710
85,0,08075,Jerry Kelly,35.90,588,1638
86,0,01724,Jeff Maggert,35.84,587,1638
87,0,01024,Billy Andrade,35.82,561,1566
88,0,02218,Ted Tryba,35.81,664,1854
89,0,01381,Fred Funk,35.80,696,1944
90,0,06613,Tommy Tolles,35.79,612,1710
91,0,01132,Mark Brooks,35.75,650,1818
91,0,02023,Clarence Rose,35.75,547,1530
93,0,02267,D.A. Weibring,35.74,341,954
94,0,06595,Kevin Sutherland,35.72,688,1926
95,0,01306,David Edwards,35.70,527,1476
96,0,01320,Bob Estes,35.68,411,1152
97,0,02008,Lee Rinker,35.67,642,1800
98,0,01943,Chris Perry,35.62,436,1224
99,0,01042,Paul Azinger,35.57,493,1386
100,0,01920,Craig Parry,35.53,518,1458
101,0,02146,Payne Stewart,35.50,556,1566
102,0,02167,Mike Sullivan,35.49,543,1530
103,0,02206,David Toms,35.33,566,1602
104,0,01006,John Adams,35.19,494,1404
104,0,10213,Dicky Pride,35.19,513,1458
106,0,07235,John Morse,35.11,594,1692
107,0,01035,Tommy Armour III,35.08,341,972
107,0,01261,Jay Delsing,35.08,543,1548
107,0,02171,Mike Swartz,35.08,461,1314
110,0,01887,Mark O'Meara,35.07,505,1440
111,0,06140,Sean Murphy,35.05,511,1458
112,0,01905,Joe Ozaki,34.97,428,1224
113,0,01487,Jeff Hart,34.96,409,1170
114,0,06124,Patrick Burke,34.95,453,1296
115,0,01707,Steve Lowery,34.94,629,1800
116,0,01945,Kenny Perry,34.91,509,1458
117,0,01068,Andy Bean,34.89,471,1350
118,0,01249,John Daly,34.88,452,1296
119,0,01682,Wayne Levi,34.82,445,1278
120,0,01599,Steve Jones,34.81,520,1494
121,0,01928,Corey Pavin,34.77,507,1458
122,0,01133,Billy Ray Brown,34.70,481,1386
123,0,10649,Tom Scherrer,34.64,555,1602
124,0,01014,Fulton Allem,34.57,336,972
125,0,02101,Joey Sindelar,34.48,540,1566
126,0,20051,Joe Acosta Jr.,34.43,440,1278
127,0,01116,Michael Bradley,34.42,539,1566
128,0,08385,Omar Uresti,34.40,582,1692
129,0,06617,Brian Henninger,34.39,520,1512
130,0,01975,Tom Purtzer,34.34,513,1494
131,0,01385,Jim Gallagher Jr.,34.25,450,1314
132,0,02256,Tom Watson,34.16,332,972
133,0,01185,Brandel Chamblee,34.13,430,1260
133,0,02099,Scott Simpson,34.13,430,1260
135,0,01958,Dan Pohl,34.10,356,1044
136,0,02010,Loren Roberts,34.09,497,1458
137,0,01996,Mike Reid,34.03,441,1296
138,0,02135,Mike Standly,33.95,495,1458
139,0,06044,Scott Gump,33.85,591,1746
140,0,01219,John Cook,33.83,542,1602
140,0,02133,Craig Stadler,33.83,341,1008
142,0,06036,Scott Dunlap,33.82,487,1440
143,0,01706,Davis Love III,33.75,486,1440
144,0,01334,Keith Fergus,33.73,510,1512
144,0,06643,Paul Goydos,33.73,510,1512
146,0,01457,Jay Haas,33.71,540,1602
146,0,06315,Pete Jordan,33.71,443,1314
148,0,01142,Bart Bryant,33.69,467,1386
149,0,09011,David Duval,33.56,453,1350
150,0,02226,Tray Tyner,33.33,306,918
151,0,07867,Woody Austin,33.29,701,2106
152,0,02104,Jeff Sluman,33.23,628,1890
153,0,01771,Blaine McCallister,33.21,544,1638
154,0,06567,Vijay Singh,33.15,537,1620
155,0,01408,Kelly Gibson,32.94,676,2052
156,0,08337,Mike Heinen,32.87,562,1710
157,0,01444,Ken Green,32.78,478,1458
158,0,01235,Ben Crenshaw,32.58,346,1062
158,0,01971,Dillard Pruitt,32.58,434,1332
158,0,02170,Hal Sutton,32.58,516,1584
161,0,02106,Chris Smith,32.57,469,1440
162,0,12781,Scott Medlin,32.49,310,954
162,0,02241,Bobby Wadkins,32.49,538,1656
164,0,01361,Dan Forsman,32.39,379,1170
165,0,01435,Wayne Grady,32.38,373,1152
166,0,01161,Mark Calcavecchia,32.35,594,1836
166,0,12660,Jesper Parnevik,32.35,396,1224
168,0,01968,Nick Price,31.94,299,936
169,0,02245,Grant Waite,31.93,431,1350
170,0,01876,Greg Norman,31.92,293,918
171,0,01766,Billy Mayfair,31.90,534,1674
172,0,01677,Tom Lehman,31.86,453,1422
173,0,20505,Lucas Parsons,31.75,320,1008
174,0,01810,Phil Mickelson,31.67,439,1386
175,0,02321,Fuzzy Zoeller,31.66,302,954
176,0,02159,Curtis Strange,31.65,450,1422
177,0,01226,Fred Couples,31.57,375,1188
178,0,02223,Bob Tway,31.39,452,1440
179,0,06522,Ernie Els,31.37,367,1170
180,0,01725,John Mahaffey,31.28,366,1170
181,0,01326,Nick Faldo,31.25,315,1008
182,0,01313,Steve Elkington,31.08,358,1152
183,0,01783,Mark McCumber,31.05,285,918
184,0,01143,Brad Bryant,30.95,468,1512
185,0,01797,Rocco Mediate,30.84,383,1242
186,0,01060,Dave Barr,30.65,320,1044
187,0,02201,Jim Thorpe,30.30,300,990
188,0,01156,Curt Byrum,29.07,293,1008
189,0,01633,Tom Kite,28.18,350,1242
190,0,01569,Peter Jacobsen,27.35,320,1170
