RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
1,0,02206,David Toms,3.000,3,1
2,0,22621,Ben Curtis,3.500,7,2
2,0,25562,Andres Romero,3.500,7,2
2,0,06527,Steve Stricker,3.500,7,2
2,0,26289,Boo Weekley,3.500,7,2
6,0,21753,Brian Davis,3.667,11,3
6,0,01577,Lee Janzen,3.667,11,3
6,0,01810,Phil Mickelson,3.667,11,3
6,0,23800,Bryce Molder,3.667,11,3
10,0,20498,Briny Baird,3.750,15,4
10,0,10860,Justin Leonard,3.750,15,4
10,0,26301,James Nitties,3.750,15,4
10,0,20160,Charlie Wi,3.750,15,4
14,0,10885,Robert Allenby,4.000,16,4
14,0,06004,Stephen Ames,4.000,8,2
14,0,20098,Stuart Appleby,4.000,8,2
14,0,23614,Rich Beem,4.000,12,3
14,0,01142,Bart Bryant,4.000,8,2
14,0,24357,K.J. Choi,4.000,8,2
14,0,20850,Daniel Chopra,4.000,12,3
14,0,23135,Tim Clark,4.000,20,5
14,0,01226,Fred Couples,4.000,8,2
14,0,28089,Jason Day,4.000,4,1
14,0,23638,Brendon de Jonge,4.000,16,4
14,0,20104,Ken Duke,4.000,16,4
14,0,01320,Bob Estes,4.000,20,5
14,0,10809,Jim Furyk,4.000,12,3
14,0,24358,Robert Garrigus,4.000,12,3
14,0,22892,Jason Gore,4.000,12,3
14,0,06643,Paul Goydos,4.000,4,1
14,0,24924,Bill Haas,4.000,12,3
14,0,10117,Bob Heintz,4.000,4,1
14,0,23353,J.J. Henry,4.000,12,3
14,0,21961,Charles Howell III,4.000,16,4
14,0,24024,Zach Johnson,4.000,16,4
14,0,26851,Marc Leishman,4.000,8,2
14,0,20634,Peter Lonard,4.000,20,5
14,0,01724,Jeff Maggert,4.000,16,4
14,0,10585,Scott McCarron,4.000,8,2
14,0,25396,Kevin Na,4.000,12,3
14,0,21949,Joe Ogilvie,4.000,8,2
14,0,22046,Geoff Ogilvy,4.000,8,2
14,0,28475,Jeff Overton,4.000,12,3
14,0,20691,Greg Owen,4.000,8,2
14,0,24361,Pat Perez,4.000,8,2
14,0,01945,Kenny Perry,4.000,8,2
14,0,25818,Scott Piercy,4.000,8,2
14,0,25190,Jeff Quinney,4.000,12,3
14,0,20127,Chris Riley,4.000,4,1
14,0,22548,Patrick Sheehan,4.000,4,1
14,0,26679,Kevin Stadler,4.000,4,1
14,0,27214,Kevin Streelman,4.000,12,3
14,0,30927,Brendon Todd,4.000,4,1
14,0,23788,D.J. Trahan,4.000,12,3
14,0,26668,Marc Turnesa,4.000,16,4
14,0,25919,Brian Vranesh,4.000,4,1
14,0,27095,Nick Watney,4.000,8,2
14,0,10423,Mike Weir,4.000,8,2
14,0,12602,Dean Wilson,4.000,16,4
60,0,22293,Heath Slocum,4.200,21,5
60,0,02239,Scott Verplank,4.200,21,5
62,0,06197,Michael Allen,4.250,17,4
62,0,01035,Tommy Armour III,4.250,17,4
62,0,20472,Alex Cejka,4.250,17,4
62,0,01473,Todd Hamilton,4.250,17,4
62,0,08075,Jerry Kelly,4.250,17,4
62,0,24912,Will MacKenzie,4.250,17,4
62,0,28158,Steve Marino,4.250,17,4
62,0,24490,George McNeill,4.250,17,4
62,0,01948,Tim Petrovic,4.250,17,4
62,0,20645,John Senden,4.250,17,4
62,0,27963,Chris Stroud,4.250,17,4
62,0,23623,Bo Van Pelt,4.250,17,4
74,0,24846,Ricky Barnes,4.333,13,3
74,0,07223,Brian Bateman,4.333,13,3
74,0,08931,Glen Day,4.333,13,3
74,0,25686,Jason Dufner,4.333,13,3
74,0,01329,Brad Faxon,4.333,13,3
74,0,21805,Harrison Frazar,4.333,13,3
74,0,20157,Retief Goosen,4.333,13,3
74,0,30925,Dustin Johnson,4.333,13,3
74,0,24503,Jeff Klauk,4.333,13,3
74,0,27060,John Mallinger,4.333,13,3
74,0,27933,John Merrick,4.333,13,3
74,0,28620,Aron Price,4.333,13,3
74,0,22913,John Rollins,4.333,13,3
74,0,27649,Brandt Snedeker,4.333,13,3
74,0,02214,Kirk Triplett,4.333,13,3
74,0,27770,Camilo Villegas,4.333,13,3
74,0,25632,Jimmy Walker,4.333,13,3
74,0,26498,Matt Weibring,4.333,13,3
92,0,23778,Brad Adamonis,4.400,22,5
92,0,07867,Woody Austin,4.400,22,5
92,0,06251,Chris DiMarco,4.400,22,5
92,0,23718,Nathan Green,4.400,22,5
92,0,12705,Cliff Kresge,4.400,22,5
92,0,26695,Michael Letzig,4.400,22,5
92,0,22348,Nick O'Hern,4.400,22,5
92,0,23325,Vaughn Taylor,4.400,22,5
100,0,01161,Mark Calcavecchia,4.500,9,2
100,0,20593,Greg Chalmers,4.500,9,2
100,0,20229,Stewart Cink,4.500,9,2
100,0,23983,Luke Donald,4.500,18,4
100,0,06621,Joe Durant,4.500,9,2
100,0,20766,Padraig Harrington,4.500,9,2
100,0,12716,Charley Hoffman,4.500,18,4
100,0,21350,Ryuji Imada,4.500,9,2
100,0,26420,Richard Johnson,4.500,9,2
100,0,01677,Tom Lehman,4.500,18,4
100,0,27466,Spencer Levin,4.500,9,2
100,0,01706,Davis Love III,4.500,9,2
100,0,24781,Hunter Mahan,4.500,9,2
100,0,01797,Rocco Mediate,4.500,9,2
100,0,26596,Ryan Moore,4.500,9,2
100,0,06567,Vijay Singh,4.500,9,2
100,0,28780,Nicholas Thompson,4.500,18,4
100,0,21878,Mark Wilson,4.500,18,4
