RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
141,0,26596,Ryan Moore,-.271,.074,-.077,-.268,63
142,0,11032,Frank Lickliter II,-.289,.015,-.246,-.058,100
142,0,21949,Joe Ogilvie,-.289,.186,-.443,-.032,87
144,0,28089,Jason Day,-.297,.285,-.373,-.209,77
145,0,24663,Y.E. Yang,-.299,-.170,.239,-.369,80
146,0,06251,Chris DiMarco,-.316,-.344,.032,-.005,76
147,0,26300,Matt Jones,-.363,-.157,-.354,.148,84
148,0,06034,Marco Dawson,-.365,-.478,-.140,.254,54
149,0,20663,Brenden Pappas,-.368,-.291,-.292,.214,56
150,0,22548,Patrick Sheehan,-.375,-.226,-.013,-.136,105
151,0,12660,Jesper Parnevik,-.381,-.110,-.501,.229,75
152,0,01577,Lee Janzen,-.384,-.591,.062,.144,75
153,0,01139,Olin Browne,-.386,.081,-.243,-.224,70
154,0,25562,Andres Romero,-.414,.061,-.553,.079,49
155,0,20378,Mathias Grönberg,-.443,.293,-.550,-.187,79
156,0,23409,James Driscoll,-.453,-.316,-.116,-.021,76
157,0,24227,Justin Bolli,-.456,-.181,.117,-.393,73
158,0,19913,Ron Whittaker,-.475,-.208,-.112,-.155,41
159,0,30750,Tommy Gainey,-.482,.146,-.168,-.461,46
160,0,27561,Nick Flanagan,-.505,.152,-.159,-.498,80
161,0,21461,Kenneth Ferrie,-.507,.145,-.481,-.171,60
162,0,12680,Shigeki Maruyama,-.513,-.740,-.244,.470,42
163,0,10875,Todd Demsey,-.524,.119,-.906,.263,71
164,0,26500,Alejandro Cañizares,-.527,-.413,-.219,.105,41
165,0,23797,Brett Rumford,-.540,-.718,-.348,.526,61
166,0,20433,Mark Hensby,-.542,-.373,-.263,.094,64
167,0,23718,Nathan Green,-.544,-.423,-.342,.221,91
168,0,25632,Jimmy Walker,-.556,-.411,-.081,-.063,62
169,0,06090,Jim McGovern,-.586,-.759,.089,.084,63
170,0,01928,Corey Pavin,-.594,-1.058,.227,.237,56
171,0,01707,Steve Lowery,-.603,.142,-.706,-.040,67
172,0,26668,Marc Turnesa,-.606,-.264,-.323,-.019,76
173,0,07547,Craig Kanada,-.615,-.497,-.312,.193,55
174,0,10649,Tom Scherrer,-.639,-.485,-.073,-.081,44
175,0,26420,Richard Johnson,-.646,-.392,-.171,-.083,49
176,0,01024,Billy Andrade,-.653,-.381,-.110,-.162,62
177,0,20127,Chris Riley,-.667,-.671,-.646,.650,40
178,0,23125,Brad Elder,-.673,-.216,-.641,.185,54
179,0,22806,Doug LaBelle II,-.697,-.261,-.431,-.004,51
180,0,20850,Daniel Chopra,-.726,-.148,-.760,.183,69
181,0,23540,Jason Allred,-.780,-.286,-.735,.241,50
182,0,27613,David Lutterus,-.798,-.249,-.745,.196,50
183,0,19803,Ryan Armour,-.799,.228,-.388,-.639,76
184,0,20382,Stephen Leaney,-.812,-.484,-.197,-.131,45
185,0,06012,Greg Kraft,-.815,-.207,-.367,-.242,50
186,0,08537,J.P. Hayes,-.826,-.122,-.747,.043,63
187,0,20443,Jin Park,-.866,-.533,-.215,-.117,70
188,0,26631,Cody Freeman,-.885,-.220,-.569,-.096,55
189,0,21633,Steve Allan,-.939,.191,-.758,-.373,48
190,0,12309,Bob Sowards,-.948,-.394,-.483,-.072,52
191,0,12826,Paul Claxton,-.972,-.466,-.421,-.084,50
192,0,23048,Eric Axley,-.989,-.785,-.362,.158,98
193,0,23157,Richard Johnson,-1.124,-.260,-.962,.097,68
194,0,25720,Chad Collins,-1.131,-1.078,-.345,.292,63
195,0,25594,Travis Perkins,-1.181,-.216,-.730,-.235,40
196,0,22582,Kyle Thompson,-1.197,-.259,-.749,-.189,57
197,0,09011,David Duval,-1.716,-1.297,-.530,.111,41
