RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,01249,John Daly,41.49,78,188,-0.231
2,0,26289,Boo Weekley,36.27,103,284,-0.155
3,0,20574,Mathew Goggin,33.23,105,316,-0.200
4,0,21961,Charles Howell III,31.41,147,468,-0.306
5,0,23621,Rory Sabbatini,30.04,73,243,-0.164
6,0,01927,Dennis Paulson,30.00,123,410,-0.171
7,0,20663,Brenden Pappas,27.94,88,315,-0.125
8,0,06613,Tommy Tolles,27.79,92,331,-0.217
9,0,02106,Chris Smith,27.42,122,445,-0.049
10,0,23322,Brett Wetterich,27.15,120,442,-0.233
11,0,20645,John Senden,26.52,105,396,-0.276
12,0,21805,Harrison Frazar,26.46,100,378,-0.190
13,0,24925,Jonathan Byrd,25.84,115,445,-0.365
14,0,23614,Rich Beem,25.63,112,437,-0.205
15,0,01514,Eduardo Herrera,25.00,78,312,-0.064
16,0,22046,Geoff Ogilvy,24.94,100,401,-0.200
17,0,08793,Tiger Woods,24.80,63,254,-0.333
18,0,12823,Carlos Franco,24.04,131,545,-0.244
19,0,12782,Tim Herron,23.34,102,437,-0.294
20,0,21633,Steve Allan,23.26,107,460,-0.271
21,0,01226,Fred Couples,23.00,49,213,-0.245
22,0,08881,Tripp Isenhour,22.79,80,351,-0.213
23,0,20098,Stuart Appleby,22.60,92,407,-0.228
24,0,12663,Phil Tataurangi,22.54,87,386,-0.391
25,0,08375,Paul Stankowski,22.25,93,418,-0.376
26,0,23623,Bo Van Pelt,22.03,91,413,-0.253
27,0,23353,J.J. Henry,21.53,110,511,-0.245
28,0,10117,Bob Heintz,21.07,67,318,-0.328
29,0,01810,Phil Mickelson,20.94,89,425,-0.315
30,0,01706,Davis Love III,20.87,82,393,-0.244
31,0,06197,Michael Allen,20.80,68,327,-0.309
32,0,23903,Stephen Gangluff,20.76,82,395,-0.085
33,0,23177,Kenneth Staton,20.47,104,508,-0.260
34,0,23541,Ben Crane,20.39,83,407,-0.265
35,0,10585,Scott McCarron,20.28,86,424,-0.314
36,0,09011,David Duval,19.48,60,308,-0.133
37,0,01723,Andrew Magee,19.35,71,367,-0.282
38,0,20095,Carl Paulson,19.33,81,419,-0.198
39,0,20593,Greg Chalmers,19.30,77,399,-0.299
40,0,20094,Jonathan Kaye,19.00,80,421,-0.288
41,0,20572,Rod Pampling,18.83,74,393,-0.203
42,0,07223,Brian Bateman,18.74,86,459,-0.105
42,0,06515,Shaun Micheel,18.74,89,475,-0.247
44,0,12660,Jesper Parnevik,18.64,44,236,-0.455
44,0,06567,Vijay Singh,18.64,82,440,-0.329
46,0,01374,Robin Freeman,18.62,70,376,-0.157
47,0,10107,Deane Pappas,18.53,73,394,-0.082
48,0,20043,Edward Fryatt,17.92,74,413,-0.149
49,0,06527,Steve Stricker,17.89,39,218,-0.256
50,0,21209,Sergio Garcia,17.88,49,274,-0.245
