RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
46,0,01374,Robin Freeman,23.61,34,144,-0.26
47,0,20043,Edward Fryatt,23.53,40,170,-0.30
48,0,20572,Rod Pampling,22.99,40,174,-0.13
48,0,07749,Brett Quigley,22.99,40,174,-0.25
50,0,06573,Brandt Jobe,22.47,40,178,-0.28
51,0,01706,Davis Love III,22.46,31,138,-0.35
52,0,20593,Greg Chalmers,22.35,38,170,-0.32
53,0,21259,Jason Hill,22.32,25,112,-0.24
54,0,02245,Grant Waite,22.28,41,184,-0.32
55,0,01685,J.L. Lewis,21.91,39,178,-0.38
56,0,02246,Duffy Waldorf,21.88,35,160,-0.29
57,0,12652,Cameron Beckman,21.71,33,152,-0.21
58,0,12388,Michael Clark II,21.59,38,176,-0.29
59,0,24357,K.J. Choi,21.52,34,158,-0.26
60,0,24937,Jess Daley,21.43,30,140,-0.27
60,0,10585,Scott McCarron,21.43,33,154,-0.58
60,0,06527,Steve Stricker,21.43,21,98,-0.33
63,0,01723,Andrew Magee,21.34,35,164,-0.29
64,0,06567,Vijay Singh,21.25,34,160,-0.24
65,0,20548,Hidemichi Tanaka,21.20,39,184,-0.15
66,0,01553,John Huston,21.18,36,170,-0.03
67,0,07457,Steve Flesch,21.11,38,180,-0.13
68,0,07003,David Berganio Jr.,20.95,31,148,-0.48
69,0,08633,Per-Ulrik Johansson,20.73,34,164,-0.18
70,0,10962,Bradley Hughes,20.54,23,112,-0.17
71,0,06617,Brian Henninger,20.16,25,124,-0.36
72,0,02223,Bob Tway,19.77,34,172,-0.18
73,0,01677,Tom Lehman,19.64,22,112,-0.23
74,0,10885,Robert Allenby,19.48,30,154,-0.23
75,0,01569,Peter Jacobsen,19.35,24,124,-0.08
76,0,19824,Craig Barlow,19.09,21,110,-0.29
76,0,02133,Craig Stadler,19.09,21,110,-0.33
78,0,01035,Tommy Armour III,18.83,29,154,-0.17
79,0,20498,Briny Baird,18.45,38,206,-0.29
80,0,24361,Pat Perez,18.42,28,152,-0.07
81,0,06332,Neal Lancaster,18.33,33,180,-0.03
82,0,12645,Brent Geiberger,18.24,31,170,-0.23
83,0,01388,Robert Gamez,18.03,22,122,-0.27
84,0,01941,Tom Pernice Jr.,18.02,31,172,-0.45
85,0,08123,Jeff Brehaut,17.90,29,162,-0.34
86,0,01577,Lee Janzen,17.72,28,158,-0.18
87,0,01203,Russ Cochran,17.69,23,130,-0.43
88,0,01948,Tim Petrovic,17.68,29,164,-0.55
89,0,20229,Stewart Cink,17.61,25,142,-0.16
90,0,20634,Peter Lonard,17.28,28,162,-0.39
91,0,20502,Michael Long,17.16,23,134,-0.30
92,0,11032,Frank Lickliter II,17.11,26,152,-0.35
93,0,01887,Mark O'Meara,17.02,16,94,-0.44
94,0,01024,Billy Andrade,16.87,28,166,-0.39
95,0,01475,Donnie Hammond,16.67,17,102,-0.47
96,0,01920,Craig Parry,16.39,20,122,-0.15
97,0,20436,Garrett Willis,16.23,25,154,-0.32
98,0,22913,John Rollins,16.22,36,222,-0.31
99,0,01313,Steve Elkington,16.18,22,136,-0.14
100,0,12660,Jesper Parnevik,16.15,21,130,-0.52
101,0,10733,Kent Jones,16.13,30,186,-0.40
102,0,23338,David Gossett,15.91,28,176,-0.21
102,0,10649,Tom Scherrer,15.91,28,176,-0.18
104,0,02206,David Toms,15.88,27,170,-0.52
105,0,08535,Gary Nicklaus,15.87,20,126,E
106,0,02110,Jerry Smith,15.85,26,164,-0.08
107,0,01320,Bob Estes,15.75,23,146,-0.17
107,0,10423,Mike Weir,15.75,23,146,-0.17
109,0,20566,Kaname Yokoo,15.67,21,134,-0.24
110,0,01161,Mark Calcavecchia,15.63,20,128,-0.15
111,0,02002,John Riegger,15.38,24,156,-0.29
112,0,01938,David Peoples,15.31,30,196,-0.17
113,0,06575,Dudley Hart,15.28,22,144,-0.09
114,0,01042,Paul Azinger,15.09,16,106,-0.19
115,0,12510,Chad Campbell,15.00,30,200,-0.30
116,0,07867,Woody Austin,14.84,27,182,-0.26
117,0,10425,Jay Williamson,14.71,25,170,-0.36
118,0,01707,Steve Lowery,14.56,23,158,-0.30
119,0,06004,Stephen Ames,14.29,22,154,-0.14
119,0,20105,Jeff Gove,14.29,24,168,-0.17
121,0,06522,Ernie Els,14.13,13,92,-0.38
122,0,06251,Chris DiMarco,14.12,24,170,-0.46
123,0,02214,Kirk Triplett,14.06,18,128,-0.28
124,0,23125,Brad Elder,13.97,19,136,-0.32
125,0,21949,Joe Ogilvie,13.83,13,94,-0.23
126,0,19881,Robert Damron,13.75,22,160,-0.36
127,0,01142,Bart Bryant,13.71,17,124,-0.47
127,0,02170,Hal Sutton,13.71,17,124,+0.06
129,0,01771,Blaine McCallister,13.64,18,132,-0.22
130,0,01549,Mike Hulbert,13.54,13,96,-0.23
131,0,08339,Spike McRoy,13.16,15,114,-0.33
132,0,01724,Jeff Maggert,13.04,18,138,-0.39
133,0,23983,Luke Donald,13.02,25,192,-0.32
134,0,06016,Brad Lardon,12.75,13,102,-0.23
135,0,12680,Shigeki Maruyama,12.68,18,142,-0.11
136,0,10860,Justin Leonard,12.67,19,150,-0.21
137,0,20157,Retief Goosen,12.50,10,80,-0.60
137,0,19958,Miguel Angel Jiménez,12.50,12,96,-0.08
139,0,01307,Joel Edwards,12.37,23,186,-0.43
140,0,06350,Bob May,12.28,21,171,-0.57
141,0,20029,Notah Begay III,12.14,17,140,-0.35
142,0,01361,Dan Forsman,12.00,18,150,-0.11
143,0,10912,Craig Perks,11.97,17,142,-0.06
144,0,10201,Matt Gogel,11.72,15,128,-0.07
145,0,23108,Matt Kuchar,11.43,16,140,-0.38
146,0,12753,David Morland IV,11.32,12,106,-0.25
147,0,01599,Steve Jones,11.21,13,116,E
148,0,01761,Len Mattiace,11.11,20,180,-0.50
149,0,23800,Bryce Molder,11.02,13,118,-0.38
150,0,10809,Jim Furyk,10.87,15,138,-0.07
151,0,02104,Jeff Sluman,10.71,21,196,-0.14
152,0,10213,Dicky Pride,10.64,10,94,-0.30
153,0,12826,Paul Claxton,10.63,17,160,-0.29
154,0,11011,Mike Sposa,10.48,22,210,-0.18
155,0,01098,Jay Don Blake,10.42,20,192,-0.20
155,0,06373,José María Olazábal,10.42,10,96,-0.60
157,0,08545,Glen Hnatiuk,10.33,19,184,-0.21
158,0,06621,Joe Durant,9.86,14,142,-0.36
159,0,01175,Jim Carter,9.76,16,164,-0.44
160,0,06595,Kevin Sutherland,9.72,14,144,-0.21
161,0,08993,Franklin Langham,9.68,12,124,-0.25
162,0,07721,Pat Bates,9.66,17,176,-0.18
163,0,08931,Glen Day,9.38,18,192,-0.33
164,0,19846,Brian Gay,9.13,19,208,-0.26
165,0,01797,Rocco Mediate,8.93,10,112,-0.20
166,0,02257,Brian Watts,8.65,9,104,-0.11
167,0,02239,Scott Verplank,8.55,13,152,-0.31
168,0,08075,Jerry Kelly,8.43,14,166,-0.07
168,0,10457,Frank Nobilo,8.43,15,178,-0.60
170,0,06036,Scott Dunlap,8.21,11,134,-0.36
171,0,01381,Fred Funk,7.92,16,202,-0.63
172,0,01378,David Frost,7.83,13,166,-0.15
173,0,23135,Tim Clark,7.81,10,128,-0.10
174,0,01457,Jay Haas,7.64,11,144,-0.45
175,0,01185,Brandel Chamblee,7.50,12,160,E
175,0,22293,Heath Slocum,7.50,12,160,-0.67
177,0,01157,Tom Byrum,7.46,10,134,-0.20
177,0,01329,Brad Faxon,7.46,10,134,-0.50
179,0,08537,J.P. Hayes,7.25,10,138,-0.50
180,0,06809,Bob Burns,6.99,13,186,-0.38
181,0,06012,Greg Kraft,6.96,11,158,-0.45
182,0,06643,Paul Goydos,6.67,8,120,-0.63
183,0,01666,Bernhard Langer,6.58,5,76,-0.40
184,0,01014,Fulton Allem,5.88,7,119,-0.43
185,0,01766,Billy Mayfair,5.84,9,154,-0.22
186,0,01139,Olin Browne,5.79,11,190,-0.09
187,0,01968,Nick Price,5.77,6,104,-1.00
188,0,01132,Mark Brooks,5.70,9,158,+0.22
189,0,01219,John Cook,5.63,8,142,-0.25
190,0,02010,Loren Roberts,5.49,9,164,-0.33
191,0,08553,Lee Porter,5.42,9,166,-0.22
192,0,01619,Skip Kendall,5.38,10,186,-0.50
193,0,06498,Matt Peterson,5.19,8,154,E
194,0,01527,Scott Hoch,5.17,6,116,E
195,0,19972,José Coceres,5.13,4,78,-0.50
196,0,20127,Chris Riley,5.11,9,176,+0.22
197,0,02099,Scott Simpson,5.08,6,118,-0.17
198,0,19817,Michael Muehr,4.55,6,132,+0.17
199,0,06078,Esteban Toledo,4.30,8,186,+0.25
200,0,02322,Richard Zokol,3.06,3,98,-0.67
201,0,06315,Pete Jordan,2.11,3,142,-0.33
202,0,01928,Corey Pavin,1.56,2,128,+0.50
