RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL RNDS
1,0,01527,Scott Hoch,54
2,0,01928,Corey Pavin,49
3,0,02104,Jeff Sluman,48
4,0,01098,Jay Don Blake,45
4,0,01577,Lee Janzen,45
6,0,01203,Russ Cochran,44
6,0,01549,Mike Hulbert,44
6,0,01639,Kenny Knox,44
6,0,02170,Hal Sutton,44
10,0,01306,David Edwards,43
11,0,01771,Blaine McCallister,42
11,0,01938,David Peoples,42
11,0,02010,Loren Roberts,42
14,0,01249,John Daly,41
14,0,01926,Steve Pate,41
14,0,02049,Gene Sauers,41
17,0,01132,Mark Brooks,40
18,0,01219,John Cook,39
19,0,01072,Chip Beck,38
19,0,06284,Jim Hallet,38
21,0,01129,Bill Britton,36
21,0,01200,Keith Clearwater,36
21,0,01226,Fred Couples,36
21,0,01385,Jim Gallagher Jr.,36
21,0,01706,Davis Love III,36
26,0,01390,Buddy Gardner,35
27,0,01042,Paul Azinger,34
27,0,01329,Brad Faxon,34
27,0,01381,Fred Funk,34
27,0,01553,John Huston,34
27,0,06332,Neal Lancaster,34
27,0,01724,Jeff Maggert,34
27,0,01823,Larry Mize,34
27,0,02033,Dave Rummells,34
27,0,02067,Ted Schulz,34
27,0,02131,Mike Springer,34
27,0,02225,Howard Twitty,34
27,0,02246,Duffy Waldorf,34
39,0,01024,Billy Andrade,33
39,0,01040,Emlyn Aubrey,33
39,0,01599,Steve Jones,33
39,0,02292,Bob Wolcott,33
43,0,01049,Ian Baker-Finch,32
43,0,01323,Brad Fabel,32
43,0,01346,Ed Fiori,32
43,0,01457,Jay Haas,32
43,0,01468,Gary Hallberg,32
43,0,01723,Andrew Magee,32
43,0,01943,Chris Perry,32
43,0,01958,Dan Pohl,32
43,0,02214,Kirk Triplett,32
52,0,01196,Brian Claar,31
52,0,01261,Jay Delsing,31
52,0,01510,Nolan Henke,31
52,0,01690,Bruce Lietzke,31
52,0,01766,Billy Mayfair,31
52,0,01797,Rocco Mediate,31
52,0,01968,Nick Price,31
59,0,01093,Ronnie Black,30
59,0,01313,Steve Elkington,30
59,0,01458,Jerry Haas,30
59,0,01633,Tom Kite,30
59,0,01701,Bob Lohr,30
59,0,01887,Mark O'Meara,30
59,0,02167,Mike Sullivan,30
59,0,02241,Bobby Wadkins,30
59,0,02267,D.A. Weibring,30
59,0,02303,Robert Wrenn,30
69,0,01006,John Adams,29
69,0,01320,Bob Estes,29
69,0,01444,Ken Green,29
69,0,02146,Payne Stewart,29
73,0,01288,Ed Dougherty,28
73,0,06090,Jim McGovern,28
73,0,02230,Stan Utley,28
76,0,01157,Tom Byrum,27
76,0,06034,Marco Dawson,27
76,0,01282,Trevor Dodds,27
76,0,01361,Dan Forsman,27
76,0,01414,Bob Gilder,27
76,0,01469,Dan Halldorson,27
76,0,01975,Tom Purtzer,27
76,0,02099,Scott Simpson,27
