RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS 20'-25',TOTAL 3 PUTTS
1,0,20070,Matt Bettencourt,9,77
2,0,28780,Nicholas Thompson,8,77
3,0,07457,Steve Flesch,7,46
3,0,25818,Scott Piercy,7,44
3,0,29221,Webb Simpson,7,44
6,0,07867,Woody Austin,6,45
6,0,01707,Steve Lowery,6,54
6,0,22405,Justin Rose,6,38
6,0,27214,Kevin Streelman,6,55
10,0,23541,Ben Crane,5,39
10,0,06522,Ernie Els,5,29
10,0,27141,J.B. Holmes,5,50
10,0,24912,Will MacKenzie,5,51
10,0,25240,D.A. Points,5,55
10,0,20127,Chris Riley,5,30
10,0,23788,D.J. Trahan,5,50
17,0,06004,Stephen Ames,4,30
17,0,20498,Briny Baird,4,41
17,0,24846,Ricky Barnes,4,39
17,0,01161,Mark Calcavecchia,4,52
17,0,20229,Stewart Cink,4,24
17,0,08931,Glen Day,4,45
17,0,23638,Brendon de Jonge,4,52
17,0,25686,Jason Dufner,4,44
17,0,20104,Ken Duke,4,43
17,0,31416,Derek Fathauer,4,34
17,0,21805,Harrison Frazar,4,35
17,0,24358,Robert Garrigus,4,52
17,0,25900,Lucas Glover,4,45
17,0,23718,Nathan Green,4,44
17,0,12782,Tim Herron,4,43
17,0,24024,Zach Johnson,4,38
17,0,08075,Jerry Kelly,4,37
17,0,27936,Martin Laird,4,40
17,0,26695,Michael Letzig,4,49
17,0,23548,Bill Lunde,4,49
17,0,01766,Billy Mayfair,4,53
17,0,10585,Scott McCarron,4,33
17,0,26301,James Nitties,4,37
17,0,21949,Joe Ogilvie,4,40
17,0,20572,Rod Pampling,4,38
17,0,01945,Kenny Perry,4,41
17,0,01948,Tim Petrovic,4,38
17,0,21959,Ted Purdy,4,61
17,0,26476,Chez Reavie,4,28
17,0,20645,John Senden,4,40
17,0,08845,Scott Sterling,4,24
17,0,27963,Chris Stroud,4,44
17,0,02214,Kirk Triplett,4,58
17,0,26498,Matt Weibring,4,39
51,0,12652,Cameron Beckman,3,44
