RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
1,0,20472,Alex Cejka,3.000,3,1
1,0,24358,Robert Garrigus,3.000,3,1
1,0,32150,Michael Thompson,3.000,3,1
4,0,29461,Jamie Lovemark,3.600,18,5
5,0,33122,Russell Knox,3.667,11,3
5,0,22405,Justin Rose,3.667,11,3
5,0,06527,Steve Stricker,3.667,11,3
8,0,12716,Charley Hoffman,3.750,15,4
8,0,24502,Adam Scott,3.750,15,4
10,0,25686,Jason Dufner,3.800,19,5
10,0,27974,Sung Kang,3.800,19,5
10,0,27129,Luke List,3.800,19,5
13,0,33461,Morgan Hoffmann,3.833,23,6
14,0,24461,Thomas Aiken,4.000,8,2
14,0,29745,Tyler Aldridge,4.000,16,4
14,0,40026,Daniel Berger,4.000,8,2
14,0,27895,Jonas Blixt,4.000,8,2
14,0,25274,Steven Bowditch,4.000,8,2
14,0,29479,Scott Brown,4.000,20,5
14,0,25364,Paul Casey,4.000,16,4
14,0,32366,Kevin Chappell,4.000,20,5
14,0,24357,K.J. Choi,4.000,20,5
14,0,20229,Stewart Cink,4.000,20,5
14,0,24494,Erik Compton,4.000,8,2
14,0,23541,Ben Crane,4.000,20,5
14,0,28089,Jason Day,4.000,12,3
14,0,23638,Brendon de Jonge,4.000,16,4
14,0,20104,Ken Duke,4.000,8,2
14,0,28679,Fabián Gómez,4.000,24,6
14,0,22892,Jason Gore,4.000,12,3
14,0,29974,Branden Grace,4.000,8,2
14,0,34563,Chesson Hadley,4.000,4,1
14,0,27644,Brian Harman,4.000,20,5
14,0,26758,David Hearn,4.000,16,4
14,0,27141,J.B. Holmes,4.000,8,2
14,0,29222,Billy Hurley III,4.000,4,1
14,0,30925,Dustin Johnson,4.000,8,2
14,0,26300,Matt Jones,4.000,12,3
14,0,46440,Smylie Kaufman,4.000,8,2
14,0,08075,Jerry Kelly,4.000,12,3
14,0,37455,Si Woo Kim,4.000,20,5
14,0,30926,Chris Kirk,4.000,20,5
14,0,30711,Colt Knost,4.000,16,4
14,0,30944,Jason Kokrak,4.000,20,5
14,0,26851,Marc Leishman,4.000,24,6
14,0,24781,Hunter Mahan,4.000,8,2
14,0,28158,Steve Marino,4.000,4,1
14,0,28237,Rory McIlroy,4.000,12,3
14,0,30163,Henrik Norlander,4.000,4,1
14,0,22046,Geoff Ogilvy,4.000,8,2
14,0,28475,Jeff Overton,4.000,16,4
14,0,10213,Dicky Pride,4.000,4,1
14,0,35732,Wes Roach,4.000,4,1
14,0,26331,Charl Schwartzel,4.000,8,2
14,0,29221,Webb Simpson,4.000,16,4
14,0,35891,Cameron Smith,4.000,12,3
14,0,27649,Brandt Snedeker,4.000,12,3
14,0,30692,Scott Stallings,4.000,8,2
14,0,29518,Brendan Steele,4.000,16,4
14,0,27214,Kevin Streelman,4.000,4,1
14,0,25834,Daniel Summerhays,4.000,20,5
14,0,34264,Hudson Swafford,4.000,16,4
14,0,25493,Nick Taylor,4.000,20,5
14,0,33448,Justin Thomas,4.000,20,5
14,0,28114,Dawie van der Walt,4.000,8,2
14,0,27064,Jhonattan Vegas,4.000,4,1
14,0,25632,Jimmy Walker,4.000,8,2
14,0,25804,Bubba Watson,4.000,8,2
14,0,34265,Will Wilcox,4.000,20,5
14,0,25349,Tim Wilkinson,4.000,4,1
14,0,31323,Gary Woodland,4.000,16,4
72,0,21961,Charles Howell III,4.167,25,6
72,0,27466,Spencer Levin,4.167,25,6
72,0,33413,Ben Martin,4.167,25,6
72,0,06567,Vijay Singh,4.167,25,6
72,0,37189,Harold Varner III,4.167,25,6
77,0,29725,Tony Finau,4.200,21,5
77,0,25900,Lucas Glover,4.200,21,5
77,0,32757,Patton Kizzire,4.200,21,5
77,0,20691,Greg Owen,4.200,21,5
81,0,20098,Stuart Appleby,4.250,17,4
81,0,25720,Chad Collins,4.250,17,4
81,0,27436,Graham DeLaet,4.250,17,4
81,0,34099,Harris English,4.250,17,4
81,0,34098,Russell Henley,4.250,17,4
81,0,27747,Hiroshi Iwata,4.250,17,4
81,0,39975,Michael Kim,4.250,17,4
81,0,29926,Danny Lee,4.250,17,4
81,0,25396,Kevin Na,4.250,17,4
81,0,33667,Carlos Ortiz,4.250,17,4
81,0,20645,John Senden,4.250,17,4
81,0,29485,Brett Stegmaier,4.250,17,4
81,0,23325,Vaughn Taylor,4.250,17,4
81,0,26951,Johnson Wagner,4.250,17,4
81,0,25892,Steve Wheatcroft,4.250,17,4
96,0,10885,Robert Allenby,4.333,13,3
96,0,35545,Blayne Barber,4.333,13,3
96,0,33141,Keegan Bradley,4.333,13,3
96,0,23983,Luke Donald,4.333,26,6
96,0,29720,Andres Gonzales,4.333,13,3
96,0,33399,Adam Hadwin,4.333,26,6
96,0,34174,John Huh,4.333,13,3
96,0,35300,Andrew Loupe,4.333,13,3
96,0,32839,Hideki Matsuyama,4.333,13,3
96,0,26596,Ryan Moore,4.333,13,3
96,0,26476,Chez Reavie,4.333,26,6
96,0,23621,Rory Sabbatini,4.333,13,3
96,0,29223,Sam Saunders,4.333,13,3
