RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
1,0,27644,Brian Harman,3.770,607,161
2,0,24502,Adam Scott,3.782,382,101
3,0,20766,Padraig Harrington,3.787,356,94
4,0,28089,Jason Day,3.793,440,116
4,0,26851,Marc Leishman,3.793,440,116
6,0,29420,Billy Horschel,3.802,384,101
7,0,32200,Roberto Castro,3.803,658,173
8,0,34046,Jordan Spieth,3.805,449,118
9,0,29478,Kevin Kisner,3.807,571,150
10,0,25349,Tim Wilkinson,3.814,389,102
11,0,02206,David Toms,3.818,378,99
11,0,25804,Bubba Watson,3.818,336,88
13,0,30110,Kyle Stanley,3.834,556,145
14,0,36689,Brooks Koepka,3.839,453,118
15,0,25818,Scott Piercy,3.840,503,131
16,0,25686,Jason Dufner,3.846,573,149
16,0,24781,Hunter Mahan,3.846,350,91
18,0,21961,Charles Howell III,3.850,539,140
18,0,27649,Brandt Snedeker,3.850,589,153
20,0,34360,Patrick Reed,3.851,620,161
21,0,34262,Jon Curran,3.854,632,164
22,0,20157,Retief Goosen,3.857,351,91
22,0,25396,Kevin Na,3.857,459,119
24,0,25834,Daniel Summerhays,3.858,517,134
25,0,32102,Rickie Fowler,3.859,494,128
26,0,26289,Boo Weekley,3.862,533,138
27,0,25572,Graeme McDowell,3.869,383,99
27,0,31560,Brian Stuard,3.869,472,122
29,0,25632,Jimmy Walker,3.870,534,138
30,0,29461,Jamie Lovemark,3.872,604,156
30,0,32839,Hideki Matsuyama,3.872,364,94
32,0,29974,Branden Grace,3.873,275,71
33,0,31646,Emiliano Grillo,3.876,531,137
33,0,24490,George McNeill,3.876,345,89
33,0,24140,Sean O'Hair,3.876,659,170
33,0,20645,John Senden,3.876,500,129
37,0,27141,J.B. Holmes,3.880,419,108
38,0,23800,Bryce Molder,3.881,520,134
39,0,22371,Aaron Baddeley,3.884,567,146
39,0,32876,Martin Piller,3.884,369,95
41,0,30925,Dustin Johnson,3.885,439,113
42,0,27974,Sung Kang,3.886,544,140
42,0,24912,Will MacKenzie,3.886,443,114
44,0,24357,K.J. Choi,3.887,447,115
44,0,34099,Harris English,3.887,482,124
44,0,25900,Lucas Glover,3.887,552,142
44,0,34466,Peter Malnati,3.887,618,159
44,0,06567,Vijay Singh,3.887,482,124
49,0,22046,Geoff Ogilvy,3.888,381,98
50,0,31557,Jim Herman,3.890,568,146
51,0,33448,Justin Thomas,3.892,541,139
52,0,34563,Chesson Hadley,3.893,471,121
52,0,21731,Freddie Jacobson,3.893,619,159
52,0,30711,Colt Knost,3.893,510,131
55,0,24507,Jason Bohn,3.894,479,123
56,0,31420,Anirban Lahiri,3.895,296,76
57,0,20229,Stewart Cink,3.896,413,106
57,0,31323,Gary Woodland,3.896,487,125
59,0,33461,Morgan Hoffmann,3.899,425,109
60,0,39975,Michael Kim,3.900,585,150
60,0,32757,Patton Kizzire,3.900,507,130
62,0,24846,Ricky Barnes,3.901,589,151
62,0,26596,Ryan Moore,3.901,433,111
64,0,34261,Scott Langley,3.902,437,112
65,0,35891,Cameron Smith,3.903,281,72
66,0,23983,Luke Donald,3.907,422,108
66,0,23320,Ryan Palmer,3.907,586,150
68,0,33410,Andrew Landry,3.909,258,66
69,0,36801,Mark Hubbard,3.911,618,158
69,0,28237,Rory McIlroy,3.911,309,79
71,0,26758,David Hearn,3.912,669,171
71,0,01810,Phil Mickelson,3.912,399,102
71,0,26331,Charl Schwartzel,3.912,356,91
74,0,35545,Blayne Barber,3.913,540,138
74,0,23621,Rory Sabbatini,3.913,270,69
76,0,40026,Daniel Berger,3.914,454,116
76,0,25240,D.A. Points,3.914,317,81
78,0,40058,Zac Blair,3.915,599,153
78,0,29479,Scott Brown,3.915,552,141
78,0,27936,Martin Laird,3.915,462,118
81,0,06527,Steve Stricker,3.916,372,95
82,0,29222,Billy Hurley III,3.917,423,108
82,0,29476,Kyle Reifers,3.917,705,180
84,0,27466,Spencer Levin,3.918,576,147
85,0,25720,Chad Collins,3.919,482,123
86,0,24461,Thomas Aiken,3.921,349,89
86,0,29289,S.Y. Noh,3.921,494,126
88,0,33204,Shane Lowry,3.924,259,66
89,0,32366,Kevin Chappell,3.925,573,146
90,0,26951,Johnson Wagner,3.926,585,149
91,0,36699,Patrick Rodgers,3.927,487,124
91,0,34264,Hudson Swafford,3.927,648,165
