RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,22371,Aaron Baddeley,45.24,171,378
2,0,30925,Dustin Johnson,44.44,144,324
3,0,25345,Carl Pettersson,44.23,207,468
4,0,28237,Rory McIlroy,44.07,119,270
5,0,24138,Ian Poulter,44.05,111,252
6,0,25396,Kevin Na,43.96,182,414
7,0,20593,Greg Chalmers,43.75,189,432
7,0,19970,Robert Karlsson,43.75,126,288
9,0,01810,Phil Mickelson,43.69,173,396
10,0,26596,Ryan Moore,43.52,188,432
11,0,26331,Charl Schwartzel,43.33,117,270
12,0,33141,Keegan Bradley,43.29,187,432
13,0,27649,Brandt Snedeker,42.86,162,378
14,0,23621,Rory Sabbatini,42.72,223,522
15,0,25686,Jason Dufner,42.59,161,378
15,0,20104,Ken Duke,42.59,230,540
15,0,24024,Zach Johnson,42.59,184,432
18,0,27797,Derek Lamely,42.44,191,450
19,0,23983,Luke Donald,42.36,122,288
20,0,02206,David Toms,42.28,137,324
21,0,28307,Matt Every,42.22,190,450
21,0,27095,Nick Watney,42.22,190,450
23,0,23541,Ben Crane,42.17,167,396
24,0,22961,David Mathis,42.06,212,504
25,0,28089,Jason Day,42.01,121,288
26,0,25818,Scott Piercy,41.87,211,504
26,0,27963,Chris Stroud,41.87,211,504
28,0,21805,Harrison Frazar,41.81,143,342
29,0,23409,James Driscoll,41.77,203,486
30,0,27895,Jonas Blixt,41.53,157,378
31,0,20766,Padraig Harrington,41.50,127,306
32,0,11123,Chris Couch,41.39,149,360
33,0,30711,Colt Knost,41.27,208,504
34,0,24361,Pat Perez,41.16,163,396
35,0,20098,Stuart Appleby,41.06,170,414
36,0,23108,Matt Kuchar,41.01,155,378
37,0,20160,Charlie Wi,40.89,184,450
38,0,01706,Davis Love III,40.83,147,360
39,0,23623,Bo Van Pelt,40.82,169,414
40,0,21350,Ryuji Imada,40.74,198,486
40,0,29221,Webb Simpson,40.74,154,378
42,0,06527,Steve Stricker,40.43,131,324
43,0,08725,Tom Gillis,40.34,167,414
44,0,34021,Bud Cauley,40.28,203,504
44,0,23548,Bill Lunde,40.28,174,432
46,0,28308,Troy Kelly,40.15,159,396
46,0,01797,Rocco Mediate,40.15,159,396
48,0,31558,J.J. Killeen,40.10,231,576
48,0,26851,Marc Leishman,40.10,166,414
50,0,01249,John Daly,40.08,101,252
51,0,24925,Jonathan Byrd,40.00,144,360
52,0,25562,Andres Romero,39.95,151,378
53,0,19846,Brian Gay,39.92,194,486
54,0,01320,Bob Estes,39.86,165,414
55,0,08075,Jerry Kelly,39.74,186,468
56,0,06522,Ernie Els,39.68,150,378
56,0,26758,David Hearn,39.68,200,504
58,0,25572,Graeme McDowell,39.63,107,270
59,0,10809,Jim Furyk,39.61,164,414
60,0,30926,Chris Kirk,39.53,185,468
61,0,08793,Tiger Woods,39.51,128,324
62,0,27974,Sung Kang,39.46,206,522
63,0,31323,Gary Woodland,39.42,149,378
64,0,01941,Tom Pernice Jr.,39.39,156,396
65,0,27436,Graham DeLaet,39.37,163,414
66,0,10860,Justin Leonard,39.33,177,450
67,0,01766,Billy Mayfair,39.30,191,486
68,0,32366,Kevin Chappell,39.29,198,504
69,0,27120,Troy Matteson,39.25,219,558
70,0,22405,Justin Rose,39.20,127,324
71,0,23135,Tim Clark,39.18,134,342
72,0,27936,Martin Laird,39.15,148,378
73,0,29518,Brendan Steele,39.13,162,414
74,0,30927,Brendon Todd,39.09,197,504
75,0,33120,Mark Anderson,38.89,168,432
76,0,21753,Brian Davis,38.70,202,522
76,0,27644,Brian Harman,38.70,209,540
78,0,25632,Jimmy Walker,38.69,195,504
79,0,22348,Nick O'Hern,38.67,174,450
79,0,20572,Rod Pampling,38.67,174,450
79,0,32150,Michael Thompson,38.67,174,450
82,0,27466,Spencer Levin,38.66,167,432
83,0,21731,Freddie Jacobson,38.54,111,288
84,0,20070,Matt Bettencourt,38.52,208,540
84,0,21209,Sergio Garcia,38.52,104,270
86,0,27330,Josh Teater,38.51,201,522
87,0,20396,Lee Westwood,38.49,97,252
88,0,21878,Mark Wilson,38.43,166,432
89,0,30750,Tommy Gainey,38.37,221,576
90,0,23718,Nathan Green,38.36,145,378
91,0,22548,Patrick Sheehan,38.33,138,360
92,0,06567,Vijay Singh,38.27,186,486
93,0,29222,Billy Hurley III,38.25,179,468
94,0,29910,Blake Adams,38.19,220,576
94,0,29420,Billy Horschel,38.19,110,288
94,0,23320,Ryan Palmer,38.19,165,432
97,0,21407,Arjun Atwal,38.03,178,468
98,0,24663,Y.E. Yang,38.01,130,342
99,0,26329,Louis Oosthuizen,37.96,123,324
100,0,20691,Greg Owen,37.86,184,486
101,0,23542,Tommy Biershenk,37.82,177,468
102,0,23800,Bryce Molder,37.73,163,432
103,0,06251,Chris DiMarco,37.70,190,504
104,0,31202,William McGirt,37.59,203,540
105,0,23325,Vaughn Taylor,37.56,169,450
106,0,29289,S.Y. Noh,37.45,182,486
107,0,28500,Martin Flores,37.41,202,540
108,0,20623,Gavin Coles,37.37,148,396
108,0,20574,Mathew Goggin,37.37,148,396
110,0,24490,George McNeill,37.33,168,450
111,0,27141,J.B. Holmes,37.27,161,432
112,0,30852,Ryo Ishikawa,37.25,114,306
113,0,34174,John Huh,37.10,187,504
114,0,28259,Sangmoon Bae,37.04,160,432
114,0,27302,Garth Mulroy,37.04,120,324
116,0,27060,John Mallinger,36.96,153,414
117,0,23638,Brendon de Jonge,36.92,206,558
118,0,29926,Danny Lee,36.89,166,450
119,0,30692,Scott Stallings,36.63,178,486
119,0,26951,Johnson Wagner,36.63,178,486
121,0,33122,Russell Knox,36.62,145,396
122,0,06034,Marco Dawson,36.51,138,378
