RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
1,0,01968,Nick Price,45,6,39
2,0,01418,Bill Glasson,48,8,40
3,0,01876,Greg Norman,51,8,43
4,0,02321,Fuzzy Zoeller,54,29,25
5,0,02256,Tom Watson,63,37,26
6,0,01837,Gil Morgan,67,53,14
7,0,01361,Dan Forsman,76,49,27
8,0,02170,Hal Sutton,78,65,13
9,0,08337,Mike Heinen,80,10,70
9,0,01690,Bruce Lietzke,80,63,17
11,0,01550,Ed Humenik,84,24,60
12,0,01388,Robert Gamez,87,5,82
13,0,01783,Mark McCumber,93,65,28
14,0,01724,Jeff Maggert,95,52,43
15,0,01553,John Huston,99,11,88
16,0,01475,Donnie Hammond,100,53,47
17,0,06128,Steve Lamontagne,101,22,79
17,0,02133,Craig Stadler,101,17,84
19,0,01569,Peter Jacobsen,103,79,24
19,0,01677,Tom Lehman,103,34,69
21,0,01266,Clark Dennis,105,89,16
22,0,01975,Tom Purtzer,113,30,83
23,0,01320,Bob Estes,120,78,42
23,0,01633,Tom Kite,120,91,29
25,0,01457,Jay Haas,122,71,51
25,0,01723,Andrew Magee,122,30,92
25,0,01890,Brett Ogle,122,14,108
28,0,02246,Duffy Waldorf,123,25,98
29,0,01014,Fulton Allem,124,113,11
29,0,01771,Blaine McCallister,124,77,47
31,0,02135,Mike Standly,125,23,102
32,0,01945,Kenny Perry,128,61,67
33,0,06527,Steve Stricker,132,39,93
34,0,01385,Jim Gallagher Jr.,134,12,122
34,0,01823,Larry Mize,134,129,5
36,0,01219,John Cook,135,114,21
37,0,06575,Dudley Hart,137,51,86
37,0,01725,John Mahaffey,137,133,4
39,0,01577,Lee Janzen,140,81,59
40,0,02225,Howard Twitty,141,68,73
41,0,02099,Scott Simpson,142,105,37
41,0,02101,Joey Sindelar,142,68,74
41,0,02214,Kirk Triplett,142,109,33
44,0,06090,Jim McGovern,143,55,88
44,0,01920,Craig Parry,143,85,58
46,0,06214,Guy Boros,145,28,117
47,0,06016,Brad Lardon,146,71,75
47,0,02245,Grant Waite,146,114,32
49,0,07569,Mark Carnevale,149,130,19
50,0,01766,Billy Mayfair,151,110,41
51,0,02095,Larry Silveira,153,33,120
51,0,06567,Vijay Singh,153,12,141
53,0,06643,Paul Goydos,154,120,34
53,0,01559,Hale Irwin,154,148,6
55,0,01072,Chip Beck,155,103,52
56,0,01306,David Edwards,156,155,1
57,0,01060,Dave Barr,157,108,49
58,0,01161,Mark Calcavecchia,159,17,142
59,0,01313,Steve Elkington,160,26,134
59,0,02131,Mike Springer,160,16,144
59,0,02159,Curtis Strange,160,125,35
59,0,02218,Ted Tryba,160,99,61
63,0,06617,Brian Henninger,161,37,124
64,0,01381,Fred Funk,162,160,2
64,0,06657,Steve Rintoul,162,41,121
66,0,06809,Bob Burns,165,111,54
66,0,02267,D.A. Weibring,165,155,10
68,0,07101,Dave Stockton Jr.,166,34,132
69,0,08931,Glen Day,169,83,86
69,0,01378,David Frost,169,131,38
69,0,01706,Davis Love III,169,1,168
72,0,01201,Lennie Clements,170,148,22
72,0,01810,Phil Mickelson,170,15,155
72,0,01891,David Ogrin,170,163,7
72,0,01938,David Peoples,170,43,127
72,0,01971,Dillard Pruitt,170,158,12
77,0,06609,Rob Boldt,171,45,126
77,0,01607,Brian Kamm,171,64,107
77,0,02241,Bobby Wadkins,171,76,95
80,0,01408,Kelly Gibson,172,6,166
81,0,06332,Neal Lancaster,173,17,156
81,0,01928,Corey Pavin,173,158,15
81,0,02010,Loren Roberts,173,150,23
84,0,01156,Curt Byrum,174,21,153
84,0,01527,Scott Hoch,174,106,68
86,0,01226,Fred Couples,175,3,172
86,0,01329,Brad Faxon,175,74,101
88,0,01006,John Adams,177,20,157
88,0,02190,Doug Tewell,177,174,3
90,0,01864,Larry Nelson,178,98,80
90,0,01927,Dennis Paulson,178,2,176
92,0,06020,Steve Brodie,179,107,72
93,0,01098,Jay Don Blake,180,102,78
93,0,01353,Bruce Fleisher,180,171,9
95,0,12661,Todd Barranger,182,4,178
95,0,01203,Russ Cochran,182,91,91
95,0,02033,Dave Rummells,182,88,94
98,0,01392,Tom Garner,183,175,8
98,0,01701,Bob Lohr,183,165,18
98,0,02146,Payne Stewart,183,36,147
101,0,06140,Sean Murphy,184,139,45
102,0,01682,Wayne Levi,185,119,66
102,0,02201,Jim Thorpe,185,80,105
104,0,01330,David Feherty,187,123,64
104,0,01510,Nolan Henke,187,111,76
