RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,39971,Sungjae Im,59' 1",2421.750,41,-8
2,0,25686,Jason Dufner,59' 11",2397.667,40,-11
3,0,34098,Russell Henley,60' 6",1512.500,25,+7
4,0,32139,Danny Willett,61' 11",2722.833,44,+3
5,0,24925,Jonathan Byrd,63' 0",1638.333,26,-4
6,0,46441,Robby Shelton,63' 2",4420.750,70,+2
7,0,30926,Chris Kirk,63' 6",2349.250,37,-7
8,0,33141,Keegan Bradley,63' 7",1272.250,20,-6
9,0,19803,Ryan Armour,63' 8",1656.000,26,+3
10,0,39067,MJ Daffue,64' 1",3141.417,49,-18
11,0,33122,Russell Knox,64' 3",3535.083,55,+10
12,0,55454,Carl Yuan,64' 5",3673.000,57,-14
13,0,51349,Nico Echavarria,64' 10",2917.167,45,E
14,0,39335,Kevin Roy,65' 3",2478.750,38,-3
15,0,29420,Billy Horschel,65' 6",1636.583,25,-6
16,0,32448,James Hahn,65' 11",3297.833,50,-6
17,0,29970,Dylan Frittelli,66' 0",3299.750,50,+1
17,0,28237,Rory McIlroy,66' 0",1979.333,30,-11
19,0,24140,Sean O'Hair,66' 1",1189.417,18,-3
20,0,32366,Kevin Chappell,66' 2",1851.917,28,-5
21,0,36326,David Lipsky,66' 5",3917.417,59,+4
22,0,27095,Nick Watney,66' 8",2867.333,43,+6
23,0,54628,Lee Hodges,66' 9",3003.250,45,-7
24,0,24502,Adam Scott,66' 11",2342.583,35,-3
25,0,49453,Trevor Cone,67' 0",2812.333,42,-23
26,0,27974,Sung Kang,67' 2",2082.583,31,-4
26,0,32757,Patton Kizzire,67' 2",3894.500,58,-13
26,0,45242,Kevin Yu,67' 2",1881.333,28,-9
29,0,51491,Brandon Matthews,67' 5",3101.333,46,-12
30,0,52955,Ludvig Åberg,67' 6",945.250,14,-7
31,0,40098,Matt Fitzpatrick,67' 7",1555.000,23,-6
31,0,54421,Garrick Higgo,67' 7",4323.167,64,-12
31,0,48867,Matti Schmid,67' 7",3175.333,47,-15
34,0,48084,Wesley Bryan,67' 10",1695.250,25,-6
35,0,28089,Jason Day,68' 0",2856.917,42,-15
36,0,33204,Shane Lowry,68' 1",1906.000,28,-1
36,0,27214,Kevin Streelman,68' 1",3811.250,56,-10
38,0,46340,Alex Smalley,68' 4",3756.667,55,-6
39,0,52411,Kyle Westmoreland,68' 7",3564.417,52,+2
40,0,31646,Emiliano Grillo,68' 10",3784.917,55,-9
40,0,52513,Carson Young,68' 10",2891.917,42,-1
42,0,54591,Ben Griffin,68' 11",3583.417,52,-16
43,0,24024,Zach Johnson,69' 2",1452.833,21,-3
44,0,37455,Si Woo Kim,69' 4",3814.417,55,-8
45,0,32640,Troy Merritt,69' 7",1879.417,27,-6
46,0,33399,Adam Hadwin,69' 8",2997.083,43,-8
46,0,22405,Justin Rose,69' 8",2507.583,36,+3
46,0,52374,Brandon Wu,69' 8",3901.583,56,-4
49,0,46046,Scottie Scheffler,69' 10",3141.417,45,-9
49,0,49960,Sepp Straka,69' 10",3001.167,43,-1
51,0,33408,Tyson Alexander,69' 11",4407.167,63,-1
52,0,40162,Justin Lower,70' 1",2523.500,36,+5
52,0,34610,Matthias Schwab,70' 1",3714.083,53,-6
54,0,27936,Martin Laird,70' 6",3453.167,49,-3
