RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,ATTEMPTS,2 PUTT OR BETTER %
1,0,24138,Ian Poulter,3.80,6,158,96.2
2,0,20157,Retief Goosen,3.88,9,232,96.1
3,0,21961,Charles Howell III,3.93,17,433,96.0
4,0,23983,Luke Donald,4.62,11,238,95.3
5,0,06527,Steve Stricker,4.76,11,231,95.2
6,0,20766,Padraig Harrington,4.91,8,163,95.0
7,0,25364,Paul Casey,5.03,10,199,94.9
8,0,25720,Chad Collins,5.41,18,333,94.5
9,0,22371,Aaron Baddeley,5.44,21,386,94.5
10,0,19846,Brian Gay,5.45,18,330,94.5
11,0,21209,Sergio Garcia,5.52,8,145,94.4
12,0,24024,Zach Johnson,5.88,19,323,94.1
12,0,26300,Matt Jones,5.88,22,374,94.1
14,0,25345,Carl Pettersson,6.05,21,347,93.9
15,0,23638,Brendon de Jonge,6.27,24,383,93.7
15,0,26420,Richard Johnson,6.27,22,351,93.7
17,0,22405,Justin Rose,6.29,19,302,93.7
18,0,20593,Greg Chalmers,6.31,25,396,93.6
19,0,23613,Rich Barcelo,6.40,16,250,93.6
20,0,23108,Matt Kuchar,6.41,22,343,93.5
21,0,23353,J.J. Henry,6.57,27,411,93.4
22,0,01313,Steve Elkington,6.62,19,287,93.3
23,0,25632,Jimmy Walker,6.71,20,298,93.2
24,0,10809,Jim Furyk,6.77,18,266,93.2
25,0,26596,Ryan Moore,6.79,18,265,93.2
26,0,24507,Jason Bohn,6.86,21,306,93.1
27,0,12510,Chad Campbell,6.88,24,349,93.1
28,0,01810,Phil Mickelson,6.94,15,216,93.0
28,0,23320,Ryan Palmer,6.94,20,288,93.0
30,0,20070,Matt Bettencourt,6.98,18,258,93.0
31,0,12602,Dean Wilson,7.08,15,212,92.9
32,0,26882,Michael Sim,7.11,17,239,92.8
33,0,22378,Trevor Immelman,7.33,14,191,92.6
34,0,23135,Tim Clark,7.35,20,272,92.6
35,0,23718,Nathan Green,7.45,26,349,92.5
36,0,06522,Ernie Els,7.48,19,254,92.5
37,0,27649,Brandt Snedeker,7.49,20,267,92.5
38,0,06004,Stephen Ames,7.57,23,304,92.4
39,0,25396,Kevin Na,7.59,24,316,92.4
40,0,20127,Chris Riley,7.66,21,274,92.3
41,0,22621,Ben Curtis,7.67,25,326,92.3
41,0,30946,Alex Prugh,7.67,29,378,92.3
43,0,09011,David Duval,7.73,17,220,92.2
44,0,20572,Rod Pampling,7.79,24,308,92.2
45,0,28158,Steve Marino,7.87,21,267,92.1
46,0,23409,James Driscoll,7.92,29,366,92.0
47,0,20663,Brenden Pappas,7.96,18,226,92.0
48,0,29221,Webb Simpson,8.02,32,399,91.9
48,0,20160,Charlie Wi,8.02,30,374,91.9
50,0,21731,Freddie Jacobson,8.08,27,334,91.9
51,0,01948,Tim Petrovic,8.21,34,414,91.7
52,0,24663,Y.E. Yang,8.23,19,231,91.7
53,0,27095,Nick Watney,8.28,26,314,91.7
54,0,29285,Brent Delahoussaye,8.29,17,205,91.7
55,0,08537,J.P. Hayes,8.30,22,265,91.7
56,0,27214,Kevin Streelman,8.31,28,337,91.6
56,0,02206,David Toms,8.31,25,301,91.6
58,0,24924,Bill Haas,8.40,30,357,91.6
58,0,23322,Brett Wetterich,8.40,21,250,91.6
60,0,20472,Alex Cejka,8.45,24,284,91.5
61,0,20850,Daniel Chopra,8.48,28,330,91.5
62,0,01329,Brad Faxon,8.49,18,212,91.5
63,0,02239,Scott Verplank,8.53,18,211,91.4
64,0,10585,Scott McCarron,8.54,35,410,91.4
65,0,12716,Charley Hoffman,8.55,26,304,91.4
66,0,29910,Blake Adams,8.60,32,372,91.4
66,0,32102,Rickie Fowler,8.60,30,349,91.4
68,0,27120,Troy Matteson,8.62,33,383,91.3
69,0,25190,Jeff Quinney,8.74,25,286,91.2
70,0,23800,Bryce Molder,8.76,29,331,91.2
71,0,25818,Scott Piercy,8.82,32,363,91.1
72,0,20574,Mathew Goggin,8.84,32,362,91.1
73,0,23325,Vaughn Taylor,8.85,30,339,91.1
74,0,28237,Rory McIlroy,8.97,14,156,91.0
74,0,06515,Shaun Micheel,8.97,21,234,91.0
74,0,25804,Bubba Watson,8.97,28,312,91.0
77,0,07749,Brett Quigley,8.98,38,423,91.0
78,0,11123,Chris Couch,9.02,23,255,90.9
79,0,27466,Spencer Levin,9.05,39,431,90.9
80,0,24781,Hunter Mahan,9.12,28,307,90.8
81,0,06514,Kevin Johnson,9.14,18,197,90.8
82,0,28475,Jeff Overton,9.18,27,294,90.8
83,0,23788,D.J. Trahan,9.19,33,359,90.8
84,0,21959,Ted Purdy,9.22,32,347,90.7
85,0,01320,Bob Estes,9.29,29,312,90.7
86,0,01941,Tom Pernice Jr.,9.30,24,258,90.7
86,0,23623,Bo Van Pelt,9.30,37,398,90.7
88,0,25240,D.A. Points,9.33,35,375,90.6
89,0,21878,Mark Wilson,9.39,37,394,90.6
90,0,06251,Chris DiMarco,9.40,30,319,90.6
91,0,20098,Stuart Appleby,9.44,34,360,90.5
91,0,06595,Kevin Sutherland,9.44,37,392,90.5
93,0,21350,Ryuji Imada,9.46,33,349,90.5
94,0,31560,Brian Stuard,9.49,28,295,90.5
95,0,32640,Troy Merritt,9.51,33,347,90.4
96,0,20498,Briny Baird,9.52,36,378,90.4
97,0,27060,John Mallinger,9.56,28,293,90.4
98,0,01619,Skip Kendall,9.62,20,208,90.3
99,0,32617,Jerod Turner,9.64,16,166,90.3
100,0,10423,Mike Weir,9.66,14,145,90.3
101,0,27613,David Lutterus,9.73,25,257,90.2
102,0,08385,Omar Uresti,9.77,25,256,90.2
103,0,01116,Michael Bradley,9.85,33,335,90.1
103,0,12782,Tim Herron,9.85,33,335,90.1
105,0,24846,Ricky Barnes,9.88,34,344,90.1
106,0,10885,Robert Allenby,9.90,29,293,90.1
106,0,20229,Stewart Cink,9.90,30,303,90.1
108,0,07457,Steve Flesch,9.92,25,252,90.0
109,0,23541,Ben Crane,9.93,30,302,90.0
109,0,26679,Kevin Stadler,9.93,30,302,90.0
111,0,24361,Pat Perez,9.97,34,341,90.0
112,0,27797,Derek Lamely,10.00,28,280,90.0
113,0,01707,Steve Lowery,10.04,25,249,89.9
114,0,08375,Paul Stankowski,10.08,24,238,89.9
115,0,26289,Boo Weekley,10.12,35,346,89.8
116,0,24357,K.J. Choi,10.18,29,285,89.8
117,0,25900,Lucas Glover,10.32,26,252,89.6
118,0,26301,James Nitties,10.39,35,337,89.6
119,0,24140,Sean O'Hair,10.42,32,307,89.5
120,0,27933,John Merrick,10.44,47,450,89.5
121,0,01577,Lee Janzen,10.45,30,287,89.5
122,0,07363,Craig Bowden,10.47,20,191,89.5
123,0,30925,Dustin Johnson,10.49,28,267,89.5
124,0,24925,Jonathan Byrd,10.51,43,409,89.4
125,0,26851,Marc Leishman,10.54,31,294,89.4
126,0,10860,Justin Leonard,10.56,30,284,89.4
126,0,24490,George McNeill,10.56,36,341,89.4
128,0,20645,John Senden,10.60,44,415,89.4
128,0,20686,Jeev Milkha Singh,10.60,23,217,89.4
130,0,22046,Geoff Ogilvy,10.70,23,215,89.3
131,0,25892,Steve Wheatcroft,10.76,27,251,89.2
132,0,20691,Greg Owen,10.85,32,295,89.1
133,0,12705,Cliff Kresge,10.88,21,193,89.1
133,0,27963,Chris Stroud,10.88,36,331,89.1
135,0,07867,Woody Austin,10.92,39,357,89.0
135,0,22946,Henrik Bjornstad,10.92,32,293,89.0
137,0,20436,Garrett Willis,11.04,35,317,88.9
138,0,27141,J.B. Holmes,11.11,43,387,88.8
138,0,23548,Bill Lunde,11.11,37,333,88.8
140,0,01945,Kenny Perry,11.15,29,260,88.8
141,0,12652,Cameron Beckman,11.16,28,251,88.8
141,0,20848,Ángel Cabrera,11.16,26,233,88.8
141,0,27770,Camilo Villegas,11.16,26,233,88.8
144,0,06621,Joe Durant,11.20,27,241,88.8
145,0,28089,Jason Day,11.30,34,301,88.7
146,0,08075,Jerry Kelly,11.33,40,353,88.6
147,0,21949,Joe Ogilvie,11.34,44,388,88.6
148,0,26881,Jarrod Lyle,11.35,21,185,88.6
149,0,10425,Jay Williamson,11.37,29,255,88.6
150,0,23673,Michael Connell,11.42,37,324,88.5
150,0,08725,Tom Gillis,11.42,45,394,88.5
150,0,25562,Andres Romero,11.42,37,324,88.5
153,0,23621,Rory Sabbatini,11.44,31,271,88.5
