RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
41,0,26329,Louis Oosthuizen,34' 10",30610.417,878,Under
41,0,29476,Kyle Reifers,34' 10",45997.667,1321,Under
44,0,06004,Stephen Ames,34' 11",24383.333,698,Over
44,0,06034,Marco Dawson,34' 11",28720.500,823,Over
44,0,06567,Vijay Singh,34' 11",50516.750,1448,Under
47,0,19846,Brian Gay,35' 0",48727.667,1392,Under
47,0,23548,Bill Lunde,35' 0",41992.917,1201,Under
47,0,25457,Alexandre Rocha,35' 0",31165.333,891,Over
50,0,27436,Graham DeLaet,35' 1",44741.417,1276,Under
50,0,20766,Padraig Harrington,35' 1",28292.333,806,Under
50,0,24024,Zach Johnson,35' 1",46543.833,1327,Under
50,0,23800,Bryce Molder,35' 1",44491.250,1269,Under
50,0,32150,Michael Thompson,35' 1",40902.583,1165,Over
50,0,27770,Camilo Villegas,35' 1",45935.917,1310,Under
50,0,20396,Lee Westwood,35' 1",25180.917,718,Under
57,0,10885,Robert Allenby,35' 2",41622.917,1184,Over
57,0,33141,Keegan Bradley,35' 2",44697.917,1271,Under
57,0,01320,Bob Estes,35' 2",40931.333,1165,Under
57,0,31202,William McGirt,35' 2",49670.083,1414,Under
57,0,25345,Carl Pettersson,35' 2",50358.083,1433,Under
62,0,23204,Gary Christian,35' 3",47528.417,1348,Under
62,0,21753,Brian Davis,35' 3",49840.833,1415,Under
62,0,20104,Ken Duke,35' 3",56843.500,1614,Under
62,0,32102,Rickie Fowler,35' 3",41677.500,1181,Under
62,0,30926,Chris Kirk,35' 3",53701.333,1525,Under
62,0,27933,John Merrick,35' 3",45373.833,1288,Under
62,0,22046,Geoff Ogilvy,35' 3",34760.917,987,Under
62,0,20691,Greg Owen,35' 3",48630.083,1380,Under
62,0,10213,Dicky Pride,35' 3",30977.000,878,Under
71,0,28455,Will Claxton,35' 4",54398.750,1541,Under
71,0,23353,J.J. Henry,35' 4",45014.417,1273,Under
71,0,29221,Webb Simpson,35' 4",41640.083,1178,1 Under
74,0,24781,Hunter Mahan,35' 5",40648.500,1148,Under
74,0,25818,Scott Piercy,35' 5",54468.667,1538,Under
74,0,27649,Brandt Snedeker,35' 5",41216.750,1165,Under
77,0,22348,Nick O'Hern,35' 6",43402.833,1222,Over
77,0,23320,Ryan Palmer,35' 6",44975.333,1267,Under
79,0,24846,Ricky Barnes,35' 7",52245.083,1468,Over
79,0,24502,Adam Scott,35' 7",26203.667,737,Under
79,0,27963,Chris Stroud,35' 7",47853.500,1344,Under
82,0,06522,Ernie Els,35' 8",41549.917,1164,Under
82,0,30750,Tommy Gainey,35' 8",57240.167,1606,Over
82,0,21731,Freddie Jacobson,35' 8",28120.083,789,Over
82,0,10860,Justin Leonard,35' 8",43562.750,1220,Over
82,0,27302,Garth Mulroy,35' 8",29168.917,817,Under
82,0,24138,Ian Poulter,35' 8",24147.000,677,Under
82,0,27214,Kevin Streelman,35' 8",49056.833,1377,Under
82,0,21878,Mark Wilson,35' 8",43334.917,1215,Over
90,0,27895,Jonas Blixt,35' 9",40870.833,1144,Under
90,0,26758,David Hearn,35' 9",56417.083,1579,Under
90,0,35139,Richard Lee,35' 9",36537.000,1022,Under
90,0,25240,D.A. Points,35' 9",51078.417,1430,Under
94,0,28087,Kris Blanks,35' 10",38572.750,1077,Over
94,0,32200,Roberto Castro,35' 10",48149.083,1343,Under
94,0,06251,Chris DiMarco,35' 10",46285.250,1292,Over
97,0,24357,K.J. Choi,35' 11",35840.083,999,Under
97,0,11123,Chris Couch,35' 11",34352.333,957,Under
97,0,22548,Patrick Sheehan,35' 11",28189.500,785,Over
100,0,29479,Scott Brown,36' 0",32776.500,910,Over
100,0,12782,Tim Herron,36' 0",49097.583,1365,Under
100,0,30852,Ryo Ishikawa,36' 0",23890.750,664,Over
100,0,23621,Rory Sabbatini,36' 0",46433.417,1289,Under
100,0,30692,Scott Stallings,36' 0",43700.750,1215,Under
100,0,23788,D.J. Trahan,36' 0",39946.083,1109,Over
100,0,25804,Bubba Watson,36' 0",32779.917,910,Under
107,0,01797,Rocco Mediate,36' 1",37516.750,1039,Under
107,0,24361,Pat Perez,36' 1",44580.750,1235,Under
107,0,20160,Charlie Wi,36' 1",47259.083,1310,Over
110,0,20098,Stuart Appleby,36' 2",41990.250,1162,Under
110,0,25396,Kevin Na,36' 2",41988.500,1161,Under
110,0,20572,Rod Pampling,36' 2",44709.167,1235,Over
110,0,27330,Josh Teater,36' 2",53690.000,1485,Under
114,0,29926,Danny Lee,36' 3",38209.000,1053,Under
115,0,28475,Jeff Overton,36' 4",59846.500,1649,Under
116,0,21407,Arjun Atwal,36' 5",43227.500,1186,Over
116,0,01116,Michael Bradley,36' 5",35972.917,987,Over
116,0,34174,John Huh,36' 5",55447.000,1522,Under
116,0,22378,Trevor Immelman,36' 5",37208.833,1022,Under
116,0,06573,Brandt Jobe,36' 5",29290.000,804,Over
116,0,22961,David Mathis,36' 5",45022.833,1237,Over
116,0,25834,Daniel Summerhays,36' 5",44361.750,1219,Under
116,0,26951,Johnson Wagner,36' 5",49638.417,1364,Under
124,0,01249,John Daly,36' 6",24747.000,678,Over
124,0,12716,Charley Hoffman,36' 6",49665.750,1360,Under
124,0,08075,Jerry Kelly,36' 6",47897.333,1312,Under
124,0,24140,Sean O'Hair,36' 6",49734.000,1363,Under
128,0,29910,Blake Adams,36' 7",57644.500,1576,Under
128,0,30711,Colt Knost,36' 7",43959.000,1202,Over
130,0,29478,Kevin Kisner,36' 8",34755.583,947,Under
130,0,30944,Jason Kokrak,36' 8",45254.750,1234,Over
130,0,27556,Ted Potter Jr.,36' 8",40108.917,1094,Over
130,0,25892,Steve Wheatcroft,36' 8",27574.750,752,Over
134,0,21209,Sergio Garcia,36' 9",28998.750,789,Under
135,0,23542,Tommy Biershenk,36' 10",37969.833,1030,Over
135,0,20229,Stewart Cink,36' 10",35672.083,969,Over
135,0,28089,Jason Day,36' 10",30908.833,840,Under
138,0,20848,Ángel Cabrera,36' 11",24412.333,661,Over
138,0,34099,Harris English,36' 11",57406.000,1555,Under
138,0,32698,Bobby Gates,36' 11",50284.500,1361,Over
138,0,19970,Robert Karlsson,36' 11",26901.250,729,Over
142,0,24925,Jonathan Byrd,37' 0",37233.333,1006,Under
142,0,23541,Ben Crane,37' 0",40886.167,1105,Under
142,0,27141,J.B. Holmes,37' 0",51663.250,1397,Under
142,0,29222,Billy Hurley III,37' 0",37628.083,1018,Over
142,0,28308,Troy Kelly,37' 0",33763.000,912,Over
142,0,29289,S.Y. Noh,37' 0",56182.833,1519,Under
148,0,28500,Martin Flores,37' 1",54342.750,1467,Under
148,0,08725,Tom Gillis,37' 1",45670.750,1232,Under
148,0,01941,Tom Pernice Jr.,37' 1",34510.667,931,Over
148,0,22913,John Rollins,37' 1",47143.500,1271,Under
152,0,28093,Miguel Angel Carballo,37' 2",37831.750,1019,Over
152,0,21805,Harrison Frazar,37' 2",31818.667,857,Over
152,0,21961,Charles Howell III,37' 2",51368.167,1381,Under
152,0,24490,George McNeill,37' 2",47093.250,1266,Over
152,0,30927,Brendon Todd,37' 2",41702.417,1122,Over
152,0,33419,Cameron Tringale,37' 2",51422.500,1383,Under
158,0,24604,Hunter Haas,37' 3",34569.333,928,Over
158,0,20645,John Senden,37' 3",41355.917,1110,Under
158,0,29518,Brendan Steele,37' 3",42612.667,1143,Over
161,0,26851,Marc Leishman,37' 5",50996.417,1362,Over
162,0,20070,Matt Bettencourt,37' 6",40190.500,1071,Over
162,0,32366,Kevin Chappell,37' 6",48338.250,1290,Over
162,0,20574,Mathew Goggin,37' 6",36862.667,982,Under
162,0,01810,Phil Mickelson,37' 6",40196.167,1073,Under
166,0,20593,Greg Chalmers,37' 7",50501.000,1343,Under
166,0,31323,Gary Woodland,37' 7",35572.250,947,Over
168,0,28259,Sangmoon Bae,37' 9",38501.000,1019,Over
169,0,01766,Billy Mayfair,37' 10",52938.750,1398,Over
170,0,27120,Troy Matteson,37' 11",56552.167,1490,Over
170,0,25632,Jimmy Walker,37' 11",61701.167,1626,Under
172,0,20850,Daniel Chopra,38' 0",29190.167,768,Over
172,0,24494,Erik Compton,38' 0",43284.417,1138,Over
172,0,24663,Y.E. Yang,38' 0",32573.000,858,Over
175,0,33120,Mark Anderson,38' 1",41634.917,1094,Over
175,0,21350,Ryuji Imada,38' 1",46996.667,1233,Over
175,0,24940,Edward Loar,38' 1",29317.750,770,Over
178,0,23718,Nathan Green,38' 2",38971.083,1020,Under
178,0,25562,Andres Romero,38' 2",36798.833,965,Over
180,0,22371,Aaron Baddeley,38' 3",37531.667,981,Under
181,0,31558,J.J. Killeen,38' 4",57670.333,1503,Over
182,0,27466,Spencer Levin,38' 5",45425.917,1182,Over
183,0,23903,Stephen Gangluff,38' 6",29665.167,770,Over
184,0,24924,Bill Haas,38' 7",42193.583,1093,Under
184,0,26300,Matt Jones,38' 7",30483.000,790,Over
186,0,27974,Sung Kang,38' 10",43101.083,1111,1 Over
186,0,27936,Martin Laird,38' 10",37541.333,967,Under
188,0,23409,James Driscoll,39' 4",49492.000,1257,Over
188,0,21528,Henrik Stenson,39' 4",29558.750,751,Under
190,0,27064,Jhonattan Vegas,39' 6",48753.333,1234,Over
191,0,27797,Derek Lamely,39' 11",39746.833,995,Over
