RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
1,0,08793,Tiger Woods,+3.84,68.17,72.01
2,0,01810,Phil Mickelson,+2.17,69.35,71.52
3,0,06522,Ernie Els,+2.09,69.90,71.99
4,0,09011,David Duval,+2.08,69.90,71.98
5,0,01042,Paul Azinger,+1.74,70.06,71.80
6,0,07457,Steve Flesch,+1.71,69.64,71.35
7,0,01968,Nick Price,+1.61,70.21,71.82
8,0,01226,Fred Couples,+1.59,70.37,71.96
9,0,01706,Davis Love III,+1.54,69.89,71.43
10,0,20229,Stewart Cink,+1.48,70.00,71.48
11,0,01677,Tom Lehman,+1.47,70.62,72.09
12,0,06567,Vijay Singh,+1.46,70.32,71.78
13,0,12660,Jesper Parnevik,+1.41,70.34,71.75
14,0,01943,Chris Perry,+1.37,70.40,71.77
15,0,02170,Hal Sutton,+1.36,70.24,71.60
16,0,21209,Sergio Garcia,+1.34,71.12,72.46
17,0,10809,Jim Furyk,+1.33,70.36,71.69
17,0,01945,Kenny Perry,+1.33,69.96,71.29
17,0,02206,David Toms,+1.33,70.38,71.71
20,0,02010,Loren Roberts,+1.30,70.36,71.66
21,0,10860,Justin Leonard,+1.21,70.43,71.64
22,0,02239,Scott Verplank,+1.18,70.21,71.39
23,0,20098,Stuart Appleby,+1.15,70.32,71.47
24,0,10423,Mike Weir,+1.14,70.42,71.56
25,0,01707,Steve Lowery,+1.12,70.14,71.26
26,0,01553,John Huston,+1.11,70.40,71.51
27,0,01527,Scott Hoch,+1.10,70.40,71.50
28,0,02214,Kirk Triplett,+1.08,70.22,71.30
29,0,06350,Bob May,+1.07,70.32,71.39
30,0,06595,Kevin Sutherland,+1.01,70.32,71.33
31,0,01797,Rocco Mediate,+1.00,71.01,72.01
32,0,01161,Mark Calcavecchia,+.99,70.34,71.33
33,0,02245,Grant Waite,+.97,70.26,71.23
34,0,06036,Scott Dunlap,+.94,70.52,71.46
35,0,02104,Jeff Sluman,+.93,70.59,71.52
36,0,20593,Greg Chalmers,+.92,70.11,71.03
37,0,01577,Lee Janzen,+.90,70.78,71.68
38,0,02246,Duffy Waldorf,+.89,70.89,71.78
39,0,08375,Paul Stankowski,+.87,70.47,71.34
40,0,06575,Dudley Hart,+.85,70.86,71.71
40,0,20094,Jonathan Kaye,+.85,70.46,71.31
42,0,06251,Chris DiMarco,+.84,70.41,71.25
43,0,06431,Jean Van de Velde,+.79,71.04,71.83
44,0,10885,Robert Allenby,+.74,70.38,71.12
44,0,01920,Craig Parry,+.74,71.03,71.77
46,0,01329,Brad Faxon,+.72,70.79,71.51
47,0,08075,Jerry Kelly,+.70,70.69,71.39
48,0,12782,Tim Herron,+.68,70.83,71.51
49,0,11032,Frank Lickliter II,+.67,70.70,71.37
50,0,01619,Skip Kendall,+.65,70.63,71.28
50,0,08993,Franklin Langham,+.65,70.56,71.21
50,0,01823,Larry Mize,+.65,70.99,71.64
53,0,12645,Brent Geiberger,+.64,70.85,71.49
53,0,12680,Shigeki Maruyama,+.64,71.11,71.75
55,0,01381,Fred Funk,+.63,70.65,71.28
56,0,06004,Stephen Ames,+.62,70.63,71.25
56,0,01418,Bill Glasson,+.62,70.53,71.15
58,0,01320,Bob Estes,+.61,71.27,71.88
58,0,01724,Jeff Maggert,+.61,71.18,71.79
60,0,01307,Joel Edwards,+.60,70.45,71.05
61,0,20127,Chris Riley,+.59,70.62,71.21
62,0,01771,Blaine McCallister,+.57,70.41,70.98
63,0,20029,Notah Begay III,+.55,71.29,71.84
63,0,01938,David Peoples,+.55,70.36,70.91
65,0,01723,Andrew Magee,+.54,71.12,71.66
66,0,01157,Tom Byrum,+.51,70.56,71.07
67,0,08931,Glen Day,+.50,70.85,71.35
67,0,12823,Carlos Franco,+.50,71.14,71.64
67,0,21805,Harrison Frazar,+.50,70.99,71.49
70,0,10649,Tom Scherrer,+.49,70.94,71.43
71,0,06621,Joe Durant,+.47,70.48,70.95
71,0,01761,Len Mattiace,+.47,70.67,71.14
73,0,01219,John Cook,+.46,70.73,71.19
74,0,01185,Brandel Chamblee,+.45,70.84,71.29
74,0,20095,Carl Paulson,+.45,70.66,71.11
76,0,06012,Greg Kraft,+.44,70.61,71.05
77,0,08537,J.P. Hayes,+.41,71.11,71.52
78,0,01599,Steve Jones,+.40,71.59,71.99
79,0,01203,Russ Cochran,+.38,70.79,71.17
80,0,01926,Steve Pate,+.36,71.20,71.56
81,0,01905,Joe Ozaki,+.35,71.81,72.16
82,0,19846,Brian Gay,+.34,70.93,71.27
82,0,06643,Paul Goydos,+.34,70.92,71.26
82,0,06090,Jim McGovern,+.34,71.15,71.49
85,0,01139,Olin Browne,+.28,70.98,71.26
85,0,10585,Scott McCarron,+.28,70.98,71.26
87,0,19824,Craig Barlow,+.27,70.96,71.23
87,0,01098,Jay Don Blake,+.27,71.03,71.30
87,0,07749,Brett Quigley,+.27,71.08,71.35
90,0,21949,Joe Ogilvie,+.24,71.01,71.25
91,0,01685,J.L. Lewis,+.23,70.88,71.11
91,0,01887,Mark O'Meara,+.23,71.91,72.14
93,0,19881,Robert Damron,+.22,71.13,71.35
93,0,06078,Esteban Toledo,+.22,70.85,71.07
93,0,02223,Bob Tway,+.22,71.01,71.23
96,0,01326,Nick Faldo,+.21,72.08,72.29
97,0,01996,Mike Reid,+.20,71.00,71.20
98,0,01132,Mark Brooks,+.18,71.26,71.44
98,0,01361,Dan Forsman,+.18,70.92,71.10
98,0,01927,Dennis Paulson,+.18,71.79,71.97
101,0,20099,Doug Barron,+.17,70.98,71.15
102,0,02110,Jerry Smith,+.16,71.04,71.20
103,0,10425,Jay Williamson,+.14,70.80,70.94
104,0,01024,Billy Andrade,+.13,71.12,71.25
104,0,11011,Mike Sposa,+.13,71.18,71.31
106,0,07867,Woody Austin,+.12,71.27,71.39
106,0,02133,Craig Stadler,+.12,71.52,71.64
108,0,01175,Jim Carter,+.11,71.27,71.38
108,0,23125,Brad Elder,+.11,71.11,71.22
108,0,06617,Brian Henninger,+.11,71.22,71.33
111,0,06315,Pete Jordan,+.10,71.01,71.11
111,0,01766,Billy Mayfair,+.10,71.43,71.53
113,0,01331,Rick Fehr,+.07,71.10,71.17
113,0,10963,Jimmy Green,+.07,71.42,71.49
113,0,06515,Shaun Micheel,+.07,71.05,71.12
116,0,08545,Glen Hnatiuk,+.05,71.00,71.05
116,0,01941,Tom Pernice Jr.,+.05,71.21,71.26
116,0,06581,David Sutherland,+.05,71.29,71.34
119,0,12652,Cameron Beckman,+.03,71.09,71.12
120,0,01374,Robin Freeman,+.02,71.29,71.31
120,0,01388,Robert Gamez,+.02,71.04,71.06
122,0,06527,Steve Stricker,+.01,71.93,71.94
123,0,24357,K.J. Choi,-.03,71.19,71.16
123,0,10457,Frank Nobilo,-.03,71.23,71.20
125,0,23621,Rory Sabbatini,-.04,71.22,71.18
126,0,06573,Brandt Jobe,-.07,71.36,71.29
126,0,06140,Sean Murphy,-.07,71.13,71.06
128,0,20043,Edward Fryatt,-.09,71.33,71.24
128,0,02279,Mark Wiebe,-.09,71.28,71.19
130,0,02101,Joey Sindelar,-.10,71.48,71.38
131,0,01569,Peter Jacobsen,-.11,71.08,70.97
132,0,01313,Steve Elkington,-.12,71.60,71.48
133,0,01035,Tommy Armour III,-.13,71.35,71.22
133,0,01116,Michael Bradley,-.13,71.40,71.27
135,0,06332,Neal Lancaster,-.15,71.41,71.26
136,0,21007,Gabriel Hjertstedt,-.20,71.63,71.43
137,0,10201,Matt Gogel,-.21,71.67,71.46
138,0,12388,Michael Clark II,-.23,71.45,71.22
139,0,02257,Brian Watts,-.24,71.59,71.35
140,0,07763,Doug Dunakey,-.25,71.40,71.15
141,0,10962,Bradley Hughes,-.27,71.54,71.27
142,0,02131,Mike Springer,-.31,71.46,71.15
143,0,01093,Ronnie Black,-.33,71.51,71.18
143,0,01928,Corey Pavin,-.33,72.11,71.78
145,0,20574,Mathew Goggin,-.34,71.40,71.06
146,0,08045,Perry Moss,-.36,71.62,71.26
147,0,01376,Bob Friend,-.39,71.52,71.13
148,0,01063,Ben Bates,-.42,71.50,71.08
148,0,01378,David Frost,-.42,71.92,71.50
150,0,01457,Jay Haas,-.43,71.86,71.43
151,0,24356,Jason Buha,-.45,71.70,71.25
151,0,06088,Steve Gotsche,-.45,71.60,71.15
153,0,06044,Scott Gump,-.48,71.82,71.34
