RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,01701,Bob Lohr,51,1,1,18,1993060
2,0,01475,Donnie Hammond,41,1,1,4,1993370
3,0,01457,Jay Haas,36,3,1,12,1993420
4,0,01313,Steve Elkington,35,0,1,4,1993060
5,0,01219,John Cook,34,0,2,3,1993420
6,0,01725,John Mahaffey,33,8,2,12,1993060
7,0,01191,Barry Cheesman,31,4,2,6,1993420
8,0,01724,Jeff Maggert,30,2,4,6,1993390
9,0,01196,Brian Claar,29,2,2,11,1993060
9,0,01306,David Edwards,29,7,2,6,1993220
9,0,02033,Dave Rummells,29,2,2,4,1993060
9,0,02206,David Toms,29,4,1,18,1993440
13,0,02104,Jeff Sluman,28,1,2,18,1993060
14,0,01723,Andrew Magee,27,0,1,11,1993420
15,0,01633,Tom Kite,26,3,1,17,1993060
15,0,01771,Blaine McCallister,26,6,2,8,1993220
17,0,01307,Joel Edwards,25,0,2,15,1993320
17,0,06575,Dudley Hart,25,3,3,8,1993330
17,0,01920,Craig Parry,25,0,1,16,1993330
17,0,01968,Nick Price,25,0,1,11,1993190
17,0,01971,Dillard Pruitt,25,0,3,8,1993180
17,0,02217,Dennis Trixler,25,4,1,2,1993440
23,0,01810,Phil Mickelson,24,3,1,13,1993380
23,0,01837,Gil Morgan,24,0,2,15,1993390
23,0,01926,Steve Pate,24,6,2,2,1993010
23,0,02180,Harry Taylor,24,0,2,13,1993440
27,0,01014,Fulton Allem,23,4,1,3,1993180
27,0,01200,Keith Clearwater,23,4,1,9,1993440
27,0,01690,Bruce Lietzke,23,2,2,6,1993430
27,0,02135,Mike Standly,23,4,4,8,1993430
31,0,01060,Dave Barr,22,2,2,5,1993030
31,0,01203,Russ Cochran,22,5,4,2,1993430
31,0,01226,Fred Couples,22,4,1,18,1993200
31,0,06058,John Flannery,22,1,4,17,1993040
31,0,01797,Rocco Mediate,22,2,1,2,1993120
31,0,01891,David Ogrin,22,8,4,13,1993310
31,0,01946,Peter Persons,22,0,1,8,1993190
31,0,02010,Loren Roberts,22,8,4,9,1993200
31,0,06567,Vijay Singh,22,5,1,8,1993440
