RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
1,0,46970,Jon Rahm,14
2,0,30944,Jason Kokrak,11
3,0,20229,Stewart Cink,9
3,0,31557,Jim Herman,9
3,0,10213,Dicky Pride,9
6,0,25364,Paul Casey,8
6,0,34021,Bud Cauley,8
6,0,20472,Alex Cejka,8
6,0,29222,Billy Hurley III,8
6,0,34261,Scott Langley,8
11,0,26499,Rafa Cabrera Bello,7
11,0,34563,Chesson Hadley,7
11,0,27747,Hiroshi Iwata,7
14,0,32448,James Hahn,6
14,0,33461,Morgan Hoffmann,6
14,0,25349,Tim Wilkinson,6
17,0,20593,Greg Chalmers,5
17,0,25203,SSP Chawrasia,5
17,0,29535,Brice Garnett,5
17,0,32152,Adam Hart,5
17,0,28237,Rory McIlroy,5
17,0,20691,Greg Owen,5
17,0,30946,Alex Prugh,5
24,0,24461,Thomas Aiken,4
24,0,19803,Ryan Armour,4
24,0,24846,Ricky Barnes,4
24,0,26525,Grégory Bourdy,4
24,0,32366,Kevin Chappell,4
24,0,22621,Ben Curtis,4
24,0,49633,Charlie Danielson,4
24,0,50527,Jared du Toit,4
24,0,27644,Brian Harman,4
24,0,33204,Shane Lowry,4
24,0,33941,Nick Mason,4
24,0,26596,Ryan Moore,4
24,0,46601,Trey Mullinax,4
24,0,36824,Paul Peterson,4
24,0,25240,D.A. Points,4
24,0,46441,Robby Shelton,4
24,0,29485,Brett Stegmaier,4
24,0,49964,Aaron Wise,4
42,0,40026,Daniel Berger,3
42,0,27958,Ryan Blaum,3
42,0,32200,Roberto Castro,3
42,0,25720,Chad Collins,3
42,0,28089,Jason Day,3
42,0,47959,Bryson DeChambeau,3
42,0,25686,Jason Dufner,3
42,0,40098,Matt Fitzpatrick,3
42,0,32102,Rickie Fowler,3
42,0,32618,Rhein Gibson,3
42,0,29974,Branden Grace,3
42,0,31646,Emiliano Grillo,3
42,0,24924,Bill Haas,3
42,0,29420,Billy Horschel,3
42,0,20608,David Howell,3
42,0,24024,Zach Johnson,3
42,0,28300,Joost Luiten,3
42,0,31202,William McGirt,3
42,0,22046,Geoff Ogilvy,3
42,0,23320,Ryan Palmer,3
42,0,22056,Cameron Percy,3
42,0,35541,John Peterson,3
42,0,25818,Scott Piercy,3
42,0,34360,Patrick Reed,3
42,0,29476,Kyle Reifers,3
42,0,22405,Justin Rose,3
42,0,28114,Dawie van der Walt,3
42,0,39075,Armando Villarreal,3
42,0,31323,Gary Woodland,3
71,0,08931,Glen Day,2
71,0,23983,Luke Donald,2
71,0,39201,Nacho Elvira,2
71,0,27896,Ross Fisher,2
71,0,30750,Tommy Gainey,2
71,0,50666,Matt Gilchrest,2
71,0,20157,Retief Goosen,2
71,0,26758,David Hearn,2
71,0,19958,Miguel Angel Jiménez,2
71,0,34643,Michael Johnson,2
71,0,23108,Matt Kuchar,2
71,0,01666,Bernhard Langer,2
71,0,35139,Richard Lee,2
71,0,26851,Marc Leishman,2
71,0,22080,Prayad Marksaeng,2
71,0,31115,Michio Matsumura,2
71,0,32839,Hideki Matsuyama,2
71,0,01810,Phil Mickelson,2
71,0,27942,Rob Oppenheim,2
71,0,33448,Justin Thomas,2
71,0,25804,Bubba Watson,2
