RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),ATTEMPTS
1,0,06567,Vijay Singh,6' 5",2453.583,381
2,0,20127,Chris Riley,7' 0",3008.250,429
3,0,01928,Corey Pavin,7' 2",3155.000,442
3,0,01938,David Peoples,7' 2",2940.083,411
5,0,10860,Justin Leonard,7' 3",2251.083,309
6,0,01378,David Frost,7' 6",3035.000,406
6,0,10213,Dicky Pride,7' 6",2398.750,321
6,0,02104,Jeff Sluman,7' 6",3103.250,413
6,0,08793,Tiger Woods,7' 6",1672.917,222
10,0,01941,Tom Pernice Jr.,7' 7",3405.750,451
11,0,19846,Brian Gay,7' 8",3325.250,435
11,0,22913,John Rollins,7' 8",2546.500,332
13,0,19881,Robert Damron,7' 9",3617.500,468
13,0,10809,Jim Furyk,7' 9",2592.583,334
13,0,20628,Arron Oberholser,7' 9",3123.833,405
13,0,01945,Kenny Perry,7' 9",2668.000,344
13,0,01968,Nick Price,7' 9",2026.500,261
13,0,22548,Patrick Sheehan,7' 9",3801.917,490
13,0,06581,David Sutherland,7' 9",2320.500,298
13,0,02214,Kirk Triplett,7' 9",2618.000,339
21,0,01320,Bob Estes,7' 10",2704.083,346
21,0,20573,Scott Laycock,7' 10",2611.417,334
21,0,24502,Adam Scott,7' 10",1575.417,201
24,0,01161,Mark Calcavecchia,7' 11",2957.833,375
24,0,01381,Fred Funk,7' 11",3668.167,462
24,0,20157,Retief Goosen,7' 11",1610.167,204
24,0,01619,Skip Kendall,7' 11",3866.917,486
24,0,06332,Neal Lancaster,7' 11",3917.917,495
24,0,02010,Loren Roberts,7' 11",2841.417,358
24,0,06595,Kevin Sutherland,7' 11",2691.333,340
24,0,10423,Mike Weir,7' 11",2088.000,265
32,0,07721,Pat Bates,8' 0",3882.917,485
32,0,01132,Mark Brooks,8' 0",3470.167,433
32,0,07457,Steve Flesch,8' 0",3873.833,485
32,0,01948,Tim Petrovic,8' 0",3749.667,471
36,0,07867,Woody Austin,8' 1",3602.333,444
36,0,20229,Stewart Cink,8' 1",3502.500,435
36,0,19825,Darren Clarke,8' 1",1644.333,203
36,0,01569,Peter Jacobsen,8' 1",2624.250,325
