RANK,MOVEMENT,PLAYER_ID,PLAYER,STATUS,PAR 3 AVG,TOTAL PAR
1,0,01098,Jay Don Blake,-16,2.95,951
2,0,02104,Jeff Sluman,-14,2.97,1290
3,0,08375,Paul Stankowski,-12,2.96,930
4,0,01677,Tom Lehman,-6,2.98,951
5,0,01381,Fred Funk,-2,3.00,1386
6,0,08385,Omar Uresti,-1,3.00,1326
7,0,09011,David Duval,E,3.00,1002
7,0,02321,Fuzzy Zoeller,E,3.00,822
9,0,01035,Tommy Armour III,+1,3.00,1059
9,0,19883,Joe Daley,+1,3.00,831
9,0,07457,Steve Flesch,+1,3.00,1200
9,0,01607,Brian Kamm,+1,3.00,858
9,0,01823,Larry Mize,+1,3.00,978
9,0,12663,Phil Tataurangi,+1,3.00,957
15,0,01329,Brad Faxon,+2,3.01,987
15,0,01334,Keith Fergus,+2,3.01,651
15,0,01926,Steve Pate,+2,3.01,1023
15,0,02239,Scott Verplank,+2,3.01,1155
19,0,06251,Chris DiMarco,+3,3.01,1167
19,0,01619,Skip Kendall,+3,3.01,1266
19,0,02223,Bob Tway,+3,3.01,1203
22,0,10569,Mike Brisky,+4,3.01,1059
22,0,01282,Trevor Dodds,+4,3.01,1098
24,0,06522,Ernie Els,+5,3.03,576
24,0,01797,Rocco Mediate,+5,3.02,993
24,0,01945,Kenny Perry,+5,3.02,990
27,0,01887,Mark O'Meara,+6,3.02,822
27,0,01943,Chris Perry,+6,3.01,1302
27,0,02010,Loren Roberts,+6,3.02,975
27,0,06567,Vijay Singh,+6,3.02,1131
27,0,02106,Chris Smith,+6,3.02,1116
27,0,06078,Esteban Toledo,+6,3.02,1125
33,0,10809,Jim Furyk,+7,3.02,1218
33,0,08545,Glen Hnatiuk,+7,3.02,1011
33,0,12660,Jesper Parnevik,+7,3.03,834
33,0,01920,Craig Parry,+7,3.04,564
33,0,01928,Corey Pavin,+7,3.03,810
38,0,01185,Brandel Chamblee,+8,3.03,960
38,0,20229,Stewart Cink,+8,3.02,1170
38,0,01361,Dan Forsman,+8,3.03,930
38,0,08075,Jerry Kelly,+8,3.02,1134
38,0,01960,Don Pooley,+8,3.03,729
