RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,46046,Scottie Scheffler,5451.073
2,0,47483,Will Zalatoris,4054.354
3,0,33448,Justin Thomas,3340.747
4,0,57366,Cameron Young,2354.120
5,0,30925,Dustin Johnson,1555.349
6,0,50525,Collin Morikawa,1412.878
7,0,29478,Kevin Kisner,1321.286
8,0,33141,Keegan Bradley,987.199
9,0,48081,Xander Schauffele,689.755
10,0,35450,Patrick Cantlay,678.525
11,0,37189,Harold Varner III,665.500
12,0,27644,Brian Harman,641.259
13,0,30926,Chris Kirk,581.417
14,0,47993,Denny McCarthy,570.380
15,0,46402,Talor Gooch,552.427
16,0,39977,Max Homa,537.203
17,0,29518,Brendan Steele,521.424
18,0,34046,Jordan Spieth,492.310
19,0,35532,Tom Hoge,492.243
20,0,31323,Gary Woodland,468.827
21,0,25396,Kevin Na,465.101
22,0,34076,Joel Dahmen,457.276
23,0,47504,Sam Burns,440.752
24,0,52372,Cameron Champ,390.000
25,0,47959,Bryson DeChambeau,385.553
26,0,30944,Jason Kokrak,355.478
27,0,47995,Davis Riley,354.081
28,0,49964,Aaron Wise,350.776
29,0,33419,Cameron Tringale,347.886
30,0,34360,Patrick Reed,341.864
31,0,52375,Doug Ghim,337.500
32,0,34098,Russell Henley,337.011
33,0,29420,Billy Horschel,310.786
34,0,29221,Webb Simpson,295.933
35,0,29725,Tony Finau,279.350
36,0,39546,Keith Mitchell,273.774
37,0,55708,Hayden Buckley,262.502
38,0,36689,Brooks Koepka,260.357
39,0,47988,Nick Hardy,241.302
40,0,40026,Daniel Berger,230.081
41,0,33597,Harry Higgs,225.333
42,0,25900,Lucas Glover,222.918
43,0,25804,Bubba Watson,216.106
44,0,47347,Adam Schenk,194.688
45,0,27214,Kevin Streelman,144.339
46,0,39324,J.J. Spaun,138.000
47,0,46442,Maverick McNealy,134.800
48,0,20229,Stewart Cink,129.768
48,0,32102,Rickie Fowler,129.768
50,0,32757,Patton Kizzire,124.450
51,0,46601,Trey Mullinax,120.286
52,0,34256,Andrew Putnam,100.331
52,0,36699,Patrick Rodgers,100.331
54,0,34264,Hudson Swafford,93.150
55,0,34255,Joseph Bramlett,75.916
55,0,36871,Matthew NeSmith,75.916
57,0,27129,Luke List,72.959
58,0,32640,Troy Merritt,72.689
59,0,53165,Doc Redman,71.500
60,0,51634,Sahith Theegala,68.906
61,0,35461,Beau Hossler,65.255
62,0,23108,Matt Kuchar,61.607
63,0,49298,Kramer Hickok,61.125
64,0,24361,Pat Perez,50.056
65,0,55893,Sam Stevens,44.038
66,0,08793,Tiger Woods,43.500
67,0,51491,Brandon Matthews,37.589
68,0,34099,Harris English,37.221
69,0,34213,Grayson Murray,36.843
70,0,30692,Scott Stallings,36.500
71,0,48117,Kurt Kitayama,32.013
72,0,51766,Wyndham Clark,31.513
73,0,35449,Adam Long,28.850
73,0,34466,Peter Malnati,28.850
75,0,35310,Lanto Griffin,26.125
76,0,29535,Brice Garnett,25.100
77,0,25632,Jimmy Walker,23.100
78,0,37275,Sam Ryder,22.300
78,0,32150,Michael Thompson,22.300
80,0,34563,Chesson Hadley,21.700
80,0,49766,Hank Lebioda,21.700
82,0,27095,Nick Watney,21.200
83,0,54628,Lee Hodges,20.500
83,0,56278,Matthew Wolff,20.500
