RANK,MOVEMENT,PLAYER_ID,PLAYER,STATUS,PAR 3 AVG,TOTAL PAR
1,0,20229,Stewart Cink,-14,2.96,1074
2,0,46970,Jon Rahm,-12,2.96,924
3,0,22056,Cameron Percy,-10,2.97,930
4,0,40026,Daniel Berger,-6,2.98,1008
4,0,36801,Mark Hubbard,-6,2.98,1182
6,0,30944,Jason Kokrak,-5,2.99,1068
7,0,45486,Joaquin Niemann,-4,2.99,1236
7,0,29221,Webb Simpson,-4,2.99,888
7,0,37189,Harold Varner III,-4,2.99,1092
10,0,24024,Zach Johnson,-3,2.99,1032
11,0,22405,Justin Rose,-2,2.99,666
11,0,35891,Cameron Smith,-2,2.99,984
11,0,48119,Ben Taylor,-2,2.99,600
14,0,45526,Abraham Ancer,-1,3.00,1188
15,0,12716,Charley Hoffman,E,3.00,1212
15,0,27349,Alex Noren,E,3.00,1014
17,0,34099,Harris English,+2,3.01,1104
17,0,29725,Tony Finau,+2,3.01,1092
19,0,33120,Mark Anderson,+4,3.02,672
19,0,30925,Dustin Johnson,+4,3.01,876
21,0,32757,Patton Kizzire,+5,3.01,1248
22,0,24357,K.J. Choi,+6,3.03,630
22,0,39997,Corey Conners,+6,3.01,1284
22,0,33399,Adam Hadwin,+6,3.02,1074
22,0,30926,Chris Kirk,+6,3.02,1050
22,0,24361,Pat Perez,+6,3.02,1170
27,0,29268,Bronson Burgoon,+7,3.02,882
27,0,39975,Michael Kim,+7,3.03,840
27,0,27129,Luke List,+7,3.02,1080
30,0,25364,Paul Casey,+8,3.03,888
30,0,47959,Bryson DeChambeau,+8,3.03,948
30,0,52375,Doug Ghim,+8,3.02,1038
30,0,34098,Russell Henley,+8,3.02,1038
30,0,32816,Satoshi Kodaira,+8,3.03,942
30,0,48081,Xander Schauffele,+8,3.03,912
30,0,24502,Adam Scott,+8,3.03,864
30,0,33448,Justin Thomas,+8,3.02,1020
38,0,23983,Luke Donald,+9,3.04,690
38,0,39971,Sungjae Im,+9,3.02,1488
38,0,50525,Collin Morikawa,+9,3.03,936
38,0,30110,Kyle Stanley,+9,3.02,1092
38,0,49964,Aaron Wise,+9,3.03,972
43,0,34174,John Huh,+10,3.04,714
43,0,33410,Andrew Landry,+10,3.04,804
43,0,28775,Nate Lashley,+10,3.03,924
43,0,26851,Marc Leishman,+10,3.03,912
43,0,46442,Maverick McNealy,+10,3.03,948
43,0,24140,Sean O'Hair,+10,3.05,630
49,0,29535,Brice Garnett,+11,3.03,1116
49,0,32448,James Hahn,+11,3.04,858
49,0,27644,Brian Harman,+11,3.03,1224
49,0,53165,Doc Redman,+11,3.04,936
49,0,30692,Scott Stallings,+11,3.04,930
54,0,28679,Fabián Gómez,+12,3.05,660
54,0,36689,Brooks Koepka,+12,3.04,804
54,0,49766,Hank Lebioda,+12,3.04,876
54,0,32640,Troy Merritt,+12,3.03,1200
54,0,29518,Brendan Steele,+12,3.04,924
54,0,47483,Will Zalatoris,+12,3.03,1044
60,0,29926,Danny Lee,+13,3.05,738
60,0,27214,Kevin Streelman,+13,3.03,1176
62,0,31646,Emiliano Grillo,+14,3.04,1164
62,0,34363,Tyrrell Hatton,+14,3.06,696
62,0,26329,Louis Oosthuizen,+14,3.05,900
62,0,28252,Seamus Power,+14,3.06,696
66,0,28089,Jason Day,+15,3.06,804
66,0,35310,Lanto Griffin,+15,3.04,1098
66,0,26758,David Hearn,+15,3.06,780
66,0,33204,Shane Lowry,+15,3.05,924
66,0,33419,Cameron Tringale,+15,3.04,1128
71,0,33141,Keegan Bradley,+16,3.05,1050
71,0,35450,Patrick Cantlay,+16,3.05,936
71,0,33122,Russell Knox,+16,3.04,1128
71,0,48822,Sebastián Muñoz,+16,3.04,1224
71,0,32254,Xinjun Zhang,+16,3.06,828
76,0,22371,Aaron Baddeley,+17,3.08,654
76,0,47504,Sam Burns,+17,3.05,1032
76,0,34076,Joel Dahmen,+17,3.05,996
76,0,32618,Rhein Gibson,+17,3.08,678
76,0,24924,Bill Haas,+17,3.10,528
76,0,32839,Hideki Matsuyama,+17,3.05,1128
76,0,25818,Scott Piercy,+17,3.05,966
76,0,34256,Andrew Putnam,+17,3.05,1080
84,0,19803,Ryan Armour,+18,3.06,948
84,0,28237,Rory McIlroy,+18,3.06,900
84,0,24138,Ian Poulter,+18,3.06,876
84,0,49960,Sepp Straka,+18,3.05,1164
88,0,33404,Chris Baker,+19,3.09,648
88,0,21209,Sergio Garcia,+19,3.06,882
88,0,48045,Michael Gellerman,+19,3.10,564
88,0,46402,Talor Gooch,+19,3.05,1110
88,0,29478,Kevin Kisner,+19,3.06,942
88,0,34360,Patrick Reed,+19,3.06,942
88,0,31323,Gary Woodland,+19,3.07,846
95,0,25686,Jason Dufner,+20,3.06,1050
95,0,34563,Chesson Hadley,+20,3.07,870
95,0,46717,Viktor Hovland,+20,3.06,1020
95,0,35506,Mackenzie Hughes,+20,3.05,1098
95,0,35230,Nelson Ledesma,+20,3.10,582
95,0,25396,Kevin Na,+20,3.06,1056
95,0,46046,Scottie Scheffler,+20,3.05,1200
95,0,47347,Adam Schenk,+20,3.05,1242
103,0,37275,Sam Ryder,+21,3.06,1044
103,0,32150,Michael Thompson,+21,3.07,900
105,0,32662,Michael Gligic,+22,3.07,972
105,0,33597,Harry Higgs,+22,3.07,972
105,0,27141,J.B. Holmes,+22,3.11,588
105,0,27936,Martin Laird,+22,3.07,960
105,0,39324,J.J. Spaun,+22,3.08,870
105,0,23325,Vaughn Taylor,+22,3.07,954
105,0,27064,Jhonattan Vegas,+22,3.06,1080
105,0,32139,Danny Willett,+22,3.12,573
113,0,34046,Jordan Spieth,+23,3.06,1074
113,0,31560,Brian Stuard,+23,3.05,1266
113,0,25493,Nick Taylor,+23,3.06,1086
116,0,33413,Ben Martin,+24,3.12,600
116,0,29908,C.T. Pan,+24,3.07,972
116,0,33486,Roger Sloan,+24,3.07,990
116,0,34431,Robert Streb,+24,3.07,972
120,0,29479,Scott Brown,+25,3.08,984
