RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
1,0,01098,Jay Don Blake,9.59,28,292
2,0,02321,Fuzzy Zoeller,9.66,20,207
3,0,01475,Donnie Hammond,10.47,27,258
4,0,20094,Jonathan Kaye,11.11,24,216
5,0,01677,Tom Lehman,11.39,23,202
6,0,02094,Tony Sills,11.54,24,208
7,0,01569,Peter Jacobsen,11.60,37,319
8,0,01306,David Edwards,11.74,27,230
9,0,01823,Larry Mize,11.91,28,235
10,0,01060,Dave Barr,12.00,27,225
11,0,01797,Rocco Mediate,12.14,21,173
12,0,02190,Doug Tewell,12.20,20,164
13,0,01035,Tommy Armour III,12.41,36,290
14,0,01887,Mark O'Meara,12.79,44,344
15,0,01374,Robin Freeman,12.80,42,328
16,0,02010,Loren Roberts,12.82,35,273
17,0,01320,Bob Estes,12.89,41,318
18,0,01510,Nolan Henke,12.90,32,248
19,0,01996,Mike Reid,12.94,22,170
20,0,01771,Blaine McCallister,12.97,38,293
21,0,01444,Ken Green,13.16,30,228
22,0,07235,John Morse,13.20,26,197
23,0,01938,David Peoples,13.21,21,159
23,0,02218,Ted Tryba,13.21,44,333
25,0,01326,Nick Faldo,13.30,31,233
26,0,01093,Ronnie Black,13.31,41,308
26,0,01891,David Ogrin,13.31,37,278
28,0,01701,Bob Lohr,13.33,40,300
29,0,01313,Steve Elkington,13.36,33,247
30,0,10145,Tom Hearn,13.42,20,149
31,0,02223,Bob Tway,13.45,46,342
32,0,01837,Gil Morgan,13.48,31,230
33,0,01945,Kenny Perry,13.51,45,333
34,0,01876,Greg Norman,13.57,30,221
35,0,02226,Tray Tyner,13.62,29,213
36,0,02225,Howard Twitty,13.68,39,285
37,0,01599,Steve Jones,13.79,40,290
38,0,01724,Jeff Maggert,13.89,40,288
39,0,01235,Ben Crenshaw,13.93,34,244
40,0,01201,Lennie Clements,13.94,46,330
41,0,01006,John Adams,13.99,41,293
42,0,06124,Patrick Burke,14.07,38,270
42,0,10585,Scott McCarron,14.07,37,263
44,0,02245,Grant Waite,14.08,39,277
45,0,06522,Ernie Els,14.22,30,211
46,0,02133,Craig Stadler,14.23,34,239
47,0,10809,Jim Furyk,14.25,56,393
48,0,01132,Mark Brooks,14.29,47,329
48,0,01307,Joel Edwards,14.29,38,266
48,0,06617,Brian Henninger,14.29,34,238
48,0,02242,Lanny Wadkins,14.29,26,182
52,0,02008,Lee Rinker,14.49,40,276
53,0,01725,John Mahaffey,14.52,35,241
54,0,02099,Scott Simpson,14.55,48,330
55,0,01553,John Huston,14.58,42,288
56,0,01890,Brett Ogle,14.60,33,226
57,0,01161,Mark Calcavecchia,14.61,52,356
58,0,01329,Brad Faxon,14.62,44,301
59,0,02135,Mike Standly,14.63,42,287
60,0,09011,David Duval,14.68,48,327
61,0,02214,Kirk Triplett,14.69,57,388
62,0,01203,Russ Cochran,14.81,40,270
63,0,01385,Jim Gallagher Jr.,14.90,52,349
64,0,01418,Bill Glasson,14.93,40,268
65,0,01766,Billy Mayfair,14.95,48,321
66,0,20051,Joe Acosta Jr.,14.96,38,254
67,0,02049,Gene Sauers,15.00,39,260
68,0,06214,Guy Boros,15.06,50,332
69,0,01378,David Frost,15.09,32,212
70,0,01527,Scott Hoch,15.10,53,351
71,0,08385,Omar Uresti,15.11,42,278
72,0,01040,Emlyn Aubrey,15.14,38,251
