RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE CARRY DIST. YARDS,AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST CARRY EFFICIENCY
105,0,06573,Brandt Jobe,2.402,277.0,115.308,60,0204902680
107,0,30711,Colt Knost,2.401,259.7,108.184,54,0216302580
108,0,20498,Briny Baird,2.398,266.3,111.026,36,0201202618
108,0,28679,Fabián Gómez,2.398,269.8,112.522,45,0214902590
110,0,25444,Justin Hicks,2.397,259.0,108.034,36,0204902688
111,0,23983,Luke Donald,2.396,267.9,111.781,39,0215402569
112,0,01577,Lee Janzen,2.394,268.5,112.162,42,0214602551
112,0,27466,Spencer Levin,2.394,264.3,110.377,73,0218302625
114,0,06643,Paul Goydos,2.392,253.0,105.769,59,0217002624
114,0,25632,Jimmy Walker,2.392,282.3,117.992,43,0203802655
114,0,12602,Dean Wilson,2.392,260.7,108.982,42,0213302619
117,0,26881,Jarrod Lyle,2.391,270.2,112.985,54,0206302605
117,0,30692,Scott Stallings,2.391,285.1,119.232,59,0197402680
119,0,19846,Brian Gay,2.390,247.1,103.368,64,0213602614
119,0,23108,Matt Kuchar,2.390,263.8,110.362,61,0206802666
119,0,24663,Y.E. Yang,2.390,272.3,113.936,35,0211302766
122,0,26951,Johnson Wagner,2.388,261.8,109.603,58,0211602548
123,0,29910,Blake Adams,2.387,274.0,114.792,69,0209902613
123,0,20127,Chris Riley,2.387,257.0,107.670,50,0185602570
125,0,12510,Chad Campbell,2.386,270.8,113.500,61,0200002585
125,0,29720,Andres Gonzales,2.386,269.9,113.129,35,0218902583
125,0,29478,Kevin Kisner,2.386,264.5,110.849,42,0215902672
128,0,32698,Bobby Gates,2.385,278.0,116.527,45,0200302636
129,0,11123,Chris Couch,2.384,286.9,120.344,41,0217402560
130,0,23353,J.J. Henry,2.383,269.1,112.884,70,0202402559
130,0,26596,Ryan Moore,2.383,270.5,113.512,51,0212902545
130,0,22405,Justin Rose,2.383,273.6,114.818,58,0211402674
130,0,27095,Nick Watney,2.383,280.8,117.841,54,0197902657
134,0,08075,Jerry Kelly,2.382,254.0,106.607,61,0213202567
134,0,20160,Charlie Wi,2.382,265.5,111.452,61,0207602559
136,0,06251,Chris DiMarco,2.381,257.9,108.282,68,0209802588
136,0,31323,Gary Woodland,2.381,296.4,124.486,42,0207002669
138,0,20070,Matt Bettencourt,2.380,271.5,114.075,61,0208902667
138,0,31557,Jim Herman,2.380,274.8,115.460,41,0214002560
138,0,33419,Cameron Tringale,2.380,272.8,114.620,80,0213702578
141,0,28087,Kris Blanks,2.379,264.5,111.210,69,0211902591
142,0,06004,Stephen Ames,2.378,260.6,109.557,45,0219002500
142,0,25900,Lucas Glover,2.378,276.5,116.286,46,0217902585
144,0,22621,Ben Curtis,2.374,255.7,107.709,55,0221502540
144,0,31401,Zack Miller,2.374,286.2,120.532,43,0201802702
146,0,22961,David Mathis,2.373,258.9,109.115,54,0215702511
147,0,24980,Scott Gutschewski,2.372,274.0,115.503,41,0214902629
148,0,25686,Jason Dufner,2.370,261.1,110.146,50,0194202618
149,0,24361,Pat Perez,2.369,273.0,115.232,56,0210002543
149,0,20645,John Senden,2.369,276.4,116.661,71,0212002520
151,0,24140,Sean O'Hair,2.368,274.2,115.809,38,0212802641
152,0,07457,Steve Flesch,2.367,257.9,108.949,58,0211102571
152,0,24604,Hunter Haas,2.367,262.4,110.830,61,0208602566
152,0,25572,Graeme McDowell,2.367,267.7,113.124,32,0200102635
155,0,23673,Michael Connell,2.366,257.7,108.939,63,0210202557
155,0,10860,Justin Leonard,2.366,256.4,108.338,50,0208502509
157,0,26300,Matt Jones,2.364,274.5,116.129,45,0209902569
158,0,23800,Bryce Molder,2.363,259.0,109.606,54,0208302596
158,0,27214,Kevin Streelman,2.363,272.2,115.171,56,0215602637
160,0,25396,Kevin Na,2.362,267.3,113.164,44,0209902556
161,0,20098,Stuart Appleby,2.361,269.1,113.967,41,0196702529
161,0,22371,Aaron Baddeley,2.361,281.7,119.332,48,0203802656
161,0,21350,Ryuji Imada,2.361,263.3,111.522,65,0207702552
161,0,31202,William McGirt,2.361,267.9,113.447,76,0200802549
165,0,20572,Rod Pampling,2.360,265.7,112.570,41,0208902559
166,0,10585,Scott McCarron,2.359,269.2,114.133,43,0205802533
167,0,26420,Richard Johnson,2.358,254.4,107.878,44,0209202574
168,0,01948,Tim Petrovic,2.356,257.5,109.282,61,0216802539
169,0,01116,Michael Bradley,2.353,268.4,114.078,50,0207102531
170,0,33911,Nate Smith,2.349,256.6,109.222,44,0205302597
171,0,06621,Joe Durant,2.348,261.5,111.342,45,0210602550
171,0,26289,Boo Weekley,2.348,269.9,114.919,44,0209702541
173,0,35087,Bio Kim,2.346,278.6,118.738,40,0205902561
174,0,10505,Shane Bertsch,2.343,252.9,107.954,38,0215002507
174,0,20593,Greg Chalmers,2.343,257.7,109.967,57,0210702563
176,0,21961,Charles Howell III,2.339,272.3,116.407,69,0211602499
177,0,23638,Brendon de Jonge,2.334,266.9,114.353,80,0212802534
177,0,25834,Daniel Summerhays,2.334,259.6,111.236,47,0204202579
179,0,06515,Shaun Micheel,2.333,259.6,111.252,46,0205202540
180,0,23409,James Driscoll,2.331,275.5,118.232,44,0199302527
181,0,21209,Sergio Garcia,2.320,277.3,119.567,31,0194302674
181,0,21731,Freddie Jacobson,2.320,260.7,112.384,54,0205802608
183,0,22378,Trevor Immelman,2.305,272.6,118.272,40,0196402524
184,0,08725,Tom Gillis,2.292,261.1,113.917,41,0211002483
185,0,24846,Ricky Barnes,2.288,268.6,117.360,46,0199502500
186,0,23718,Nathan Green,2.273,259.7,114.255,51,0195302516
