RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL HIT,TOTAL ATTEMPTS,RTP SCORE
62,0,26851,Marc Leishman,71.69,1084,1512,-269.00
63,0,20127,Chris Riley,71.64,864,1206,-235.00
64,0,20472,Alex Cejka,71.60,915,1278,-213.00
65,0,22348,Nick O'Hern,71.57,1095,1530,-254.00
66,0,23548,Bill Lunde,71.56,966,1350,-214.00
67,0,27214,Kevin Streelman,71.52,1120,1566,-296.00
68,0,12652,Cameron Beckman,71.48,965,1350,-222.00
69,0,23638,Brendon de Jonge,71.45,1016,1422,-239.00
70,0,01226,Fred Couples,71.43,540,756,-146.00
71,0,24503,Jeff Klauk,71.40,1131,1584,-254.00
72,0,28087,Kris Blanks,71.39,604,846,-159.00
72,0,23541,Ben Crane,71.39,1028,1440,-265.00
72,0,23621,Rory Sabbatini,71.39,861,1206,-250.00
75,0,25818,Scott Piercy,71.35,976,1368,-256.00
75,0,21959,Ted Purdy,71.35,1143,1602,-297.00
77,0,24912,Will MacKenzie,71.31,783,1098,-156.00
78,0,24924,Bill Haas,71.27,1052,1476,-265.00
79,0,21961,Charles Howell III,71.22,1064,1494,-266.00
80,0,26498,Matt Weibring,71.21,705,990,-183.00
81,0,10809,Jim Furyk,71.20,833,1170,-252.00
82,0,25562,Andres Romero,71.19,551,774,-149.00
83,0,27095,Nick Watney,71.16,871,1224,-249.00
84,0,06567,Vijay Singh,71.13,653,918,-152.00
85,0,26476,Chez Reavie,71.11,896,1260,-200.00
86,0,25686,Jason Dufner,71.08,998,1404,-240.00
87,0,08931,Glen Day,70.92,817,1152,-147.00
87,0,30925,Dustin Johnson,70.92,817,1152,-245.00
89,0,22295,Darron Stiles,70.90,536,756,-123.00
90,0,21878,Mark Wilson,70.83,1122,1584,-275.00
91,0,28620,Aron Price,70.71,980,1386,-204.00
92,0,22046,Geoff Ogilvy,70.69,738,1044,-226.00
93,0,12716,Charley Hoffman,70.63,1106,1566,-317.00
94,0,22892,Jason Gore,70.61,788,1116,-159.00
95,0,25900,Lucas Glover,70.60,1004,1422,-259.00
95,0,06643,Paul Goydos,70.60,826,1170,-205.00
95,0,06539,Rick Price,70.60,521,738,-93.00
98,0,26596,Ryan Moore,70.52,952,1350,-257.00
99,0,10585,Scott McCarron,70.37,1026,1458,-258.00
100,0,24663,Y.E. Yang,70.32,886,1260,-225.00
101,0,10733,Kent Jones,70.31,772,1098,-170.00
102,0,22405,Justin Rose,70.27,721,1026,-179.00
103,0,27933,John Merrick,70.26,860,1224,-218.00
104,0,30711,Colt Knost,70.14,707,1008,-159.00
105,0,26951,Johnson Wagner,70.12,934,1332,-224.00
106,0,24502,Adam Scott,70.11,530,756,-121.00
107,0,01161,Mark Calcavecchia,70.07,782,1116,-185.00
108,0,06012,Greg Kraft,70.05,517,738,-83.00
109,0,27649,Brandt Snedeker,70.00,819,1170,-227.00
110,0,23325,Vaughn Taylor,69.97,995,1422,-272.00
110,0,31323,Gary Woodland,69.97,466,666,-95.00
112,0,23320,Ryan Palmer,69.92,881,1260,-216.00
113,0,25919,Brian Vranesh,69.90,541,774,-108.00
114,0,26881,Jarrod Lyle,69.89,629,900,-127.00
115,0,07867,Woody Austin,69.88,956,1368,-237.00
116,0,20593,Greg Chalmers,69.87,893,1278,-259.00
116,0,27060,John Mallinger,69.87,893,1278,-235.00
118,0,12602,Dean Wilson,69.84,880,1260,-248.00
119,0,22913,John Rollins,69.76,992,1422,-238.00
120,0,06251,Chris DiMarco,69.73,1092,1566,-247.00
121,0,20574,Mathew Goggin,69.72,753,1080,-178.00
122,0,20634,Peter Lonard,69.62,965,1386,-179.00
123,0,28089,Jason Day,69.56,626,900,-174.00
123,0,23108,Matt Kuchar,69.56,889,1278,-249.00
125,0,25804,Bubba Watson,69.49,713,1026,-209.00
126,0,08075,Jerry Kelly,69.48,963,1386,-262.00
127,0,26420,Richard Johnson,69.37,924,1332,-194.00
128,0,20098,Stuart Appleby,69.32,811,1170,-161.00
129,0,01132,Mark Brooks,69.31,499,720,-103.00
130,0,21753,Brian Davis,69.29,1135,1638,-315.00
131,0,26695,Michael Letzig,69.25,1072,1548,-278.00
132,0,01320,Bob Estes,69.24,860,1242,-222.00
132,0,01928,Corey Pavin,69.24,673,972,-171.00
134,0,24490,George McNeill,69.23,947,1368,-254.00
135,0,25190,Jeff Quinney,69.17,884,1278,-222.00
136,0,25396,Kevin Na,69.16,971,1404,-273.00
137,0,20229,Stewart Cink,69.11,734,1062,-183.00
138,0,01941,Tom Pernice Jr.,69.04,932,1350,-210.00
139,0,20160,Charlie Wi,68.99,981,1422,-289.00
140,0,01707,Steve Lowery,68.98,956,1386,-222.00
141,0,21731,Freddie Jacobson,68.95,906,1314,-236.00
142,0,21805,Harrison Frazar,68.92,1042,1512,-310.00
143,0,24361,Pat Perez,68.91,769,1116,-214.00
144,0,23778,Brad Adamonis,68.85,756,1098,-166.00
145,0,10117,Bob Heintz,68.74,631,918,-174.00
146,0,28118,Peter Tomasulo,68.60,568,828,-117.00
147,0,20070,Matt Bettencourt,68.52,1073,1566,-258.00
148,0,19846,Brian Gay,68.50,1011,1476,-263.00
149,0,01810,Phil Mickelson,68.40,591,864,-178.00
150,0,01577,Lee Janzen,68.31,750,1098,-189.00
151,0,24138,Ian Poulter,68.25,516,756,-142.00
152,0,12782,Tim Herron,68.24,995,1458,-250.00
153,0,20104,Ken Duke,68.23,872,1278,-194.00
153,0,26668,Marc Turnesa,68.23,872,1278,-159.00
155,0,22621,Ben Curtis,68.20,577,846,-136.00
155,0,26301,James Nitties,68.20,933,1368,-243.00
157,0,07223,Brian Bateman,68.17,589,864,-117.00
158,0,29718,Anthony Kim,68.15,736,1080,-240.00
159,0,25632,Jimmy Walker,68.14,785,1152,-205.00
160,0,12705,Cliff Kresge,68.08,821,1206,-184.00
161,0,01473,Todd Hamilton,68.06,784,1152,-173.00
162,0,10423,Mike Weir,67.99,820,1206,-229.00
163,0,20848,Ángel Cabrera,67.98,465,684,-128.00
164,0,20850,Daniel Chopra,67.74,1012,1494,-307.00
165,0,25345,Carl Pettersson,67.64,901,1332,-235.00
166,0,27683,Leif Olson,67.57,523,774,-118.00
167,0,21949,Joe Ogilvie,67.53,936,1386,-262.00
168,0,20157,Retief Goosen,67.46,680,1008,-200.00
169,0,23983,Luke Donald,67.40,740,1098,-215.00
170,0,23718,Nathan Green,67.39,1116,1656,-265.00
171,0,22961,David Mathis,67.31,836,1242,-191.00
172,0,29221,Webb Simpson,67.24,1053,1566,-269.00
173,0,01142,Bart Bryant,67.20,629,936,-144.00
174,0,28475,Jeff Overton,66.96,916,1368,-236.00
175,0,27141,J.B. Holmes,66.76,733,1098,-173.00
176,0,21350,Ryuji Imada,66.67,828,1242,-214.00
177,0,20766,Padraig Harrington,66.20,572,864,-157.00
178,0,09011,David Duval,65.91,522,792,-119.00
179,0,30927,Brendon Todd,65.84,557,846,-105.00
180,0,31416,Derek Fathauer,64.60,593,918,-129.00
181,0,22371,Aaron Baddeley,64.27,671,1044,-200.00
182,0,24449,Parker McLachlin,63.85,770,1206,-191.00
183,0,23048,Eric Axley,61.11,649,1062,-154.00
184,0,01329,Brad Faxon,58.33,546,936,-121.00
