RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL HIT,TOTAL ATTEMPTS,RTP SCORE
1,0,01677,Tom Lehman,76.03,479,630,-85.00
2,0,23788,D.J. Trahan,75.42,1086,1440,-276.00
3,0,06621,Joe Durant,75.41,638,846,-134.00
4,0,24925,Jonathan Byrd,75.39,1072,1422,-283.00
5,0,20645,John Senden,75.35,1247,1655,-306.00
6,0,20498,Briny Baird,75.23,975,1296,-223.00
7,0,10425,Jay Williamson,75.05,770,1026,-141.00
8,0,12510,Chad Campbell,74.88,957,1278,-232.00
9,0,02206,David Toms,74.86,1078,1440,-272.00
10,0,24507,Jason Bohn,74.66,1102,1476,-261.00
11,0,20691,Greg Owen,74.53,1100,1476,-255.00
12,0,10885,Robert Allenby,74.40,750,1008,-151.00
13,0,06004,Stephen Ames,74.37,763,1026,-212.00
14,0,22548,Patrick Sheehan,74.22,521,702,-120.00
15,0,24781,Hunter Mahan,74.07,1000,1350,-279.00
16,0,24024,Zach Johnson,74.05,1053,1422,-297.00
17,0,24140,Sean O'Hair,74.04,773,1044,-200.00
18,0,26300,Matt Jones,73.95,599,810,-158.00
19,0,08845,Scott Sterling,73.89,532,720,-116.00
20,0,02214,Kirk Triplett,73.84,731,990,-131.00
21,0,23349,Charles Warren,73.79,704,954,-172.00
22,0,10860,Justin Leonard,73.63,994,1350,-279.00
23,0,08793,Tiger Woods,73.61,636,864,-212.00
24,0,01724,Jeff Maggert,73.59,967,1314,-199.00
25,0,24358,Robert Garrigus,73.53,953,1296,-225.00
26,0,26289,Boo Weekley,73.50,860,1170,-204.00
27,0,27120,Troy Matteson,73.36,1162,1584,-275.00
28,0,06197,Michael Allen,73.18,764,1044,-184.00
29,0,22293,Heath Slocum,73.14,1119,1530,-242.00
30,0,23135,Tim Clark,72.88,774,1062,-221.00
31,0,24846,Ricky Barnes,72.77,668,918,-123.00
32,0,01313,Steve Elkington,72.76,812,1116,-190.00
33,0,26679,Kevin Stadler,72.74,707,972,-162.00
33,0,26497,Casey Wittenberg,72.74,707,972,-145.00
35,0,27963,Chris Stroud,72.73,995,1368,-251.00
36,0,23353,J.J. Henry,72.69,1099,1512,-246.00
37,0,28158,Steve Marino,72.62,1098,1512,-277.00
38,0,07457,Steve Flesch,72.57,823,1134,-159.00
39,0,23800,Bryce Molder,72.53,705,972,-180.00
40,0,06527,Steve Stricker,72.40,808,1116,-244.00
41,0,01797,Rocco Mediate,72.39,860,1188,-187.00
42,0,01945,Kenny Perry,72.37,951,1314,-253.00
43,0,24357,K.J. Choi,72.22,650,900,-148.00
43,0,06522,Ernie Els,72.22,702,972,-174.00
43,0,25240,D.A. Points,72.22,1118,1548,-270.00
46,0,28780,Nicholas Thompson,72.20,1130,1565,-264.00
47,0,01766,Billy Mayfair,72.06,895,1242,-167.00
48,0,20572,Rod Pampling,72.05,830,1152,-221.00
49,0,23623,Bo Van Pelt,72.02,1063,1476,-291.00
49,0,27770,Camilo Villegas,72.02,726,1008,-189.00
51,0,21209,Sergio Garcia,71.97,570,792,-153.00
51,0,27466,Spencer Levin,71.97,868,1206,-200.00
53,0,23497,Tag Ridings,71.95,531,738,-149.00
54,0,23614,Rich Beem,71.93,751,1044,-168.00
55,0,01706,Davis Love III,71.86,996,1386,-248.00
56,0,02239,Scott Verplank,71.80,1021,1422,-280.00
57,0,01035,Tommy Armour III,71.79,672,936,-164.00
58,0,27936,Martin Laird,71.77,801,1116,-219.00
58,0,06595,Kevin Sutherland,71.77,943,1314,-241.00
60,0,01948,Tim Petrovic,71.71,1110,1548,-287.00
61,0,07749,Brett Quigley,71.70,968,1350,-221.00
