RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
1,0,24925,Jonathan Byrd,61.40,245,399
2,0,27120,Troy Matteson,60.87,308,506
3,0,24358,Robert Garrigus,60.84,289,475
4,0,20691,Greg Owen,59.36,241,406
5,0,25562,Andres Romero,57.73,224,388
6,0,23788,D.J. Trahan,57.50,253,440
7,0,24140,Sean O'Hair,57.46,235,409
8,0,24924,Bill Haas,57.11,257,450
9,0,12716,Charley Hoffman,56.54,324,573
10,0,21959,Ted Purdy,56.53,264,467
11,0,26300,Matt Jones,56.45,175,310
12,0,23614,Rich Beem,56.40,194,344
13,0,28780,Nicholas Thompson,56.17,264,470
14,0,01724,Jeff Maggert,56.03,195,348
15,0,23349,Charles Warren,55.75,160,287
16,0,23497,Tag Ridings,55.60,149,268
17,0,24781,Hunter Mahan,55.58,249,448
18,0,30925,Dustin Johnson,55.43,291,525
19,0,28158,Steve Marino,55.42,266,480
19,0,27963,Chris Stroud,55.42,235,424
21,0,01035,Tommy Armour III,55.34,140,253
22,0,01706,Davis Love III,55.29,277,501
23,0,20593,Greg Chalmers,55.15,214,388
24,0,02214,Kirk Triplett,55.07,125,227
25,0,20498,Briny Baird,55.01,214,389
26,0,21961,Charles Howell III,54.98,287,522
27,0,25818,Scott Piercy,54.91,274,499
28,0,27214,Kevin Streelman,54.67,275,503
29,0,08931,Glen Day,54.39,161,296
30,0,06567,Vijay Singh,54.35,206,379
31,0,06197,Michael Allen,54.07,166,307
32,0,27936,Martin Laird,54.02,195,361
33,0,07457,Steve Flesch,53.92,213,395
34,0,24663,Y.E. Yang,53.79,234,435
35,0,07867,Woody Austin,53.77,228,424
36,0,28089,Jason Day,53.74,158,294
37,0,20850,Daniel Chopra,53.57,285,532
38,0,08845,Scott Sterling,53.49,115,215
38,0,10425,Jay Williamson,53.49,138,258
40,0,27095,Nick Watney,53.47,270,505
41,0,26851,Marc Leishman,53.46,263,492
42,0,26881,Jarrod Lyle,53.44,163,305
43,0,26497,Casey Wittenberg,53.40,165,309
44,0,22405,Justin Rose,53.33,184,345
45,0,12510,Chad Campbell,53.20,233,438
46,0,06527,Steve Stricker,53.15,194,365
46,0,27770,Camilo Villegas,53.15,211,397
48,0,10885,Robert Allenby,53.09,172,324
49,0,23623,Bo Van Pelt,53.08,233,439
50,0,24846,Ricky Barnes,52.91,182,344
51,0,25900,Lucas Glover,52.90,237,448
52,0,20645,John Senden,52.75,259,491
53,0,22913,John Rollins,52.51,220,419
54,0,01226,Fred Couples,52.41,174,332
55,0,20572,Rod Pampling,52.37,188,359
56,0,25804,Bubba Watson,52.30,250,478
57,0,02206,David Toms,52.29,183,350
58,0,27466,Spencer Levin,52.28,195,373
59,0,25396,Kevin Na,52.26,231,442
60,0,10733,Kent Jones,52.16,145,278
61,0,01941,Tom Pernice Jr.,51.97,211,406
62,0,08793,Tiger Woods,51.94,161,310
