RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,25364,Paul Casey,34' 10",78,2714.333,+4.00
1,0,20104,Ken Duke,34' 10",107,3728.000,+18.00
3,0,25804,Bubba Watson,36' 5",116,4224.833,+15.00
4,0,02206,David Toms,37' 11",78,2958.917,+4.00
5,0,36689,Brooks Koepka,38' 5",85,3262.500,+6.00
6,0,27214,Kevin Streelman,38' 6",95,3655.000,+20.00
7,0,29222,Billy Hurley III,38' 7",89,3433.667,+2.00
7,0,06567,Vijay Singh,38' 7",151,5828.833,+10.00
9,0,29461,Jamie Lovemark,38' 8",126,4876.083,+7.00
10,0,10809,Jim Furyk,38' 9",88,3406.750,+13.00
10,0,01810,Phil Mickelson,38' 9",88,3412.083,+2.00
12,0,26329,Louis Oosthuizen,38' 10",50,1940.583,+8.00
13,0,21731,Freddie Jacobson,39' 2",156,6115.500,+15.00
14,0,24507,Jason Bohn,39' 3",116,4554.833,+11.00
14,0,27095,Nick Watney,39' 3",100,3923.000,+7.00
16,0,20157,Retief Goosen,39' 5",173,6823.250,+18.00
16,0,01724,Jeff Maggert,39' 5",73,2877.833,+6.00
18,0,26851,Marc Leishman,39' 6",151,5965.500,+27.00
19,0,29518,Brendan Steele,39' 7",127,5022.583,+20.00
20,0,27644,Brian Harman,39' 9",187,7440.583,+14.00
20,0,22405,Justin Rose,39' 9",119,4729.750,E
22,0,28132,Tyrone Van Aswegen,40' 0",123,4919.833,+25.00
23,0,21753,Brian Davis,40' 1",127,5089.333,+9.00
24,0,25345,Carl Pettersson,40' 4",169,6812.917,+22.00
25,0,34563,Chesson Hadley,40' 5",117,4724.833,+24.00
26,0,35541,John Peterson,40' 7",91,3694.667,+15.00
27,0,20498,Briny Baird,40' 11",78,3192.417,+9.00
27,0,27120,Troy Matteson,40' 11",105,4300.333,+27.00
29,0,28500,Martin Flores,41' 1",147,6035.583,+20.00
30,0,26289,Boo Weekley,41' 2",95,3907.917,+12.00
31,0,29289,S.Y. Noh,41' 3",171,7059.083,+9.00
32,0,26596,Ryan Moore,41' 4",80,3308.750,+10.00
32,0,26331,Charl Schwartzel,41' 4",124,5128.083,+17.00
34,0,01706,Davis Love III,41' 5",104,4310.167,+8.00
35,0,35539,Luke Guthrie,41' 6",147,6097.083,+14.00
35,0,12716,Charley Hoffman,41' 6",166,6887.750,+10.00
37,0,27649,Brandt Snedeker,41' 7",100,4156.167,+9.00
38,0,27436,Graham DeLaet,41' 10",103,4306.167,+2.00
38,0,31202,William McGirt,41' 10",144,6021.250,+15.00
38,0,30110,Kyle Stanley,41' 10",145,6061.333,+22.00
38,0,25632,Jimmy Walker,41' 10",166,6951.083,+2.00
42,0,24781,Hunter Mahan,41' 11",134,5612.083,+11.00
43,0,32366,Kevin Chappell,42' 0",130,5458.167,+19.00
43,0,27556,Ted Potter Jr.,42' 0",98,4112.417,+2.00
45,0,32334,Charlie Beljan,42' 1",141,5937.833,+28.00
45,0,24024,Zach Johnson,42' 1",124,5217.083,+20.00
45,0,24140,Sean O'Hair,42' 1",145,6107.250,+21.00
48,0,30925,Dustin Johnson,42' 2",94,3962.500,+10.00
48,0,23320,Ryan Palmer,42' 2",129,5434.333,E
50,0,33122,Russell Knox,42' 4",133,5631.083,+23.00
50,0,21528,Henrik Stenson,42' 4",52,2202.083,+4.00
50,0,27330,Josh Teater,42' 4",147,6221.333,+15.00
53,0,24925,Jonathan Byrd,42' 5",120,5086.917,+13.00
53,0,20593,Greg Chalmers,42' 5",186,7890.583,+9.00
53,0,34409,David Lingmerth,42' 5",127,5384.250,+12.00
53,0,24490,George McNeill,42' 5",143,6066.917,+9.00
57,0,35300,Andrew Loupe,42' 6",132,5605.250,+13.00
57,0,27963,Chris Stroud,42' 6",119,5055.000,+28.00
59,0,30692,Scott Stallings,42' 7",140,5961.667,+21.00
60,0,19846,Brian Gay,42' 8",106,4521.500,+11.00
60,0,27141,J.B. Holmes,42' 8",148,6312.083,+13.00
60,0,34431,Robert Streb,42' 8",104,4434.333,+5.00
60,0,34264,Hudson Swafford,42' 8",108,4608.500,+20.00
60,0,24663,Y.E. Yang,42' 8",108,4605.000,+16.00
65,0,33418,Shawn Stefani,42' 9",98,4193.500,+22.00
66,0,25686,Jason Dufner,42' 10",81,3466.333,+14.00
67,0,31560,Brian Stuard,42' 11",107,4587.667,+5.00
68,0,27408,Martin Kaymer,43' 0",92,3952.500,+8.00
68,0,27933,John Merrick,43' 0",81,3485.833,+15.00
70,0,33461,Morgan Hoffmann,43' 1",208,8967.167,+40.00
70,0,25834,Daniel Summerhays,43' 1",133,5727.083,-5.00
72,0,30944,Jason Kokrak,43' 3",124,5361.167,+5.00
73,0,21961,Charles Howell III,43' 4",223,9656.167,+31.00
73,0,24502,Adam Scott,43' 4",103,4465.667,+1.00
75,0,33413,Ben Martin,43' 5",95,4126.083,+19.00
75,0,25562,Andres Romero,43' 5",154,6688.583,+17.00
77,0,20229,Stewart Cink,43' 6",132,5736.833,+10.00
77,0,21209,Sergio Garcia,43' 6",76,3308.000,-2.00
77,0,32839,Hideki Matsuyama,43' 6",130,5659.083,+16.00
77,0,33419,Cameron Tringale,43' 6",142,6174.417,+23.00
81,0,28089,Jason Day,43' 7",71,3091.833,+11.00
81,0,26956,Bronson La'Cassie,43' 7",63,2744.417,+4.00
83,0,24138,Ian Poulter,43' 8",97,4238.333,+27.00
83,0,20160,Charlie Wi,43' 8",153,6680.833,+11.00
85,0,24924,Bill Haas,43' 9",140,6121.583,+14.00
85,0,34174,John Huh,43' 9",114,4991.917,+20.00
85,0,08075,Jerry Kelly,43' 9",125,5471.583,+15.00
85,0,23621,Rory Sabbatini,43' 9",156,6826.917,+18.00
85,0,23623,Bo Van Pelt,43' 9",102,4462.500,+13.00
90,0,34261,Scott Langley,43' 10",190,8332.750,+16.00
91,0,23541,Ben Crane,43' 11",125,5487.500,+32.00
91,0,22046,Geoff Ogilvy,43' 11",142,6231.750,+12.00
93,0,30750,Tommy Gainey,44' 0",127,5588.500,+10.00
93,0,25396,Kevin Na,44' 0",136,5978.500,+3.00
95,0,24494,Erik Compton,44' 1",142,6263.417,+23.00
96,0,24358,Robert Garrigus,44' 2",145,6406.333,+24.00
96,0,32640,Troy Merritt,44' 2",130,5736.333,+43.00
96,0,29221,Webb Simpson,44' 2",124,5476.167,+11.00
99,0,31323,Gary Woodland,44' 3",133,5883.833,+7.00
100,0,35732,Wes Roach,44' 4",107,4741.583,+27.00
101,0,20098,Stuart Appleby,44' 5",151,6713.000,+16.00
101,0,07867,Woody Austin,44' 5",111,4931.083,+34.00
101,0,20848,Ángel Cabrera,44' 5",121,5375.833,-1.00
101,0,28307,Matt Every,44' 5",101,4482.417,+8.00
101,0,26758,David Hearn,44' 5",130,5774.333,+33.00
101,0,32333,Kevin Tway,44' 5",106,4706.333,+23.00
