RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (INCHES),ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,29461,Jamie Lovemark,36' 7",93066,212,7755.500,+18.00
2,0,36689,Brooks Koepka,37' 9",75186,166,6265.500,+5.00
3,0,25364,Paul Casey,38' 1",72590,159,6049.167,+21.00
4,0,06567,Vijay Singh,38' 2",130087,284,10840.583,+33.00
5,0,25804,Bubba Watson,38' 11",101387,217,8448.917,+9.00
6,0,20104,Ken Duke,39' 3",97905,208,8158.750,+37.00
7,0,26851,Marc Leishman,39' 8",124209,261,10350.750,+34.00
8,0,21731,Freddie Jacobson,39' 10",141043,295,11753.583,+25.00
9,0,21209,Sergio Garcia,40' 0",67687,141,5640.583,-2.00
10,0,10809,Jim Furyk,40' 3",78717,163,6559.750,+17.00
10,0,23320,Ryan Palmer,40' 3",128877,267,10739.750,+3.00
12,0,35541,John Peterson,40' 4",84776,175,7064.667,+28.00
13,0,30110,Kyle Stanley,40' 5",124226,256,10352.167,+43.00
13,0,02206,David Toms,40' 5",68341,141,5695.083,+14.00
15,0,24507,Jason Bohn,40' 6",116687,240,9723.917,+33.00
15,0,01810,Phil Mickelson,40' 6",91904,189,7658.667,+7.00
17,0,21961,Charles Howell III,40' 10",215818,440,17984.833,+21.00
18,0,22046,Geoff Ogilvy,40' 11",139938,285,11661.500,+26.00
19,0,28500,Martin Flores,41' 2",136222,276,11351.833,+31.00
19,0,27644,Brian Harman,41' 2",183631,372,15302.583,+47.00
21,0,01724,Jeff Maggert,41' 3",68815,139,5734.583,+21.00
22,0,30925,Dustin Johnson,41' 4",88870,179,7405.833,+13.00
22,0,26289,Boo Weekley,41' 4",84261,170,7021.750,+12.00
24,0,29518,Brendan Steele,41' 5",125323,252,10443.583,+39.00
25,0,28132,Tyrone Van Aswegen,41' 6",134403,270,11200.250,+54.00
26,0,20157,Retief Goosen,41' 7",163216,327,13601.333,+41.00
26,0,24781,Hunter Mahan,41' 7",114732,230,9561.000,+28.00
28,0,32334,Charlie Beljan,41' 8",131589,263,10965.750,+40.00
28,0,32640,Troy Merritt,41' 8",102072,204,8506.000,+51.00
30,0,27120,Troy Matteson,41' 9",101283,202,8440.250,+51.00
30,0,29289,S.Y. Noh,41' 9",148270,296,12355.833,+30.00
30,0,25632,Jimmy Walker,41' 9",162204,324,13517.000,+4.00
33,0,25345,Carl Pettersson,41' 11",169975,338,14164.583,+26.00
33,0,22405,Justin Rose,41' 11",101673,202,8472.750,+15.00
33,0,27095,Nick Watney,41' 11",90562,180,7546.833,+23.00
36,0,20229,Stewart Cink,42' 0",137542,273,11461.833,+30.00
36,0,29222,Billy Hurley III,42' 0",102226,203,8518.833,+23.00
36,0,24490,George McNeill,42' 0",119041,236,9920.083,+22.00
39,0,32839,Hideki Matsuyama,42' 1",121317,240,10109.750,+21.00
40,0,20848,Ángel Cabrera,42' 2",126577,250,10548.083,+13.00
40,0,12716,Charley Hoffman,42' 2",143223,283,11935.250,+13.00
40,0,24502,Adam Scott,42' 2",96102,190,8008.500,+1.00
43,0,34264,Hudson Swafford,42' 3",103854,205,8654.500,+25.00
44,0,24663,Y.E. Yang,42' 5",110914,218,9242.833,+34.00
45,0,33461,Morgan Hoffmann,42' 6",200887,394,16740.583,+82.00
45,0,33418,Shawn Stefani,42' 6",104576,205,8714.667,+30.00
45,0,27330,Josh Teater,42' 6",138330,271,11527.500,+28.00
