RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES,GIR RANK
82,0,27936,Martin Laird,20.27,332,1638,77
83,0,26851,Marc Leishman,20.24,317,1566,104
83,0,25562,Andres Romero,20.24,266,1314,157
85,0,23673,Michael Connell,20.16,323,1602,95
86,0,25345,Carl Pettersson,20.15,359,1782,169
87,0,12714,Chris Tidland,20.13,279,1386,117
88,0,21961,Charles Howell III,20.12,373,1854,54
89,0,10860,Justin Leonard,20.08,318,1584,156
90,0,26951,Johnson Wagner,20.07,307,1530,61
91,0,27933,John Merrick,20.03,393,1962,14
92,0,20645,John Senden,20.01,371,1854,1
93,0,20593,Greg Chalmers,19.95,334,1674,129
94,0,26882,Michael Sim,19.93,226,1134,149
95,0,21949,Joe Ogilvie,19.92,355,1782,125
96,0,29910,Blake Adams,19.91,301,1512,102
96,0,27770,Camilo Villegas,19.91,258,1296,127
98,0,06004,Stephen Ames,19.89,265,1332,79
98,0,07867,Woody Austin,19.89,333,1674,72
100,0,23135,Tim Clark,19.87,304,1530,102
100,0,09011,David Duval,19.87,254,1278,124
100,0,21209,Sergio Garcia,19.87,186,936,123
103,0,12602,Dean Wilson,19.86,193,972,42
104,0,20848,Ángel Cabrera,19.84,225,1134,141
105,0,25892,Steve Wheatcroft,19.82,264,1332,170
106,0,25720,Chad Collins,19.80,310,1566,172
106,0,23409,James Driscoll,19.80,278,1404,97
108,0,20070,Matt Bettencourt,19.78,324,1638,189
109,0,12510,Chad Campbell,19.77,331,1674,39
109,0,23983,Luke Donald,19.77,242,1224,152
109,0,06595,Kevin Sutherland,19.77,306,1548,2
112,0,28237,Rory McIlroy,19.76,185,936,120
113,0,07749,Brett Quigley,19.73,341,1728,16
114,0,21350,Ryuji Imada,19.69,319,1620,165
115,0,24912,Will MacKenzie,19.68,255,1296,56
116,0,27330,Josh Teater,19.64,357,1818,45
117,0,25240,D.A. Points,19.63,318,1620,74
117,0,28780,Nicholas Thompson,19.63,311,1584,75
119,0,22293,Heath Slocum,19.59,342,1746,32
120,0,01948,Tim Petrovic,19.58,370,1890,118
121,0,26881,Jarrod Lyle,19.55,190,972,149
122,0,10425,Jay Williamson,19.52,267,1368,43
123,0,20378,Mathias Grönberg,19.49,214,1098,99
124,0,08075,Jerry Kelly,19.47,347,1782,88
125,0,01313,Steve Elkington,19.44,259,1332,47
125,0,10585,Scott McCarron,19.44,315,1620,140
125,0,06515,Shaun Micheel,19.44,245,1260,163
128,0,01577,Lee Janzen,19.41,269,1386,84
129,0,01941,Tom Pernice Jr.,19.37,258,1332,25
130,0,02239,Scott Verplank,19.33,254,1314,168
131,0,01724,Jeff Maggert,19.30,264,1368,100
131,0,27060,John Mallinger,19.30,271,1404,94
133,0,25686,Jason Dufner,19.22,301,1566,104
134,0,27302,Garth Mulroy,19.18,183,954,17
135,0,19846,Brian Gay,19.16,338,1764,171
136,0,20766,Padraig Harrington,19.15,193,1008,184
137,0,12782,Tim Herron,19.13,272,1422,113
138,0,01116,Michael Bradley,19.12,265,1386,49
139,0,31560,Brian Stuard,19.07,278,1458,158
139,0,26289,Boo Weekley,19.07,302,1584,17
141,0,20127,Chris Riley,19.03,250,1314,92
142,0,27797,Derek Lamely,19.00,277,1458,183
142,0,20691,Greg Owen,19.00,236,1242,41
144,0,01619,Skip Kendall,18.97,198,1044,179
145,0,24140,Sean O'Hair,18.90,279,1476,63
145,0,21878,Mark Wilson,18.90,296,1566,12
147,0,28087,Kris Blanks,18.86,309,1638,8
147,0,20663,Brenden Pappas,18.86,224,1188,115
149,0,23353,J.J. Henry,18.78,311,1656,46
150,0,20850,Daniel Chopra,18.77,250,1332,187
151,0,07457,Steve Flesch,18.73,263,1404,176
152,0,20472,Alex Cejka,18.72,273,1458,109
152,0,27120,Troy Matteson,18.72,283,1512,5
154,0,20098,Stuart Appleby,18.70,340,1818,185
155,0,06251,Chris DiMarco,18.69,296,1584,91
155,0,33419,Cameron Tringale,18.69,185,990,15
157,0,01320,Bob Estes,18.64,265,1422,79
158,0,26420,Richard Johnson,18.52,300,1620,58
159,0,21959,Ted Purdy,18.48,286,1548,167
160,0,12652,Cameron Beckman,18.46,226,1224,122
161,0,21753,Brian Davis,18.43,335,1818,175
162,0,01766,Billy Mayfair,18.38,258,1404,29
163,0,23718,Nathan Green,18.35,284,1548,174
164,0,20498,Briny Baird,18.33,287,1566,33
165,0,01945,Kenny Perry,18.30,224,1224,40
166,0,23613,Rich Barcelo,18.25,230,1260,186
167,0,20574,Mathew Goggin,18.17,278,1530,26
168,0,20686,Jeev Milkha Singh,18.15,183,1008,152
169,0,10423,Mike Weir,18.03,185,1026,192
170,0,23548,Bill Lunde,18.00,256,1422,139
171,0,01707,Steve Lowery,17.99,217,1206,143
172,0,01329,Brad Faxon,17.91,187,1044,190
173,0,32617,Jerod Turner,17.90,174,972,191
174,0,26392,Chris Wilson,17.86,209,1170,173
175,0,26287,Roland Thatcher,17.82,231,1296,136
176,0,23307,Roger Tambellini,17.75,246,1386,27
177,0,24138,Ian Poulter,17.69,156,882,181
178,0,12705,Cliff Kresge,17.56,158,900,104
179,0,01797,Rocco Mediate,17.53,224,1278,35
179,0,12755,Vance Veazey,17.53,183,1044,177
181,0,22122,Andrew McLardy,17.52,164,936,132
182,0,20572,Rod Pampling,17.39,241,1386,159
183,0,06514,Kevin Johnson,17.38,194,1116,180
184,0,22621,Ben Curtis,17.24,242,1404,69
185,0,27613,David Lutterus,17.15,213,1242,166
186,0,22378,Trevor Immelman,16.77,166,990,126
187,0,08385,Omar Uresti,16.67,222,1332,63
188,0,29285,Brent Delahoussaye,16.47,169,1026,98
189,0,20105,Jeff Gove,16.28,167,1026,28
190,0,24227,Justin Bolli,15.86,157,990,160
191,0,06012,Greg Kraft,15.60,146,936,188
192,0,07363,Craig Bowden,15.58,157,1008,178
