RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
64,0,24846,Ricky Barnes,20.60,382,1854
65,0,06643,Paul Goydos,20.58,289,1404
66,0,24357,K.J. Choi,20.53,303,1476
66,0,26301,James Nitties,20.53,340,1656
66,0,25632,Jimmy Walker,20.53,303,1476
69,0,24507,Jason Bohn,20.50,310,1512
69,0,06567,Vijay Singh,20.50,273,1332
71,0,06621,Joe Durant,20.48,247,1206
71,0,21731,Freddie Jacobson,20.48,306,1494
73,0,23322,Brett Wetterich,20.47,199,972
74,0,01161,Mark Calcavecchia,20.44,184,900
74,0,28500,Martin Flores,20.44,276,1350
76,0,10809,Jim Furyk,20.42,272,1332
77,0,27963,Chris Stroud,20.37,330,1620
78,0,20160,Charlie Wi,20.35,348,1710
79,0,01706,Davis Love III,20.32,289,1422
79,0,22056,Cameron Percy,20.32,267,1314
81,0,24781,Hunter Mahan,20.30,307,1512
82,0,27936,Martin Laird,20.27,332,1638
83,0,26851,Marc Leishman,20.24,317,1566
83,0,25562,Andres Romero,20.24,266,1314
85,0,23673,Michael Connell,20.16,323,1602
86,0,25345,Carl Pettersson,20.15,359,1782
87,0,12714,Chris Tidland,20.13,279,1386
88,0,21961,Charles Howell III,20.12,373,1854
89,0,10860,Justin Leonard,20.08,318,1584
90,0,26951,Johnson Wagner,20.07,307,1530
91,0,27933,John Merrick,20.03,393,1962
92,0,20645,John Senden,20.01,371,1854
93,0,20593,Greg Chalmers,19.95,334,1674
94,0,26882,Michael Sim,19.93,226,1134
95,0,21949,Joe Ogilvie,19.92,355,1782
96,0,29910,Blake Adams,19.91,301,1512
96,0,27770,Camilo Villegas,19.91,258,1296
98,0,06004,Stephen Ames,19.89,265,1332
98,0,07867,Woody Austin,19.89,333,1674
100,0,23135,Tim Clark,19.87,304,1530
100,0,09011,David Duval,19.87,254,1278
100,0,21209,Sergio Garcia,19.87,186,936
103,0,12602,Dean Wilson,19.86,193,972
104,0,20848,Ángel Cabrera,19.84,225,1134
105,0,25892,Steve Wheatcroft,19.82,264,1332
106,0,25720,Chad Collins,19.80,310,1566
106,0,23409,James Driscoll,19.80,278,1404
108,0,20070,Matt Bettencourt,19.78,324,1638
109,0,12510,Chad Campbell,19.77,331,1674
109,0,23983,Luke Donald,19.77,242,1224
109,0,06595,Kevin Sutherland,19.77,306,1548
112,0,28237,Rory McIlroy,19.76,185,936
113,0,07749,Brett Quigley,19.73,341,1728
114,0,21350,Ryuji Imada,19.69,319,1620
115,0,24912,Will MacKenzie,19.68,255,1296
116,0,27330,Josh Teater,19.64,357,1818
117,0,25240,D.A. Points,19.63,318,1620
117,0,28780,Nicholas Thompson,19.63,311,1584
119,0,22293,Heath Slocum,19.59,342,1746
120,0,01948,Tim Petrovic,19.58,370,1890
121,0,26881,Jarrod Lyle,19.55,190,972
122,0,10425,Jay Williamson,19.52,267,1368
123,0,20378,Mathias Grönberg,19.49,214,1098
124,0,08075,Jerry Kelly,19.47,347,1782
125,0,01313,Steve Elkington,19.44,259,1332
125,0,10585,Scott McCarron,19.44,315,1620
125,0,06515,Shaun Micheel,19.44,245,1260
128,0,01577,Lee Janzen,19.41,269,1386
129,0,01941,Tom Pernice Jr.,19.37,258,1332
130,0,02239,Scott Verplank,19.33,254,1314
131,0,01724,Jeff Maggert,19.30,264,1368
131,0,27060,John Mallinger,19.30,271,1404
133,0,25686,Jason Dufner,19.22,301,1566
134,0,27302,Garth Mulroy,19.18,183,954
135,0,19846,Brian Gay,19.16,338,1764
136,0,20766,Padraig Harrington,19.15,193,1008
137,0,12782,Tim Herron,19.13,272,1422
138,0,01116,Michael Bradley,19.12,265,1386
139,0,31560,Brian Stuard,19.07,278,1458
139,0,26289,Boo Weekley,19.07,302,1584
141,0,20127,Chris Riley,19.03,250,1314
142,0,27797,Derek Lamely,19.00,277,1458
142,0,20691,Greg Owen,19.00,236,1242
144,0,01619,Skip Kendall,18.97,198,1044
145,0,24140,Sean O'Hair,18.90,279,1476
145,0,21878,Mark Wilson,18.90,296,1566
147,0,28087,Kris Blanks,18.86,309,1638
147,0,20663,Brenden Pappas,18.86,224,1188
149,0,23353,J.J. Henry,18.78,311,1656
150,0,20850,Daniel Chopra,18.77,250,1332
151,0,07457,Steve Flesch,18.73,263,1404
152,0,20472,Alex Cejka,18.72,273,1458
152,0,27120,Troy Matteson,18.72,283,1512
154,0,20098,Stuart Appleby,18.70,340,1818
155,0,06251,Chris DiMarco,18.69,296,1584
155,0,33419,Cameron Tringale,18.69,185,990
157,0,01320,Bob Estes,18.64,265,1422
158,0,26420,Richard Johnson,18.52,300,1620
159,0,21959,Ted Purdy,18.48,286,1548
160,0,12652,Cameron Beckman,18.46,226,1224
161,0,21753,Brian Davis,18.43,335,1818
162,0,01766,Billy Mayfair,18.38,258,1404
163,0,23718,Nathan Green,18.35,284,1548
164,0,20498,Briny Baird,18.33,287,1566
165,0,01945,Kenny Perry,18.30,224,1224
166,0,23613,Rich Barcelo,18.25,230,1260
167,0,20574,Mathew Goggin,18.17,278,1530
168,0,20686,Jeev Milkha Singh,18.15,183,1008
169,0,10423,Mike Weir,18.03,185,1026
170,0,23548,Bill Lunde,18.00,256,1422
171,0,01707,Steve Lowery,17.99,217,1206
172,0,01329,Brad Faxon,17.91,187,1044
173,0,32617,Jerod Turner,17.90,174,972
174,0,26392,Chris Wilson,17.86,209,1170
175,0,26287,Roland Thatcher,17.82,231,1296
176,0,23307,Roger Tambellini,17.75,246,1386
177,0,24138,Ian Poulter,17.69,156,882
178,0,12705,Cliff Kresge,17.56,158,900
179,0,01797,Rocco Mediate,17.53,224,1278
179,0,12755,Vance Veazey,17.53,183,1044
181,0,22122,Andrew McLardy,17.52,164,936
182,0,20572,Rod Pampling,17.39,241,1386
183,0,06514,Kevin Johnson,17.38,194,1116
184,0,22621,Ben Curtis,17.24,242,1404
185,0,27613,David Lutterus,17.15,213,1242
186,0,22378,Trevor Immelman,16.77,166,990
187,0,08385,Omar Uresti,16.67,222,1332
188,0,29285,Brent Delahoussaye,16.47,169,1026
189,0,20105,Jeff Gove,16.28,167,1026
190,0,24227,Justin Bolli,15.86,157,990
191,0,06012,Greg Kraft,15.60,146,936
192,0,07363,Craig Bowden,15.58,157,1008
