RANK,MOVEMENT,PLAYER_ID,PLAYER,%
1,0,12716,Charley Hoffman,27.78
2,0,22371,Aaron Baddeley,27.72
3,0,21209,Sergio Garcia,26.79
4,0,28158,Steve Marino,26.75
5,0,24358,Robert Garrigus,25.46
6,0,01249,John Daly,25.00
6,0,20766,Padraig Harrington,25.00
6,0,28620,Aron Price,25.00
6,0,08375,Paul Stankowski,25.00
6,0,23349,Charles Warren,25.00
11,0,23788,D.J. Trahan,24.90
12,0,27141,J.B. Holmes,24.63
13,0,08725,Tom Gillis,24.53
14,0,22056,Cameron Percy,24.52
15,0,07867,Woody Austin,24.50
16,0,26301,James Nitties,24.23
17,0,24925,Jonathan Byrd,24.14
18,0,27302,Garth Mulroy,23.90
19,0,27649,Brandt Snedeker,23.83
20,0,23541,Ben Crane,23.81
21,0,01161,Mark Calcavecchia,23.56
22,0,06251,Chris DiMarco,23.53
22,0,24912,Will MacKenzie,23.53
24,0,27933,John Merrick,23.43
25,0,28089,Jason Day,23.18
26,0,21949,Joe Ogilvie,23.16
27,0,26695,Michael Letzig,23.08
27,0,06567,Vijay Singh,23.08
29,0,25190,Jeff Quinney,22.98
30,0,20229,Stewart Cink,22.94
31,0,26300,Matt Jones,22.91
31,0,06595,Kevin Sutherland,22.91
33,0,27963,Chris Stroud,22.86
34,0,25804,Bubba Watson,22.75
35,0,12510,Chad Campbell,22.69
36,0,22913,John Rollins,22.67
36,0,20436,Garrett Willis,22.67
38,0,27436,Graham DeLaet,22.61
39,0,20848,Ángel Cabrera,22.56
40,0,10809,Jim Furyk,22.54
40,0,25892,Steve Wheatcroft,22.54
42,0,25900,Lucas Glover,22.52
43,0,28780,Nicholas Thompson,22.46
44,0,09011,David Duval,22.44
44,0,25818,Scott Piercy,22.44
46,0,01577,Lee Janzen,22.43
47,0,22122,Andrew McLardy,22.36
48,0,11123,Chris Couch,22.35
48,0,20105,Jeff Gove,22.35
48,0,27466,Spencer Levin,22.35
51,0,26596,Ryan Moore,22.33
52,0,01706,Davis Love III,22.32
52,0,12602,Dean Wilson,22.32
54,0,07457,Steve Flesch,22.31
55,0,01948,Tim Petrovic,22.30
56,0,22405,Justin Rose,22.28
57,0,25632,Jimmy Walker,22.27
58,0,01766,Billy Mayfair,22.22
58,0,07749,Brett Quigley,22.22
60,0,23353,J.J. Henry,22.17
61,0,08075,Jerry Kelly,22.14
62,0,31560,Brian Stuard,22.04
63,0,23409,James Driscoll,22.01
64,0,28307,Matt Every,21.98
65,0,24502,Adam Scott,21.94
66,0,27120,Troy Matteson,21.92
67,0,20593,Greg Chalmers,21.80
68,0,24024,Zach Johnson,21.79
69,0,01724,Jeff Maggert,21.76
70,0,06621,Joe Durant,21.74
71,0,10885,Robert Allenby,21.67
71,0,23108,Matt Kuchar,21.67
73,0,28475,Jeff Overton,21.61
74,0,21961,Charles Howell III,21.56
75,0,28500,Martin Flores,21.43
76,0,30925,Dustin Johnson,21.37
76,0,20645,John Senden,21.37
78,0,01313,Steve Elkington,21.33
79,0,24490,George McNeill,21.25
80,0,10425,Jay Williamson,21.08
81,0,29221,Webb Simpson,21.01
82,0,20070,Matt Bettencourt,20.98
83,0,27095,Nick Watney,20.94
84,0,25396,Kevin Na,20.91
85,0,27936,Martin Laird,20.88
86,0,23548,Bill Lunde,20.81
87,0,21350,Ryuji Imada,20.78
88,0,23307,Roger Tambellini,20.70
89,0,01941,Tom Pernice Jr.,20.69
90,0,20157,Retief Goosen,20.63
90,0,20127,Chris Riley,20.63
92,0,20850,Daniel Chopra,20.60
93,0,21959,Ted Purdy,20.56
94,0,10860,Justin Leonard,20.53
95,0,22946,Henrik Bjornstad,20.44
96,0,23322,Brett Wetterich,20.41
97,0,23718,Nathan Green,20.40
98,0,33419,Cameron Tringale,20.38
99,0,10585,Scott McCarron,20.35
100,0,24663,Y.E. Yang,20.20
101,0,23621,Rory Sabbatini,20.18
102,0,23673,Michael Connell,20.17
103,0,28087,Kris Blanks,20.16
103,0,25345,Carl Pettersson,20.16
105,0,21753,Brian Davis,20.14
106,0,29910,Blake Adams,20.09
106,0,12714,Chris Tidland,20.09
106,0,26289,Boo Weekley,20.09
109,0,24846,Ricky Barnes,20.00
109,0,25720,Chad Collins,20.00
109,0,32102,Rickie Fowler,20.00
109,0,25562,Andres Romero,20.00
109,0,02206,David Toms,20.00
109,0,23623,Bo Van Pelt,20.00
115,0,20472,Alex Cejka,19.92
116,0,23638,Brendon de Jonge,19.86
117,0,08537,J.P. Hayes,19.81
118,0,20098,Stuart Appleby,19.80
119,0,25686,Jason Dufner,19.77
120,0,26951,Johnson Wagner,19.75
121,0,01810,Phil Mickelson,19.70
122,0,30946,Alex Prugh,19.67
123,0,20572,Rod Pampling,19.63
124,0,26881,Jarrod Lyle,19.61
125,0,27214,Kevin Streelman,19.59
126,0,24361,Pat Perez,19.53
127,0,24357,K.J. Choi,19.50
128,0,21731,Freddie Jacobson,19.49
129,0,26679,Kevin Stadler,19.40
130,0,23325,Vaughn Taylor,19.30
131,0,06514,Kevin Johnson,19.25
132,0,12705,Cliff Kresge,19.12
133,0,06522,Ernie Els,19.08
133,0,22046,Geoff Ogilvy,19.08
135,0,27797,Derek Lamely,19.05
136,0,12782,Tim Herron,18.98
137,0,22293,Heath Slocum,18.94
138,0,20498,Briny Baird,18.84
139,0,12755,Vance Veazey,18.75
140,0,25364,Paul Casey,18.66
141,0,01320,Bob Estes,18.63
142,0,01116,Michael Bradley,18.56
143,0,24140,Sean O'Hair,18.54
144,0,20686,Jeev Milkha Singh,18.44
145,0,24507,Jason Bohn,18.41
146,0,23135,Tim Clark,18.32
147,0,26851,Marc Leishman,18.29
148,0,19846,Brian Gay,18.14
149,0,21878,Mark Wilson,18.09
150,0,06515,Shaun Micheel,18.08
151,0,01329,Brad Faxon,18.06
152,0,06643,Paul Goydos,17.99
153,0,23320,Ryan Palmer,17.89
154,0,25240,D.A. Points,17.81
155,0,06527,Steve Stricker,17.72
156,0,22621,Ben Curtis,17.65
157,0,22378,Trevor Immelman,17.61
158,0,23983,Luke Donald,17.53
159,0,12652,Cameron Beckman,17.46
159,0,20663,Brenden Pappas,17.46
161,0,24781,Hunter Mahan,17.39
162,0,20574,Mathew Goggin,17.37
163,0,23613,Rich Barcelo,17.27
163,0,24138,Ian Poulter,17.27
165,0,27330,Josh Teater,17.09
166,0,24924,Bill Haas,17.04
166,0,26420,Richard Johnson,17.04
168,0,06004,Stephen Ames,17.01
169,0,28237,Rory McIlroy,16.89
170,0,26882,Michael Sim,16.77
171,0,24227,Justin Bolli,16.67
172,0,20691,Greg Owen,16.59
173,0,27770,Camilo Villegas,16.50
174,0,27613,David Lutterus,16.29
174,0,32640,Troy Merritt,16.29
176,0,27060,John Mallinger,16.27
177,0,32617,Jerod Turner,16.15
178,0,08385,Omar Uresti,16.11
179,0,23800,Bryce Molder,15.81
180,0,20160,Charlie Wi,15.67
181,0,02239,Scott Verplank,15.61
182,0,01797,Rocco Mediate,15.53
183,0,20378,Mathias Grönberg,15.17
184,0,01945,Kenny Perry,14.92
185,0,29285,Brent Delahoussaye,14.88
186,0,01707,Steve Lowery,14.81
187,0,26287,Roland Thatcher,14.49
188,0,26392,Chris Wilson,14.08
189,0,10423,Mike Weir,13.74
190,0,06012,Greg Kraft,13.59
191,0,07363,Craig Bowden,11.63
192,0,01619,Skip Kendall,11.24
