RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
1,3,01690,Bruce Lietzke,2,1,1
2,5,02321,Fuzzy Zoeller,6,2,4
3,9,01975,Tom Purtzer,14,8,6
4,11,02170,Hal Sutton,22,20,2
5,11,01797,Rocco Mediate,25,13,12
6,11,01926,Steve Pate,27,22,5
7,14,01771,Blaine McCallister,33,10,23
8,21,01072,Chip Beck,34,20,14
8,11,06044,Scott Gump,34,18,16
10,8,02067,Ted Schulz,35,3,32
11,11,01945,Kenny Perry,38,4,34
12,13,01968,Nick Price,39,10,29
13,11,01226,Fred Couples,40,22,18
13,13,01938,David Peoples,40,31,9
15,12,01527,Scott Hoch,41,22,19
16,15,01633,Tom Kite,45,28,17
17,16,02256,Tom Watson,46,16,30
18,22,01971,Dillard Pruitt,47,37,10
19,14,01203,Russ Cochran,48,40,8
20,17,01958,Dan Pohl,49,36,13
21,16,01837,Gil Morgan,52,12,40
22,19,01313,Steve Elkington,53,15,38
23,19,01219,John Cook,56,53,3
23,9,01724,Jeff Maggert,56,5,51
25,19,01142,Bart Bryant,57,37,20
25,18,02101,Joey Sindelar,57,34,23
27,18,01887,Mark O'Meara,60,19,41
28,21,01306,David Edwards,63,48,15
29,8,01014,Fulton Allem,67,7,60
30,16,02049,Gene Sauers,68,43,25
31,23,01042,Paul Azinger,79,25,54
32,26,01060,Dave Barr,83,76,7
32,23,01550,Ed Humenik,83,25,58
34,19,01723,Andrew Magee,86,9,77
35,49,01823,Larry Mize,89,68,21
36,31,01682,Wayne Levi,91,46,45
37,18,02133,Craig Stadler,93,6,87
38,22,01599,Steve Jones,94,68,26
39,25,01783,Mark McCumber,97,45,52
40,23,02246,Duffy Waldorf,102,32,70
41,25,01385,Jim Gallagher Jr.,103,17,86
42,27,02100,Tim Simpson,104,40,64
43,30,01469,Dan Halldorson,108,80,28
44,30,01444,Ken Green,109,43,66
45,25,01098,Jay Don Blake,112,35,77
45,42,01457,Jay Haas,112,91,21
45,31,01706,Davis Love III,112,14,98
48,23,01569,Peter Jacobsen,113,80,33
49,33,01766,Billy Mayfair,115,60,55
50,27,02146,Payne Stewart,117,33,84
50,39,02167,Mike Sullivan,117,71,46
50,35,02242,Lanny Wadkins,117,49,68
53,28,06284,Jim Hallet,119,108,11
54,26,02195,Leonard Thompson,120,55,65
54,31,02214,Kirk Triplett,120,65,55
56,51,06034,Marco Dawson,122,91,31
57,45,02267,D.A. Weibring,123,73,50
58,36,01129,Bill Britton,124,76,48
59,32,02159,Curtis Strange,130,47,83
60,41,01049,Ian Baker-Finch,134,25,109
61,36,01553,John Huston,135,40,95
62,37,01388,Robert Gamez,137,30,107
62,41,02223,Bob Tway,137,84,53
64,30,01468,Gary Hallberg,139,29,110
65,32,02303,Robert Wrenn,141,65,76
66,45,02190,Doug Tewell,142,62,80
66,47,02225,Howard Twitty,142,96,46
68,44,01133,Billy Ray Brown,148,58,90
69,52,01093,Ronnie Black,149,122,27
69,49,01361,Dan Forsman,149,68,81
69,62,02099,Scott Simpson,149,87,62
72,31,06118,Greg Bruckner,151,80,71
72,43,01390,Buddy Gardner,151,84,67
72,38,02111,Mike Smith,151,94,57
75,33,01323,Brad Fabel,153,118,35
76,64,02010,Loren Roberts,154,113,41
77,42,01549,Mike Hulbert,155,111,44
78,48,01701,Bob Lohr,156,62,94
78,38,02241,Bobby Wadkins,156,53,103
80,37,01876,Greg Norman,158,37,121
81,46,01143,Brad Bryant,160,64,96
81,49,02322,Richard Zokol,160,122,38
83,39,01510,Nolan Henke,163,50,113
84,47,06332,Neal Lancaster,164,76,88
85,49,01006,John Adams,167,96,71
85,62,01725,John Mahaffey,167,130,37
87,50,01035,Tommy Armour III,168,55,113
88,57,01928,Corey Pavin,175,91,84
89,46,02135,Mike Standly,176,58,118
90,45,01577,Lee Janzen,178,50,128
91,33,01040,Emlyn Aubrey,186,118,68
91,49,01161,Mark Calcavecchia,186,55,131
93,75,01381,Fred Funk,187,71,116
94,91,01156,Curt Byrum,190,132,58
95,70,06072,Greg Whisman,192,84,108
