RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
1,0,01876,Greg Norman,1.235,1289,1044
2,0,02256,Tom Watson,1.299,1309,1008
3,0,01329,Brad Faxon,1.333,2088,1566
4,0,01249,John Daly,1.341,1811,1350
5,0,01313,Steve Elkington,1.351,1726,1278
6,0,01326,Nick Faldo,1.358,1760,1296
7,0,01968,Nick Price,1.360,1616,1188
8,0,01378,David Frost,1.362,1765,1296
9,0,06522,Ernie Els,1.365,1474,1080
10,0,01235,Ben Crenshaw,1.371,1974,1440
11,0,01928,Corey Pavin,1.373,1953,1422
12,0,02146,Payne Stewart,1.376,2403,1746
13,0,01783,Mark McCumber,1.380,1640,1188
14,0,01810,Phil Mickelson,1.382,1940,1404
15,0,01706,Davis Love III,1.387,2222,1602
16,0,01457,Jay Haas,1.388,2198,1584
17,0,01418,Bill Glasson,1.390,1826,1314
18,0,01890,Brett Ogle,1.400,1613,1152
19,0,01320,Bob Estes,1.401,2295,1638
20,0,01553,John Huston,1.402,2044,1458
21,0,01724,Jeff Maggert,1.403,2045,1458
22,0,01527,Scott Hoch,1.405,2529,1800
23,0,02321,Fuzzy Zoeller,1.409,1395,990
24,0,01569,Peter Jacobsen,1.410,2361,1674
25,0,02159,Curtis Strange,1.422,2150,1512
26,0,01577,Lee Janzen,1.425,2462,1728
26,0,06567,Vijay Singh,1.425,2027,1422
28,0,01042,Paul Azinger,1.436,1964,1368
29,0,01219,John Cook,1.438,2174,1512
30,0,01707,Steve Lowery,1.446,2785,1926
31,0,01444,Ken Green,1.454,1806,1242
32,0,01306,David Edwards,1.455,1938,1332
33,0,01468,Gary Hallberg,1.457,2045,1404
33,0,02131,Mike Springer,1.457,1757,1206
35,0,01161,Mark Calcavecchia,1.460,2760,1890
36,0,01226,Fred Couples,1.466,1425,972
37,0,01633,Tom Kite,1.469,2300,1566
38,0,02104,Jeff Sluman,1.470,2673,1818
39,0,01331,Rick Fehr,1.471,2012,1368
39,0,01385,Jim Gallagher Jr.,1.471,2622,1782
39,0,01677,Tom Lehman,1.471,1721,1170
42,0,01823,Larry Mize,1.477,1861,1260
43,0,02010,Loren Roberts,1.478,2208,1494
44,0,09011,David Duval,1.483,2375,1602
45,0,02246,Duffy Waldorf,1.488,2410,1620
46,0,01887,Mark O'Meara,1.491,2576,1728
47,0,01143,Brad Bryant,1.492,2552,1710
48,0,02099,Scott Simpson,1.495,2368,1584
49,0,01330,David Feherty,1.498,1915,1278
50,0,02218,Ted Tryba,1.502,2812,1872
50,0,02223,Bob Tway,1.502,2541,1692
52,0,01945,Kenny Perry,1.503,2543,1692
53,0,02049,Gene Sauers,1.509,2037,1350
54,0,06332,Neal Lancaster,1.510,2446,1620
55,0,01072,Chip Beck,1.514,2535,1674
55,0,01132,Mark Brooks,1.514,2535,1674
57,0,06315,Pete Jordan,1.515,1609,1062
58,0,01024,Billy Andrade,1.519,2460,1620
59,0,10569,Mike Brisky,1.520,2380,1566
60,0,01261,Jay Delsing,1.521,2108,1386
60,0,12660,Jesper Parnevik,1.521,1780,1170
62,0,01701,Bob Lohr,1.526,2610,1710
