RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
62,0,06090,Jim McGovern,1.526,2664,1746
64,0,10585,Scott McCarron,1.530,2121,1386
65,0,10860,Justin Leonard,1.531,3031,1980
66,0,06527,Steve Stricker,1.536,2295,1494
67,0,01690,Bruce Lietzke,1.539,1468,954
68,0,01960,Don Pooley,1.540,2134,1386
69,0,01943,Chris Perry,1.543,2416,1566
70,0,02239,Scott Verplank,1.545,2364,1530
71,0,02170,Hal Sutton,1.547,2617,1692
72,0,06124,Patrick Burke,1.552,2095,1350
72,0,01185,Brandel Chamblee,1.552,2095,1350
72,0,06617,Brian Henninger,1.552,2207,1422
75,0,07235,John Morse,1.555,1987,1278
76,0,01196,Brian Claar,1.556,2689,1728
76,0,01361,Dan Forsman,1.556,2156,1386
78,0,10809,Jim Furyk,1.557,2858,1836
78,0,08337,Mike Heinen,1.557,2439,1566
78,0,02133,Craig Stadler,1.557,1934,1242
81,0,02242,Lanny Wadkins,1.564,1661,1062
82,0,01014,Fulton Allem,1.565,1549,990
82,0,08931,Glen Day,1.565,2564,1638
84,0,06214,Guy Boros,1.566,2734,1746
85,0,01266,Clark Dennis,1.568,2597,1656
86,0,06809,Bob Burns,1.572,2349,1494
87,0,08385,Omar Uresti,1.573,2718,1728
88,0,01035,Tommy Armour III,1.577,2612,1656
88,0,01920,Craig Parry,1.577,2157,1368
90,0,01748,Doug Martin,1.579,2615,1656
91,0,06643,Paul Goydos,1.583,3106,1962
92,0,06386,Bill Porter,1.584,2167,1368
93,0,10213,Dicky Pride,1.585,2368,1494
94,0,01200,Keith Clearwater,1.586,1970,1242
95,0,01549,Mike Hulbert,1.587,2914,1836
96,0,01414,Bob Gilder,1.588,2429,1530
97,0,06613,Tommy Tolles,1.591,2262,1422
98,0,01381,Fred Funk,1.593,3212,2016
98,0,02214,Kirk Triplett,1.593,2867,1800
100,0,01388,Robert Gamez,1.594,2353,1476
100,0,01771,Blaine McCallister,1.594,2583,1620
100,0,02167,Mike Sullivan,1.594,2467,1548
103,0,01723,Andrew Magee,1.595,2469,1548
104,0,01926,Steve Pate,1.596,2730,1710
105,0,08563,Bruce Vaughan,1.598,2675,1674
106,0,06088,Steve Gotsche,1.599,2331,1458
106,0,20095,Carl Paulson,1.599,1785,1116
108,0,01116,Michael Bradley,1.601,2536,1584
108,0,01129,Bill Britton,1.601,1931,1206
108,0,01156,Curt Byrum,1.601,3054,1908
111,0,02135,Mike Standly,1.602,2682,1674
112,0,20094,Jonathan Kaye,1.603,1875,1170
113,0,01458,Jerry Haas,1.606,2371,1476
114,0,01797,Rocco Mediate,1.607,1475,918
115,0,01682,Wayne Levi,1.608,1505,936
115,0,01766,Billy Mayfair,1.608,2865,1782
115,0,06577,John Wilson,1.608,2749,1710
118,0,06012,Greg Kraft,1.609,2896,1800
118,0,02225,Howard Twitty,1.609,2520,1566
120,0,01905,Joe Ozaki,1.611,1798,1116
121,0,06641,Jeff Leonard,1.613,2090,1296
122,0,06575,Dudley Hart,1.614,2789,1728
123,0,01006,John Adams,1.615,2355,1458
124,0,01510,Nolan Henke,1.617,2357,1458
125,0,01475,Donnie Hammond,1.618,2330,1440
125,0,01607,Brian Kamm,1.618,2621,1620
127,0,01096,Phil Blackmar,1.619,2215,1368
127,0,01098,Jay Don Blake,1.619,2506,1548
127,0,06657,Steve Rintoul,1.619,2798,1728
130,0,08537,J.P. Hayes,1.620,2333,1440
130,0,02267,D.A. Weibring,1.620,2420,1494
130,0,10425,Jay Williamson,1.620,1895,1170
133,0,01133,Billy Ray Brown,1.622,1898,1170
133,0,01925,Jerry Pate,1.622,2044,1260
133,0,06791,Mark Wurtz,1.622,2453,1512
136,0,01353,Bruce Fleisher,1.623,2016,1242
137,0,06197,Michael Allen,1.624,1666,1026
138,0,01374,Robin Freeman,1.628,2843,1746
139,0,01334,Keith Fergus,1.629,2404,1476
139,0,01986,Joey Rassett,1.629,1613,990
141,0,01725,John Mahaffey,1.631,2378,1458
142,0,01093,Ronnie Black,1.632,2644,1620
142,0,01975,Tom Purtzer,1.632,1704,1044
144,0,06034,Marco Dawson,1.633,2410,1476
144,0,01927,Dennis Paulson,1.633,2411,1476
144,0,01938,David Peoples,1.633,1499,918
144,0,01992,Don Reese,1.633,2204,1350
148,0,01619,Skip Kendall,1.634,2823,1728
149,0,02279,Mark Wiebe,1.635,1884,1152
150,0,07867,Woody Austin,1.636,3357,2052
150,0,06251,Chris DiMarco,1.636,2591,1584
150,0,01599,Steve Jones,1.636,2356,1440
150,0,02190,Doug Tewell,1.636,1620,990
154,0,07569,Mark Carnevale,1.638,2270,1386
154,0,08717,Kawika Cotner,1.638,2418,1476
156,0,01891,David Ogrin,1.639,2685,1638
157,0,20051,Joe Acosta Jr.,1.640,2185,1332
157,0,01201,Lennie Clements,1.640,2745,1674
157,0,01408,Kelly Gibson,1.640,2981,1818
157,0,01685,J.L. Lewis,1.640,2509,1530
161,0,01971,Dillard Pruitt,1.641,2274,1386
162,0,01837,Gil Morgan,1.642,2099,1278
163,0,01550,Ed Humenik,1.643,2573,1566
163,0,01864,Larry Nelson,1.643,1656,1008
165,0,02111,Mike Smith,1.644,2131,1296
165,0,02180,Harry Taylor,1.644,2515,1530
167,0,01203,Russ Cochran,1.645,2399,1458
168,0,01175,Jim Carter,1.647,2846,1728
168,0,10215,Charlie Rymer,1.647,2223,1350
170,0,01996,Mike Reid,1.651,1842,1116
171,0,02226,Tray Tyner,1.654,2441,1476
172,0,06048,Dicky Thompson,1.656,2087,1260
173,0,01307,Joel Edwards,1.657,2834,1710
174,0,10145,Tom Hearn,1.658,1701,1026
174,0,08375,Paul Stankowski,1.658,2716,1638
174,0,02245,Grant Waite,1.658,2507,1512
177,0,01705,Tim Loustalot,1.659,1642,990
177,0,02008,Lee Rinker,1.659,2718,1638
179,0,07101,Dave Stockton Jr.,1.660,2779,1674
180,0,02094,Tony Sills,1.662,2184,1314
181,0,07721,Pat Bates,1.667,2430,1458
182,0,01040,Emlyn Aubrey,1.671,2587,1548
182,0,02148,Ray Stewart,1.671,1985,1188
184,0,02101,Joey Sindelar,1.674,2139,1278
184,0,02241,Bobby Wadkins,1.674,2893,1728
186,0,06044,Scott Gump,1.676,2805,1674
187,0,01060,Dave Barr,1.679,2387,1422
188,0,01142,Bart Bryant,1.685,2487,1476
