RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
1,0,21528,Henrik Stenson,1.96,110,56
2,0,32102,Rickie Fowler,1.99,147,74
3,0,29221,Webb Simpson,2.02,186,92
4,0,30925,Dustin Johnson,2.04,151,74
5,0,36689,Brooks Koepka,2.11,131,62
6,0,26951,Johnson Wagner,2.12,146,69
7,0,27214,Kevin Streelman,2.14,197,92
8,0,33448,Justin Thomas,2.17,178,82
9,0,22405,Justin Rose,2.21,146,66
10,0,34046,Jordan Spieth,2.22,169,76
11,0,08793,Tiger Woods,2.25,153,68
12,0,32839,Hideki Matsuyama,2.26,163,72
12,0,26596,Ryan Moore,2.26,176,78
14,0,30926,Chris Kirk,2.27,241,106
15,0,26476,Chez Reavie,2.28,196,86
15,0,37275,Sam Ryder,2.28,182,80
17,0,29420,Billy Horschel,2.29,188,82
17,0,31202,William McGirt,2.29,179,78
19,0,35461,Beau Hossler,2.30,239,104
19,0,23108,Matt Kuchar,2.30,184,80
21,0,34076,Joel Dahmen,2.31,196,85
21,0,28237,Rory McIlroy,2.31,141,61
23,0,33948,Byeong Hun An,2.32,195,84
24,0,21961,Charles Howell III,2.33,233,100
24,0,24024,Zach Johnson,2.33,203,87
24,0,34256,Andrew Putnam,2.33,207,89
27,0,40058,Zac Blair,2.34,136,58
27,0,31646,Emiliano Grillo,2.34,215,92
29,0,29725,Tony Finau,2.35,230,98
29,0,34363,Tyrrell Hatton,2.35,127,54
29,0,29908,C.T. Pan,2.35,230,98
32,0,25892,Steve Wheatcroft,2.36,137,58
33,0,28775,Nate Lashley,2.38,112,47
34,0,29478,Kevin Kisner,2.40,187,78
34,0,22056,Cameron Percy,2.40,120,50
36,0,45526,Abraham Ancer,2.41,231,96
36,0,24781,Hunter Mahan,2.41,152,63
36,0,47993,Denny McCarthy,2.41,152,63
36,0,28252,Seamus Power,2.41,188,78
40,0,32757,Patton Kizzire,2.42,215,89
40,0,29926,Danny Lee,2.42,208,86
40,0,25396,Kevin Na,2.42,208,86
43,0,28679,Fabián Gómez,2.43,204,84
43,0,32150,Michael Thompson,2.43,141,58
45,0,24925,Jonathan Byrd,2.44,151,62
45,0,25364,Paul Casey,2.44,173,71
45,0,47959,Bryson DeChambeau,2.44,227,93
48,0,27349,Alex Noren,2.45,147,60
49,0,20472,Alex Cejka,2.46,170,69
49,0,23541,Ben Crane,2.46,145,59
49,0,25198,Francesco Molinari,2.46,172,70
49,0,29485,Brett Stegmaier,2.46,150,61
53,0,46435,Austin Cook,2.47,264,107
53,0,28089,Jason Day,2.47,168,68
53,0,33122,Russell Knox,2.47,222,90
53,0,23621,Rory Sabbatini,2.47,220,89
57,0,49771,J.T. Poston,2.48,176,71
57,0,39328,Conrad Shindler,2.48,139,56
57,0,31560,Brian Stuard,2.48,241,97
60,0,19846,Brian Gay,2.49,251,101
60,0,32448,James Hahn,2.49,204,82
60,0,01810,Phil Mickelson,2.49,217,87
60,0,39546,Keith Mitchell,2.49,242,97
60,0,25493,Nick Taylor,2.49,224,90
60,0,27095,Nick Watney,2.49,224,90
66,0,34360,Patrick Reed,2.50,215,86
66,0,27649,Brandt Snedeker,2.50,205,82
66,0,30692,Scott Stallings,2.50,225,90
69,0,35545,Blayne Barber,2.51,168,67
70,0,26300,Matt Jones,2.52,156,62
71,0,35450,Patrick Cantlay,2.54,203,80
71,0,34466,Peter Malnati,2.54,211,83
71,0,39327,Ben Silverman,2.54,213,84
74,0,46970,Jon Rahm,2.55,168,66
75,0,30944,Jason Kokrak,2.56,253,99
75,0,29461,Jamie Lovemark,2.56,225,88
75,0,26329,Louis Oosthuizen,2.56,138,54
78,0,26499,Rafa Cabrera Bello,2.57,180,70
78,0,27129,Luke List,2.57,244,95
78,0,25804,Bubba Watson,2.57,203,79
81,0,19803,Ryan Armour,2.58,276,107
81,0,33399,Adam Hadwin,2.58,230,89
81,0,35891,Cameron Smith,2.58,201,78
81,0,39324,J.J. Spaun,2.58,204,79
81,0,30110,Kyle Stanley,2.58,227,88
86,0,29268,Bronson Burgoon,2.59,179,69
86,0,34098,Russell Henley,2.59,192,74
86,0,33410,Andrew Landry,2.59,207,80
86,0,31323,Gary Woodland,2.59,236,91
90,0,34563,Chesson Hadley,2.60,257,99
90,0,24361,Pat Perez,2.60,195,75
90,0,37189,Harold Varner III,2.60,231,89
93,0,33141,Keegan Bradley,2.61,243,93
93,0,30911,Tommy Fleetwood,2.61,172,66
93,0,25900,Lucas Glover,2.61,159,61
93,0,33418,Shawn Stefani,2.61,193,74
93,0,23325,Vaughn Taylor,2.61,206,79
93,0,32254,Xinjun Zhang,2.61,196,75
99,0,40026,Daniel Berger,2.62,199,76
99,0,29535,Brice Garnett,2.62,249,95
101,0,22371,Aaron Baddeley,2.63,205,78
101,0,33413,Ben Martin,2.63,168,64
101,0,25572,Graeme McDowell,2.63,155,59
104,0,24138,Ian Poulter,2.64,169,64
105,0,39997,Corey Conners,2.65,246,93
105,0,28132,Tyrone Van Aswegen,2.65,246,93
107,0,24924,Bill Haas,2.66,197,74
107,0,26851,Marc Leishman,2.66,239,90
107,0,49964,Aaron Wise,2.66,234,88
110,0,29479,Scott Brown,2.67,262,98
110,0,23353,J.J. Henry,2.67,200,75
110,0,37454,Whee Kim,2.67,238,89
110,0,24502,Adam Scott,2.67,208,78
110,0,32333,Kevin Tway,2.67,278,104
110,0,47128,Richy Werenski,2.67,246,92
116,0,36799,Stephan Jaeger,2.68,201,75
116,0,27936,Martin Laird,2.68,174,65
116,0,27963,Chris Stroud,2.68,196,73
116,0,25632,Jimmy Walker,2.68,206,77
120,0,20229,Stewart Cink,2.69,234,87
121,0,24140,Sean O'Hair,2.70,170,63
121,0,36699,Patrick Rodgers,2.70,251,93
123,0,27644,Brian Harman,2.71,244,90
123,0,34174,John Huh,2.71,244,90
123,0,27942,Rob Oppenheim,2.71,184,68
123,0,25818,Scott Piercy,2.71,217,80
123,0,47347,Adam Schenk,2.71,217,80
128,0,29974,Branden Grace,2.72,174,64
128,0,35879,Kelly Kraft,2.72,250,92
