RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
1,0,32102,Rickie Fowler,9.76,28,287
2,0,29221,Webb Simpson,9.88,33,334
3,0,28089,Jason Day,10.43,29,278
4,0,30925,Dustin Johnson,11.18,38,340
5,0,25493,Nick Taylor,11.30,34,301
6,0,37275,Sam Ryder,11.49,34,296
7,0,26951,Johnson Wagner,11.69,29,248
8,0,31646,Emiliano Grillo,11.80,40,339
9,0,40058,Zac Blair,11.88,24,202
10,0,33204,Shane Lowry,11.89,22,185
11,0,34098,Russell Henley,11.92,31,260
11,0,25892,Steve Wheatcroft,11.92,23,193
13,0,19846,Brian Gay,11.96,44,368
14,0,45526,Abraham Ancer,12.05,40,332
15,0,29268,Bronson Burgoon,12.11,31,256
16,0,32839,Hideki Matsuyama,12.14,34,280
17,0,24024,Zach Johnson,12.15,39,321
18,0,21528,Henrik Stenson,12.18,24,197
19,0,31202,William McGirt,12.24,30,245
20,0,39324,J.J. Spaun,12.29,36,293
21,0,30926,Chris Kirk,12.31,48,390
22,0,26300,Matt Jones,12.39,27,218
23,0,23541,Ben Crane,12.50,25,200
24,0,34256,Andrew Putnam,12.66,39,308
25,0,22405,Justin Rose,12.72,36,283
25,0,48081,Xander Schauffele,12.72,43,338
27,0,46402,Talor Gooch,12.76,31,243
28,0,35461,Beau Hossler,12.93,49,379
29,0,25198,Francesco Molinari,12.94,33,255
30,0,29420,Billy Horschel,13.02,41,315
30,0,39328,Conrad Shindler,13.02,25,192
32,0,08793,Tiger Woods,13.06,35,268
33,0,34046,Jordan Spieth,13.11,40,305
34,0,33410,Andrew Landry,13.38,36,269
34,0,28775,Nate Lashley,13.38,21,157
36,0,35450,Patrick Cantlay,13.40,39,291
37,0,47128,Richy Werenski,13.46,42,312
38,0,31323,Gary Woodland,13.73,46,335
39,0,27214,Kevin Streelman,13.74,43,313
40,0,22056,Cameron Percy,13.76,26,189
41,0,19803,Ryan Armour,13.83,52,376
41,0,26476,Chez Reavie,13.83,43,311
43,0,20157,Retief Goosen,13.94,23,165
44,0,29725,Tony Finau,13.99,55,393
45,0,32150,Michael Thompson,14.01,29,207
46,0,35891,Cameron Smith,14.03,39,278
47,0,33948,Byeong Hun An,14.05,42,299
48,0,28679,Fabián Gómez,14.08,39,277
48,0,33448,Justin Thomas,14.08,49,348
50,0,33122,Russell Knox,14.10,43,305
51,0,46435,Austin Cook,14.11,56,397
52,0,29478,Kevin Kisner,14.12,37,262
52,0,36689,Brooks Koepka,14.12,36,255
54,0,45609,Tyler Duncan,14.38,46,320
55,0,21961,Charles Howell III,14.45,50,346
56,0,36699,Patrick Rodgers,14.46,48,332
57,0,23108,Matt Kuchar,14.49,40,276
58,0,25572,Graeme McDowell,14.51,28,193
59,0,29974,Branden Grace,14.53,34,234
59,0,34466,Peter Malnati,14.53,43,296
61,0,34409,David Lingmerth,14.58,42,288
62,0,26499,Rafa Cabrera Bello,14.66,39,266
63,0,29926,Danny Lee,14.69,47,320
63,0,30110,Kyle Stanley,14.69,47,320
65,0,24502,Adam Scott,14.70,41,279
66,0,26596,Ryan Moore,14.77,39,264
67,0,35376,Roberto Díaz,14.83,31,209
68,0,27349,Alex Noren,14.85,30,202
69,0,24361,Pat Perez,14.86,41,276
70,0,34076,Joel Dahmen,14.89,46,309
70,0,39975,Michael Kim,14.89,35,235
72,0,35532,Tom Hoge,14.96,51,341
73,0,35545,Blayne Barber,14.98,37,247
74,0,28237,Rory McIlroy,15.06,36,239
75,0,30911,Tommy Fleetwood,15.07,41,272
76,0,26329,Louis Oosthuizen,15.08,27,179
76,0,34358,Jonathan Randolph,15.08,30,199
78,0,20472,Alex Cejka,15.15,35,231
79,0,46501,Ollie Schniederjans,15.17,49,323
80,0,37454,Whee Kim,15.24,48,315
81,0,24781,Hunter Mahan,15.35,35,228
82,0,25364,Paul Casey,15.38,40,260
82,0,25396,Kevin Na,15.38,50,325
84,0,34363,Tyrrell Hatton,15.43,27,175
85,0,34021,Bud Cauley,15.51,29,187
86,0,31560,Brian Stuard,15.53,50,322
87,0,22371,Aaron Baddeley,15.54,39,251
88,0,32448,James Hahn,15.57,45,289
89,0,24924,Bill Haas,15.63,35,224
90,0,29518,Brendan Steele,15.65,36,230
91,0,34360,Patrick Reed,15.72,50,318
92,0,27556,Ted Potter Jr.,15.84,48,303
93,0,30692,Scott Stallings,15.91,49,308
94,0,27942,Rob Oppenheim,15.95,37,232
95,0,27064,Jhonattan Vegas,15.97,46,288
96,0,23353,J.J. Henry,16.03,38,237
97,0,32757,Patton Kizzire,16.04,51,318
98,0,29461,Jamie Lovemark,16.05,52,324
99,0,10809,Jim Furyk,16.08,23,143
100,0,27095,Nick Watney,16.09,51,317
101,0,39546,Keith Mitchell,16.10,62,385
102,0,28132,Tyrone Van Aswegen,16.12,49,304
103,0,30978,Kiradech Aphibarnrat,16.13,25,155
104,0,34563,Chesson Hadley,16.19,62,383
105,0,26758,David Hearn,16.27,34,209
106,0,29479,Scott Brown,16.37,55,336
107,0,23320,Ryan Palmer,16.39,39,238
108,0,31420,Anirban Lahiri,16.43,46,280
109,0,48084,Wesley Bryan,16.51,36,218
110,0,46970,Jon Rahm,16.55,47,284
111,0,33399,Adam Hadwin,16.61,52,313
111,0,27649,Brandt Snedeker,16.61,48,289
113,0,33141,Keegan Bradley,16.62,55,331
114,0,37189,Harold Varner III,16.72,50,299
115,0,27958,Ryan Blaum,16.78,48,286
115,0,35879,Kelly Kraft,16.78,49,292
117,0,47959,Bryson DeChambeau,16.80,64,381
117,0,30944,Jason Kokrak,16.80,62,369
119,0,24138,Ian Poulter,16.88,39,231
120,0,40009,Dominic Bozzelli,16.96,38,224
