RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
121,0,47347,Adam Schenk,17.00,43,253
122,0,37278,Nicholas Lindheim,17.01,41,241
123,0,34431,Robert Streb,17.02,40,235
123,0,22582,Kyle Thompson,17.02,24,141
125,0,35310,Lanto Griffin,17.05,45,264
125,0,46601,Trey Mullinax,17.05,44,258
127,0,28252,Seamus Power,17.15,47,274
128,0,29535,Brice Garnett,17.18,56,326
129,0,33413,Ben Martin,17.21,37,215
129,0,27963,Chris Stroud,17.21,42,244
131,0,26851,Marc Leishman,17.25,59,342
132,0,34213,Grayson Murray,17.27,48,278
132,0,29908,C.T. Pan,17.27,62,359
134,0,49964,Aaron Wise,17.28,61,353
135,0,24358,Robert Garrigus,17.39,48,276
136,0,27974,Sung Kang,17.44,49,281
137,0,23325,Vaughn Taylor,17.45,52,298
138,0,24925,Jonathan Byrd,17.48,36,206
138,0,36799,Stephan Jaeger,17.48,43,246
140,0,01810,Phil Mickelson,17.49,64,366
140,0,49771,J.T. Poston,17.49,46,263
142,0,29484,Peter Uihlein,17.50,49,280
143,0,24140,Sean O'Hair,17.54,37,211
144,0,32640,Troy Merritt,17.59,54,307
145,0,34099,Harris English,17.65,48,272
145,0,29222,Billy Hurley III,17.65,36,204
147,0,39327,Ben Silverman,17.75,52,293
148,0,32366,Kevin Chappell,17.80,47,264
149,0,35506,Mackenzie Hughes,17.82,49,275
150,0,34174,John Huh,17.85,58,325
151,0,32876,Martin Piller,17.87,47,263
152,0,25818,Scott Piercy,17.92,50,279
153,0,39954,Cody Gribble,17.97,39,217
153,0,47993,Denny McCarthy,17.97,39,217
155,0,47125,Matt Atkins,18.08,32,177
156,0,25804,Bubba Watson,18.21,53,291
157,0,25632,Jimmy Walker,18.28,49,268
158,0,20572,Rod Pampling,18.29,32,175
159,0,25686,Jason Dufner,18.32,37,202
159,0,25900,Lucas Glover,18.32,37,202
161,0,35421,Brandon Harkins,18.36,67,365
162,0,27141,J.B. Holmes,18.42,49,266
163,0,25834,Daniel Summerhays,18.57,26,140
164,0,27936,Martin Laird,18.60,45,242
165,0,28307,Matt Every,18.73,47,251
166,0,32333,Kevin Tway,18.77,70,373
167,0,27644,Brian Harman,18.81,60,319
168,0,40026,Daniel Berger,19.08,50,262
169,0,27895,Jonas Blixt,19.17,37,193
170,0,29485,Brett Stegmaier,19.21,44,229
171,0,47287,Ethan Tracy,19.28,43,223
172,0,37455,Si Woo Kim,19.33,69,357
173,0,20229,Stewart Cink,19.35,60,310
174,0,29223,Sam Saunders,19.38,56,289
175,0,28500,Martin Flores,19.46,58,298
176,0,50526,Tom Lovelady,19.54,60,307
176,0,32254,Xinjun Zhang,19.54,51,261
178,0,23621,Rory Sabbatini,19.56,62,317
179,0,26331,Charl Schwartzel,19.57,36,184
180,0,34264,Hudson Swafford,19.66,46,234
181,0,12716,Charley Hoffman,19.71,55,279
182,0,24846,Ricky Barnes,19.82,45,227
183,0,27129,Luke List,20.06,71,354
184,0,33418,Shawn Stefani,20.15,53,263
185,0,33419,Cameron Tringale,20.20,40,198
186,0,31416,Derek Fathauer,20.52,55,268
187,0,25240,D.A. Points,20.88,38,182
188,0,12510,Chad Campbell,21.52,51,237
189,0,39997,Corey Conners,21.56,72,334
190,0,32816,Satoshi Kodaira,21.99,31,141
191,0,20593,Greg Chalmers,22.44,35,156
192,0,37338,Zecheng Dou,23.49,35,149
193,0,35544,Andrew Yun,27.82,37,133
