RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
1,0,08793,Tiger Woods,2.982,.803,2.072,.107,37
2,0,24502,Adam Scott,2.230,.955,1.115,.160,51
3,0,10809,Jim Furyk,1.805,.475,1.085,.245,68
4,0,01810,Phil Mickelson,1.688,.569,.983,.136,47
5,0,06567,Vijay Singh,1.670,.447,.809,.414,84
6,0,22378,Trevor Immelman,1.646,.544,.764,.337,73
7,0,23983,Luke Donald,1.514,.074,.931,.509,43
8,0,06522,Ernie Els,1.370,.344,.408,.619,47
9,0,20691,Greg Owen,1.193,.636,.505,.053,62
10,0,20098,Stuart Appleby,1.143,.330,.222,.591,64
11,0,25900,Lucas Glover,1.125,.724,.510,-.109,86
12,0,21209,Sergio Garcia,1.122,.383,.719,.020,39
13,0,20766,Padraig Harrington,1.051,.233,.744,.074,38
14,0,20157,Retief Goosen,1.016,.229,.574,.213,46
15,0,24138,Ian Poulter,1.009,.456,.345,.207,42
16,0,06621,Joe Durant,.991,.750,.486,-.244,96
17,0,24507,Jason Bohn,.976,.262,.428,.285,89
18,0,24925,Jonathan Byrd,.943,.543,.247,.153,54
19,0,20645,John Senden,.938,.524,.387,.026,79
20,0,20628,Arron Oberholser,.927,.095,.589,.243,62
21,0,27770,Camilo Villegas,.922,.629,.249,.045,82
22,0,01945,Kenny Perry,.918,.742,.412,-.236,60
23,0,02206,David Toms,.911,.293,.453,.164,62
24,0,10885,Robert Allenby,.903,.524,.481,-.103,60
25,0,23621,Rory Sabbatini,.893,.258,.323,.313,64
26,0,23349,Charles Warren,.884,.740,.353,-.209,81
27,0,06527,Steve Stricker,.875,.006,.398,.472,52
28,0,25804,Bubba Watson,.846,.807,.196,-.157,72
29,0,06373,José María Olazábal,.837,-.122,.449,.510,39
30,0,10423,Mike Weir,.799,.142,.422,.235,63
31,0,23322,Brett Wetterich,.789,.801,.079,-.092,73
32,0,24024,Zach Johnson,.761,.418,.254,.089,77
33,0,22405,Justin Rose,.746,.052,.616,.078,86
34,0,06004,Stephen Ames,.745,.060,.763,-.079,44
35,0,23325,Vaughn Taylor,.692,-.039,.524,.208,77
36,0,11032,Frank Lickliter II,.690,.140,.406,.143,85
37,0,20105,Jeff Gove,.683,.255,.245,.183,81
38,0,23623,Bo Van Pelt,.682,.437,.118,.127,90
39,0,01677,Tom Lehman,.680,.306,.308,.065,47
40,0,20498,Briny Baird,.668,.235,.580,-.147,70
41,0,23353,J.J. Henry,.632,.223,.370,.039,77
42,0,24357,K.J. Choi,.624,.253,.277,.094,79
43,0,01381,Fred Funk,.606,.159,.357,.090,85
43,0,07749,Brett Quigley,.606,.025,.372,.209,94
45,0,21753,Brian Davis,.604,.291,.118,.195,81
46,0,01706,Davis Love III,.586,.446,.488,-.347,57
47,0,02239,Scott Verplank,.573,.069,.332,.171,68
48,0,12716,Charley Hoffman,.566,.516,.097,-.047,89
49,0,20229,Stewart Cink,.557,-.139,.759,-.063,73
50,0,23135,Tim Clark,.551,-.164,.867,-.151,58
50,0,01226,Fred Couples,.551,.543,.080,-.072,32
52,0,20472,Alex Cejka,.542,.042,.434,.066,80
53,0,21961,Charles Howell III,.541,.262,.165,.114,79
53,0,06515,Shaun Micheel,.541,-.153,.637,.056,78
55,0,01142,Bart Bryant,.533,.299,.379,-.145,71
56,0,12510,Chad Campbell,.497,-.169,.454,.211,67
57,0,20094,Jonathan Kaye,.495,.478,.009,.008,86
58,0,12782,Tim Herron,.470,.115,.180,.175,62
59,0,22293,Heath Slocum,.469,.333,.328,-.192,84
60,0,08075,Jerry Kelly,.468,-.012,.212,.268,84
61,0,22046,Geoff Ogilvy,.451,.137,.127,.188,52
62,0,08385,Omar Uresti,.446,.131,-.054,.368,51
63,0,01707,Steve Lowery,.436,.247,.178,.011,83
64,0,25345,Carl Pettersson,.427,.115,.003,.309,75
65,0,02101,Joey Sindelar,.415,-.022,.792,-.355,76
66,0,24361,Pat Perez,.412,-.053,.195,.270,42
66,0,21959,Ted Purdy,.412,.119,.439,-.147,80
68,0,27095,Nick Watney,.411,.385,-.115,.141,86
69,0,01941,Tom Pernice Jr.,.406,.068,.045,.293,87
70,0,24358,Robert Garrigus,.401,.334,.284,-.217,74
71,0,10860,Justin Leonard,.397,-.154,.111,.441,65
72,0,20634,Peter Lonard,.396,.095,.067,.234,66
73,0,02104,Jeff Sluman,.382,-.258,.457,.183,83
74,0,01766,Billy Mayfair,.370,.192,.077,.101,77
75,0,01313,Steve Elkington,.363,.302,-.153,.213,46
76,0,12660,Jesper Parnevik,.351,.259,.006,.086,73
77,0,24781,Hunter Mahan,.346,.295,.312,-.261,89
78,0,07457,Steve Flesch,.335,-.102,.202,.236,103
79,0,19824,Craig Barlow,.333,-.075,.032,.376,58
80,0,27141,J.B. Holmes,.327,.758,-.280,-.151,63
81,0,06595,Kevin Sutherland,.318,.203,-.148,.263,87
82,0,20574,Mathew Goggin,.308,.457,-.046,-.104,58
83,0,24924,Bill Haas,.303,.054,.141,.109,88
84,0,01024,Billy Andrade,.302,-.301,.348,.255,60
85,0,06350,Bob May,.292,.033,.284,-.025,54
86,0,01320,Bob Estes,.259,-.301,.497,.064,75
87,0,24912,Will MacKenzie,.256,.229,.054,-.027,75
88,0,21350,Ryuji Imada,.251,-.165,.100,.315,87
89,0,22913,John Rollins,.248,.264,.021,-.036,76
90,0,20378,Mathias Grönberg,.241,.449,-.052,-.156,79
91,0,01928,Corey Pavin,.232,-.861,.653,.439,57
92,0,06643,Paul Goydos,.231,-.189,.188,.232,64
93,0,06573,Brandt Jobe,.220,.200,.265,-.244,70
94,0,07867,Woody Austin,.192,-.174,.244,.122,93
95,0,02110,Jerry Smith,.185,-.435,.344,.276,84
96,0,20382,Stephen Leaney,.175,-.480,.549,.106,77
97,0,21646,David Branshaw,.171,.210,.304,-.343,87
98,0,20572,Rod Pampling,.164,.046,-.317,.435,65
99,0,21470,Daisuke Maruyama,.162,.069,.224,-.131,70
100,0,24140,Sean O'Hair,.157,.234,-.021,-.057,76
101,0,01161,Mark Calcavecchia,.139,-.129,.324,-.056,79
102,0,08835,Kris Cox,.117,.070,.054,-.007,72
103,0,02214,Kirk Triplett,.107,-.057,-.091,.255,49
104,0,21949,Joe Ogilvie,.105,.014,.009,.082,78
105,0,10733,Kent Jones,.103,.026,.029,.047,88
106,0,06575,Dudley Hart,.097,-.365,.098,.365,71
107,0,21731,Freddie Jacobson,.096,-.139,.157,.078,54
108,0,01666,Bernhard Langer,.090,-.229,.146,.173,59
109,0,02246,Duffy Waldorf,.088,.242,.002,-.156,82
110,0,20608,David Howell,.074,.185,-.018,-.093,30
111,0,06251,Chris DiMarco,.072,-.345,.477,-.060,61
112,0,12680,Shigeki Maruyama,.067,-.207,.025,.249,80
113,0,19846,Brian Gay,.064,-.283,.196,.151,100
114,0,01388,Robert Gamez,.060,-.001,.279,-.219,82
115,0,28475,Jeff Overton,.056,.466,-.219,-.191,87
116,0,08537,J.P. Hayes,.052,-.237,.189,.100,50
117,0,23788,D.J. Trahan,.049,.269,.069,-.289,76
118,0,21878,Mark Wilson,.030,-.274,.059,.245,72
119,0,23614,Rich Beem,.026,.353,-.076,-.251,65
120,0,01724,Jeff Maggert,.018,.108,.080,-.170,68
121,0,01139,Olin Browne,.005,-.020,.072,-.048,86
122,0,19881,Robert Damron,-.044,-.253,.161,.048,82
123,0,28780,Nicholas Thompson,-.051,.497,-.324,-.223,78
124,0,12662,Thomas Levet,-.058,.157,.079,-.294,48
125,0,01249,John Daly,-.071,.196,-.028,-.239,41
126,0,27943,Matt Hansen,-.076,.352,-.105,-.323,58
127,0,12823,Carlos Franco,-.077,-.272,.102,.093,77
127,0,21805,Harrison Frazar,-.077,.379,-.322,-.134,75
129,0,26596,Ryan Moore,-.083,.313,-.274,-.122,58
129,0,23320,Ryan Palmer,-.083,.318,-.141,-.259,82
131,0,06034,Marco Dawson,-.104,-.114,-.235,.245,77
131,0,01619,Skip Kendall,-.104,.110,-.160,-.054,59
133,0,20850,Daniel Chopra,-.109,.032,-.253,.111,90
134,0,26420,Richard Johnson,-.117,-.024,-.038,-.055,85
135,0,01042,Paul Azinger,-.143,-.320,-.125,.302,80
136,0,22621,Ben Curtis,-.144,-.118,.065,-.090,67
137,0,08123,Jeff Brehaut,-.155,.074,-.003,-.226,85
138,0,23718,Nathan Green,-.156,-.239,-.050,.134,94
139,0,24980,Scott Gutschewski,-.159,.333,-.274,-.218,45
140,0,08375,Paul Stankowski,-.165,.001,-.003,-.162,63
141,0,01553,John Huston,-.168,-.168,-.077,.077,65
142,0,12602,Dean Wilson,-.169,-.344,-.007,.182,93
143,0,23048,Eric Axley,-.171,.131,.048,-.351,79
144,0,11123,Chris Couch,-.173,.533,-.176,-.530,67
145,0,27120,Troy Matteson,-.178,.135,-.082,-.231,88
146,0,26360,Bubba Dickerson,-.193,.231,-.195,-.229,86
147,0,22548,Patrick Sheehan,-.204,-.014,.043,-.233,87
148,0,20812,Tjaart van der Walt,-.205,-.016,-.146,-.042,52
149,0,12645,Brent Geiberger,-.253,.039,-.189,-.104,90
150,0,22946,Henrik Bjornstad,-.279,.246,-.304,-.221,89
151,0,01948,Tim Petrovic,-.281,-.192,-.281,.193,83
152,0,25240,D.A. Points,-.296,-.291,-.026,.022,71
153,0,02223,Bob Tway,-.327,-.403,.019,.057,67
154,0,06197,Michael Allen,-.328,-.282,-.232,.186,72
155,0,02106,Chris Smith,-.330,.556,-.456,-.431,59
156,0,01132,Mark Brooks,-.335,-.300,-.243,.207,74
157,0,01599,Steve Jones,-.337,-.175,-.124,-.038,69
158,0,01035,Tommy Armour III,-.338,.195,-.080,-.453,53
159,0,22892,Jason Gore,-.365,.191,-.159,-.398,72
160,0,23541,Ben Crane,-.369,-.233,-.408,.272,61
161,0,01219,John Cook,-.372,-.243,-.223,.094,55
162,0,10505,Shane Bertsch,-.403,-.222,-.047,-.134,90
163,0,07223,Brian Bateman,-.404,-.013,-.248,-.143,59
164,0,20127,Chris Riley,-.418,-.077,-.704,.362,69
165,0,12760,Danny Ellis,-.447,-.031,-.508,.091,60
166,0,07013,Wes Short Jr.,-.449,-.089,.066,-.427,85
167,0,21407,Arjun Atwal,-.459,-.251,-.235,.027,82
168,0,01577,Lee Janzen,-.484,-.587,.071,.031,68
169,0,22371,Aaron Baddeley,-.517,-.106,-.607,.196,68
170,0,06012,Greg Kraft,-.535,-.113,-.316,-.106,67
171,0,11011,Mike Sposa,-.547,-.049,-.706,.208,58
172,0,20121,Todd Fischer,-.577,-.577,-.186,.187,90
173,0,25842,Jon Mills,-.580,-.090,-.514,.024,54
174,0,20099,Doug Barron,-.586,-.282,-.415,.112,67
174,0,19913,Ron Whittaker,-.586,-.290,-.133,-.163,71
176,0,10565,Ian Leggatt,-.589,-.345,-.012,-.232,70
177,0,01685,J.L. Lewis,-.614,-.066,-.428,-.120,50
178,0,23307,Roger Tambellini,-.624,.163,-.388,-.400,53
