RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
179,0,20631,David McKenzie,-.626,-.027,-.295,-.304,69
180,0,25632,Jimmy Walker,-.679,-.685,-.172,.178,56
181,0,21660,Jason Schultz,-.796,-.303,-.785,.293,65
182,0,23673,Michael Connell,-.797,-.486,-.203,-.108,42
183,0,09011,David Duval,-.816,-.670,.032,-.178,53
184,0,23497,Tag Ridings,-.890,-.025,-.577,-.288,90
185,0,01823,Larry Mize,-.903,-.309,-.616,.023,41
186,0,12755,Vance Veazey,-.989,-.442,-.424,-.122,54
187,0,23409,James Driscoll,-1.041,-.047,-1.044,.050,76
188,0,01329,Brad Faxon,-1.105,-.903,-.020,-.182,73
188,0,01887,Mark O'Meara,-1.105,-.779,-.683,.358,36
190,0,23616,Ryan Hietala,-1.191,-.067,-1.040,-.084,51
191,0,25936,Alex Aragon,-1.275,-.372,-.507,-.396,54
192,0,20593,Greg Chalmers,-1.399,-.797,-.430,-.172,57
193,0,01473,Todd Hamilton,-1.425,-.492,-.786,-.146,56
194,0,01761,Len Mattiace,-1.474,-.449,-.879,-.145,52
195,0,25935,John Engler Jr.,-1.513,-.463,-1.022,-.029,63
196,0,20548,Hidemichi Tanaka,-1.785,-1.080,-.788,.083,65
