RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
1,0,25345,Carl Pettersson,21
2,0,01677,Tom Lehman,19
3,0,01320,Bob Estes,18
4,0,01928,Corey Pavin,11
4,0,10213,Dicky Pride,11
6,0,01142,Bart Bryant,8
6,0,23135,Tim Clark,8
6,0,06621,Joe Durant,8
6,0,06643,Paul Goydos,8
6,0,10585,Scott McCarron,8
6,0,02214,Kirk Triplett,8
12,0,25364,Paul Casey,7
12,0,10201,Matt Gogel,7
12,0,02223,Bob Tway,7
15,0,01143,Brad Bryant,6
15,0,23983,Luke Donald,6
15,0,20157,Retief Goosen,6
15,0,01682,Wayne Levi,6
15,0,12660,Jesper Parnevik,6
15,0,22913,John Rollins,6
21,0,10885,Robert Allenby,5
21,0,01219,John Cook,5
21,0,01306,David Edwards,5
21,0,12760,Danny Ellis,5
21,0,01334,Keith Fergus,5
21,0,01475,Donnie Hammond,5
21,0,01941,Tom Pernice Jr.,5
21,0,08385,Omar Uresti,5
21,0,22363,Don Yrene,5
30,0,06004,Stephen Ames,4
30,0,01035,Tommy Armour III,4
30,0,21739,Aaron Barber,4
30,0,10944,Thomas Bjørn,4
30,0,12388,Michael Clark II,4
30,0,10195,Tim Conley,4
30,0,22621,Ben Curtis,4
30,0,21284,Hiroyuki Fujita,4
30,0,20569,Richard Green,4
30,0,27708,Jason Hartwick,4
30,0,20433,Mark Hensby,4
30,0,20608,David Howell,4
30,0,22378,Trevor Immelman,4
30,0,12389,Barry Lane,4
30,0,01666,Bernhard Langer,4
30,0,27768,Brock Mackenzie,4
30,0,01724,Jeff Maggert,4
30,0,25034,James McLean,4
30,0,01823,Larry Mize,4
30,0,07235,John Morse,4
30,0,25396,Kevin Na,4
30,0,10107,Deane Pappas,4
30,0,20095,Carl Paulson,4
30,0,02133,Craig Stadler,4
30,0,26679,Kevin Stadler,4
30,0,20580,Andre Stolz,4
30,0,20548,Hidemichi Tanaka,4
30,0,02257,Brian Watts,4
30,0,10423,Mike Weir,4
59,0,06197,Michael Allen,3
59,0,08123,Jeff Brehaut,3
59,0,24290,D.J. Brigman,3
59,0,25686,Jason Dufner,3
59,0,20940,Kenichi Kuboya,3
59,0,01797,Rocco Mediate,3
59,0,06515,Shaun Micheel,3
59,0,22046,Geoff Ogilvy,3
59,0,06054,Sean Pacetti,3
59,0,23497,Tag Ridings,3
59,0,02033,Dave Rummells,3
59,0,02239,Scott Verplank,3
71,0,22416,Michael Beard,2
71,0,06522,Ernie Els,2
71,0,21805,Harrison Frazar,2
71,0,22075,Ricardo Gonzalez,2
71,0,20766,Padraig Harrington,2
71,0,01549,Mike Hulbert,2
71,0,24511,Thongchai Jaidee,2
71,0,01577,Lee Janzen,2
71,0,12680,Shigeki Maruyama,2
71,0,12461,Paul McGinley,2
71,0,08339,Spike McRoy,2
71,0,01920,Craig Parry,2
71,0,01960,Don Pooley,2
71,0,24138,Ian Poulter,2
71,0,23797,Brett Rumford,2
71,0,24502,Adam Scott,2
71,0,27128,Matt Seppanen,2
71,0,06567,Vijay Singh,2
71,0,02206,David Toms,2
71,0,02230,Stan Utley,2
71,0,26497,Casey Wittenberg,2
