RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
1,107,02010,Loren Roberts,10.53,36,342
2,108,01559,Hale Irwin,10.58,20,189
3,108,02242,Lanny Wadkins,10.59,27,255
4,111,02100,Tim Simpson,11.17,39,349
5,112,01783,Mark McCumber,11.46,22,192
6,112,01682,Wayne Levi,11.56,34,294
7,112,01385,Jim Gallagher Jr.,11.64,39,335
8,112,01435,Wayne Grady,11.74,27,230
9,112,02185,Lance Ten Broeck,11.76,24,204
10,113,01226,Fred Couples,11.80,36,305
11,113,01235,Ben Crenshaw,12.07,28,232
12,113,02159,Curtis Strange,12.35,31,251
13,113,01837,Gil Morgan,12.37,36,291
14,113,01326,Nick Faldo,12.50,22,176
15,116,01072,Chip Beck,12.55,32,255
16,116,01132,Mark Brooks,12.61,29,230
16,116,01736,Roger Maltbie,12.61,29,230
18,116,02196,Robert Thompson,12.63,24,190
19,117,02223,Bob Tway,12.69,33,260
20,117,01168,David Canipe,12.80,32,250
20,117,01571,Barry Jaeckel,12.80,21,164
22,117,01175,Jim Carter,12.81,41,320
23,117,01469,Dan Halldorson,12.88,30,233
24,117,02095,Larry Silveira,12.90,28,217
25,117,02190,Doug Tewell,12.92,31,240
26,117,01943,Chris Perry,12.94,40,309
27,117,02146,Payne Stewart,13.03,37,284
28,117,01161,Mark Calcavecchia,13.13,39,297
29,117,02225,Howard Twitty,13.18,34,258
30,118,02170,Hal Sutton,13.50,44,326
31,118,02133,Craig Stadler,13.53,36,266
32,118,01938,David Peoples,13.56,24,177
33,119,02303,Robert Wrenn,13.60,37,272
34,119,01049,Ian Baker-Finch,13.61,26,191
35,119,01444,Ken Green,13.65,34,249
36,119,01522,Lon Hinkle,13.67,38,278
37,119,06284,Jim Hallet,13.83,43,311
37,119,01701,Bob Lohr,13.83,39,282
39,119,01790,Pat McGowan,13.89,40,288
40,119,01599,Steve Jones,13.94,46,330
40,119,02118,J.C. Snead,13.94,35,251
42,119,01331,Rick Fehr,13.97,32,229
43,119,01346,Ed Fiori,14.00,42,300
44,119,02246,Duffy Waldorf,14.06,36,256
45,119,01129,Bill Britton,14.11,47,333
46,119,01284,Mike Donald,14.12,48,340
47,119,01771,Blaine McCallister,14.16,48,339
48,119,01527,Scott Hoch,14.19,42,296
48,119,02033,Dave Rummells,14.19,43,303
50,119,01690,Bruce Lietzke,14.22,32,225
51,119,02241,Bobby Wadkins,14.24,41,288
