RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
1,45,01682,Wayne Levi,1.86,160,86
2,49,02159,Curtis Strange,1.99,159,80
3,59,01385,Jim Gallagher Jr.,2.01,237,118
4,59,02118,J.C. Snead,2.05,176,86
5,60,02185,Lance Ten Broeck,2.08,173,83
6,60,02146,Payne Stewart,2.09,178,85
7,60,02100,Tim Simpson,2.10,229,109
8,60,01331,Rick Fehr,2.12,157,74
8,60,01783,Mark McCumber,2.12,144,68
10,61,02170,Hal Sutton,2.14,214,100
11,62,01527,Scott Hoch,2.16,212,98
11,62,01633,Tom Kite,2.16,192,89
13,62,01161,Mark Calcavecchia,2.17,189,87
13,62,01226,Fred Couples,2.17,193,89
15,62,01042,Paul Azinger,2.20,205,93
15,62,01941,Tom Pernice Jr.,2.20,143,65
17,62,02133,Craig Stadler,2.21,177,80
18,62,01837,Gil Morgan,2.22,191,86
19,62,02033,Dave Rummells,2.24,220,98
19,62,02087,Don Shirey Jr.,2.24,190,85
21,62,01557,John Inman,2.25,200,89
21,62,01938,David Peoples,2.25,144,64
23,66,02067,Ted Schulz,2.26,258,114
24,67,01725,John Mahaffey,2.27,241,106
25,67,01175,Jim Carter,2.28,242,106
25,67,01390,Buddy Gardner,2.28,253,111
25,67,01475,Donnie Hammond,2.28,205,90
25,67,01771,Blaine McCallister,2.28,235,103
25,67,02242,Lanny Wadkins,2.28,187,82
30,67,01235,Ben Crenshaw,2.29,179,78
31,67,01060,Dave Barr,2.30,212,92
31,67,01133,Billy Ray Brown,2.30,212,92
31,67,02010,Loren Roberts,2.30,260,113
34,67,01072,Chip Beck,2.31,180,78
34,67,01569,Peter Jacobsen,2.31,199,86
34,67,01996,Mike Reid,2.31,173,75
37,67,01129,Bill Britton,2.32,248,107
38,67,01346,Ed Fiori,2.33,233,100
39,70,01154,Bill Buttner,2.34,204,87
40,70,01549,Mike Hulbert,2.35,277,118
40,70,01690,Bruce Lietzke,2.35,174,74
42,70,01098,Jay Don Blake,2.36,205,87
42,70,01887,Mark O'Meara,2.36,212,90
44,70,01203,Russ Cochran,2.37,213,90
44,70,01797,Rocco Mediate,2.37,246,104
46,71,01143,Brad Bryant,2.38,248,104
46,71,01926,Steve Pate,2.38,262,110
48,71,01507,Webb Heintzelman,2.39,251,105
48,71,02049,Gene Sauers,2.39,196,82
50,71,02225,Howard Twitty,2.40,199,83
51,72,02095,Larry Silveira,2.41,195,81
51,72,02186,Brian Tennyson,2.41,246,102
53,72,01284,Mike Donald,2.42,285,118
53,72,01715,Mark Lye,2.42,218,90
55,72,01662,Greg Ladehoff,2.43,197,81
56,72,01024,Billy Andrade,2.44,229,94
56,72,01151,Clark Burroughs,2.44,171,70
56,72,01306,David Edwards,2.44,220,90
56,72,01435,Wayne Grady,2.44,200,82
56,72,01599,Steve Jones,2.44,227,93
56,72,02007,Larry Rinker,2.44,212,87
62,73,01035,Tommy Armour III,2.45,262,107
62,73,02279,Mark Wiebe,2.45,240,98
64,73,01489,Steve Hart,2.46,194,79
64,73,01928,Corey Pavin,2.46,244,99
66,73,01614,Jack Kay Jr.,2.47,180,73
66,73,01639,Kenny Knox,2.47,269,109
66,73,01891,David Ogrin,2.47,237,96
69,74,01049,Ian Baker-Finch,2.48,149,60
69,74,01469,Dan Halldorson,2.48,218,88
69,74,01510,Nolan Henke,2.48,181,73
69,74,01876,Greg Norman,2.48,154,62
73,74,01006,John Adams,2.49,217,87
74,74,01106,Jim Booros,2.50,215,86
74,74,01943,Chris Perry,2.50,268,107
74,74,02223,Bob Tway,2.50,235,94
77,97,02104,Jeff Sluman,2.51,186,74
78,97,01014,Fulton Allem,2.52,217,86
78,97,01132,Mark Brooks,2.52,219,87
78,97,01326,Nick Faldo,2.52,154,61
78,97,01571,Barry Jaeckel,2.52,166,66
78,97,02267,D.A. Weibring,2.52,194,77
83,97,01197,Bobby Clampett,2.53,223,88
83,97,01522,Lon Hinkle,2.53,228,90
85,97,01378,David Frost,2.54,231,91
85,97,01499,Mark Hayes,2.54,216,85
85,97,01968,Nick Price,2.54,239,94
88,97,01061,Ray Barr Jr.,2.55,168,66
88,97,01823,Larry Mize,2.55,242,95
88,97,01877,Tim Norris,2.55,224,88
88,97,01960,Don Pooley,2.55,194,76
92,97,01790,Pat McGowan,2.57,234,91
93,97,01303,Bob Eastwood,2.58,217,84
93,97,01666,Bernhard Langer,2.58,142,55
93,97,01736,Roger Maltbie,2.58,199,77
93,97,02222,Billy Tuten,2.58,186,72
93,97,02241,Bobby Wadkins,2.58,271,105
98,98,01201,Lennie Clements,2.59,212,82
98,98,01323,Brad Fabel,2.59,220,85
100,98,01641,Gary Koch,2.60,169,65
100,98,01773,Ronnie McCann,2.60,164,63
100,98,01846,Jodie Mudd,2.60,247,95
100,98,01975,Tom Purtzer,2.60,203,78
100,98,02292,Bob Wolcott,2.60,169,65
100,98,02303,Robert Wrenn,2.60,226,87
106,99,06284,Jim Hallet,2.61,290,111
107,100,01381,Fred Funk,2.62,233,89
107,100,01931,Rick Pearson,2.62,202,77
