RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
109,101,01706,Davis Love III,2.63,218,83
109,101,02099,Scott Simpson,2.63,189,72
109,101,02321,Fuzzy Zoeller,2.63,176,67
112,102,01168,David Canipe,2.64,243,92
112,102,02094,Tony Sills,2.64,238,90
112,102,02101,Joey Sindelar,2.64,251,95
115,103,01443,Hubert Green,2.65,196,74
115,103,01559,Hale Irwin,2.65,167,63
115,103,01945,Kenny Perry,2.65,220,83
118,103,02041,Bill Sander,2.66,261,98
118,103,02195,Leonard Thompson,2.66,250,94
118,103,02322,Richard Zokol,2.66,205,77
121,103,01755,Dick Mast,2.67,240,90
122,108,01307,Joel Edwards,2.68,190,71
122,108,01444,Ken Green,2.68,217,81
122,108,01813,Mike Miles,2.68,177,66
122,108,02256,Tom Watson,2.68,158,59
126,108,01329,Brad Faxon,2.70,251,93
127,108,02246,Duffy Waldorf,2.71,230,85
128,111,01320,Bob Estes,2.72,212,78
129,111,01952,Billy Pierot,2.73,175,64
129,111,02167,Mike Sullivan,2.73,216,79
131,111,01086,Roy Biancalana,2.74,178,65
131,111,01282,Trevor Dodds,2.74,167,61
131,111,01418,Bill Glasson,2.74,219,80
131,111,01958,Dan Pohl,2.74,189,69
131,111,02148,Ray Stewart,2.74,178,65
136,111,01457,Jay Haas,2.75,250,91
136,111,01550,Ed Humenik,2.75,223,81
136,111,01701,Bob Lohr,2.75,267,97
136,111,02023,Clarence Rose,2.75,292,106
136,111,02190,Doug Tewell,2.75,220,80
141,112,01200,Keith Clearwater,2.76,276,100
141,112,01864,Larry Nelson,2.76,160,58
143,112,01033,George Archer,2.78,178,64
143,112,01261,Jay Delsing,2.78,178,64
145,112,01533,P.H. Horgan III,2.79,237,85
146,112,01766,Billy Mayfair,2.80,277,99
146,112,02196,Robert Thompson,2.80,207,74
146,112,02239,Scott Verplank,2.80,244,87
149,113,02201,Jim Thorpe,2.81,233,83
150,113,01162,Rex Caldwell,2.82,203,72
151,113,01361,Dan Forsman,2.83,243,86
152,113,01313,Steve Elkington,2.84,281,99
152,113,01553,John Huston,2.84,241,85
154,113,01777,John McComish,2.85,228,80
155,115,01248,Rick Dalpos,2.87,204,71
155,115,01448,Tony Grimes,2.87,198,69
157,115,01093,Ronnie Black,2.88,248,86
158,118,01157,Tom Byrum,2.89,292,101
158,118,01310,Dave Eichelberger,2.89,286,99
160,118,01374,Robin Freeman,2.90,226,78
160,118,01723,Andrew Magee,2.90,296,102
162,118,01156,Curt Byrum,2.91,282,97
162,118,01884,Mac O'Grady,2.91,154,53
164,119,01068,Andy Bean,2.92,219,75
165,122,01487,Jeff Hart,2.93,173,59
165,122,01564,David Jackson,2.93,167,57
165,122,01984,Sam Randolph,2.93,164,56
168,124,01468,Gary Hallberg,2.94,253,86
168,124,01626,Karl Kimball,2.94,153,52
170,124,01414,Bob Gilder,2.97,255,86
171,125,01717,Sandy Lyle,2.98,158,53
172,125,01096,Phil Blackmar,2.99,251,84
173,125,01992,Don Reese,3.00,273,91
174,151,01935,Calvin Peete,3.06,156,51
175,154,01030,Isao Aoki,3.11,165,53
176,154,02261,Doug Weaver,3.12,215,69
177,156,01495,Morris Hatalsky,3.16,218,69
177,156,02090,Tom Sieckmann,3.16,256,81
179,160,01112,Charlie Bowles,3.21,199,62
180,162,02294,Willie Wood,3.23,171,53
181,172,01355,Raymond Floyd,3.33,183,55
182,178,01078,Jim Benepe,3.38,257,76
183,179,01150,George Burns,3.39,190,56
183,179,01685,J.L. Lewis,3.39,173,51
185,211,02224,Greg Twiggs,3.61,260,72
186,215,01925,Jerry Pate,3.69,188,51
